"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"4946","19:36839485|36845119","1.000","2.000",NA
"4947","19:36857909|36859197",NA,"1.000",NA
"4948","19:36857909|36862957","6.000",NA,"3.000"
"4949","19:36926467|36935909","2.000",NA,NA
"4950","19:36933770|36935909","4.000",NA,NA
"4951","19:36933770|36939899",NA,"2.000",NA
"4952","19:36935772|36947438",NA,NA,"2.000"
"4953","19:36939038|36943107",NA,NA,"4.000"
"4954","19:36939038|36947438",NA,NA,"3.000"
"4955","19:36939830|36947438","1.000",NA,NA
"4956","19:36946504|36968324",NA,NA,"3.000"
"4957","19:36973929|36975035","2.000",NA,NA
"4958","19:3697527|3702330",NA,NA,"1.000"
"4959","19:3697527|3709640",NA,NA,"2.000"
"4960","19:37021921|37031774",NA,"4.000","5.000"
"4961","19:37021921|37045691","1.000","1.000",NA
"4962","19:37045572|37116621",NA,"1.000",NA
"4963","19:3709243|3709640","3.000",NA,"1.000"
"4964","19:37302546|37308011","2.000","4.000","14.000"
"4965","19:37375464|37386655",NA,NA,"1.000"
"4966","19:37889684|37941546",NA,"2.000",NA
"4967","19:37909166|37913152",NA,NA,"1.000"
"4968","19:38201808|38204355",NA,NA,"3.000"
"4969","19:38207905|38210398",NA,NA,"6.000"
"4970","19:3832219|3836627",NA,"2.000",NA
"4971","19:3832219|3846708","4.000",NA,"4.000"
"4972","19:3836388|3846708","1.000",NA,"2.000"
"4973","19:38512358|38513896","6.000","2.000","30.000"
"4974","19:38686893|38693889","2.000","2.000","4.000"
"4975","19:38707999|38709535",NA,NA,"1.000"
"4976","19:38717126|38724982",NA,NA,"3.000"
"4977","19:38761263|38766459",NA,NA,"1.000"
"4978","19:38798451|38800918",NA,"2.000",NA
"4979","19:38854059|38871218",NA,"1.000","3.000"
"4980","19:38854059|38887430","1.000",NA,NA
"4981","19:38884430|38889859","2.000","1.000","5.000"
"4982","19:38887312|38902857",NA,NA,"3.000"
"4983","19:3914647|3925788",NA,"2.000",NA
"4984","19:3937388|3939988",NA,"1.000",NA
"4985","19:40231849|40240505","2.000","4.000","6.000"
"4986","19:40300112|40306512","1.000",NA,NA
"4987","19:40541967|40543221","2.000",NA,"3.000"
"4988","19:40545862|40555109",NA,"1.000",NA
"4989","19:40551345|40559036",NA,NA,"2.000"
"4990","19:4059343|4060009",NA,NA,"2.000"
"4991","19:4059343|4060019",NA,NA,"2.000"
"4992","19:40885527|40899553",NA,NA,"4.000"
"4993","19:41205539|41206755",NA,NA,"4.000"
"4994","19:41227116|41244779",NA,NA,"4.000"
"4995","19:41309940|41317783",NA,NA,"3.000"
"4996","19:41516459|41534446","3.000",NA,"7.000"
"4997","19:41534313|41544140","6.000",NA,"1.000"
"4998","19:4177058|4181450",NA,NA,"1.000"
"4999","19:41864973|41866612",NA,NA,"1.000"
"5000","19:41878204|41878613",NA,NA,"4.000"
"5001","19:41929088|41930445",NA,NA,"1.000"
"5002","19:4201393|4202578",NA,"1.000",NA
"5003","19:42089075|42093922","2.000",NA,NA
"5004","19:4209139|4209319",NA,NA,"1.000"
"5005","19:42103475|42105005",NA,NA,"5.000"
"5006","19:42103482|42105005","3.000",NA,NA
"5007","19:42550990|42552780","4.000","1.000","23.000"
"5008","19:42550990|42564640",NA,NA,"2.000"
"5009","19:42564464|42571982",NA,NA,"3.000"
"5010","19:42750534|42750999",NA,NA,"2.000"
"5011","19:43352304|43352693","3.000",NA,NA
"5012","19:4342197|4342868",NA,NA,"2.000"
"5013","19:43492960|43493365",NA,NA,"2.000"
"5014","19:43692637|43700277",NA,NA,"5.000"
"5015","19:43700173|43706022",NA,NA,"1.000"
"5016","19:4370179|4371084","1.000","1.000","2.000"
"5017","19:4376836|4378287",NA,"1.000",NA
"5018","19:4378980|4381297",NA,NA,"4.000"
"5019","19:43855027|43863459","2.000","3.000","25.000"
"5020","19:4392874|4444920","1.000",NA,"1.000"
"5021","19:4400204|4412942",NA,NA,"1.000"
"5022","19:4401764|4444920",NA,NA,"3.000"
"5023","19:44070384|44077216",NA,"1.000",NA
"5024","19:44072855|44077216","10.000","2.000","18.000"
"5025","19:44072855|44079566",NA,NA,"1.000"
"5026","19:4411565|4444920","1.000",NA,NA
"5027","19:44385808|44386070",NA,NA,"1.000"
"5028","19:44388580|44391734",NA,NA,"1.000"
"5029","19:4438968|4444920","3.000","1.000",NA
"5030","19:44922550|44924105",NA,NA,"2.000"
"5031","19:44940507|44947519",NA,NA,"1.000"
"5032","19:4506522|4506915",NA,NA,"2.000"
"5033","19:45580167|45628960","1.000",NA,NA
"5034","19:45614954|45628960",NA,"1.000",NA
"5035","19:45619303|45624838",NA,NA,"1.000"
"5036","19:45619303|45624887",NA,"1.000","3.000"
"5037","19:45619303|45628960","17.000","10.000","82.000"
"5038","19:45624173|45628960","6.000","3.000","16.000"
"5039","19:45746343|45756446",NA,NA,"1.000"
"5040","19:45749542|45754063",NA,"1.000",NA
"5041","19:45758489|45765456",NA,NA,"4.000"
"5042","19:45762100|45764658","3.000",NA,"1.000"
"5043","19:45874390|45880587","8.000","4.000","5.000"
"5044","19:45910055|45924866","1.000",NA,NA
"5045","19:45910055|45928942",NA,NA,"1.000"
"5046","19:45910055|45967151",NA,NA,"2.000"
"5047","19:45920789|45928942",NA,"2.000","1.000"
"5048","19:45961261|45963714","1.000",NA,"1.000"
"5049","19:45961261|45967151",NA,"1.000","2.000"
"5050","19:45963405|45963714",NA,NA,"1.000"
"5051","19:46067141|46067697",NA,"1.000",NA
"5052","19:46151158|46159162",NA,NA,"3.000"
"5053","19:46296783|46297193","5.000",NA,NA
"5054","19:46296783|46298208",NA,NA,"3.000"
"5055","19:46360374|46360814",NA,NA,"3.000"
"5056","19:46368066|46369421",NA,NA,"1.000"
"5057","19:46372658|46373527",NA,"3.000","7.000"
"5058","19:46389562|46413574",NA,NA,"1.000"
"5059","19:46438267|46443285","2.000",NA,"1.000"
"5060","19:46462010|46464085",NA,NA,"2.000"
"5061","19:46472038|46474699","3.000",NA,NA
"5062","19:46802071|46802305",NA,"1.000",NA
"5063","19:46892316|46893531","4.000",NA,"2.000"
"5064","19:47063251|47064571",NA,NA,"2.000"
"5065","19:47117580|47117749",NA,"1.000",NA
"5066","19:47597343|47600490","1.000",NA,NA
"5067","19:47611009|47613923","4.000",NA,NA
"5068","19:4779089|4779517","8.000","3.000","17.000"
"5069","19:4824414|4835595","5.000",NA,NA
"5070","19:4826270|4835595",NA,NA,"1.000"
"5071","19:48325838|48325991",NA,"2.000",NA
"5072","19:4834751|4835595",NA,"7.000","2.000"
"5073","19:4834751|4838070",NA,"1.000","4.000"
"5074","19:4834751|4844037","1.000",NA,"1.000"
"5075","19:4837388|4838070","3.000",NA,"4.000"
"5076","19:4837388|4844037",NA,"2.000","9.000"
"5077","19:4842425|4844037",NA,"1.000","26.000"
"5078","19:49128981|49129181","1.000",NA,NA
"5079","19:4965046|4966838",NA,NA,"2.000"
"5080","19:51317696|51317842",NA,NA,"2.000"
"5081","19:5163808|5164199",NA,"5.000","2.000"
"5082","19:52983851|52988891",NA,NA,"3.000"
"5083","19:53434771|53435744","1.000",NA,NA
"5084","19:53609019|53610337","9.000","4.000","7.000"
"5085","19:53622389|53624253",NA,NA,"3.000"
"5086","19:53895879|53899453",NA,"3.000","5.000"
"5087","19:53895879|53901356","13.000","2.000","54.000"
"5088","19:53938249|53976814",NA,NA,"2.000"
"5089","19:53975884|53976814","8.000","6.000","36.000"
"5090","19:53975884|53991577",NA,NA,"3.000"
"5091","19:5467421|5468279","4.000","2.000","4.000"
"5092","19:5476592|5476779",NA,NA,"1.000"
"5093","19:55369373|55380300","1.000","2.000","9.000"
"5094","19:55369373|55489789",NA,"2.000",NA
"5095","19:55380215|55487736",NA,"3.000","2.000"
"5096","19:55743445|55851993",NA,"1.000",NA
"5097","19:55806195|55851993","1.000",NA,NA
"5098","19:55896854|55901077","2.000","1.000",NA
"5099","19:56030031|56030701",NA,NA,"2.000"
"5100","19:56558847|56564716",NA,"2.000","4.000"
"5101","19:56563189|56564716","13.000","9.000","23.000"
"5102","19:56563189|56580239",NA,"2.000",NA
"5103","19:56563248|56564716",NA,"1.000",NA
"5104","19:56563248|56580239",NA,NA,"1.000"
"5105","19:56788495|56790421",NA,"1.000",NA
"5106","19:57366980|57367607","41.000","22.000","47.000"
"5107","19:57369503|57369856",NA,NA,"3.000"
"5108","19:57446521|57452857",NA,NA,"3.000"
"5109","19:57446521|57461212","4.000",NA,NA
"5110","19:57473504|57473929",NA,"1.000",NA
"5111","19:5760238|5761066",NA,"1.000",NA
"5112","19:57617516|57631060",NA,"3.000",NA
"5113","19:57617516|57645670",NA,NA,"10.000"
"5114","19:57617516|57645674",NA,NA,"1.000"
"5115","19:57626883|57645670","2.000","1.000",NA
"5116","19:57719983|57744050",NA,NA,"1.000"
"5117","19:57740061|57744050",NA,"2.000","2.000"
"5118","19:57740061|57766377","6.000","2.000","18.000"
"5119","19:5814696|5816344",NA,"1.000",NA
"5120","19:5846163|5847052",NA,NA,"2.000"
"5121","19:5847532|5847826",NA,NA,"1.000"
"5122","19:58602795|58603007","5.000",NA,NA
"5123","19:5894994|5895278","4.000",NA,NA
"5124","19:5895022|5895338",NA,NA,"1.000"
"5125","19:59007236|59016681","4.000","1.000",NA
"5126","19:59007236|59023573",NA,NA,"3.000"
"5127","19:59293589|59303792",NA,NA,"6.000"
"5128","19:59810997|59901880","3.000",NA,NA
"5129","19:60201104|60209736",NA,"1.000","2.000"
"5130","19:60545156|60552732","1.000",NA,NA
"5131","19:60551599|60552732",NA,NA,"2.000"
"5132","19:60751502|60752671","10.000",NA,"2.000"
"5133","19:60752469|60752671","4.000","33.000","4.000"
"5134","19:60757145|60757285","2.000",NA,NA
"5135","19:60761129|60762455",NA,NA,"2.000"
"5136","19:60763730|60764293",NA,"2.000",NA
"5137","19:60805968|60814369",NA,NA,"1.000"
"5138","19:60814268|60823434","3.000",NA,NA
"5139","19:60844264|60848532",NA,NA,"1.000"
"5140","19:60976139|60977358",NA,NA,"1.000"
"5141","19:6098484|6098637",NA,"2.000",NA
"5142","19:61167407|61171297","2.000","2.000","11.000"
"5143","19:6391932|6392687",NA,"2.000","2.000"
"5144","19:6415693|6422238","2.000",NA,NA
"5145","19:7003659|7010017",NA,NA,"9.000"
"5146","19:7267680|7268147",NA,"1.000",NA
"5147","19:7486712|7487491",NA,NA,"2.000"
"5148","19:7498151|7499572",NA,NA,"4.000"
"5149","19:7514078|7515212",NA,NA,"2.000"
"5150","19:7576124|7579446",NA,NA,"1.000"
"5151","19:8725824|8727391",NA,NA,"1.000"
"5152","19:8727029|8727391","3.000",NA,NA
"5153","19:8771499|8774759",NA,NA,"3.000"
"5154","19:8793217|8796048",NA,NA,"1.000"
"5155","19:8850877|8851210",NA,NA,"2.000"
"5156","19:8879627|8882426","1.000",NA,NA
"5157","19:8879627|8884758",NA,"1.000",NA
"5158","19:8892789|8893191",NA,"2.000",NA
"5159","19:8908407|8908668",NA,NA,"4.000"
"5160","19:8908407|8908867","5.000",NA,NA
"5161","19:8908410|8908867",NA,NA,"1.000"
"5162","19:8977025|8978227",NA,NA,"3.000"
"5163","2:101559768|101571723",NA,NA,"2.000"
"5164","2:101588854|101602753",NA,"3.000","5.000"
"5165","2:102177308|102211286",NA,"3.000",NA
"5166","2:103109862|103113965","1.000",NA,NA
"5167","2:103254436|103260762","3.000",NA,NA
"5168","2:103269541|103273196",NA,"2.000","3.000"
"5169","2:103279641|103279950",NA,NA,"2.000"
"5170","2:103509089|103513836",NA,"5.000","7.000"
"5171","2:103532600|103536077","4.000",NA,"2.000"
"5172","2:103602041|103603163",NA,NA,"2.000"
"5173","2:103605954|103606365",NA,"1.000",NA
"5174","2:103608307|103609916",NA,NA,"3.000"
"5175","2:103609508|103613550",NA,NA,"5.000"
"5176","2:104268195|104270637","2.000",NA,NA
"5177","2:104301093|104302192","9.000","5.000","61.000"
"5178","2:104439215|104439531","4.000","6.000","6.000"
"5179","2:104481986|104486136",NA,NA,"2.000"
"5180","2:104482789|104484649","2.000",NA,NA
"5181","2:104486033|104491059","1.000",NA,"15.000"
"5182","2:104486033|104494702",NA,NA,"2.000"
"5183","2:104553220|104560919",NA,NA,"3.000"
"5184","2:104560528|104560919","3.000",NA,NA
"5185","2:104590838|104593308",NA,"1.000",NA
"5186","2:104590838|104600525",NA,NA,"2.000"
"5187","2:104600387|104610605","3.000",NA,NA
"5188","2:104606516|104608598",NA,NA,"3.000"
"5189","2:104606516|104610605","5.000",NA,"5.000"
"5190","2:104608481|104610605",NA,NA,"8.000"
"5191","2:104843195|104845247",NA,NA,"1.000"
"5192","2:105761063|105767463","3.000",NA,NA
"5193","2:106604919|106614203",NA,NA,"4.000"
"5194","2:108923280|108923642",NA,"2.000",NA
"5195","2:108961829|108967877",NA,NA,"3.000"
"5196","2:108967685|108980872","1.000",NA,NA
"5197","2:109108484|109108662","5.000",NA,NA
"5198","2:109800315|109821520",NA,"1.000",NA
"5199","2:109820049|109828009",NA,NA,"1.000"
"5200","2:109827937|109831343",NA,NA,"1.000"
"5201","2:110114755|110149341",NA,NA,"1.000"
"5202","2:112234505|112243238",NA,NA,"1.000"
"5203","2:113256866|113274804","3.000","1.000","25.000"
"5204","2:113256866|113309308",NA,NA,"5.000"
"5205","2:113256869|113274804",NA,"1.000",NA
"5206","2:113256869|113309308",NA,NA,"2.000"
"5207","2:113412442|113433634","1.000",NA,NA
"5208","2:113423431|113426737",NA,NA,"6.000"
"5209","2:113423431|113433634","3.000",NA,NA
"5210","2:11487255|11489673",NA,NA,"2.000"
"5211","2:115461485|115473217",NA,"1.000",NA
"5212","2:11601439|11602979",NA,NA,"2.000"
"5213","2:116983472|116995476","7.000",NA,NA
"5214","2:116983472|117002567",NA,"1.000","7.000"
"5215","2:117088114|117094420",NA,NA,"3.000"
"5216","2:11735381|11745573",NA,"1.000",NA
"5217","2:11765291|11767832",NA,"2.000","4.000"
"5218","2:11786287|11791113",NA,"1.000",NA
"5219","2:118231015|118247823","2.000",NA,NA
"5220","2:118448186|118448416",NA,"3.000","5.000"
"5221","2:118457333|118460646",NA,NA,"1.000"
"5222","2:118461425|118462380","1.000",NA,"11.000"
"5223","2:118462239|118465758","3.000","2.000",NA
"5224","2:118653900|118654267",NA,"1.000",NA
"5225","2:118907416|118912106",NA,"1.000",NA
"5226","2:118907416|118917131",NA,"3.000","7.000"
"5227","2:118908378|118912106","2.000",NA,NA
"5228","2:118925608|118930311",NA,"1.000","2.000"
"5229","2:119210446|119213447",NA,NA,"1.000"
"5230","2:119257069|119257548","3.000",NA,"9.000"
"5231","2:119257069|119263814",NA,"2.000","2.000"
"5232","2:119264629|119276137","4.000","2.000","12.000"
"5233","2:119278685|119281931",NA,"1.000","2.000"
"5234","2:119359164|119360656",NA,"1.000",NA
"5235","2:119397130|119402376",NA,NA,"1.000"
"5236","2:119454598|119460986",NA,"2.000",NA
"5237","2:119454598|119470215","3.000",NA,NA
"5238","2:119516851|119522707",NA,NA,"1.000"
"5239","2:119531598|119536124",NA,"2.000",NA
"5240","2:119542489|119551733",NA,NA,"3.000"
"5241","2:119608597|119610657",NA,"1.000",NA
"5242","2:119613126|119614451",NA,"1.000","5.000"
"5243","2:119750106|119752323",NA,NA,"6.000"
"5244","2:119751846|119752323","2.000","1.000",NA
"5245","2:119781566|119788844",NA,NA,"2.000"
"5246","2:119827002|119829054",NA,"1.000",NA
"5247","2:119904117|119904433",NA,NA,"1.000"
"5248","2:119921670|119921952","1.000",NA,NA
"5249","2:119927443|119932913",NA,NA,"4.000"
"5250","2:119932500|119932913","5.000",NA,NA
"5251","2:120205899|120211309","4.000",NA,NA
"5252","2:120208373|120216372",NA,"1.000","8.000"
"5253","2:120222661|120227928",NA,"2.000","11.000"
"5254","2:120363991|120366160",NA,NA,"2.000"
"5255","2:120398101|120398321",NA,NA,"1.000"
"5256","2:120425281|120427268",NA,"1.000","1.000"
"5257","2:120614175|120655796",NA,NA,"1.000"
"5258","2:120732082|120737506","4.000",NA,"2.000"
"5259","2:121054185|121058329",NA,"1.000",NA
"5260","2:121066053|121067350",NA,NA,"1.000"
"5261","2:121152135|121165317","2.000",NA,NA
"5262","2:121175214|121178123",NA,NA,"4.000"
"5263","2:121177744|121178123","11.000","1.000","1.000"
"5264","2:121252929|121255123","2.000",NA,"1.000"
"5265","2:121252929|121257183",NA,"1.000",NA
"5266","2:121255005|121260064",NA,NA,"1.000"
"5267","2:121372781|121372996",NA,"1.000",NA
"5268","2:12165132|12187562","1.000",NA,NA
"5269","2:12165132|12194431",NA,NA,"7.000"
"5270","2:12178963|12187562",NA,"2.000","3.000"
"5271","2:121901345|121902790","3.000",NA,NA
"5272","2:121901345|121903486",NA,NA,"1.000"
"5273","2:12204885|12270144",NA,NA,"2.000"
"5274","2:122156899|122157697","3.000","4.000","8.000"
"5275","2:12234860|12237720",NA,NA,"1.000"
"5276","2:12234860|12270144","1.000",NA,"1.000"
"5277","2:12247221|12258389","1.000",NA,"4.000"
"5278","2:12247221|12270137",NA,NA,"2.000"
"5279","2:12360087|12391490",NA,"1.000","1.000"
"5280","2:12360087|12414891","4.000",NA,"7.000"
"5281","2:12369257|12391490",NA,NA,"2.000"
"5282","2:12400989|12414891","3.000","1.000","1.000"
"5283","2:125585733|125585953",NA,"1.000",NA
"5284","2:125585733|125587871",NA,"1.000",NA
"5285","2:125592198|125602326",NA,NA,"2.000"
"5286","2:125599113|125602326","4.000","1.000","2.000"
"5287","2:125609294|125610253","3.000","8.000","4.000"
"5288","2:125609294|125613464","1.000","1.000","6.000"
"5289","2:125609294|125617651",NA,"1.000","3.000"
"5290","2:125613328|125617651",NA,NA,"1.000"
"5291","2:125675643|125678159",NA,NA,"1.000"
"5292","2:125675643|125681404","4.000",NA,NA
"5293","2:125720197|125788914",NA,NA,"1.000"
"5294","2:125771480|125788914",NA,NA,"1.000"
"5295","2:126567264|126578431",NA,NA,"2.000"
"5296","2:126639386|126641154","6.000","1.000","4.000"
"5297","2:126639581|126641154",NA,NA,"4.000"
"5298","2:126656607|126663258",NA,NA,"4.000"
"5299","2:126665895|126667709","1.000",NA,NA
"5300","2:126673116|126679355",NA,"1.000",NA
"5301","2:126684775|126688165","2.000",NA,NA
"5302","2:126691818|126693461",NA,NA,"1.000"
"5303","2:126691818|126700412",NA,NA,"1.000"
"5304","2:126746829|126769788",NA,NA,"1.000"
"5305","2:126759130|126762334",NA,NA,"1.000"
"5306","2:126776355|126776574",NA,"1.000",NA
"5307","2:126853710|126885676",NA,NA,"1.000"
"5308","2:126870091|126879779",NA,NA,"3.000"
"5309","2:126891179|126894214",NA,NA,"1.000"
"5310","2:126922449|126928002",NA,NA,"6.000"
"5311","2:126966750|126968127",NA,NA,"3.000"
"5312","2:127056726|127058121",NA,NA,"1.000"
"5313","2:127079380|127080740",NA,"2.000","4.000"
"5314","2:127126014|127126501","1.000","2.000","2.000"
"5315","2:127976569|127977272",NA,"2.000",NA
"5316","2:127989004|128000453","3.000",NA,NA
"5317","2:128495086|128500259",NA,NA,"1.000"
"5318","2:128500167|128526583","2.000",NA,NA
"5319","2:128510844|128526583",NA,NA,"1.000"
"5320","2:128517590|128518167",NA,NA,"6.000"
"5321","2:128520130|128522365",NA,NA,"3.000"
"5322","2:128571105|128571514",NA,NA,"1.000"
"5323","2:128578482|128580289","5.000","1.000","14.000"
"5324","2:128592019|128601146","3.000",NA,NA
"5325","2:128613266|128621792",NA,NA,"1.000"
"5326","2:128618205|128621792",NA,"1.000","8.000"
"5327","2:128679221|128683403",NA,"2.000",NA
"5328","2:128775865|128776114",NA,NA,"2.000"
"5329","2:128950361|128950734",NA,NA,"6.000"
"5330","2:129652407|129653157","3.000","2.000","15.000"
"5331","2:130280226|130280750",NA,"2.000","1.000"
"5332","2:130281539|130282499","6.000",NA,"1.000"
"5333","2:130345393|130346255",NA,NA,"5.000"
"5334","2:130391404|130391762","4.000",NA,"1.000"
"5335","2:130554179|130555423","3.000",NA,"2.000"
"5336","2:130554179|130590708",NA,NA,"3.000"
"5337","2:130559180|130561895",NA,NA,"4.000"
"5338","2:130640086|130656223","2.000",NA,NA
"5339","2:130775305|130789647",NA,NA,"5.000"
"5340","2:130806763|130812145",NA,"1.000",NA
"5341","2:131027808|131028208","1.000",NA,NA
"5342","2:131115830|131116183",NA,NA,"4.000"
"5343","2:131115830|131124688","1.000",NA,NA
"5344","2:131115830|131129517",NA,NA,"5.000"
"5345","2:131129393|131130605",NA,"1.000",NA
"5346","2:131353903|131358363","15.000","11.000","9.000"
"5347","2:131353903|131362188",NA,NA,"1.000"
"5348","2:131358136|131362188",NA,NA,"2.000"
"5349","2:131931015|131936160","2.000",NA,NA
"5350","2:13221580|13246606","6.000",NA,"7.000"
"5351","2:132703128|132704323","4.000",NA,NA
"5352","2:132975208|132996000",NA,NA,"3.000"
"5353","2:134472080|134472276","2.000",NA,NA
"5354","2:135102418|135104194","2.000",NA,NA
"5355","2:135698763|135719401",NA,"2.000",NA
"5356","2:135749418|135752164",NA,"1.000","1.000"
"5357","2:139719953|139725802",NA,"1.000",NA
"5358","2:139725691|139850739",NA,NA,"2.000"
"5359","2:139725691|139899419",NA,"1.000",NA
"5360","2:139789076|139793499",NA,NA,"3.000"
"5361","2:139789076|139819633",NA,"1.000","1.000"
"5362","2:139789076|139899419",NA,NA,"3.000"
"5363","2:139789089|139793499","3.000","2.000",NA
"5364","2:139789089|139819633","1.000",NA,"1.000"
"5365","2:139789089|139899419",NA,NA,"4.000"
"5366","2:139793379|139899419",NA,NA,"1.000"
"5367","2:139819526|139899419",NA,"1.000","12.000"
"5368","2:139827048|139899419",NA,"1.000",NA
"5369","2:139837992|139899419",NA,NA,"1.000"
"5370","2:139850618|139899419",NA,"4.000",NA
"5371","2:139869146|139899419",NA,NA,"4.000"
"5372","2:139872520|139899419","3.000","1.000",NA
"5373","2:139872526|139899419",NA,"1.000",NA
"5374","2:139884013|139899419","51.000","38.000","112.000"
"5375","2:139966847|139980974",NA,NA,"3.000"
"5376","2:140013946|140023541",NA,NA,"1.000"
"5377","2:140019153|140030832",NA,NA,"5.000"
"5378","2:140023493|140035563",NA,"2.000",NA
"5379","2:14031716|14050066","1.000",NA,NA
"5380","2:14107211|14122346",NA,NA,"3.000"
"5381","2:14120627|14122346","3.000","2.000","19.000"
"5382","2:14133356|14133982",NA,NA,"3.000"
"5383","2:14133356|14146688",NA,NA,"1.000"
"5384","2:142490347|142532621","4.000","3.000","22.000"
"5385","2:142532498|142556652",NA,NA,"1.000"
"5386","2:142544542|142556652","1.000",NA,NA
"5387","2:142581442|142582911","9.000","2.000","15.000"
"5388","2:142581442|142600829","1.000",NA,NA
"5389","2:142598008|142600829","1.000","2.000","3.000"
"5390","2:142688848|142699347",NA,"3.000","4.000"
"5391","2:14269893|14270125",NA,"1.000",NA
"5392","2:14274949|14276185",NA,NA,"1.000"
"5393","2:14293797|14299755",NA,NA,"4.000"
"5394","2:143672003|143673977",NA,NA,"1.000"
"5395","2:143780304|143781948","2.000",NA,NA
"5396","2:143797033|143799565",NA,NA,"3.000"
"5397","2:143805023|143816529",NA,NA,"7.000"
"5398","2:143815388|143816529","6.000","7.000","19.000"
"5399","2:143831682|143831979",NA,NA,"6.000"
"5400","2:144095581|144096862",NA,NA,"4.000"
"5401","2:144096645|144101098",NA,NA,"9.000"
"5402","2:144097259|144097524","1.000",NA,NA
"5403","2:144097259|144099115","3.000","3.000","1.000"
"5404","2:144097259|144099913","20.000",NA,"14.000"
"5405","2:144100976|144103944","2.000",NA,"5.000"
"5406","2:144420251|144421323","4.000",NA,NA
"5407","2:144550270|144550442",NA,"1.000",NA
"5408","2:144951279|144951486",NA,"1.000",NA
"5409","2:145086880|145108894",NA,NA,"2.000"
"5410","2:145664184|145664681",NA,NA,"2.000"
"5411","2:145700360|145703094","1.000",NA,NA
"5412","2:145718310|145720895",NA,NA,"5.000"
"5413","2:145750510|145753346",NA,"2.000",NA
"5414","2:145761659|145762618","1.000",NA,NA
"5415","2:145984932|145995837",NA,NA,"1.000"
"5416","2:146182298|146184669",NA,NA,"3.000"
"5417","2:146229147|146254788",NA,NA,"1.000"
"5418","2:146730940|146733204",NA,NA,"23.000"
"5419","2:146777722|146784899","1.000","1.000","3.000"
"5420","2:146777722|146798216","8.000",NA,"4.000"
"5421","2:146866634|146867226","4.000","2.000","5.000"
"5422","2:146866634|146868359",NA,NA,"63.000"
"5423","2:146866634|146868524",NA,NA,"1.000"
"5424","2:146868300|146876818",NA,NA,"1.000"
"5425","2:146871257|146871896",NA,NA,"1.000"
"5426","2:146893632|146905280",NA,NA,"2.000"
"5427","2:147866401|147866544","1.000",NA,NA
"5428","2:148528433|148532903",NA,NA,"1.000"
"5429","2:148531995|148532903",NA,NA,"1.000"
"5430","2:150436221|150442280",NA,NA,"2.000"
"5431","2:150637257|150643559",NA,NA,"1.000"
"5432","2:150658669|150659721",NA,NA,"1.000"
"5433","2:151571410|151577546",NA,NA,"1.000"
"5434","2:152144071|152146946",NA,"1.000",NA
"5435","2:152144071|152150351","6.000",NA,"1.000"
"5436","2:152146865|152150351",NA,NA,"3.000"
"5437","2:152149908|152150351","8.000",NA,NA
"5438","2:152519461|152546861",NA,NA,"1.000"
"5439","2:152533712|152537504",NA,NA,"2.000"
"5440","2:152533712|152537567",NA,NA,"3.000"
"5441","2:152542102|152546861",NA,"1.000",NA
"5442","2:152726930|152731242",NA,NA,"6.000"
"5443","2:153020808|153024407",NA,NA,"1.000"
"5444","2:153024307|153030997","2.000",NA,NA
"5445","2:153029182|153030997",NA,NA,"4.000"
"5446","2:153029182|153037485","2.000",NA,NA
"5447","2:153036196|153037485","7.000","2.000","10.000"
"5448","2:153162194|153162822",NA,"3.000","5.000"
"5449","2:153194108|153199098","6.000","3.000","12.000"
"5450","2:153233448|153233742",NA,"1.000",NA
"5451","2:153463689|153464054",NA,"1.000",NA
"5452","2:154357736|154366019","3.000",NA,NA
"5453","2:154636318|154663009","2.000",NA,NA
"5454","2:154999693|155005403","1.000",NA,"7.000"
"5455","2:155024077|155034130","1.000",NA,NA
"5456","2:155024077|155044199",NA,NA,"4.000"
"5457","2:155045200|155054377",NA,NA,"2.000"
"5458","2:155050978|155055022",NA,NA,"1.000"
"5459","2:155054256|155055022",NA,NA,"1.000"
"5460","2:155233100|155244660","1.000",NA,NA
"5461","2:155237639|155244660",NA,NA,"5.000"
"5462","2:155256731|155282705",NA,"1.000",NA
"5463","2:155274735|155276008",NA,"1.000","1.000"
"5464","2:155274735|155280059",NA,NA,"1.000"
"5465","2:155274735|155282705",NA,"1.000","3.000"
"5466","2:155279779|155282705",NA,"2.000","13.000"
"5467","2:155479577|155482477","1.000",NA,NA
"5468","2:155486847|155492505","3.000",NA,NA
"5469","2:155492338|155495598","2.000",NA,NA
"5470","2:155700031|155743275",NA,"1.000",NA
"5471","2:155729028|155753756",NA,"1.000",NA
"5472","2:155743217|155753756",NA,"3.000",NA
"5473","2:155803791|155804876",NA,"1.000",NA
"5474","2:155880984|155881277",NA,"2.000",NA
"5475","2:155973572|155981732","2.000",NA,"1.000"
"5476","2:155996158|156001161",NA,NA,"1.000"
"5477","2:156000956|156003885","3.000",NA,NA
"5478","2:156004648|156009670",NA,NA,"1.000"
"5479","2:156009457|156009670","5.000",NA,"1.000"
"5480","2:156019552|156020872","4.000",NA,"5.000"
"5481","2:156065254|156093867","1.000","1.000",NA
"5482","2:156065254|156096230","1.000","4.000","3.000"
"5483","2:156065254|156118588",NA,NA,"5.000"
"5484","2:156093695|156096230","5.000",NA,"4.000"
"5485","2:156106200|156109462",NA,"1.000","2.000"
"5486","2:156129720|156129999",NA,"1.000",NA
