"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"UBR1","",0,"scaffold0015:10478569|10485595;scaffold0015:10484833|10485595",2,"",0,"2:120732082|120737506",1,"scaffold0004:41627459|41631609;scaffold0004:41654768|41658877;scaffold0004:41658790|41663453;scaffold0004:41686476|41687992;scaffold0004:41713169|41722312",5,"",0
"TMEM62","",0,"scaffold0015:10554733|10555126",1,"",0,"",0,"scaffold0004:41767114|41767507",1,"NW_017738958.1:1320039|1323606",1
"CTDSPL2","",0,"scaffold0015:11633315|11638596;scaffold0015:11633315|11642412",2,"",0,"",0,"scaffold0004:42961097|42964954",1,"NW_017738958.1:358956|361599",1
"SECISBP2L","",0,"scaffold0015:15540155|15542849",1,"",0,"2:125599113|125602326;2:125609294|125610253;2:125609294|125613464;2:125609294|125617651",4,"scaffold0004:46691801|46692810",1,"",0
"TMOD3","",0,"scaffold0015:17823658|17842078",1,"",0,"9:75436650|75439874",1,"",0,"NW_017738991.1:191169|196325",1
"ADAM10","",0,"scaffold0015:23611793|23642558",1,"",0,"9:70647356|70655548",1,"scaffold0004:54475845|54478854",1,"",0
"MYO1E","",0,"scaffold0015:24034689|24035170;scaffold0015:24038860|24045219",2,"",0,"9:70223873|70234558;9:70229673|70234558",2,"scaffold0004:54983458|54997189;scaffold0004:54998861|55005242",2,"",0
"VPS13C","",0,"scaffold0015:26430277|26430856",1,"",0,"",0,"scaffold0004:57447048|57454262;scaffold0004:57543127|57544085",2,"NW_017739653.1:506502|511862",1
"CLPX","",0,"scaffold0015:29209287|29211277;scaffold0015:29218770|29220170",2,"",0,"",0,"scaffold0004:60328339|60331321;scaffold0004:60335866|60337897;scaffold0004:60349036|60350239",3,"NW_017739191.1:19300|21720;NW_017739191.1:21602|28003;NW_017739191.1:29970|38264",3
"DPP8","",0,"scaffold0015:29477945|29479066",1,"",0,"9:64973632|64983170",1,"",0,"NW_017738959.1:177339|181909",1
"DENND4A","",0,"scaffold0015:29603146|29605493;scaffold0015:29671361|29671694",2,"",0,"",0,"scaffold0004:60806917|60816488",1,"NW_017738959.1:357267|358928",1
"KTN1","",0,"scaffold0015:37869304|37871984",1,"",0,"14:47920839|47923800",1,"",0,"NW_017738959.1:7590773|7598401;NW_017738959.1:7609007|7611456",2
"FUT8","",0,"scaffold0015:45180455|45180849;scaffold0015:45180455|45190055;scaffold0015:45189940|45211454;scaffold0015:45240836|45245142",4,"",0,"12:77324134|77379103;12:77411742|77412133",2,"",0,"NW_017739016.1:2510829|2511261;NW_017739016.1:2587812|2588050",2
"RAD51B","",0,"scaffold0015:46799102|46804440",1,"",0,"",0,"scaffold0004:78230475|78236500",1,"NW_017739016.1:4175352|4182794",1
"SUSD6","",0,"scaffold0015:48299770|48301241",1,"",0,"12:80915200|80916984",1,"scaffold0004:79766550|79767862",1,"",0
"MGA","",0,"scaffold0015:9297803|9298095;scaffold0015:9297803|9304755;scaffold0015:9304298|9304755;scaffold0015:9304298|9306730;scaffold0015:9306074|9308539;scaffold0015:9323146|9325784",6,"",0,"",0,"scaffold0004:40465626|40468449;scaffold0004:40499883|40500744",2,"NW_017738958.1:2405229|2408793;NW_017738958.1:2405229|2418418;NW_017738958.1:2424988|2426116",3
"TBCK","",0,"scaffold0016:15843959|15852888;scaffold0016:15957524|15957697;scaffold0016:15989481|15996774",3,"",0,"",0,"scaffold0006:86495313|86501243;scaffold0006:86549537|86555176;scaffold0006:86551098|86555176",3,"NW_017739063.1:3198490|3209778;NW_017739063.1:3286392|3297861;NW_017739063.1:3289955|3297861;NW_017739063.1:3297719|3304360",4
"MANBA","",0,"scaffold0016:18655861|18660434;scaffold0016:18655861|18665575;scaffold0016:18659320|18660434;scaffold0016:18675065|18676838",4,"",0,"",0,"scaffold0006:70813286|70817906",1,"NW_017739063.1:876562|883248",1
"NFKB1","",0,"scaffold0016:18778937|18784007;scaffold0016:18793003|18797067",2,"",0,"3:135361260|135375100",1,"scaffold0006:70594101|70607990;scaffold0006:70594101|70647224;scaffold0006:70661013|70665442",3,"",0
"SLC39A8","",0,"scaffold0016:19068196|19079202",1,"",0,"",0,"scaffold0006:70414309|70424590",1,"NW_017739063.1:561281|572579",1
"FAM13A","",0,"scaffold0016:30567035|30574880;scaffold0016:30574670|30574880;scaffold0016:30599589|30636216;scaffold0016:30734968|30758575",4,"",0,"",0,"scaffold0006:59330600|59341508",1,"NW_017739088.1:563865|592708;NW_017739088.1:685328|693892",2
"HERC3","",0,"scaffold0016:30866180|30888154;scaffold0016:30886992|30892563",2,"",0,"",0,"scaffold0006:59024013|59033918",1,"NW_017739088.1:347440|347695",1
"AFF1","",0,"scaffold0016:32219474|32220915",1,"",0,"5:103930989|103932379",1,"scaffold0006:57697230|57698675;scaffold0006:57775293|57775898",2,"",0
"WDFY3","",0,"scaffold0016:34116603|34117072;scaffold0016:34127309|34130958",2,"",0,"",0,"scaffold0006:55859927|55864536",1,"NW_017738999.1:2276784|2282551",1
"SEC31A","",0,"scaffold0016:35759978|35764633;scaffold0016:35759981|35764633;scaffold0016:35762487|35764633;scaffold0016:35779340|35786416;scaffold0016:35785907|35786416",5,"",0,"5:100523066|100529192;5:100529018|100530766;5:100553302|100555972",3,"",0,"NW_017738999.1:3977926|3987355",1
"SFMBT2","",0,"scaffold0016:4127247|4130040;scaffold0016:4191939|4201412;scaffold0016:4201314|4227292;scaffold0016:4201314|4239509;scaffold0016:4201314|4245657",5,"",0,"",0,"scaffold0006:75148500|75151431;scaffold0006:75217328|75227008;scaffold0006:75266664|75274212",3,"NW_017739056.1:1608490|1610856;NW_017739056.1:1608490|1618600",2
"ANKRD17","",0,"scaffold0016:43561976|43564169;scaffold0016:43561976|43567130;scaffold0016:43585242|43585632;scaffold0016:43609565|43610016",4,"",0,"5:90446398|90451924",1,"scaffold0006:46362467|46372819;scaffold0006:46437163|46442035;scaffold0006:46441401|46442035",3,"",0
"FBH1","",0,"scaffold0016:5608791|5611978",1,"",0,"2:11765291|11767832",1,"scaffold0006:76585088|76585460",1,"",0
"DIP2C","",0,"scaffold0016:9952689|9959701",1,"",0,"",0,"scaffold0006:81083213|81090175",1,"NW_017739886.1:200712|203050;NW_017739886.1:241606|253494",2
"WWP2","",0,"scaffold0017:16440371|16449729;scaffold0017:16440371|16474425;scaffold0017:16440371|16490102;scaffold0017:16440371|16502105;scaffold0017:16449120|16449729;scaffold0017:16489974|16502105",6,"",0,"",0,"scaffold0022:19703729|19722861;scaffold0022:19750468|19755298",2,"NW_017738943.1:9545636|9552498",1
"SF3B3","",0,"scaffold0017:19296101|19298297",1,"",0,"8:111547338|111548222",1,"scaffold0022:16744401|16745815;scaffold0022:16744401|16747239",2,"",0
"CFDP1","",0,"scaffold0017:20179121|20179772",1,"",0,"8:112557501|112571843;8:112566989|112568622",2,"",0,"NW_017738943.1:13523556|13532771",1
"PLCG2","",0,"scaffold0017:25021873|25025179;scaffold0017:25021873|25035472;scaffold0017:25074102|25084947;scaffold0017:25084789|25092146",4,"",0,"8:118282713|118284855",1,"scaffold0022:10565433|10566303;scaffold0022:10602099|10605673",2,"",0
"AP2A1","",0,"scaffold0017:2856168|2856336;scaffold0017:2867342|2868012",2,"",0,"7:44565264|44565894",1,"",0,"NW_017739093.1:778783|779490",1
"ZC3H18","",0,"scaffold0017:30330196|30330789",1,"",0,"",0,"scaffold0022:5013664|5014263",1,"NW_017739107.1:1020537|1046766",1
"ANKRD11","",0,"scaffold0017:30958162|30958366;scaffold0017:30970242|30977140",2,"",0,"8:123635406|123642784",1,"scaffold0022:4360503|4373310",1,"",0
"FTO","",0,"scaffold0017:36230234|36234917;scaffold0017:36251819|36263609;scaffold0017:36262984|36263609;scaffold0017:36262984|36277874",4,"",0,"8:92194944|92211906",1,"",0,"NW_017739008.1:2626016|2638248",1
"ZNF423","",0,"scaffold0017:39320946|39322747",1,"",0,"",0,"scaffold0022:31612088|31644107",1,"NW_017739003.1:13815263|13817028",1
"CNOT1","",0,"scaffold0017:9932944|9933327",1,"",0,"",0,"scaffold0022:26901613|26902006;scaffold0022:26928656|26929693",2,"NW_017738943.1:1665972|1669030;NW_017738943.1:1668328|1677243",2
"PDS5A","",0,"scaffold0018:17150414|17152931",1,"",0,"",0,"scaffold0006:24629850|24631629;scaffold0006:24658468|24660297;scaffold0006:24663216|24664347;scaffold0006:24684028|24684232",4,"NW_017739263.1:213328|219479;NW_017739263.1:241815|250204",2
"SLC30A9","",0,"scaffold0018:18810517|18830673;scaffold0018:18834166|18834725;scaffold0018:18834166|18838628;scaffold0018:18834166|18841014",4,"5:41178507|41232999",1,"",0,"scaffold0006:26346280|26352783",1,"",0
"FRYL","",0,"scaffold0018:22971351|22973179",1,"",0,"5:73190938|73192496;5:73352328|73378415",2,"",0,"NW_017739087.1:4697014|4721699",1
"DCUN1D4","",0,"scaffold0018:23399291|23419096;scaffold0018:23408158|23415329",2,"",0,"5:73668228|73692040;5:73677458|73688917",2,"",0,"NW_017739087.1:4980844|5003274;NW_017739087.1:4989683|4999910",2
"CLOCK","",0,"scaffold0018:26023649|26024802;scaffold0018:26029134|26038615",2,"",0,"",0,"scaffold0006:33568543|33569650",1,"NW_017739076.1:2064533|2102558;NW_017739076.1:2064533|2108487;NW_017739076.1:2079702|2102558",3
"MED13","",0,"scaffold0019:12237834|12246528;scaffold0019:12246359|12246528;scaffold0019:12246359|12260090;scaffold0019:12246359|12266503;scaffold0019:12255730|12260090;scaffold0019:12257099|12260090;scaffold0019:12258890|12260090;scaffold0019:12298731|12299769",8,"",0,"",0,"scaffold0021:21279063|21290704",1,"NW_017739011.1:152090|173842",1
"BCAS3","",0,"scaffold0019:12871801|12877899;scaffold0019:12871801|12905081;scaffold0019:12942171|12950758;scaffold0019:12966642|12995559",4,"",0,"11:85445015|85474820",1,"",0,"NW_017739011.1:895727|904872;NW_017739011.1:902083|904872",2
"APPBP2","",0,"scaffold0019:13142806|13149372;scaffold0019:13145319|13149372",2,"",0,"",0,"scaffold0021:22294373|22306058",1,"NW_017739011.1:1258084|1263304",1
"SYNRG","",0,"scaffold0019:14171236|14174567",1,"",0,"11:83885154|83893061;11:83899443|83900376",2,"scaffold0021:23389385|23394908;scaffold0021:23389897|23394908;scaffold0021:23389897|23397302;scaffold0021:23403611|23405771",4,"",0
"TRIM37","",0,"scaffold0019:14546553|14548658;scaffold0019:14550720|14552581;scaffold0019:14551508|14552581",3,"",0,"11:87036289|87037883;11:87075709|87077341",2,"scaffold0021:24091430|24091739;scaffold0021:24094261|24094927",2,"",0
"SPAG9","",0,"scaffold0019:19164592|19172421;scaffold0019:19173808|19179248;scaffold0019:19177966|19179248",3,"",0,"11:93904448|93939384;11:93934397|93939384",2,"scaffold0021:12236472|12237520",1,"",0
"CDK12","",0,"scaffold0019:22550902|22553511;scaffold0019:22550902|22557583;scaffold0019:22552644|22553511",3,"",0,"11:98154295|98158684",1,"scaffold0021:8913521|8915363",1,"",0
"STAT3","",0,"scaffold0019:24630852|24639404;scaffold0019:24648338|24649491",2,"",0,"",0,"scaffold0021:15728562|15729618",1,"NW_017739175.1:556849|558127",1
"SEPT9","",0,"scaffold0019:2610549|2614463;scaffold0019:2668347|2668989",2,"",0,"",0,"scaffold0021:2368311|2368947",1,"NW_017739032.1:308068|308710",1
"NMT1","",0,"scaffold0019:26562043|26565785",1,"",0,"11:102937204|102946115",1,"scaffold0021:13935991|13940044",1,"",0
"AP2B1","",0,"scaffold0019:27391938|27392184;scaffold0019:27391938|27394572;scaffold0019:27391938|27399275;scaffold0019:27391938|27403781",4,"",0,"",0,"scaffold0021:13224914|13226186",1,"NW_017739011.1:2926956|2945891",1
"MYO18A","",0,"scaffold0019:32162319|32162670",1,"",0,"",0,"scaffold0021:32536390|32537470",1,"NW_017739070.1:1819408|1820488",1
"SSH2","",0,"scaffold0019:32566747|32570773;scaffold0019:32583095|32609250;scaffold0019:32597013|32609250;scaffold0019:32605776|32609250",4,"16:25342583|25360516",1,"",0,"scaffold0021:32904592|32919136",1,"",0
"CRK","",0,"scaffold0019:34103148|34103514",1,"",0,"11:75583022|75583558",1,"scaffold0021:34452980|34453516",1,"",0
"SMG6","",0,"scaffold0019:34613988|34617739;scaffold0019:34627828|34631831;scaffold0019:34627828|34715875",3,"",0,"11:74929438|74932862",1,"scaffold0021:34952811|34956792;scaffold0021:35036396|35036598;scaffold0021:35048003|35050301;scaffold0021:35127925|35133507",4,"",0
"ANKFY1","",0,"scaffold0019:36441119|36445968;scaffold0019:36445775|36445968",2,"",0,"11:72602982|72605309",1,"scaffold0033:6108283|6111570;scaffold0033:6136789|6140099;scaffold0033:6152910|6154997",3,"",0
"RABEP1","",0,"scaffold0019:37854947|37860050;scaffold0019:37911164|37914282;scaffold0019:37916448|37929969",3,"",0,"11:70765571|70775794",1,"scaffold0033:7767203|7789679;scaffold0033:7779091|7789679",2,"",0
"CEP112","",0,"scaffold0019:8278644|8335650;scaffold0019:8335419|8367207;scaffold0019:8367024|8386905;scaffold0019:8411785|8413451",4,"",0,"11:108324951|108331422",1,"scaffold0021:16908021|16914314",1,"",0
"TEX2","",0,"scaffold0019:9833825|9836998",1,"",0,"",0,"scaffold0021:18645969|18649965",1,"NW_017739014.1:3621661|3624665",1
"POLA1","",0,"scaffold0020:22354741|22356702;scaffold0020:22515922|22520882",2,"",0,"X:92664110|92670218",1,"",0,"NW_017739382.1:450391|470723;NW_017739382.1:465284|470723;NW_017739382.1:538596|547368",3
"ZFX","",0,"scaffold0020:22972299|22976150",1,"",0,"",0,"scaffold0025:12868522|12869234",1,"NW_017739512.1:97323|100914",1
"SH3KBP1","",0,"scaffold0020:26545859|26554616;scaffold0020:26545859|26568141;scaffold0020:26554486|26568141;scaffold0020:26708762|26720098",4,"",0,"X:158702753|158749478",1,"scaffold0025:16760167|16804439;scaffold0025:16760167|16818597",2,"",0
"PRKX","",0,"scaffold0020:36596552|36601710;scaffold0020:36601446|36601710",2,"",0,"",0,"scaffold0052:114660|116468;scaffold0052:114660|119856",2,"NW_017739538.1:396740|422978;NW_017739538.1:403046|422978",2
"USP34","",0,"scaffold0021:12752575|12760280;scaffold0021:12849578|12849949;scaffold0021:12898958|12899220",3,"",0,"",0,"scaffold0016:34607852|34610797;scaffold0016:34694940|34695477;scaffold0016:34702475|34702846",3,"NW_017738948.1:3132554|3140473;NW_017738948.1:3228462|3228831;NW_017738948.1:3250974|3254869;NW_017738948.1:3254654|3269089",4
"EHBP1","",0,"scaffold0021:13949686|13966424",1,"",0,"11:22003431|22018506;11:22235487|22235874",2,"scaffold0016:35555237|35555641;scaffold0016:35653249|35656375;scaffold0016:35758668|35795536;scaffold0016:35811585|35817430",4,"",0
"PRKCE","",0,"scaffold0021:2190886|2196666;scaffold0021:2190886|2212593;scaffold0021:2194395|2196666;scaffold0021:2204317|2212593",4,"",0,"",0,"scaffold0016:24014105|24019043;scaffold0016:24029075|24037988",2,"NW_017739190.1:2700818|2704389;NW_017739190.1:2700818|2708539;NW_017739190.1:2837429|2845305",3
"ALMS1","",0,"scaffold0021:22008598|22025468;scaffold0021:22019479|22023424;scaffold0021:22019479|22025468;scaffold0021:22105375|22106535",4,"13:35282743|35284608",1,"",0,"scaffold0016:43718515|43723404;scaffold0016:43723221|43728564",2,"",0
"KCMF1","",0,"scaffold0021:30874206|30878063",1,"",0,"6:72835756|72838908",1,"",0,"NW_017739537.1:535530|538927",1
"TMEM131","",0,"scaffold0021:37014025|37017583;scaffold0021:37053854|37056629",2,"",0,"",0,"scaffold0041:1014264|1042982;scaffold0041:905011|905329;scaffold0041:981578|983388",3,"NW_017739609.1:406686|443578",1
"FOXN2","",0,"scaffold0021:3866186|3866737;scaffold0021:3866186|3876604",2,"",0,"17:88770140|88770691",1,"",0,"NW_017738949.1:114547|115098",1
"PRIM2","",0,"scaffold0022:10816257|10821126;scaffold0022:10816257|10838942",2,"4:112069700|112095877",1,"1:33551096|33553298;1:33551096|33572444;1:33667475|33669514",3,"",0,"",0
"ZNF451","",0,"scaffold0022:11145035|11150251;scaffold0022:11145035|11163345;scaffold0022:11154946|11163345",3,"",0,"",0,"scaffold0007:24237919|24243618",1,"NW_017739025.1:10535373|10541373",1
"GCLC","",0,"scaffold0022:14344219|14349059",1,"",0,"9:77682360|77686917",1,"",0,"NW_017739025.1:7603697|7604794",1
"ELOVL5","",0,"scaffold0022:14518854|14522139",1,"",0,"9:77864422|77868335",1,"",0,"NW_017739025.1:7410592|7414190",1
"CD2AP","",0,"scaffold0022:19455002|19455163",1,"",0,"17:43156216|43163419",1,"",0,"NW_017739025.1:2879768|2890220;NW_017739025.1:2908874|2915389",2
"RUNX2","",0,"scaffold0022:21188528|21214185;scaffold0022:21188528|21274393;scaffold0022:21268358|21274393",3,"",0,"",0,"scaffold0007:14539747|14545830",1,"NW_017739025.1:1072673|1078736",1
"FOXP4","",0,"scaffold0022:24628078|24628298",1,"",0,"17:48199049|48215459",1,"scaffold0007:11223086|11223664",1,"",0
"ZFAND3","",0,"scaffold0022:27960650|27989013",1,"",0,"",0,"scaffold0007:7993584|8026650",1,"NW_017739308.1:420240|442013",1
"ANKS1A","",0,"scaffold0022:30964655|31033615;scaffold0022:30995088|31000280;scaffold0022:30995088|31033615;scaffold0022:31033025|31033615;scaffold0022:31033025|31047648;scaffold0022:31047530|31053085;scaffold0022:31047530|31059706;scaffold0022:31052992|31059706;scaffold0022:31056395|31059706;scaffold0022:31058033|31059706",10,"",0,"",0,"scaffold0007:5078368|5082003;scaffold0007:5078368|5090940",2,"NW_017739061.1:1923893|1936633",1
"RAPGEF5","",0,"scaffold0023:17790424|17791099;scaffold0023:17817614|17873892",2,"",0,"",0,"scaffold0011:24383375|24388295",1,"NW_017738925.1:9888389|9922775;NW_017738925.1:9888389|9960474;NW_017738925.1:9922726|9954295;NW_017738925.1:9942460|9954295;NW_017738925.1:9952543|9954295;NW_017738925.1:9952543|9960474",6
"KLHL7","",0,"scaffold0023:18364701|18380934;scaffold0023:18368541|18380934",2,"",0,"",0,"scaffold0011:23800349|23812071",1,"NW_017738925.1:10507056|10518718",1
"DOCK4","",0,"scaffold0023:27915398|27919041;scaffold0023:27949428|27951808;scaffold0023:27960022|27964129;scaffold0023:27964961|27969890;scaffold0023:27964961|27982054;scaffold0023:27969764|27982054;scaffold0023:27978448|27982054;scaffold0023:27978448|27986881;scaffold0023:27986729|28004070;scaffold0023:27993469|28004070",10,"",0,"",0,"scaffold0011:3340484|3349444;scaffold0011:3360588|3364288",2,"NW_017738964.1:4188488|4207186;NW_017738964.1:4198655|4207186",2
"TNS3","",0,"scaffold0023:30622988|30624739;scaffold0023:30643089|30644328",2,"",0,"11:8428224|8429665;11:8468198|8469570;11:8468198|8482509",3,"",0,"NW_017739002.1:2014144|2015400",1
"ICA1","",0,"scaffold0023:7726664|7742352",1,"",0,"",0,"scaffold0011:33419128|33435750",1,"NW_017738985.1:4962976|4978572;NW_017738985.1:4962976|4978634",2
"GLB1","",0,"scaffold0024:11955440|11960633",1,"",0,"9:114279664|114288793",1,"scaffold0015:12204401|12209664;scaffold0015:12215290|12222549",2,"",0
"OSBPL10","",0,"scaffold0024:12529629|12532600;scaffold0024:12600266|12607739",2,"",0,"",0,"scaffold0015:12825119|12828262",1,"NW_017738971.1:7444799|7447810;NW_017738971.1:7551847|7581829",2
"STT3B","",0,"scaffold0024:12700021|12700309;scaffold0024:12700021|12704994",2,"",0,"9:115095161|115109587",1,"",0,"NW_017738971.1:7662992|7666614",1
"SUMF1","",0,"scaffold0024:2002090|2006108",1,"",0,"",0,"scaffold0015:3333113|3335361",1,"NW_017738954.1:276175|279451",1
"ITPR1","",0,"scaffold0024:2126845|2129255;scaffold0024:2129003|2136151;scaffold0024:2129003|2158281;scaffold0024:2155717|2158281;scaffold0024:2155717|2175352;scaffold0024:2175171|2177017",6,"",0,"",0,"scaffold0015:3183360|3185443",1,"NW_017739291.1:27452|43134;NW_017739291.1:27452|64934;NW_017739291.1:62628|64934;NW_017739291.1:91400|93324",4
"PCCB","",0,"scaffold0024:27389132|27398034",1,"",0,"9:100905188|100912296",1,"",0,"NW_017738937.1:5828630|5835467",1
"RBM5","",0,"scaffold0024:3445667|3446600",1,"2:106225181|106225917;2:106225756|106227445",2,"9:107642693|107644907",1,"",0,"",0
"SMARCC1","",0,"scaffold0024:4806962|4813192;scaffold0024:4824038|4825376",2,"",0,"9:110011989|110015004",1,"scaffold0015:620757|627820;scaffold0015:654467|655555;scaffold0015:654467|658356;scaffold0015:690911|693103",4,"",0
"SETD2","",0,"scaffold0024:5109652|5118978;scaffold0024:5122190|5123280;scaffold0024:5157236|5163025",3,"",0,"9:110402679|110403342",1,"scaffold0015:355009|356197;scaffold0015:401800|403968",2,"",0
"ITCH","",0,"scaffold0025:1178529|1181268;scaffold0025:1196626|1201031;scaffold0025:1200856|1225203;scaffold0025:1202733|1206357",4,"",0,"",0,"scaffold0008:33558244|33565233;scaffold0008:33558244|33581969;scaffold0008:33576246|33581969;scaffold0008:33580049|33581969;scaffold0008:33624046|33624661",5,"NW_017738929.1:1789556|1790229;NW_017738929.1:1807421|1812804",2
"SNX5","",0,"scaffold0025:15684930|15686981;scaffold0025:15684930|15688103;scaffold0025:15684930|15689832;scaffold0025:15686859|15688103",4,"",0,"2:144097259|144099913",1,"scaffold0008:16533792|16536857",1,"",0
"KIZ","",0,"scaffold0025:17480314|17489199",1,"",0,"",0,"scaffold0008:13958832|13959965",1,"NW_017739666.1:310730|330398",1
"ASXL1","",0,"scaffold0025:2550720|2551641;scaffold0025:2587832|2590123;scaffold0025:2615861|2616528",3,"",0,"2:153194108|153199098",1,"scaffold0008:31909937|31913027",1,"",0
"NFATC1","",0,"scaffold0025:25981510|25982609;scaffold0025:25993522|26017064;scaffold0025:26002058|26005074;scaffold0025:26002058|26017064",4,"",0,"",0,"scaffold0008:51914937|51917637;scaffold0008:51914937|51930503",2,"NW_017738946.1:5402805|5418210;NW_017738946.1:5415012|5418210",2
"TM9SF4","",0,"scaffold0025:2720913|2721165;scaffold0025:2720913|2722463",2,"",0,"2:153036196|153037485",1,"scaffold0008:31756803|31759321",1,"",0
"FOXN3","",0,"scaffold0026:10834206|10834763",1,"",0,"12:99354619|99355176",1,"scaffold0004:94850963|94851520",1,"",0
"MARK3","",0,"scaffold0026:1431386|1441155;scaffold0026:1437575|1441155;scaffold0026:1452667|1487454;scaffold0026:1475456|1487454",4,"",0,"12:111559010|111570998;12:111559010|111584817;12:111600050|111606474",3,"",0,"NW_017739170.1:2313677|2325692;NW_017739170.1:2313677|2341940;NW_017739170.1:2313677|2346142;NW_017739170.1:2313677|2350847",4
"RCOR1","",0,"scaffold0026:1913784|1920730;scaffold0026:1913784|1922175;scaffold0026:1916780|1920730",3,"",0,"12:111063888|111066472",1,"scaffold0004:103888046|103896778",1,"",0
"PTGR2","",0,"scaffold0026:22164375|22172136",1,"",0,"12:84339057|84344976",1,"scaffold0004:82808615|82813471",1,"",0
"PPP2R5C","",0,"scaffold0026:2373604|2378835",1,"",0,"12:110534161|110537202",1,"scaffold0004:98441798|98459073;scaffold0004:98452878|98459073",2,"",0
"PCNX1","",0,"scaffold0026:24433678|24451586",1,"",0,"",0,"scaffold0004:80582918|80591882;scaffold0004:80582918|80607748;scaffold0004:80657087|80664788",3,"NW_017739016.1:6413860|6419952;NW_017739016.1:6413860|6428206;NW_017739016.1:6413860|6440193;NW_017739016.1:6456144|6464477",4
"VRK1","",0,"scaffold0026:5955646|5978373;scaffold0026:5964090|5978373;scaffold0026:5973177|5978373",3,"",0,"",0,"scaffold0004:101951875|101961800",1,"NW_017739238.1:255589|261272;NW_017739238.1:255589|284926",2
"GOLGA5","",0,"scaffold0026:8608988|8609562",1,"7:154959922|154960150;7:154962558|154969713",2,"",0,"",0,"NW_017738936.1:4523703|4534806;NW_017738936.1:4532508|4534806",2
"CAPZB","",0,"scaffold0027:12546236|12557542;scaffold0027:12556894|12557542",2,"",0,"4:138984571|138989408",1,"",0,"NW_017738944.1:645617|646244",1
"HP1BP3","",0,"scaffold0027:13403042|13406168;scaffold0027:13409968|13423794",2,"",0,"4:137961553|137964618",1,"scaffold0010:67851666|67856829;scaffold0010:67851666|67858347;scaffold0010:67851666|67861470",3,"",0
"ZBTB48","",0,"scaffold0027:16078583|16079240",1,"",0,"4:152104646|152105165",1,"scaffold0010:76995356|76996018",1,"",0
"DNAJC11","",0,"scaffold0027:16133283|16135417;scaffold0027:16147584|16153453;scaffold0027:16147584|16155806",3,"",0,"4:152034850|152041661",1,"scaffold0010:76930612|76935929",1,"",0
"CAMTA1","",0,"scaffold0027:16263465|16268532",1,"",0,"4:151914874|151920340",1,"scaffold0010:76197195|76198500;scaffold0010:76202960|76205093;scaffold0010:76202960|76207205;scaffold0010:76812103|76817250",4,"",0
"VPS13D","",0,"scaffold0027:20030998|20034184;scaffold0027:20105917|20107071;scaffold0027:20149308|20152315;scaffold0027:20192822|20193063",4,"",0,"",0,"scaffold0010:72843231|72846175",1,"NW_017739360.1:249896|256235;NW_017739360.1:318170|320596",2
"FBXO42","",0,"scaffold0027:21986152|21995953;scaffold0027:21993766|21995953;scaffold0027:21995686|21995953",3,"",0,"4:140895023|140907843",1,"scaffold0010:70721502|70724967",1,"",0
"AGO3","",0,"scaffold0027:2535990|2536554;scaffold0027:2535990|2539285;scaffold0027:2575833|2577239;scaffold0027:2575833|2577870;scaffold0027:2577030|2577870",5,"",0,"",0,"scaffold0010:56727446|56728097;scaffold0010:56742618|56743160;scaffold0010:56778015|56779887;scaffold0010:56778015|56789136",4,"NW_017738966.1:604195|613949",1
"KPNA6","",0,"scaffold0027:5290307|5293273;scaffold0027:5295045|5297271;scaffold0027:5295045|5298363",3,"",0,"",0,"scaffold0010:59710130|59712802;scaffold0010:59710130|59713925;scaffold0010:59714330|59715663;scaffold0010:59717403|59721568",4,"NW_017738987.1:1752410|1759658",1
"ZCCHC17","",0,"scaffold0027:5839678|5849116",1,"",0,"4:130220985|130223467;4:130220985|130232377;4:130220985|130248049",3,"scaffold0010:60439899|60447861",1,"",0
"PHACTR4","",0,"scaffold0027:7585451|7586278;scaffold0027:7593441|7596790",2,"1:196221716|196229684",1,"4:132091041|132095366",1,"",0,"",0
"EXTL1","",0,"scaffold0027:9460896|9461451",1,"1:198766054|198766560",1,"",0,"",0,"NW_017738944.1:5412509|5413001",1
"CEP350","",0,"scaffold0028:10106415|10109581;scaffold0028:10111797|10113268",2,"1:37222210|37254939",1,"",0,"scaffold0019:20851197|20852691;scaffold0019:20891502|20892616",2,"",0
"DAP3","",0,"scaffold0028:16899950|16902303;scaffold0028:16901960|16902303",2,"1:95266098|95266761",1,"",0,"scaffold0019:27967626|27968712;scaffold0019:27969824|27970166;scaffold0019:27971933|27975119",3,"",0
"NUP210L","",0,"scaffold0028:17872836|17873740;scaffold0028:17898044|17900339",2,"",0,"",0,"scaffold0019:28950830|28955016;scaffold0019:28952421|28952725",2,"NW_017739487.1:216960|221439",1
"VPS45","",0,"scaffold0028:18462575|18463041",1,"",0,"3:95948649|95950240",1,"scaffold0019:29624126|29631463",1,"",0
"RPRD2","",0,"scaffold0028:18654011|18669857;scaffold0028:18664569|18669857;scaffold0028:18667711|18676141",3,"",0,"",0,"scaffold0019:29830239|29834053",1,"NW_017739075.1:1381577|1396884",1
"PI4KB","",0,"scaffold0028:19275183|19276120",1,"1:99786708|99787645",1,"",0,"scaffold0019:30422966|30423413",1,"",0
"POGZ","",0,"scaffold0028:19352371|19355370;scaffold0028:19362357|19363617",2,"1:99672251|99675267",1,"",0,"scaffold0019:30515662|30516353",1,"",0
