"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1196056|1197220",NA,NA,2,NA
"4823","NW_017739147.1:481520|484563",9,9,6,12
"4824","NW_017739147.1:4888917|4899674",NA,NA,NA,2
"4825","NW_017739147.1:4895899|4899674",NA,2,NA,NA
"4826","NW_017739147.1:4949116|4949490",NA,NA,NA,3
"4827","NW_017739147.1:5020751|5051857",6,NA,NA,NA
"4828","NW_017739147.1:5020751|5055965",2,NA,NA,NA
"4829","NW_017739147.1:5257011|5257188",NA,4,NA,NA
"4830","NW_017739147.1:5257449|5257835",NA,2,NA,NA
"4831","NW_017739147.1:5318838|5319407",NA,2,NA,NA
"4832","NW_017739147.1:5682355|5694271",NA,NA,4,NA
"4833","NW_017739148.1:1283164|1284697",11,14,10,5
"4834","NW_017739149.1:2022981|2024328",NA,2,NA,NA
"4835","NW_017739150.1:1136241|1136958",37,74,20,58
"4836","NW_017739150.1:1136241|1140596",NA,NA,NA,2
"4837","NW_017739150.1:1136241|1190329",NA,3,NA,NA
"4838","NW_017739150.1:1206598|1208065",NA,NA,NA,3
"4839","NW_017739150.1:318018|322697",NA,25,4,6
"4840","NW_017739150.1:318018|328113",NA,3,NA,NA
"4841","NW_017739151.1:1075470|1076794",NA,2,NA,NA
"4842","NW_017739151.1:176376|225123",NA,5,6,2
"4843","NW_017739151.1:211609|225123",4,NA,NA,NA
"4844","NW_017739151.1:886403|928830",NA,7,NA,NA
"4845","NW_017739151.1:926253|928830",7,NA,NA,NA
"4846","NW_017739152.1:1050164|1052411",9,NA,NA,4
"4847","NW_017739152.1:1050164|1057161",NA,4,NA,NA
"4848","NW_017739152.1:1054946|1057161",26,38,12,37
"4849","NW_017739152.1:1100533|1101065",2,5,NA,NA
"4850","NW_017739152.1:1175041|1175404",NA,NA,NA,8
"4851","NW_017739152.1:1264798|1264960",2,NA,NA,NA
"4852","NW_017739152.1:1264883|1265062",NA,NA,2,NA
"4853","NW_017739152.1:146061|146242",NA,NA,9,NA
"4854","NW_017739152.1:157808|160507",3,4,NA,NA
"4855","NW_017739152.1:157808|169089",NA,NA,3,NA
"4856","NW_017739152.1:395949|396324",NA,4,NA,NA
"4857","NW_017739152.1:508905|509722",8,NA,6,4
"4858","NW_017739152.1:509147|509722",NA,NA,5,NA
"4859","NW_017739153.1:150668|151073",NA,NA,NA,2
"4860","NW_017739153.1:194658|197672",NA,2,NA,NA
"4861","NW_017739153.1:197549|209061",NA,NA,NA,3
"4862","NW_017739153.1:208662|209061",9,6,8,3
"4863","NW_017739153.1:3043022|3045123",2,NA,NA,NA
"4864","NW_017739153.1:3364453|3364682",NA,NA,NA,3
"4865","NW_017739153.1:4321167|4327963",NA,NA,4,NA
"4866","NW_017739153.1:4641059|4651071",2,NA,NA,NA
"4867","NW_017739153.1:4641059|4655532",4,NA,NA,NA
"4868","NW_017739153.1:4649837|4655532",6,6,NA,7
"4869","NW_017739153.1:5253673|5257346",5,NA,NA,NA
"4870","NW_017739153.1:5355766|5356070",4,10,2,NA
"4871","NW_017739153.1:5355766|5365498",NA,2,NA,NA
"4872","NW_017739153.1:5434133|5453517",NA,NA,NA,2
"4873","NW_017739153.1:5514100|5524076",3,NA,NA,NA
"4874","NW_017739154.1:262477|280000",NA,2,NA,NA
"4875","NW_017739154.1:3938182|3957797",NA,NA,NA,2
"4876","NW_017739154.1:3942494|3957797",NA,NA,2,NA
"4877","NW_017739155.1:3027915|3041062",NA,2,NA,NA
"4878","NW_017739155.1:3058442|3061668",NA,4,NA,NA
"4879","NW_017739155.1:3548614|3554600",NA,8,NA,NA
"4880","NW_017739155.1:3564491|3600377",NA,2,NA,NA
"4881","NW_017739155.1:3622683|3631377",2,3,NA,NA
"4882","NW_017739155.1:3962127|3962439",NA,NA,8,NA
"4883","NW_017739155.1:3962127|3971162",4,7,7,NA
"4884","NW_017739155.1:4234800|4235093",NA,NA,NA,6
"4885","NW_017739155.1:4235512|4239146",NA,NA,NA,4
"4886","NW_017739155.1:4239039|4239905",340,280,158,99
"4887","NW_017739155.1:5053797|5057554",3,NA,NA,NA
"4888","NW_017739156.1:1139323|1139532",NA,NA,2,NA
"4889","NW_017739156.1:1297983|1313472",5,NA,NA,NA
"4890","NW_017739156.1:747508|749481",NA,NA,4,NA
"4891","NW_017739157.1:1571904|1651566",2,NA,NA,NA
"4892","NW_017739158.1:1649151|1663127",2,NA,NA,NA
"4893","NW_017739158.1:2017504|2058653",2,NA,NA,NA
"4894","NW_017739158.1:2107347|2113610",NA,8,NA,NA
"4895","NW_017739158.1:2288096|2302346",NA,2,NA,NA
"4896","NW_017739158.1:2300965|2306612",10,NA,NA,3
"4897","NW_017739158.1:2556044|2567482",NA,5,NA,NA
"4898","NW_017739158.1:2653177|2660221",NA,NA,2,NA
"4899","NW_017739159.1:116696|149934",NA,2,NA,NA
"4900","NW_017739159.1:118491|125870",NA,NA,2,NA
"4901","NW_017739159.1:1266741|1275447",NA,NA,NA,4
"4902","NW_017739159.1:1301798|1312573",NA,NA,NA,4
"4903","NW_017739159.1:1307576|1311546",3,3,3,4
"4904","NW_017739159.1:1328272|1328661",NA,4,NA,NA
"4905","NW_017739159.1:1451114|1471207",6,2,NA,NA
"4906","NW_017739159.1:1620212|1625454",NA,NA,2,NA
"4907","NW_017739159.1:1620212|1632030",3,3,NA,2
"4908","NW_017739159.1:1671272|1673721",NA,4,NA,NA
"4909","NW_017739159.1:168901|178666",2,NA,NA,NA
"4910","NW_017739159.1:1691604|1692103",NA,2,NA,NA
"4911","NW_017739160.1:1152585|1162998",NA,2,NA,4
"4912","NW_017739160.1:1153118|1161116",NA,6,NA,NA
"4913","NW_017739160.1:1157758|1162998",NA,3,NA,NA
"4914","NW_017739160.1:1173022|1176071",6,5,NA,NA
"4915","NW_017739160.1:1173022|1176864",NA,NA,NA,2
"4916","NW_017739160.1:1173022|1180849",NA,4,2,NA
"4917","NW_017739160.1:1277471|1289682",5,NA,NA,NA
"4918","NW_017739160.1:1285729|1289682",10,7,15,6
"4919","NW_017739160.1:1285729|1292400",NA,NA,NA,7
"4920","NW_017739160.1:1285729|1298181",5,2,NA,NA
"4921","NW_017739160.1:1288850|1289682",29,23,4,26
"4922","NW_017739160.1:1288850|1292400",15,25,10,7
"4923","NW_017739160.1:1288850|1298181",NA,2,NA,NA
"4924","NW_017739160.1:1288920|1292400",NA,NA,2,NA
"4925","NW_017739160.1:410725|413761",NA,2,NA,NA
"4926","NW_017739160.1:925193|948242",NA,2,NA,NA
"4927","NW_017739161.1:1079680|1091875",NA,NA,4,NA
"4928","NW_017739161.1:1124408|1133855",NA,12,NA,NA
"4929","NW_017739161.1:1359850|1376547",4,2,NA,NA
"4930","NW_017739161.1:1375931|1376547",NA,NA,NA,2
"4931","NW_017739161.1:1389939|1390107",NA,NA,NA,3
"4932","NW_017739161.1:1390146|1390648",NA,NA,NA,5
"4933","NW_017739161.1:1494254|1505263",NA,NA,NA,2
"4934","NW_017739161.1:1505083|1509925",NA,24,8,19
"4935","NW_017739161.1:1642152|1642995",NA,3,NA,4
"4936","NW_017739161.1:1735926|1737869",2,NA,NA,NA
"4937","NW_017739161.1:2160600|2161060",2,8,2,4
"4938","NW_017739161.1:2198546|2261126",NA,NA,2,9
"4939","NW_017739161.1:2198546|2294469",NA,2,NA,NA
"4940","NW_017739161.1:2247268|2261126",12,3,NA,5
"4941","NW_017739161.1:2247268|2294469",8,7,2,4
"4942","NW_017739161.1:2261021|2294469",NA,NA,NA,10
"4943","NW_017739161.1:2286260|2294469",NA,3,NA,3
"4944","NW_017739161.1:2293148|2294469",NA,2,NA,NA
"4945","NW_017739161.1:2388410|2390209",5,11,7,3
"4946","NW_017739161.1:262869|295090",NA,4,NA,NA
"4947","NW_017739161.1:2637769|2637972",NA,NA,2,NA
"4948","NW_017739161.1:280800|295090",NA,4,NA,NA
"4949","NW_017739161.1:294651|295090",NA,3,NA,NA
"4950","NW_017739161.1:343180|344386",NA,2,NA,NA
"4951","NW_017739161.1:357101|360760",7,NA,NA,NA
"4952","NW_017739161.1:3793962|3794196",NA,NA,NA,12
"4953","NW_017739161.1:384502|386085",3,NA,NA,NA
"4954","NW_017739161.1:3957897|3979975",4,NA,NA,NA
"4955","NW_017739161.1:3957897|3993412",NA,3,NA,NA
"4956","NW_017739161.1:404363|407480",2,NA,9,9
"4957","NW_017739161.1:4093504|4100491",9,15,8,15
"4958","NW_017739161.1:4093507|4100491",NA,NA,NA,5
"4959","NW_017739161.1:4276299|4284569",4,2,3,NA
"4960","NW_017739161.1:699947|702633",NA,NA,NA,9
"4961","NW_017739161.1:701611|704880",NA,NA,3,NA
"4962","NW_017739161.1:712131|715612",NA,NA,6,NA
"4963","NW_017739161.1:753129|799058",4,NA,NA,NA
"4964","NW_017739161.1:896194|904749",NA,NA,NA,8
"4965","NW_017739161.1:981249|988192",NA,NA,2,2
"4966","NW_017739162.1:3910008|3918803",5,2,3,NA
"4967","NW_017739162.1:3910008|3925669",NA,5,NA,NA
"4968","NW_017739162.1:3910008|3932466",NA,2,9,2
"4969","NW_017739162.1:3925579|3941043",NA,3,NA,NA
"4970","NW_017739162.1:4084123|4096218",4,2,NA,2
"4971","NW_017739162.1:4084123|4096877",NA,NA,NA,4
"4972","NW_017739162.1:4084123|4098224",NA,NA,NA,4
"4973","NW_017739162.1:4188644|4214871",2,5,5,6
"4974","NW_017739162.1:4194733|4214871",NA,NA,4,4
"4975","NW_017739163.1:2073145|2080064",NA,3,NA,NA
"4976","NW_017739163.1:2237587|2237739",NA,2,NA,NA
"4977","NW_017739163.1:5535908|5536059",NA,NA,3,NA
"4978","NW_017739163.1:900670|905046",NA,4,NA,NA
"4979","NW_017739164.1:2222037|2270888",2,NA,NA,NA
"4980","NW_017739164.1:2374455|2376643",NA,NA,4,NA
"4981","NW_017739164.1:288656|311723",NA,NA,2,NA
"4982","NW_017739164.1:311543|319491",NA,5,NA,NA
"4983","NW_017739164.1:425369|431909",5,2,NA,NA
"4984","NW_017739164.1:425369|468957",NA,4,NA,3
"4985","NW_017739165.1:1105552|1178980",NA,2,2,4
"4986","NW_017739165.1:1110915|1178980",NA,4,NA,NA
"4987","NW_017739165.1:1138231|1178980",NA,NA,2,NA
"4988","NW_017739165.1:158161|169307",NA,NA,NA,4
"4989","NW_017739165.1:175622|176142",NA,NA,NA,2
"4990","NW_017739165.1:2042457|2096761",NA,NA,NA,2
"4991","NW_017739165.1:2066898|2096761",NA,NA,6,NA
"4992","NW_017739165.1:2081280|2090001",8,NA,NA,NA
"4993","NW_017739165.1:2081280|2095107",4,NA,NA,NA
"4994","NW_017739165.1:2081280|2096761",6,NA,NA,4
"4995","NW_017739165.1:232029|232408",NA,8,NA,NA
"4996","NW_017739165.1:237513|240823",59,109,49,46
"4997","NW_017739165.1:239972|240823",NA,2,NA,NA
"4998","NW_017739165.1:259237|265445",5,3,4,NA
"4999","NW_017739165.1:259992|260931",NA,NA,NA,2
"5000","NW_017739165.1:271085|271476",4,NA,NA,NA
"5001","NW_017739165.1:398182|414855",3,NA,NA,NA
"5002","NW_017739166.1:1270485|1271559",NA,NA,2,3
"5003","NW_017739166.1:1270485|1280141",NA,NA,NA,4
"5004","NW_017739166.1:1293844|1302406",NA,2,NA,NA
"5005","NW_017739166.1:1299055|1302406",8,15,15,9
"5006","NW_017739166.1:1316808|1330250",2,3,NA,4
"5007","NW_017739166.1:1321534|1330250",NA,2,NA,NA
"5008","NW_017739166.1:1678258|1688658",NA,3,NA,NA
"5009","NW_017739166.1:1961406|1978354",NA,13,NA,4
"5010","NW_017739166.1:1975778|1978354",NA,5,2,NA
"5011","NW_017739166.1:2010226|2010949",NA,2,NA,NA
"5012","NW_017739166.1:2148579|2159332",NA,5,NA,NA
"5013","NW_017739166.1:2148579|2161522",NA,NA,NA,4
"5014","NW_017739166.1:2193298|2220698",NA,NA,NA,4
"5015","NW_017739166.1:524623|549277",NA,NA,3,2
"5016","NW_017739167.1:2289555|2311600",NA,NA,4,NA
"5017","NW_017739167.1:2311512|2390207",NA,2,NA,NA
"5018","NW_017739167.1:2388174|2390207",NA,NA,2,2
"5019","NW_017739167.1:2446967|2475990",6,NA,NA,NA
"5020","NW_017739167.1:2446967|2522795",3,NA,NA,NA
"5021","NW_017739167.1:3143974|3156437",NA,2,NA,NA
"5022","NW_017739167.1:3143974|3168678",NA,7,NA,NA
"5023","NW_017739167.1:3154995|3156437",2,NA,NA,NA
"5024","NW_017739167.1:3154995|3168678",2,NA,NA,NA
"5025","NW_017739167.1:446420|450059",8,NA,3,NA
"5026","NW_017739167.1:597401|610456",NA,NA,2,NA
"5027","NW_017739168.1:1997292|1998188",3,NA,NA,NA
"5028","NW_017739168.1:2011030|2042132",2,NA,NA,NA
"5029","NW_017739168.1:2044376|2050748",4,5,8,NA
"5030","NW_017739168.1:485119|486180",NA,4,NA,NA
"5031","NW_017739168.1:910881|923942",NA,4,NA,NA
"5032","NW_017739169.1:1701347|1701566",NA,NA,NA,2
"5033","NW_017739169.1:2340779|2341017",2,NA,NA,NA
"5034","NW_017739169.1:351825|387615",NA,2,NA,NA
"5035","NW_017739169.1:357625|363543",NA,7,NA,NA
"5036","NW_017739169.1:358918|363532",NA,NA,NA,2
"5037","NW_017739169.1:368801|379879",NA,6,NA,NA
"5038","NW_017739169.1:379803|387615",2,NA,NA,NA
"5039","NW_017739169.1:46019|50310",5,6,NA,NA
"5040","NW_017739169.1:46019|58240",2,NA,2,NA
"5041","NW_017739169.1:55699|57063",3,24,2,4
"5042","NW_017739169.1:55699|65352",NA,3,NA,NA
"5043","NW_017739169.1:64154|66564",2,NA,NA,NA
"5044","NW_017739169.1:69498|71516",NA,NA,3,NA
"5045","NW_017739170.1:1188337|1188500",2,NA,NA,NA
"5046","NW_017739170.1:120685|120861",2,NA,NA,NA
"5047","NW_017739170.1:1374311|1377167",NA,NA,NA,3
"5048","NW_017739170.1:1485493|1498266",NA,2,NA,NA
"5049","NW_017739170.1:149113|149575",NA,NA,NA,3
"5050","NW_017739170.1:1581071|1588828",NA,NA,NA,2
"5051","NW_017739170.1:1597892|1653880",3,NA,NA,NA
"5052","NW_017739170.1:1614593|1618743",NA,2,2,NA
"5053","NW_017739170.1:1684999|1685298",NA,NA,NA,4
"5054","NW_017739170.1:1837922|1846678",NA,NA,3,2
"5055","NW_017739170.1:1969823|1975411",2,11,10,6
"5056","NW_017739170.1:1969823|1986053",NA,NA,2,NA
"5057","NW_017739170.1:201864|202528",NA,3,NA,NA
"5058","NW_017739170.1:2031886|2032673",5,3,NA,NA
"5059","NW_017739170.1:2032536|2035102",NA,4,NA,NA
"5060","NW_017739170.1:2048603|2049968",NA,2,NA,NA
"5061","NW_017739170.1:2069233|2076874",NA,2,4,NA
"5062","NW_017739170.1:2313677|2325692",4,8,NA,9
"5063","NW_017739170.1:2313677|2341940",NA,7,5,5
"5064","NW_017739170.1:2313677|2346142",NA,NA,3,2
"5065","NW_017739170.1:2313677|2350847",4,3,NA,NA
"5066","NW_017739170.1:240214|244277",NA,6,NA,NA
"5067","NW_017739170.1:2437835|2442110",18,17,19,5
"5068","NW_017739170.1:2477935|2504480",8,NA,NA,NA
"5069","NW_017739170.1:2574497|2582992",9,47,13,26
"5070","NW_017739170.1:3440395|3442538",NA,2,NA,NA
"5071","NW_017739170.1:3441156|3441497",NA,2,NA,NA
"5072","NW_017739170.1:3441355|3442538",4,NA,NA,NA
"5073","NW_017739170.1:3441696|3442538",4,NA,NA,NA
"5074","NW_017739170.1:361202|371210",5,NA,NA,NA
"5075","NW_017739170.1:432608|436995",2,NA,NA,NA
"5076","NW_017739170.1:625496|636162",NA,NA,NA,6
"5077","NW_017739171.1:1098202|1116487",NA,NA,NA,2
"5078","NW_017739171.1:1102821|1116487",NA,2,NA,NA
"5079","NW_017739171.1:1647014|1655426",NA,NA,3,NA
"5080","NW_017739171.1:1647014|1661574",NA,NA,NA,2
"5081","NW_017739171.1:1714995|1716998",NA,11,3,11
"5082","NW_017739171.1:1714995|1721791",NA,2,NA,NA
"5083","NW_017739171.1:40872|48758",NA,2,NA,NA
"5084","NW_017739171.1:78744|79069",NA,2,NA,NA
"5085","NW_017739172.1:816687|818243",NA,2,NA,NA
"5086","NW_017739172.1:863287|863716",NA,4,NA,NA
"5087","NW_017739172.1:890743|891347",30,98,20,73
"5088","NW_017739172.1:890743|907806",3,6,NA,21
"5089","NW_017739172.1:890743|921852",5,11,3,9
"5090","NW_017739172.1:890743|925190",2,26,3,15
"5091","NW_017739172.1:906676|921852",NA,2,2,NA
"5092","NW_017739172.1:920923|921852",NA,NA,NA,3
"5093","NW_017739172.1:920923|925190",2,14,7,8
"5094","NW_017739172.1:920923|960090",NA,NA,NA,4
"5095","NW_017739173.1:1167078|1199522",2,NA,NA,NA
"5096","NW_017739173.1:1192054|1199522",NA,NA,4,NA
"5097","NW_017739173.1:498512|502416",NA,3,NA,NA
"5098","NW_017739173.1:597134|612716",NA,NA,2,NA
"5099","NW_017739173.1:598808|601459",NA,2,NA,NA
"5100","NW_017739173.1:635696|642236",2,2,4,NA
"5101","NW_017739173.1:640331|642236",3,12,NA,2
"5102","NW_017739173.1:704128|705083",2,6,NA,NA
"5103","NW_017739174.1:1097304|1106203",NA,NA,2,NA
"5104","NW_017739174.1:113441|170607",4,NA,NA,NA
"5105","NW_017739174.1:113441|200254",NA,NA,2,NA
"5106","NW_017739174.1:1204324|1205567",NA,2,NA,NA
"5107","NW_017739174.1:1219572|1251353",NA,NA,NA,2
"5108","NW_017739174.1:1220482|1253404",NA,2,NA,NA
"5109","NW_017739174.1:1241444|1253404",4,NA,NA,NA
"5110","NW_017739174.1:200163|219609",8,NA,3,2
"5111","NW_017739174.1:2022|13499",3,NA,NA,2
"5112","NW_017739174.1:2022|15931",17,5,14,9
"5113","NW_017739174.1:2022|59483",59,30,48,61
"5114","NW_017739174.1:2022|8053",2,4,NA,6
"5115","NW_017739174.1:405477|410263",NA,NA,NA,2
"5116","NW_017739174.1:467442|467747",NA,NA,NA,2
"5117","NW_017739174.1:470826|471081",NA,2,NA,NA
"5118","NW_017739174.1:470826|472816",NA,NA,3,NA
"5119","NW_017739174.1:57336|59483",NA,3,NA,NA
"5120","NW_017739174.1:59396|113586",NA,5,NA,NA
"5121","NW_017739174.1:727978|728161",NA,NA,NA,2
"5122","NW_017739174.1:870448|873741",NA,NA,2,NA
"5123","NW_017739174.1:910736|913537",NA,4,NA,NA
"5124","NW_017739174.1:910736|918863",NA,2,3,5
"5125","NW_017739174.1:913348|918863",NA,2,NA,NA
"5126","NW_017739174.1:968112|979508",NA,NA,NA,2
"5127","NW_017739175.1:1125630|1125899",NA,2,NA,NA
"5128","NW_017739175.1:1372136|1375580",NA,NA,2,NA
"5129","NW_017739175.1:180160|180385",NA,NA,NA,2
"5130","NW_017739175.1:2097484|2103414",NA,3,NA,NA
"5131","NW_017739175.1:2324309|2328551",NA,NA,2,NA
"5132","NW_017739175.1:305706|308596",2,NA,NA,2
"5133","NW_017739175.1:499668|500600",NA,2,NA,NA
"5134","NW_017739175.1:556849|558127",9,8,7,2
"5135","NW_017739175.1:812392|814944",NA,NA,4,NA
"5136","NW_017739175.1:877451|884284",NA,NA,4,NA
"5137","NW_017739176.1:1176722|1229059",NA,3,NA,NA
"5138","NW_017739176.1:405123|406040",3,NA,NA,NA
"5139","NW_017739176.1:456516|487274",NA,NA,3,NA
"5140","NW_017739177.1:1961496|2015098",3,NA,NA,NA
"5141","NW_017739177.1:2577772|2578395",17,21,5,6
"5142","NW_017739177.1:2612255|2615499",NA,5,3,NA
"5143","NW_017739177.1:285917|290889",NA,NA,2,NA
"5144","NW_017739177.1:3146089|3146392",2,NA,NA,NA
"5145","NW_017739177.1:44053|45503",NA,2,NA,NA
"5146","NW_017739178.1:1398862|1399491",NA,3,NA,NA
"5147","NW_017739178.1:1421810|1423007",5,NA,NA,NA
"5148","NW_017739178.1:1505564|1508496",NA,2,NA,NA
"5149","NW_017739178.1:1997671|2026334",4,4,NA,NA
"5150","NW_017739178.1:2022125|2026334",3,5,NA,NA
"5151","NW_017739178.1:2112682|2132663",NA,NA,2,NA
"5152","NW_017739178.1:2216640|2220202",3,NA,NA,NA
"5153","NW_017739178.1:2257491|2263336",3,NA,NA,NA
"5154","NW_017739178.1:2434936|2441321",NA,6,NA,NA
"5155","NW_017739178.1:2657483|2658934",2,NA,NA,NA
"5156","NW_017739178.1:2682788|2696554",NA,2,NA,NA
"5157","NW_017739178.1:777398|786136",3,NA,NA,NA
"5158","NW_017739178.1:792816|803280",3,NA,NA,6
"5159","NW_017739178.1:883046|884448",NA,4,NA,3
"5160","NW_017739179.1:1452582|1456817",2,NA,NA,NA
"5161","NW_017739179.1:1739406|1740308",NA,NA,NA,2
"5162","NW_017739179.1:1739406|1743633",5,NA,NA,NA
"5163","NW_017739179.1:1746275|1766131",NA,NA,NA,4
"5164","NW_017739179.1:1753999|1756652",NA,NA,NA,3
"5165","NW_017739179.1:1951830|1961358",NA,9,NA,NA
"5166","NW_017739179.1:2116013|2132315",2,NA,NA,4
"5167","NW_017739179.1:2123115|2126466",5,13,2,4
"5168","NW_017739179.1:2182548|2219604",NA,NA,NA,4
"5169","NW_017739179.1:2666341|2681227",NA,3,NA,NA
"5170","NW_017739179.1:2737109|2740036",9,3,2,2
"5171","NW_017739179.1:3005037|3007977",5,7,NA,12
"5172","NW_017739179.1:3058324|3064666",8,NA,NA,NA
"5173","NW_017739179.1:3073845|3076486",2,NA,NA,NA
"5174","NW_017739179.1:461919|466299",9,NA,9,2
"5175","NW_017739179.1:472666|480922",NA,4,NA,NA
"5176","NW_017739180.1:1031824|1032659",NA,NA,NA,2
"5177","NW_017739180.1:330011|341009",NA,4,NA,NA
"5178","NW_017739180.1:565780|566047",2,NA,NA,NA
"5179","NW_017739180.1:624078|636327",NA,NA,2,NA
"5180","NW_017739180.1:635608|636327",NA,2,NA,5
"5181","NW_017739180.1:635608|647084",NA,4,NA,NA
"5182","NW_017739180.1:667249|702012",3,NA,NA,NA
"5183","NW_017739180.1:707030|707255",NA,NA,NA,4
"5184","NW_017739180.1:716557|722946",NA,3,NA,NA
"5185","NW_017739180.1:727756|728910",13,26,2,5
"5186","NW_017739180.1:727756|729122",NA,3,NA,NA
"5187","NW_017739180.1:749217|757892",NA,2,NA,NA
"5188","NW_017739180.1:817|12614",2,NA,NA,NA
"5189","NW_017739180.1:817|12632",NA,NA,4,NA
"5190","NW_017739180.1:817|32920",NA,NA,2,NA
"5191","NW_017739180.1:834712|834899",NA,NA,NA,4
"5192","NW_017739180.1:940403|940846",NA,2,NA,NA
"5193","NW_017739180.1:940403|945957",NA,2,NA,NA
"5194","NW_017739180.1:940403|952251",NA,2,NA,NA
"5195","NW_017739180.1:941684|942471",NA,NA,NA,2
"5196","NW_017739181.1:932817|933312",3,NA,NA,NA
"5197","NW_017739182.1:1167710|1177435",NA,3,NA,NA
"5198","NW_017739182.1:1171399|1177435",NA,8,NA,NA
"5199","NW_017739182.1:1177320|1179578",NA,2,NA,NA
"5200","NW_017739182.1:1199017|1205167",NA,NA,4,NA
"5201","NW_017739182.1:1211533|1234905",NA,2,NA,NA
"5202","NW_017739182.1:1215161|1234905",NA,4,NA,NA
"5203","NW_017739182.1:1220280|1234905",NA,NA,NA,3
"5204","NW_017739182.1:1231396|1234905",13,8,3,15
"5205","NW_017739182.1:411459|412102",NA,NA,NA,5
"5206","NW_017739182.1:411889|412013",NA,NA,NA,4
"5207","NW_017739182.1:527785|528287",2,4,NA,NA
"5208","NW_017739182.1:527785|543906",5,8,NA,3
"5209","NW_017739182.1:596176|596912",11,2,7,2
"5210","NW_017739182.1:629299|656985",10,2,6,NA
"5211","NW_017739182.1:629299|667770",2,NA,NA,NA
"5212","NW_017739182.1:651094|656985",33,27,10,11
"5213","NW_017739182.1:651094|660940",NA,NA,3,NA
"5214","NW_017739182.1:651094|677052",3,NA,NA,NA
"5215","NW_017739182.1:660859|667770",3,NA,NA,NA
"5216","NW_017739183.1:756313|763677",NA,NA,NA,5
"5217","NW_017739184.1:1403210|1408117",3,3,NA,NA
"5218","NW_017739184.1:1422022|1439091",NA,2,NA,NA
"5219","NW_017739184.1:1432176|1439091",4,NA,NA,NA
"5220","NW_017739184.1:1981738|1993684",3,NA,NA,NA
"5221","NW_017739184.1:2127370|2129058",NA,NA,NA,2
"5222","NW_017739184.1:2169290|2169550",NA,NA,NA,5
"5223","NW_017739185.1:137366|138039",NA,NA,2,NA
"5224","NW_017739185.1:1448466|1456901",NA,4,4,NA
"5225","NW_017739185.1:1640476|1640707",NA,2,NA,NA
"5226","NW_017739185.1:1670035|1673238",NA,4,NA,4
"5227","NW_017739185.1:1724440|1732680",NA,3,NA,NA
"5228","NW_017739185.1:207668|217703",2,NA,NA,NA
"5229","NW_017739185.1:3105262|3105746",3,NA,NA,NA
"5230","NW_017739185.1:3175008|3234264",2,NA,NA,NA
"5231","NW_017739185.1:380381|383529",NA,NA,4,NA
"5232","NW_017739185.1:383381|393691",NA,5,NA,NA
"5233","NW_017739185.1:400875|404231",4,2,NA,NA
"5234","NW_017739185.1:404059|407485",NA,NA,NA,4
"5235","NW_017739185.1:414400|414657",NA,NA,NA,6
"5236","NW_017739185.1:4343791|4351241",9,15,NA,7
"5237","NW_017739185.1:4343791|4353718",5,13,NA,NA
"5238","NW_017739185.1:4343791|4362695",6,7,NA,2
"5239","NW_017739185.1:4343791|4392688",4,2,NA,2
"5240","NW_017739185.1:4343791|4415327",NA,2,NA,NA
"5241","NW_017739185.1:4362483|4403828",NA,2,NA,NA
"5242","NW_017739185.1:4481616|4486810",NA,3,NA,NA
"5243","NW_017739185.1:4486484|4486810",2,3,2,NA
"5244","NW_017739185.1:4549694|4561052",NA,2,NA,NA
"5245","NW_017739185.1:4557395|4564180",2,NA,NA,NA
"5246","NW_017739185.1:555601|562406",NA,4,NA,NA
"5247","NW_017739186.1:320205|324549",NA,2,NA,NA
"5248","NW_017739186.1:71752|71959",NA,NA,2,NA
"5249","NW_017739186.1:828156|832112",NA,NA,NA,5
"5250","NW_017739186.1:828156|832115",NA,5,NA,NA
"5251","NW_017739187.1:29271|105385",NA,NA,4,NA
"5252","NW_017739187.1:790307|790730",NA,NA,NA,3
"5253","NW_017739188.1:633250|633486",10,NA,NA,NA
"5254","NW_017739188.1:687478|702393",NA,2,NA,NA
"5255","NW_017739188.1:687478|712598",NA,4,NA,NA
"5256","NW_017739188.1:687478|771757",NA,2,NA,NA
"5257","NW_017739188.1:771667|788891",NA,NA,2,NA
"5258","NW_017739189.1:1036288|1047688",NA,NA,2,NA
"5259","NW_017739189.1:185930|190556",NA,23,4,15
"5260","NW_017739189.1:187223|190556",2,NA,NA,NA
"5261","NW_017739189.1:264933|267519",NA,NA,NA,6
"5262","NW_017739190.1:1003178|1016433",NA,NA,NA,3
"5263","NW_017739190.1:1016344|1025947",NA,4,NA,NA
"5264","NW_017739190.1:103509|110400",2,NA,NA,NA
"5265","NW_017739190.1:103509|124222",NA,2,2,2
"5266","NW_017739190.1:1053683|1076802",NA,6,NA,NA
"5267","NW_017739190.1:1057130|1076802",NA,2,NA,NA
"5268","NW_017739190.1:1059032|1078253",NA,NA,8,3
"5269","NW_017739190.1:1068272|1072813",2,NA,NA,NA
"5270","NW_017739190.1:1247241|1258070",4,NA,NA,NA
"5271","NW_017739190.1:1803232|1803402",2,NA,NA,NA
"5272","NW_017739190.1:2280633|2353675",NA,3,NA,NA
"5273","NW_017739190.1:2325894|2330055",2,NA,NA,NA
"5274","NW_017739190.1:2325894|2333780",NA,NA,NA,2
"5275","NW_017739190.1:2325894|2339002",NA,2,NA,NA
"5276","NW_017739190.1:2325894|2353675",NA,2,NA,NA
