"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"17210","scaffold0015:30330447|30334718","1.000",NA,NA
"17211","scaffold0015:30333206|30334718",NA,NA,"5.000"
"17212","scaffold0015:30336958|30337215","1.000",NA,NA
"17213","scaffold0015:30356331|30358459","2.000",NA,NA
"17214","scaffold0015:30356461|30356940",NA,NA,"5.000"
"17215","scaffold0015:30357485|30358459","6.000",NA,"3.000"
"17216","scaffold0015:30382595|30396354","2.000",NA,NA
"17217","scaffold0015:30384144|30386685","6.000","4.000",NA
"17218","scaffold0015:30389843|30399736","5.000",NA,"5.000"
"17219","scaffold0015:30529200|30533019","47.000","7.000","3.000"
"17220","scaffold0015:30529200|30535783","1.000",NA,NA
"17221","scaffold0015:30529200|30566684",NA,NA,"4.000"
"17222","scaffold0015:30853833|30854186",NA,NA,"3.000"
"17223","scaffold0015:30910668|30921837","5.000","1.000","10.000"
"17224","scaffold0015:30973764|30974758",NA,NA,"2.000"
"17225","scaffold0015:30992975|31001228",NA,NA,"4.000"
"17226","scaffold0015:30996782|31000266","30.000","17.000","4.000"
"17227","scaffold0015:30996782|31001213","2.000",NA,NA
"17228","scaffold0015:30996782|31001228","321.000","162.000","153.000"
"17229","scaffold0015:30996782|31001623","2.000",NA,NA
"17230","scaffold0015:31000176|31001228","5.000","11.000","9.000"
"17231","scaffold0015:31000804|31001228",NA,"6.000",NA
"17232","scaffold0015:31102795|31107565",NA,"14.000",NA
"17233","scaffold0015:31310250|31331228","1.000",NA,NA
"17234","scaffold0015:31310250|31370357",NA,"15.000",NA
"17235","scaffold0015:31330068|31338818",NA,"3.000",NA
"17236","scaffold0015:31330068|31345843","2.000",NA,NA
"17237","scaffold0015:31331094|31370357",NA,NA,"2.000"
"17238","scaffold0015:31370317|31415417","15.000","7.000","16.000"
"17239","scaffold0015:31442878|31453715","2.000",NA,NA
"17240","scaffold0015:31490838|31515963",NA,"2.000",NA
"17241","scaffold0015:31492253|31515963","4.000",NA,NA
"17242","scaffold0015:31512739|31515963",NA,NA,"2.000"
"17243","scaffold0015:31578144|31578322",NA,NA,"4.000"
"17244","scaffold0015:31771411|31776796","6.000",NA,"2.000"
"17245","scaffold0015:31776351|31776796","10.000","18.000",NA
"17246","scaffold0015:31776351|31829625","1.000",NA,NA
"17247","scaffold0015:31814003|31819441",NA,NA,"1.000"
"17248","scaffold0015:31814003|31829625","1.000","2.000","1.000"
"17249","scaffold0015:31814003|31844028","8.000",NA,NA
"17250","scaffold0015:31882846|31891052","5.000",NA,NA
"17251","scaffold0015:321503|328918","7.000","8.000","4.000"
"17252","scaffold0015:321503|328943","4.000",NA,NA
"17253","scaffold0015:32296136|32296566","1.000",NA,"1.000"
"17254","scaffold0015:32329167|32333466","9.000",NA,NA
"17255","scaffold0015:32344328|32345031","1.000",NA,NA
"17256","scaffold0015:32344983|32347320","3.000",NA,NA
"17257","scaffold0015:32399972|32406183",NA,NA,"10.000"
"17258","scaffold0015:32857695|32861183","7.000",NA,NA
"17259","scaffold0015:32861522|32864952","2.000",NA,"5.000"
"17260","scaffold0015:32873578|32873890","6.000",NA,NA
"17261","scaffold0015:328808|330087","3.000",NA,"5.000"
"17262","scaffold0015:32902044|32902252",NA,NA,"25.000"
"17263","scaffold0015:33197441|33198259",NA,"5.000",NA
"17264","scaffold0015:33234354|33240088",NA,NA,"11.000"
"17265","scaffold0015:33285637|33286136",NA,NA,"1.000"
"17266","scaffold0015:3337613|3371274","3.000",NA,NA
"17267","scaffold0015:33440343|33455391",NA,"7.000",NA
"17268","scaffold0015:33455332|33465223","1.000",NA,NA
"17269","scaffold0015:33456319|33460466","3.000",NA,NA
"17270","scaffold0015:33456319|33465223","8.000","36.000","14.000"
"17271","scaffold0015:33468663|33489052",NA,NA,"10.000"
"17272","scaffold0015:33488935|33493979","1.000",NA,NA
"17273","scaffold0015:33504048|33514477","6.000",NA,"3.000"
"17274","scaffold0015:33504048|33526113","5.000",NA,NA
"17275","scaffold0015:33518120|33526113","5.000",NA,NA
"17276","scaffold0015:33526055|33543030","4.000",NA,"2.000"
"17277","scaffold0015:33588673|33589992","17.000",NA,"18.000"
"17278","scaffold0015:33614918|33618210","4.000",NA,NA
"17279","scaffold0015:33662102|33676778",NA,NA,"1.000"
"17280","scaffold0015:33662115|33676778","19.000","10.000","12.000"
"17281","scaffold0015:33693937|33747072",NA,NA,"2.000"
"17282","scaffold0015:33697976|33710290","3.000",NA,"2.000"
"17283","scaffold0015:33697976|33723982",NA,"3.000",NA
"17284","scaffold0015:33697976|33747072","8.000",NA,NA
"17285","scaffold0015:33700026|33703704",NA,NA,"8.000"
"17286","scaffold0015:33700499|33703319","3.000",NA,NA
"17287","scaffold0015:33700813|33705871","2.000",NA,NA
"17288","scaffold0015:33703144|33723982","4.000",NA,NA
"17289","scaffold0015:33703144|33747072","10.000",NA,NA
"17290","scaffold0015:33705714|33747072",NA,"2.000",NA
"17291","scaffold0015:33710099|33723982",NA,NA,"7.000"
"17292","scaffold0015:33720741|33747072","4.000",NA,NA
"17293","scaffold0015:33723812|33747072","269.000","190.000","143.000"
"17294","scaffold0015:33723812|33755806","4.000",NA,"24.000"
"17295","scaffold0015:33727621|33727785","3.000",NA,NA
"17296","scaffold0015:33735942|33747072","76.000","32.000","79.000"
"17297","scaffold0015:33735942|33755806",NA,"3.000",NA
"17298","scaffold0015:33746868|33747072","3.000","2.000","6.000"
"17299","scaffold0015:33746868|33755806","6.000",NA,"8.000"
"17300","scaffold0015:33808071|33810859","9.000",NA,NA
"17301","scaffold0015:33817652|33822234","2.000",NA,NA
"17302","scaffold0015:33824611|33827293","1.000","6.000","6.000"
"17303","scaffold0015:33825874|33827293",NA,"5.000",NA
"17304","scaffold0015:33828030|33832729","259.000","37.000","50.000"
"17305","scaffold0015:340916|341432",NA,NA,"8.000"
"17306","scaffold0015:34112228|34116945","2.000",NA,NA
"17307","scaffold0015:3454362|3454556","1.000",NA,NA
"17308","scaffold0015:3454362|3459609","5.000",NA,NA
"17309","scaffold0015:34672712|34765432",NA,"11.000",NA
"17310","scaffold0015:34854944|34856698","7.000",NA,NA
"17311","scaffold0015:35182316|35182467","7.000",NA,NA
"17312","scaffold0015:35234289|35246035","10.000","8.000",NA
"17313","scaffold0015:35406365|35409215",NA,"3.000",NA
"17314","scaffold0015:35406365|35413490",NA,NA,"3.000"
"17315","scaffold0015:35465802|35465985","3.000",NA,NA
"17316","scaffold0015:35482179|35485861","1.000",NA,NA
"17317","scaffold0015:35529836|35593215",NA,NA,"8.000"
"17318","scaffold0015:35611313|35619995","5.000",NA,NA
"17319","scaffold0015:35617549|35625430","11.000","3.000",NA
"17320","scaffold0015:35617549|35632473","3.000",NA,NA
"17321","scaffold0015:35619081|35632473",NA,NA,"2.000"
"17322","scaffold0015:35623285|35632473","4.000",NA,"4.000"
"17323","scaffold0015:35624994|35632473","7.000","4.000","13.000"
"17324","scaffold0015:35625025|35632473","9.000",NA,"1.000"
"17325","scaffold0015:35668726|35719041",NA,NA,"9.000"
"17326","scaffold0015:35714872|35719041","5.000",NA,NA
"17327","scaffold0015:35734019|35740027","5.000",NA,NA
"17328","scaffold0015:35753182|35768040","10.000",NA,"1.000"
"17329","scaffold0015:35753182|35779642","17.000","23.000","8.000"
"17330","scaffold0015:35759068|35768040",NA,"4.000",NA
"17331","scaffold0015:35759068|35779642","11.000","6.000","1.000"
"17332","scaffold0015:35759068|35784083",NA,NA,"1.000"
"17333","scaffold0015:35766656|35779642","7.000",NA,"2.000"
"17334","scaffold0015:36347982|36348495",NA,"3.000",NA
"17335","scaffold0015:36434892|36444131",NA,"14.000",NA
"17336","scaffold0015:36482930|36486423","5.000",NA,NA
"17337","scaffold0015:368099|369220",NA,NA,"2.000"
"17338","scaffold0015:36855304|36860548",NA,"3.000",NA
"17339","scaffold0015:36857156|36860548",NA,"4.000",NA
"17340","scaffold0015:36871466|36882520",NA,NA,"4.000"
"17341","scaffold0015:36874240|36882520","2.000",NA,"1.000"
"17342","scaffold0015:36876522|36882520",NA,"6.000","2.000"
"17343","scaffold0015:37089203|37111710",NA,"5.000",NA
"17344","scaffold0015:371083|371317","1267861.000",NA,"1312812.000"
"17345","scaffold0015:37111191|37111710","15.000","13.000","1.000"
"17346","scaffold0015:37111191|37143121","2.000","1.000",NA
"17347","scaffold0015:371126|371317","258.000","42.000","340.000"
"17348","scaffold0015:371131|371367",NA,"35.000",NA
"17349","scaffold0015:371190|371367",NA,NA,"19.000"
"17350","scaffold0015:37142857|37143352","3.000",NA,NA
"17351","scaffold0015:37240307|37249980","5.000",NA,NA
"17352","scaffold0015:37249870|37251977","2.000",NA,NA
"17353","scaffold0015:37335673|37337146","2.000",NA,NA
"17354","scaffold0015:37358203|37362816",NA,NA,"3.000"
"17355","scaffold0015:37362674|37374793","4.000",NA,NA
"17356","scaffold0015:37363398|37374793",NA,"12.000",NA
"17357","scaffold0015:37371731|37374793","3.000",NA,NA
"17358","scaffold0015:37373616|37374793","1.000","1.000",NA
"17359","scaffold0015:37535901|37536094",NA,"7.000",NA
"17360","scaffold0015:37706962|37713197","6.000",NA,"8.000"
"17361","scaffold0015:37713115|37715382","2.000",NA,NA
"17362","scaffold0015:37716359|37716846",NA,NA,"2.000"
"17363","scaffold0015:37851561|37864577",NA,NA,"5.000"
"17364","scaffold0015:37853785|37862158","8.000","6.000",NA
"17365","scaffold0015:37856606|37871984",NA,NA,"1.000"
"17366","scaffold0015:37869304|37871984","75.000","44.000","25.000"
"17367","scaffold0015:37870405|37871984",NA,"2.000",NA
"17368","scaffold0015:37876506|37880643","11.000",NA,NA
"17369","scaffold0015:37904591|37917735",NA,NA,"1.000"
"17370","scaffold0015:38318876|38326274","1.000",NA,NA
"17371","scaffold0015:38326144|38362863","5.000",NA,NA
"17372","scaffold0015:38409694|38410017",NA,"1.000",NA
"17373","scaffold0015:38591897|38592811",NA,"3.000",NA
"17374","scaffold0015:38591897|38609074",NA,"19.000","6.000"
"17375","scaffold0015:38606506|38609074","6.000",NA,NA
"17376","scaffold0015:38606506|38616233","14.000",NA,NA
"17377","scaffold0015:38606506|38628036",NA,NA,"4.000"
"17378","scaffold0015:38614566|38620123","2.000",NA,NA
"17379","scaffold0015:38614566|38625190",NA,NA,"5.000"
"17380","scaffold0015:38622937|38628036","5.000",NA,NA
"17381","scaffold0015:39116890|39121192","3.000",NA,NA
"17382","scaffold0015:39116890|39122605","4.000",NA,"1.000"
"17383","scaffold0015:39121082|39127722","2.000",NA,NA
"17384","scaffold0015:39125841|39127722","5.000",NA,"7.000"
"17385","scaffold0015:39794293|39802910",NA,NA,"3.000"
"17386","scaffold0015:39823773|39833343","5.000",NA,NA
"17387","scaffold0015:39823773|39835303","5.000",NA,NA
"17388","scaffold0015:39838995|39839162","4.000",NA,"9.000"
"17389","scaffold0015:39851269|39853598","5.000","4.000",NA
"17390","scaffold0015:39853871|39857143","1.000",NA,NA
"17391","scaffold0015:39853871|39858313","8.000",NA,NA
"17392","scaffold0015:39872225|39874159","3.000",NA,NA
"17393","scaffold0015:39872225|39879480","2.000","5.000","3.000"
"17394","scaffold0015:39877881|39879480","7.000","2.000",NA
"17395","scaffold0015:39901241|39904408",NA,NA,"1.000"
"17396","scaffold0015:39930282|39936240","1.000",NA,NA
"17397","scaffold0015:39959397|39961781","1.000","17.000","6.000"
"17398","scaffold0015:39974081|39976986",NA,"5.000",NA
"17399","scaffold0015:39989019|39989264",NA,"8.000",NA
"17400","scaffold0015:40146155|40147176",NA,NA,"1.000"
"17401","scaffold0015:40448631|40467714","2.000",NA,NA
"17402","scaffold0015:40610865|40640853",NA,NA,"1.000"
"17403","scaffold0015:40610865|40670854",NA,NA,"2.000"
"17404","scaffold0015:40648364|40654621","5.000",NA,NA
"17405","scaffold0015:40654402|40670854","4.000",NA,"6.000"
"17406","scaffold0015:40706344|40707748","4.000",NA,NA
"17407","scaffold0015:40722513|40727148","6.000",NA,"3.000"
"17408","scaffold0015:40729162|40735125","5.000","4.000",NA
"17409","scaffold0015:41099272|41099427",NA,NA,"1.000"
"17410","scaffold0015:41201493|41205669","5.000","5.000",NA
"17411","scaffold0015:41294184|41298552",NA,NA,"10.000"
"17412","scaffold0015:41598023|41599563",NA,NA,"3.000"
"17413","scaffold0015:41598023|41610748","3.000",NA,NA
"17414","scaffold0015:41598023|41624226",NA,NA,"2.000"
"17415","scaffold0015:41598023|41651724","2.000",NA,NA
"17416","scaffold0015:41606483|41651724",NA,NA,"1.000"
"17417","scaffold0015:41610644|41624226",NA,NA,"5.000"
"17418","scaffold0015:41617777|41624226","10.000","8.000","2.000"
"17419","scaffold0015:41755767|41770536",NA,"10.000",NA
"17420","scaffold0015:41755767|41772976","13.000","6.000",NA
"17421","scaffold0015:41996004|42051558","3.000",NA,"3.000"
"17422","scaffold0015:42002294|42051558",NA,NA,"2.000"
"17423","scaffold0015:42030585|42032275",NA,NA,"5.000"
"17424","scaffold0015:42032061|42051558","7.000",NA,NA
"17425","scaffold0015:42051494|42058128",NA,NA,"1.000"
"17426","scaffold0015:42051494|42115967",NA,NA,"2.000"
"17427","scaffold0015:42051494|42143287","8.000",NA,NA
"17428","scaffold0015:42099949|42115967","6.000","9.000","11.000"
"17429","scaffold0015:42099949|42143287",NA,"1.000","3.000"
"17430","scaffold0015:42106551|42143287","2.000",NA,NA
"17431","scaffold0015:42108075|42115967","4.000",NA,NA
"17432","scaffold0015:42110345|42143287",NA,NA,"1.000"
"17433","scaffold0015:42115464|42115967","3.000",NA,NA
"17434","scaffold0015:42143132|42150031","2.000",NA,NA
"17435","scaffold0015:42180939|42181919","2.000","6.000","28.000"
"17436","scaffold0015:422279|426259","6.000",NA,NA
"17437","scaffold0015:42354614|42355290","30.000","11.000","2.000"
"17438","scaffold0015:42376497|42378841","2.000",NA,NA
"17439","scaffold0015:42476291|42509949",NA,"4.000",NA
"17440","scaffold0015:42509282|42509949",NA,NA,"2.000"
"17441","scaffold0015:42562436|42567901",NA,"5.000","1.000"
"17442","scaffold0015:42562436|42576502","24.000","10.000","19.000"
"17443","scaffold0015:43391733|43393835","3.000",NA,NA
"17444","scaffold0015:43514526|43530071","33.000",NA,"4.000"
"17445","scaffold0015:43529978|43538774",NA,NA,"4.000"
"17446","scaffold0015:43583814|43583962","2.000",NA,NA
"17447","scaffold0015:43726526|43734189",NA,NA,"2.000"
"17448","scaffold0015:43828545|43862662","11.000",NA,NA
"17449","scaffold0015:43888882|43890589","1.000",NA,NA
"17450","scaffold0015:43893945|43899682",NA,"3.000",NA
"17451","scaffold0015:43910938|43914127","13.000",NA,NA
"17452","scaffold0015:43928533|43931394",NA,NA,"1.000"
"17453","scaffold0015:43981755|43985999","12.000",NA,NA
"17454","scaffold0015:43985689|43985999",NA,NA,"2.000"
"17455","scaffold0015:44019805|44021009","4.000","4.000",NA
"17456","scaffold0015:44033725|44034983","5.000",NA,"2.000"
"17457","scaffold0015:44056105|44056538",NA,NA,"2.000"
"17458","scaffold0015:44061861|44073108","11.000",NA,NA
"17459","scaffold0015:44072976|44079711","6.000",NA,NA
"17460","scaffold0015:44076728|44079711","9.000","2.000","3.000"
"17461","scaffold0015:44078966|44079711","20.000",NA,"1.000"
"17462","scaffold0015:44090239|44090444","3.000",NA,NA
"17463","scaffold0015:44125144|44125982","1.000",NA,NA
"17464","scaffold0015:44134589|44135601","1.000",NA,NA
"17465","scaffold0015:44137280|44137475","8.000",NA,NA
"17466","scaffold0015:44152020|44190300",NA,NA,"2.000"
"17467","scaffold0015:44162446|44172236","2.000",NA,NA
"17468","scaffold0015:44162446|44176524","10.000",NA,NA
"17469","scaffold0015:44169034|44176524",NA,NA,"2.000"
"17470","scaffold0015:44187763|44190300","4.000",NA,NA
"17471","scaffold0015:44205164|44205646",NA,"5.000",NA
"17472","scaffold0015:44285630|44288174","1.000",NA,NA
"17473","scaffold0015:44288037|44298156",NA,NA,"6.000"
"17474","scaffold0015:44304549|44307546","2.000",NA,NA
"17475","scaffold0015:44310092|44314243","2.000","6.000","5.000"
"17476","scaffold0015:44645292|44681051","2.000",NA,NA
"17477","scaffold0015:44686016|44693599","1.000",NA,NA
"17478","scaffold0015:44790608|44799834","18.000","4.000","4.000"
"17479","scaffold0015:44807614|44812043","7.000",NA,"4.000"
"17480","scaffold0015:44807614|44817870",NA,NA,"4.000"
"17481","scaffold0015:44811956|44820612",NA,NA,"10.000"
"17482","scaffold0015:44847096|44858132",NA,NA,"4.000"
"17483","scaffold0015:45011665|45027771","2.000",NA,NA
"17484","scaffold0015:45011665|45093115","2.000",NA,NA
"17485","scaffold0015:45011665|45107348","2.000",NA,NA
"17486","scaffold0015:45058677|45083492",NA,"7.000",NA
"17487","scaffold0015:45058677|45093115",NA,NA,"2.000"
"17488","scaffold0015:45058677|45107348",NA,"4.000","3.000"
"17489","scaffold0015:45058677|45123328","4.000","4.000",NA
"17490","scaffold0015:45071772|45107348","4.000",NA,NA
"17491","scaffold0015:45083300|45093115",NA,NA,"8.000"
"17492","scaffold0015:45083300|45107348","2.000","11.000",NA
"17493","scaffold0015:45088251|45093115","23.000",NA,"4.000"
"17494","scaffold0015:45088253|45093115",NA,NA,"1.000"
"17495","scaffold0015:45088686|45093115","4.000",NA,NA
"17496","scaffold0015:45088686|45107348","15.000","11.000",NA
"17497","scaffold0015:45093034|45107348","12.000",NA,"2.000"
"17498","scaffold0015:45093034|45123328","29.000","7.000","8.000"
"17499","scaffold0015:45093034|45132588","6.000",NA,NA
"17500","scaffold0015:45093034|45148179","29.000","11.000","22.000"
"17501","scaffold0015:45093034|45190055",NA,"1.000",NA
"17502","scaffold0015:45093034|45211454",NA,NA,"4.000"
"17503","scaffold0015:45107254|45123328","4.000",NA,"3.000"
"17504","scaffold0015:45107254|45132588","2.000",NA,NA
"17505","scaffold0015:45107254|45148179","31.000","11.000","18.000"
"17506","scaffold0015:45147746|45148179","49.000","28.000","39.000"
"17507","scaffold0015:45147746|45180849",NA,"4.000",NA
"17508","scaffold0015:45147746|45190055","1.000",NA,NA
"17509","scaffold0015:45180455|45180849","6.000","6.000","8.000"
"17510","scaffold0015:45180455|45190055","7.000","3.000","10.000"
"17511","scaffold0015:45180455|45190063",NA,"4.000",NA
"17512","scaffold0015:45189940|45211454","1.000","6.000","9.000"
"17513","scaffold0015:45240836|45241083","4.000",NA,NA
"17514","scaffold0015:45240836|45245142","14.000",NA,"2.000"
"17515","scaffold0015:45240836|45256645","6.000",NA,"1.000"
"17516","scaffold0015:45244965|45256645","1.000",NA,NA
"17517","scaffold0015:4557060|4569961",NA,NA,"4.000"
"17518","scaffold0015:4557060|4571233","1.000",NA,NA
"17519","scaffold0015:4558892|4571233","1.000","3.000",NA
"17520","scaffold0015:45612118|45704413","4.000",NA,NA
"17521","scaffold0015:4566477|4624507","1.000",NA,NA
"17522","scaffold0015:45704350|45720849",NA,"7.000",NA
"17523","scaffold0015:45924241|46016472","1.000",NA,NA
"17524","scaffold0015:4604862|4610013","219.000","21.000","81.000"
"17525","scaffold0015:4604862|4624507","25.000","6.000","3.000"
"17526","scaffold0015:46099979|46135437","3.000",NA,NA
"17527","scaffold0015:46099979|46164522",NA,"3.000","3.000"
"17528","scaffold0015:46099979|46196424","6.000",NA,NA
"17529","scaffold0015:46164479|46208018",NA,"13.000",NA
"17530","scaffold0015:46196286|46208018",NA,"4.000",NA
"17531","scaffold0015:46238310|46263291","3.000",NA,NA
"17532","scaffold0015:46336204|46342313","13.000","3.000",NA
"17533","scaffold0015:46356242|46366691","5.000",NA,NA
"17534","scaffold0015:46498751|46517058","15.000","38.000","26.000"
"17535","scaffold0015:46511071|46517058",NA,"6.000",NA
"17536","scaffold0015:46516591|46517058","7.000",NA,NA
"17537","scaffold0015:46576609|46584492","2.000",NA,NA
"17538","scaffold0015:46591831|46594476","4.000","13.000",NA
"17539","scaffold0015:46591831|46594481","5.000",NA,"5.000"
"17540","scaffold0015:46650689|46652427","87.000","47.000","27.000"
"17541","scaffold0015:46650689|46656691","15.000","2.000","4.000"
"17542","scaffold0015:46654644|46656691","134.000","57.000","51.000"
"17543","scaffold0015:46670953|46683004","3.000",NA,NA
"17544","scaffold0015:46679347|46683004","2.000",NA,NA
"17545","scaffold0015:46682117|46683004","2.000",NA,NA
"17546","scaffold0015:46754212|46755567","1.000",NA,NA
"17547","scaffold0015:46760287|46763937","4.000",NA,NA
"17548","scaffold0015:46770614|46778585","2.000",NA,NA
"17549","scaffold0015:46779822|46783497","3.000",NA,NA
"17550","scaffold0015:46799102|46804440","31.000","29.000","23.000"
"17551","scaffold0015:46799102|46824197","15.000",NA,NA
"17552","scaffold0015:47031441|47035933",NA,NA,"3.000"
"17553","scaffold0015:47058091|47058283",NA,NA,"1.000"
"17554","scaffold0015:47657681|47658729","3.000","1.000",NA
"17555","scaffold0015:47658549|47661444",NA,"8.000",NA
"17556","scaffold0015:47665532|47667226","1.000",NA,NA
"17557","scaffold0015:47665532|47668073","11.000","9.000","5.000"
"17558","scaffold0015:47665532|47680438","2.000",NA,NA
"17559","scaffold0015:47674971|47682228","68.000","11.000","21.000"
"17560","scaffold0015:47674971|47687937",NA,"4.000",NA
"17561","scaffold0015:47679752|47682228","18.000","10.000","13.000"
"17562","scaffold0015:47687817|47692902","13.000",NA,NA
"17563","scaffold0015:47813361|47872265",NA,NA,"3.000"
"17564","scaffold0015:47846958|47847826","6.000",NA,NA
"17565","scaffold0015:47847612|47869277","2.000",NA,NA
"17566","scaffold0015:47847612|47872265","18.000","8.000","9.000"
"17567","scaffold0015:47866067|47869277","7.000",NA,"9.000"
"17568","scaffold0015:47866067|47872265","122.000","78.000","119.000"
"17569","scaffold0015:47868246|47872265","31.000","12.000","25.000"
"17570","scaffold0015:47872121|47872891","6.000",NA,NA
"17571","scaffold0015:47923601|47929760","29.000","23.000","23.000"
"17572","scaffold0015:47929503|47929760","6.000",NA,"8.000"
"17573","scaffold0015:48013052|48018608","1.000",NA,NA
"17574","scaffold0015:48013052|48024786","8.000",NA,"7.000"
"17575","scaffold0015:4804998|4806855","6.000","14.000","2.000"
"17576","scaffold0015:48092915|48101256",NA,"3.000",NA
"17577","scaffold0015:48103165|48103901","10.000",NA,NA
"17578","scaffold0015:48187872|48213561","4.000",NA,NA
"17579","scaffold0015:48236313|48262015",NA,"5.000",NA
"17580","scaffold0015:48238345|48262015",NA,"1.000",NA
"17581","scaffold0015:48253667|48262015","1.000","2.000",NA
"17582","scaffold0015:48258913|48262015",NA,NA,"2.000"
"17583","scaffold0015:48261814|48262015","34.000","4.000","19.000"
"17584","scaffold0015:48299770|48301241","106.000","63.000","64.000"
"17585","scaffold0015:48351962|48353094","3.000",NA,"10.000"
"17586","scaffold0015:48351962|48354386","2.000",NA,NA
"17587","scaffold0015:48353364|48353889",NA,"13.000","7.000"
"17588","scaffold0015:48529234|48530634",NA,NA,"4.000"
"17589","scaffold0015:48529234|48550215","4.000","9.000",NA
"17590","scaffold0015:48547935|48577418",NA,NA,"4.000"
"17591","scaffold0015:48651619|48651895","9.000",NA,NA
"17592","scaffold0015:48727088|48762432","4.000",NA,NA
"17593","scaffold0015:48760586|48762432","15.000",NA,"2.000"
"17594","scaffold0015:48760586|48764635","2.000","8.000",NA
"17595","scaffold0015:48814342|48823824",NA,NA,"4.000"
"17596","scaffold0015:48822103|48823824",NA,NA,"2.000"
"17597","scaffold0015:6144079|6173220","28.000","7.000","8.000"
"17598","scaffold0015:6162311|6173220","2.000",NA,NA
"17599","scaffold0015:6302611|6303226",NA,"8.000",NA
"17600","scaffold0015:6314572|6316039",NA,NA,"3.000"
"17601","scaffold0015:6323536|6325459","13.000","31.000",NA
"17602","scaffold0015:6323536|6328102",NA,"5.000",NA
"17603","scaffold0015:7416267|7418866","2.000",NA,NA
"17604","scaffold0015:7417102|7418611",NA,NA,"5.000"
"17605","scaffold0015:7418747|7420652","5.000",NA,NA
"17606","scaffold0015:7534986|7556258","17.000",NA,NA
"17607","scaffold0015:7534986|7567071","1.000",NA,NA
"17608","scaffold0015:7544978|7556258","5.000",NA,NA
"17609","scaffold0015:7716005|7723375",NA,"1.000",NA
"17610","scaffold0015:7716005|7728393",NA,NA,"4.000"
"17611","scaffold0015:7718917|7728393","1.000",NA,NA
"17612","scaffold0015:7718917|7733893","1.000",NA,NA
"17613","scaffold0015:7726345|7732161","1.000",NA,NA
"17614","scaffold0015:7728277|7732161",NA,"1.000",NA
"17615","scaffold0015:7737535|7739696","2.000",NA,NA
"17616","scaffold0015:7748158|7752054",NA,NA,"4.000"
"17617","scaffold0015:7760461|7762514","7.000","14.000","5.000"
"17618","scaffold0015:7765247|7769378","5.000",NA,"1.000"
"17619","scaffold0015:7862874|7863124",NA,"1.000",NA
"17620","scaffold0015:7906693|7907307","5.000","9.000",NA
"17621","scaffold0015:7934546|7934776","4.000",NA,"4.000"
"17622","scaffold0015:7934546|7940292",NA,NA,"8.000"
"17623","scaffold0015:7934546|7943021",NA,NA,"3.000"
"17624","scaffold0015:7939549|7940292","23.000","1.000","7.000"
"17625","scaffold0015:7941532|7943021","3.000","4.000",NA
"17626","scaffold0015:8029508|8030084","2.000",NA,NA
"17627","scaffold0015:8034681|8035359","5.000",NA,NA
"17628","scaffold0015:8229583|8231100","3.000",NA,"1.000"
"17629","scaffold0015:8416302|8417839","37.000","27.000","29.000"
"17630","scaffold0015:8424593|8424906",NA,"1.000",NA
"17631","scaffold0015:8424593|8426272","12.000","13.000","17.000"
"17632","scaffold0015:8444753|8457035",NA,"11.000",NA
"17633","scaffold0015:8467409|8469848","3.000",NA,NA
"17634","scaffold0015:8469734|8470870","5.000",NA,"19.000"
"17635","scaffold0015:8474200|8477050","4.000",NA,NA
"17636","scaffold0015:8476989|8481428","14.000",NA,"1.000"
"17637","scaffold0015:8479790|8481380","36.000","7.000","16.000"
"17638","scaffold0015:8479790|8481428","2394.000","1262.000","823.000"
"17639","scaffold0015:8479790|8481980","9.000","5.000",NA
"17640","scaffold0015:8479790|8487587","25.000","18.000","11.000"
"17641","scaffold0015:8479790|8488366",NA,"22.000","5.000"
"17642","scaffold0015:8481034|8481428","6.000","2.000",NA
"17643","scaffold0015:8481142|8481428","20.000","21.000","15.000"
"17644","scaffold0015:8516173|8516603",NA,"3.000",NA
"17645","scaffold0015:8518009|8518739",NA,NA,"6.000"
"17646","scaffold0015:8553029|8554580","1.000",NA,NA
"17647","scaffold0015:8553319|8556670",NA,NA,"2.000"
"17648","scaffold0015:8590621|8591554",NA,"1.000",NA
"17649","scaffold0015:8656634|8656904",NA,"3.000",NA
"17650","scaffold0015:8705539|8708630","2.000",NA,NA
"17651","scaffold0015:8705539|8708634","36.000","19.000","18.000"
"17652","scaffold0015:8709875|8719338","28.000",NA,"5.000"
"17653","scaffold0015:8726084|8745496",NA,NA,"2.000"
"17654","scaffold0015:8745270|8774155","2.000",NA,NA
"17655","scaffold0015:8791074|8792744","19.000","36.000","22.000"
"17656","scaffold0015:8791074|8793857",NA,"9.000","5.000"
"17657","scaffold0015:8791074|8797618","8.000",NA,NA
"17658","scaffold0015:8791074|8812981",NA,"4.000",NA
"17659","scaffold0015:8799279|8800342","2.000",NA,NA
"17660","scaffold0015:8806129|8807768","4.000",NA,NA
"17661","scaffold0015:8935640|8936350","1.000",NA,"1.000"
"17662","scaffold0015:8935640|8942825","1.000","7.000","8.000"
"17663","scaffold0015:8935640|8949821","67.000","32.000","4.000"
"17664","scaffold0015:8935640|8950655",NA,"4.000",NA
"17665","scaffold0015:8935640|8962404","5.000","9.000","4.000"
"17666","scaffold0015:9010687|9011860","40.000","5.000",NA
"17667","scaffold0015:9010687|9014124",NA,NA,"2.000"
"17668","scaffold0015:9012659|9014124","19.000",NA,"5.000"
