"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"8700","scaffold0012:39562181|39569784",3,5,6
"8701","scaffold0012:39562181|39586059",6,2,1
"8702","scaffold0012:39569133|39586059",2,NA,NA
"8703","scaffold0012:39988275|39988597",22,5,12
"8704","scaffold0012:40030206|40040488",1,NA,NA
"8705","scaffold0012:40035150|40035807",1,NA,NA
"8706","scaffold0012:40035150|40038560",2,NA,NA
"8707","scaffold0012:40135573|40145827",NA,2,NA
"8708","scaffold0012:4062643|4065826",NA,8,5
"8709","scaffold0012:4077883|4079252",NA,1,NA
"8710","scaffold0012:40964748|40976746",29,NA,6
"8711","scaffold0012:40971804|40986006",6,NA,NA
"8712","scaffold0012:41015667|41016738",1,NA,NA
"8713","scaffold0012:41060748|41076606",10,NA,NA
"8714","scaffold0012:41067179|41074111",NA,NA,2
"8715","scaffold0012:41073837|41080145",1,NA,NA
"8716","scaffold0012:41076481|41080145",59,21,22
"8717","scaffold0012:41076481|41084508",49,45,1
"8718","scaffold0012:41082442|41084508",4,NA,NA
"8719","scaffold0012:41104126|41108122",NA,15,1
"8720","scaffold0012:41124457|41132755",NA,6,NA
"8721","scaffold0012:41132612|41157771",3,6,7
"8722","scaffold0012:41157598|41183068",8,NA,NA
"8723","scaffold0012:41172250|41183068",18,7,NA
"8724","scaffold0012:41280300|41283287",4,NA,NA
"8725","scaffold0012:41304123|41309651",NA,NA,1
"8726","scaffold0012:41308644|41309477",4,NA,NA
"8727","scaffold0012:41347429|41358385",5,7,NA
"8728","scaffold0012:41351153|41358385",NA,11,NA
"8729","scaffold0012:41351153|41369567",NA,NA,4
"8730","scaffold0012:41484971|41486136",NA,4,NA
"8731","scaffold0012:41484971|41487622",NA,3,NA
"8732","scaffold0012:416839|427742",9,3,2
"8733","scaffold0012:416839|434869",19,27,11
"8734","scaffold0012:421812|427742",NA,NA,2
"8735","scaffold0012:42479562|42489649",1,NA,NA
"8736","scaffold0012:42515331|42521193",28,38,4
"8737","scaffold0012:42515331|42595373",7,NA,NA
"8738","scaffold0012:42519068|42521193",NA,NA,3
"8739","scaffold0012:42707538|42711056",NA,12,9
"8740","scaffold0012:42998908|42999378",3,NA,NA
"8741","scaffold0012:43083646|43139772",1,NA,NA
"8742","scaffold0012:43098253|43111154",5,5,NA
"8743","scaffold0012:43109325|43139772",4,NA,NA
"8744","scaffold0012:43109325|43185391",3,NA,NA
"8745","scaffold0012:43326905|43331218",7,NA,NA
"8746","scaffold0012:43326905|43334611",2,NA,NA
"8747","scaffold0012:43500049|43502763",97,35,48
"8748","scaffold0012:43568298|43584137",5,NA,NA
"8749","scaffold0012:43822674|43823788",10,NA,NA
"8750","scaffold0012:43836569|43836876",19,13,14
"8751","scaffold0012:43975389|43976481",NA,NA,4
"8752","scaffold0012:43996654|43997703",NA,7,NA
"8753","scaffold0012:44136170|44145315",NA,3,NA
"8754","scaffold0012:44137508|44145315",4,NA,NA
"8755","scaffold0012:44156987|44167816",4,NA,NA
"8756","scaffold0012:44172946|44175929",3,NA,NA
"8757","scaffold0012:44191779|44193568",47,32,25
"8758","scaffold0012:44356550|44393589",NA,5,NA
"8759","scaffold0012:44364290|44380351",15,7,NA
"8760","scaffold0012:44364290|44384485",NA,14,NA
"8761","scaffold0012:44364290|44389710",NA,NA,3
"8762","scaffold0012:44364290|44391121",6,NA,7
"8763","scaffold0012:44364290|44393589",6,17,NA
"8764","scaffold0012:44364290|44404991",NA,NA,1
"8765","scaffold0012:44371525|44384485",1,NA,NA
"8766","scaffold0012:44380189|44384485",16,12,28
"8767","scaffold0012:44380189|44389710",NA,NA,2
"8768","scaffold0012:44380189|44391121",16,NA,NA
"8769","scaffold0012:44380189|44393589",37,NA,21
"8770","scaffold0012:44384351|44389710",3,NA,NA
"8771","scaffold0012:44400996|44404991",52,NA,NA
"8772","scaffold0012:44400996|44412423",106,NA,NA
"8773","scaffold0012:44404915|44419786",2,NA,NA
"8774","scaffold0012:44419637|44423493",NA,8,NA
"8775","scaffold0012:44423356|44426460",4,NA,NA
"8776","scaffold0012:44923167|44924102",5,NA,NA
"8777","scaffold0012:44942959|44944625",82,67,66
"8778","scaffold0012:44942959|44946186",18,12,15
"8779","scaffold0012:44942959|44949521",60,80,46
"8780","scaffold0012:44949349|44952602",15,6,1
"8781","scaffold0012:44951527|44952602",NA,NA,3
"8782","scaffold0012:44962142|44963599",NA,1,NA
"8783","scaffold0012:45147286|45147949",NA,4,NA
"8784","scaffold0012:45157228|45185546",18,NA,NA
"8785","scaffold0012:45185397|45194223",NA,NA,5
"8786","scaffold0012:45194004|45201131",10,10,NA
"8787","scaffold0012:45194079|45201131",13,NA,15
"8788","scaffold0012:45194079|45202349",NA,NA,6
"8789","scaffold0012:45197167|45211989",3,NA,NA
"8790","scaffold0012:45211507|45221032",6,NA,9
"8791","scaffold0012:45229752|45233082",21,NA,15
"8792","scaffold0012:45232572|45233082",NA,NA,3
"8793","scaffold0012:46030644|46035517",6,NA,16
"8794","scaffold0012:46082259|46085788",NA,5,NA
"8795","scaffold0012:46138989|46139163",NA,NA,2
"8796","scaffold0012:46173959|46174418",4,NA,NA
"8797","scaffold0012:46174738|46176462",2,NA,NA
"8798","scaffold0012:46193362|46194809",NA,1,NA
"8799","scaffold0012:46237776|46237952",NA,6,NA
"8800","scaffold0012:46239213|46239762",1,NA,NA
"8801","scaffold0012:4628173|4636973",3,NA,NA
"8802","scaffold0012:46287328|46287554",4,NA,NA
"8803","scaffold0012:46318525|46323903",NA,NA,1
"8804","scaffold0012:46529761|46530301",NA,NA,2
"8805","scaffold0012:46776559|46784152",2,NA,NA
"8806","scaffold0012:46782039|46784152",1,3,NA
"8807","scaffold0012:46831426|46833751",NA,5,NA
"8808","scaffold0012:47129037|47130060",NA,NA,1
"8809","scaffold0012:47536661|47536907",NA,2,3
"8810","scaffold0012:47536661|47560783",11,NA,15
"8811","scaffold0012:47718425|47721562",NA,1,NA
"8812","scaffold0012:47754836|47756039",24,60,29
"8813","scaffold0012:47808116|47811216",NA,NA,7
"8814","scaffold0012:48286219|48375307",NA,4,NA
"8815","scaffold0012:48348138|48375307",NA,2,NA
"8816","scaffold0012:48348138|48438507",NA,3,NA
"8817","scaffold0012:48354695|48375307",1,NA,NA
"8818","scaffold0012:48438213|48753830",NA,9,NA
"8819","scaffold0012:48572190|48584142",1,28,NA
"8820","scaffold0012:49264988|49274408",6,4,2
"8821","scaffold0012:49265687|49274408",31,16,15
"8822","scaffold0012:49273878|49274408",2,14,7
"8823","scaffold0012:49289474|49291550",91,67,64
"8824","scaffold0012:49308256|49316093",NA,1,NA
"8825","scaffold0012:49308256|49328625",NA,6,NA
"8826","scaffold0012:49309254|49310822",3,NA,NA
"8827","scaffold0012:49342311|49349633",NA,NA,2
"8828","scaffold0012:49376032|49376686",5,NA,NA
"8829","scaffold0012:49388226|49390758",4,NA,NA
"8830","scaffold0012:49621533|49622795",NA,NA,2
"8831","scaffold0012:49622512|49623069",3,NA,NA
"8832","scaffold0012:49670361|49677540",NA,NA,2
"8833","scaffold0012:49672795|49677540",20,9,2
"8834","scaffold0012:49673820|49677540",NA,NA,1
"8835","scaffold0012:49683673|49704079",1,NA,NA
"8836","scaffold0012:5110631|5130058",1,1,NA
"8837","scaffold0012:5110631|5217991",10,NA,NA
"8838","scaffold0012:51199889|51231312",NA,NA,2
"8839","scaffold0012:5126971|5140095",NA,NA,2
"8840","scaffold0012:51315676|51321780",3,NA,NA
"8841","scaffold0012:51321634|51325566",5,NA,NA
"8842","scaffold0012:51321634|51363626",9,NA,NA
"8843","scaffold0012:51363272|51363626",183,33,67
"8844","scaffold0012:51414113|51416240",NA,NA,7
"8845","scaffold0012:51415271|51416240",3,7,1
"8846","scaffold0012:51554497|51555471",14,NA,NA
"8847","scaffold0012:51554497|51566862",7,NA,NA
"8848","scaffold0012:51560406|51563665",NA,NA,2
"8849","scaffold0012:51568968|51574559",8,NA,NA
"8850","scaffold0012:51580358|51581743",58,34,44
"8851","scaffold0012:5171618|5217991",5,NA,NA
"8852","scaffold0012:5171618|5243190",8,NA,NA
"8853","scaffold0012:51872629|51873955",2,NA,NA
"8854","scaffold0012:51872758|51873777",NA,6,NA
"8855","scaffold0012:51877328|51878278",5,NA,NA
"8856","scaffold0012:51938570|51945705",143,96,105
"8857","scaffold0012:51938570|51961919",NA,3,5
"8858","scaffold0012:51945038|51945705",4,4,NA
"8859","scaffold0012:51953002|51961919",NA,NA,1
"8860","scaffold0012:52089943|52090372",5,NA,NA
"8861","scaffold0012:52089943|52107018",2,3,8
"8862","scaffold0012:52105139|52135774",NA,NA,3
"8863","scaffold0012:52135592|52135774",13,NA,10
"8864","scaffold0012:52135592|52168759",NA,2,NA
"8865","scaffold0012:52135592|52188753",1,1,NA
"8866","scaffold0012:52153811|52168759",1,NA,NA
"8867","scaffold0012:5217874|5243190",28,21,7
"8868","scaffold0012:52179732|52188753",NA,NA,1
"8869","scaffold0012:52196733|52200797",5,NA,1
"8870","scaffold0012:5241077|5253594",NA,NA,29
"8871","scaffold0012:52456015|52456393",1,NA,NA
"8872","scaffold0012:5253505|5255472",26,6,NA
"8873","scaffold0012:52591353|52593045",7,NA,3
"8874","scaffold0012:52591353|52596613",NA,NA,1
"8875","scaffold0012:52591353|52600064",3,NA,NA
"8876","scaffold0012:52596436|52600064",12,8,7
"8877","scaffold0012:52596436|52625805",NA,NA,7
"8878","scaffold0012:52709057|52709258",1,NA,NA
"8879","scaffold0012:52722311|52764888",NA,NA,3
"8880","scaffold0012:52723646|52726577",NA,NA,1
"8881","scaffold0012:52739477|52751827",10,NA,NA
"8882","scaffold0012:52760656|52764888",3,NA,NA
"8883","scaffold0012:52767026|52768269",2,3,NA
"8884","scaffold0012:52767026|52769936",1,NA,NA
"8885","scaffold0012:52767026|52776436",NA,10,NA
"8886","scaffold0012:52776259|52778581",4,NA,1
"8887","scaffold0012:5278976|5282995",6,NA,NA
"8888","scaffold0012:5278976|5309912",2,NA,NA
"8889","scaffold0012:52817269|52824613",258,160,130
"8890","scaffold0012:52818558|52824613",730,381,295
"8891","scaffold0012:52818558|52828020",320,NA,NA
"8892","scaffold0012:52824452|52824613",4,NA,NA
"8893","scaffold0012:52824452|52828020",NA,15,NA
"8894","scaffold0012:52826346|52828020",NA,NA,4
"8895","scaffold0012:52826346|52847297",NA,4,NA
"8896","scaffold0012:52832453|52834858",28,33,22
"8897","scaffold0012:52836426|52839465",NA,15,4
"8898","scaffold0012:52836426|52840780",8,NA,5
"8899","scaffold0012:52836426|52846076",17,NA,4
"8900","scaffold0012:52836426|52847297",NA,NA,6
"8901","scaffold0012:52845971|52847297",NA,2,NA
"8902","scaffold0012:52901805|52902030",2,NA,NA
"8903","scaffold0012:52901805|52913486",20,21,2
"8904","scaffold0012:52945860|52948370",6,NA,NA
"8905","scaffold0012:53033670|53034834",176,33,61
"8906","scaffold0012:53033670|53039991",53,NA,NA
"8907","scaffold0012:53054779|53058156",1,NA,NA
"8908","scaffold0012:53054779|53059957",NA,NA,3
"8909","scaffold0012:53057598|53059957",16,3,9
"8910","scaffold0012:53187596|53254048",4,NA,NA
"8911","scaffold0012:53293835|53294065",1,NA,NA
"8912","scaffold0012:5347588|5349658",7,NA,NA
"8913","scaffold0012:53502990|53503352",1,15,8
"8914","scaffold0012:53502990|53507019",2,NA,NA
"8915","scaffold0012:6444166|6444808",153,70,27
"8916","scaffold0012:6444166|6516181",2,NA,NA
"8917","scaffold0012:6444169|6444808",21,NA,NA
"8918","scaffold0012:6512482|6516181",5,NA,NA
"8919","scaffold0012:6512482|6536646",1,3,NA
"8920","scaffold0012:6522244|6536646",7,7,NA
"8921","scaffold0012:6530041|6536646",21,18,3
"8922","scaffold0012:7214347|7215613",NA,2,NA
"8923","scaffold0012:7394414|7394574",NA,2,NA
"8924","scaffold0012:7394414|7409160",9,NA,NA
"8925","scaffold0012:7432476|7434039",17,NA,16
"8926","scaffold0012:7433861|7434039",NA,4,NA
"8927","scaffold0012:749000|757673",2,NA,4
"8928","scaffold0012:753062|757673",NA,NA,1
"8929","scaffold0012:787030|787197",3,NA,5
"8930","scaffold0012:787030|803375",1,NA,4
"8931","scaffold0012:787030|812349",31,16,11
"8932","scaffold0012:803249|812349",48,9,29
"8933","scaffold0012:9786077|9790083",15,20,2
"8934","scaffold0012:9786077|9806024",NA,2,NA
"8935","scaffold0012:984648|1008193",3,5,14
"8936","scaffold0012:984648|999463",1,NA,NA
"8937","scaffold0012:9914634|9921532",7,NA,NA
"8938","scaffold0012:994284|1008193",37,11,8
"8939","scaffold0012:994284|999463",5,3,1
"8940","scaffold0012:9985186|9988010",NA,NA,1
"8941","scaffold0012:999350|1008193",214,145,84
"8942","scaffold0013:10338677|10349172",1,NA,NA
"8943","scaffold0013:10459775|10469344",NA,NA,9
"8944","scaffold0013:10467290|10483750",2,NA,NA
"8945","scaffold0013:10477217|10483750",10,NA,NA
"8946","scaffold0013:1048362|1049057",21,NA,3
"8947","scaffold0013:10771685|10772667",2,NA,NA
"8948","scaffold0013:10850770|10873376",2,NA,1
"8949","scaffold0013:10850770|10886513",NA,NA,2
"8950","scaffold0013:10870498|10873376",81,36,83
"8951","scaffold0013:10870498|10881090",NA,NA,5
"8952","scaffold0013:10870498|10884580",1,NA,NA
"8953","scaffold0013:10870498|10886513",5,NA,NA
"8954","scaffold0013:10873214|10883151",3,NA,NA
"8955","scaffold0013:10880993|10883151",8,5,10
"8956","scaffold0013:10880993|10884580",3,NA,NA
"8957","scaffold0013:10880993|10886513",NA,NA,5
"8958","scaffold0013:10882982|10884580",26,8,46
"8959","scaffold0013:10882982|10886513",28,1,21
"8960","scaffold0013:10882982|10888999",10,NA,NA
"8961","scaffold0013:10954813|10956701",28,14,15
"8962","scaffold0013:10954813|10959343",NA,NA,36
"8963","scaffold0013:10956562|10959343",NA,8,5
"8964","scaffold0013:10957434|10958205",NA,NA,12
"8965","scaffold0013:10957434|10959343",179,91,91
"8966","scaffold0013:11041965|11045653",16,11,10
"8967","scaffold0013:11574376|11583581",NA,1,NA
"8968","scaffold0013:11700553|11716843",1,NA,NA
"8969","scaffold0013:11702118|11716843",1,NA,NA
"8970","scaffold0013:11726542|11729002",NA,9,2
"8971","scaffold0013:11752360|11754511",NA,NA,6
"8972","scaffold0013:11773751|11776134",NA,NA,7
"8973","scaffold0013:11790123|11793345",347,166,194
"8974","scaffold0013:11792560|11793345",114,57,32
"8975","scaffold0013:11913238|11914266",16,NA,8
"8976","scaffold0013:12243111|12316756",8,NA,NA
"8977","scaffold0013:12243111|12331862",2,NA,NA
"8978","scaffold0013:1373224|1395998",9,NA,NA
"8979","scaffold0013:13910836|13911980",NA,6,NA
"8980","scaffold0013:13910836|13915784",3,NA,NA
"8981","scaffold0013:14704299|14704613",NA,5,NA
"8982","scaffold0013:15930818|15931302",NA,NA,2
"8983","scaffold0013:15930818|15944041",13,4,NA
"8984","scaffold0013:16845006|16854593",NA,NA,1
"8985","scaffold0013:16857204|16862178",20,12,6
"8986","scaffold0013:16899012|16901450",1,NA,NA
"8987","scaffold0013:174642|182429",NA,10,NA
"8988","scaffold0013:18300721|18336900",2,NA,NA
"8989","scaffold0013:18382801|18452577",9,NA,3
"8990","scaffold0013:18382801|18492647",18,NA,NA
"8991","scaffold0013:18928875|18936223",1,NA,NA
"8992","scaffold0013:18932008|18934552",13,4,6
"8993","scaffold0013:18934360|18936223",NA,NA,2
"8994","scaffold0013:20114130|20114518",5,NA,NA
"8995","scaffold0013:20304069|20305725",3,NA,NA
"8996","scaffold0013:20581209|20591077",9,1,12
"8997","scaffold0013:20584958|20591077",5,5,12
"8998","scaffold0013:20681490|20722228",3,NA,NA
"8999","scaffold0013:21250825|21251229",NA,10,1
"9000","scaffold0013:21380572|21398073",6,1,NA
"9001","scaffold0013:21392489|21403811",7,8,NA
"9002","scaffold0013:21518801|21522913",NA,12,NA
"9003","scaffold0013:25366270|25367169",NA,4,NA
"9004","scaffold0013:25366270|25370960",NA,NA,11
"9005","scaffold0013:25377695|25381125",NA,NA,6
"9006","scaffold0013:2540560|2548604",1,NA,NA
"9007","scaffold0013:25522136|25524658",NA,NA,7
"9008","scaffold0013:25595943|25606015",4,NA,NA
"9009","scaffold0013:25752211|25759589",2,NA,NA
"9010","scaffold0013:25781205|25785869",NA,NA,1
"9011","scaffold0013:25886029|25890238",4,17,NA
"9012","scaffold0013:25904806|25907526",10,NA,NA
"9013","scaffold0013:28651457|28682023",3,NA,NA
"9014","scaffold0013:28876704|28938863",NA,NA,4
"9015","scaffold0013:29072849|29103490",NA,5,NA
"9016","scaffold0013:3350730|3389656",31,NA,15
"9017","scaffold0013:3389512|3389656",7,13,2
"9018","scaffold0013:3524993|3531017",14,NA,NA
"9019","scaffold0013:3524993|3540362",2,6,3
"9020","scaffold0013:3524993|3551624",1,6,NA
"9021","scaffold0013:3740192|3741153",21,NA,NA
"9022","scaffold0013:3802229|3802647",NA,NA,3
"9023","scaffold0013:3867635|3872218",5,NA,NA
"9024","scaffold0013:3932774|3935123",19,NA,6
"9025","scaffold0013:39540174|39544039",1,3,NA
"9026","scaffold0013:3978620|3982903",2,NA,NA
"9027","scaffold0013:3997534|4008216",7,NA,NA
"9028","scaffold0013:40825126|40827839",2,NA,NA
"9029","scaffold0013:4115472|4121073",4,NA,NA
"9030","scaffold0013:4120914|4124300",NA,2,NA
"9031","scaffold0013:4124162|4126553",11,4,NA
"9032","scaffold0013:4127556|4128155",13,NA,NA
"9033","scaffold0013:4147351|4148000",NA,1,NA
"9034","scaffold0013:41660915|41665190",10,3,1
"9035","scaffold0013:41662000|41665190",21,4,5
"9036","scaffold0013:41662000|41680372",1,NA,NA
"9037","scaffold0013:41684794|41688587",21,NA,NA
"9038","scaffold0013:42603691|42612478",51,61,24
"9039","scaffold0013:4319082|4319796",2,NA,NA
"9040","scaffold0013:4333257|4334688",NA,NA,2
"9041","scaffold0013:4333257|4361883",NA,NA,1
"9042","scaffold0013:4415685|4417911",6,NA,NA
"9043","scaffold0013:47704669|47737837",6,NA,NA
"9044","scaffold0013:47736159|47737837",65,47,33
"9045","scaffold0013:47758532|47762753",12,NA,5
"9046","scaffold0013:47796533|47804680",1,NA,NA
"9047","scaffold0013:47805321|47806773",NA,NA,2
"9048","scaffold0013:47806647|47806939",27,13,22
"9049","scaffold0013:47806647|47830218",NA,NA,2
"9050","scaffold0013:47824791|47826146",18,12,14
"9051","scaffold0013:48190524|48192782",NA,NA,4
"9052","scaffold0013:494052|496038",23,2,5
"9053","scaffold0013:50618146|50620338",14,NA,NA
"9054","scaffold0013:50638382|50639220",NA,NA,8
"9055","scaffold0013:50638382|50642978",NA,1,NA
"9056","scaffold0013:50638382|50649219",NA,3,NA
"9057","scaffold0013:50638502|50639116",NA,NA,5
"9058","scaffold0013:50824173|50826849",2,NA,3
"9059","scaffold0013:50824173|50828015",2,NA,4
"9060","scaffold0013:50824173|50840231",1,NA,6
"9061","scaffold0013:50832492|50840231",1,NA,NA
"9062","scaffold0013:50832492|50847039",2,NA,NA
"9063","scaffold0013:50832819|50840231",NA,1,NA
"9064","scaffold0013:50835375|50840231",NA,2,NA
"9065","scaffold0013:50840103|50847039",47,50,36
"9066","scaffold0013:50840103|50851459",NA,1,1
"9067","scaffold0013:50840103|50853537",NA,NA,3
"9068","scaffold0013:50846947|50853537",1,NA,NA
"9069","scaffold0013:50884194|50885931",5,6,5
"9070","scaffold0013:51039263|51041966",14,7,1
"9071","scaffold0013:51060377|51062443",NA,NA,2
"9072","scaffold0013:51060377|51068993",6,NA,NA
"9073","scaffold0013:51179969|51205864",10,NA,NA
"9074","scaffold0013:51180358|51205864",18,NA,5
"9075","scaffold0013:51196201|51198777",NA,NA,3
"9076","scaffold0013:51196201|51205864",23,NA,NA
"9077","scaffold0013:51229807|51259243",NA,NA,1
"9078","scaffold0013:51247191|51261335",17,1,7
"9079","scaffold0013:51248960|51259243",49,10,18
"9080","scaffold0013:51251402|51259243",42,11,28
"9081","scaffold0013:51251997|51259243",1,NA,NA
"9082","scaffold0013:51284443|51287030",3,1,NA
"9083","scaffold0013:51299222|51302814",5,NA,NA
"9084","scaffold0013:51318025|51345374",6,NA,NA
"9085","scaffold0013:51386767|51388613",17,10,5
"9086","scaffold0013:533315|542017",NA,NA,3
"9087","scaffold0013:7538625|7545715",4,NA,NA
"9088","scaffold0013:7780910|7781134",NA,NA,4
"9089","scaffold0013:7780910|7784670",21,NA,NA
"9090","scaffold0013:7790472|7793348",NA,NA,3
"9091","scaffold0013:7793173|7796271",NA,NA,5
"9092","scaffold0013:7930571|7935169",NA,NA,6
"9093","scaffold0013:7930571|7938464",1,NA,NA
"9094","scaffold0013:7937555|7938464",2,NA,NA
"9095","scaffold0013:8083438|8104150",NA,NA,1
"9096","scaffold0013:8122652|8132223",NA,NA,2
"9097","scaffold0013:8122652|8134153",NA,NA,1
"9098","scaffold0013:8134035|8138215",NA,NA,1
"9099","scaffold0013:8146109|8146557",1,NA,NA
"9100","scaffold0013:8146109|8147621",2,NA,NA
"9101","scaffold0013:8161354|8162134",1,NA,NA
"9102","scaffold0013:8161354|8165512",24,25,15
"9103","scaffold0013:8161354|8167942",24,19,7
"9104","scaffold0014:1000668|1001658",8,NA,NA
"9105","scaffold0014:1001517|1001658",5,NA,2
"9106","scaffold0014:1005638|1013001",9,NA,14
"9107","scaffold0014:1005638|1017826",NA,13,4
"9108","scaffold0014:10752079|10753009",11,NA,NA
"9109","scaffold0014:10762514|10765318",2,4,NA
"9110","scaffold0014:10903269|10910673",NA,1,NA
"9111","scaffold0014:1153119|1155484",NA,NA,2
"9112","scaffold0014:1175114|1178209",NA,1,NA
"9113","scaffold0014:1175181|1176381",NA,6,NA
"9114","scaffold0014:1244681|1246779",2,NA,NA
"9115","scaffold0014:1277428|1280136",NA,NA,8
"9116","scaffold0014:13021311|13070242",NA,2,NA
"9117","scaffold0014:1307777|1409343",1,NA,NA
"9118","scaffold0014:1315897|1318932",2,9,NA
"9119","scaffold0014:1409064|1409343",15,22,NA
"9120","scaffold0014:14161537|14162138",NA,1,4
"9121","scaffold0014:14161537|14172831",34,NA,NA
"9122","scaffold0014:14161537|14190566",14,NA,7
"9123","scaffold0014:14171698|14172831",NA,2,NA
"9124","scaffold0014:14171698|14187294",2,NA,NA
"9125","scaffold0014:14171698|14190566",4,NA,NA
"9126","scaffold0014:14186365|14190566",75,NA,6
"9127","scaffold0014:15022555|15025656",24,28,21
"9128","scaffold0014:15155059|15158534",NA,NA,3
"9129","scaffold0014:15157807|15158534",2,NA,NA
"9130","scaffold0014:15157956|15158374",1,NA,NA
"9131","scaffold0014:15750878|15772819",NA,NA,1
"9132","scaffold0014:16173517|16215103",7,NA,NA
"9133","scaffold0014:16880851|16882417",NA,NA,7
"9134","scaffold0014:16880851|16885652",NA,NA,3
"9135","scaffold0014:16894719|16905229",18,NA,2
"9136","scaffold0014:16894719|16922798",NA,2,NA
"9137","scaffold0014:16904402|16922798",13,NA,NA
"9138","scaffold0014:16904402|16926712",10,NA,NA
"9139","scaffold0014:16910384|16926712",11,NA,14
"9140","scaffold0014:16917204|16926712",11,NA,2
"9141","scaffold0014:17015293|17018949",NA,10,NA
"9142","scaffold0014:17131272|17132596",309,195,25
"9143","scaffold0014:17131272|17151823",13,NA,NA
"9144","scaffold0014:17269693|17294361",12,NA,2
"9145","scaffold0014:17272457|17294361",NA,NA,2
"9146","scaffold0014:17397077|17401116",2,NA,NA
"9147","scaffold0014:17467775|17500541",1,NA,NA
"9148","scaffold0014:17475215|17489255",7,NA,NA
"9149","scaffold0014:17478076|17484622",3,NA,NA
"9150","scaffold0014:17478076|17500541",NA,5,NA
"9151","scaffold0014:17482950|17484622",NA,6,3
"9152","scaffold0014:17493297|17500541",1,NA,2
"9153","scaffold0014:17495486|17500541",NA,NA,2
"9154","scaffold0014:17535529|17595578",NA,7,NA
"9155","scaffold0014:17563457|17595578",17,NA,NA
"9156","scaffold0014:19125303|19136660",4,NA,NA
"9157","scaffold0014:19297421|19317202",NA,NA,1
"9158","scaffold0014:19329778|19339270",6,NA,NA
"9159","scaffold0014:20386031|20390549",4,NA,NA
"9160","scaffold0014:20386031|20394391",113,50,168
"9161","scaffold0014:20386031|20404770",NA,NA,3
"9162","scaffold0014:20386031|20405929",22,5,35
"9163","scaffold0014:20386031|20420135",1,NA,NA
"9164","scaffold0014:20386031|20423057",NA,NA,1
"9165","scaffold0014:20390443|20394391",4,NA,16
"9166","scaffold0014:20393068|20404770",56,NA,26
"9167","scaffold0014:20393068|20405929",NA,NA,1
"9168","scaffold0014:20404587|20405929",6,NA,NA
"9169","scaffold0014:20419981|20423057",1,NA,NA
"9170","scaffold0014:20441842|20442128",2,NA,NA
"9171","scaffold0014:2131489|2133339",3,NA,NA
"9172","scaffold0014:2139409|2140435",NA,NA,2
"9173","scaffold0014:2165790|2166671",2,NA,NA
"9174","scaffold0014:21702203|21708552",NA,5,NA
"9175","scaffold0014:2170412|2173482",22,8,6
"9176","scaffold0014:21707907|21708552",19,16,10
"9177","scaffold0014:21707907|21720358",NA,NA,5
"9178","scaffold0014:21708431|21708552",NA,NA,3
"9179","scaffold0014:21710474|21712022",5,NA,NA
"9180","scaffold0014:2189749|2190417",NA,NA,1
"9181","scaffold0014:21939310|21939553",NA,15,4
"9182","scaffold0014:22820631|22832311",2,NA,NA
"9183","scaffold0014:23016067|23037039",9,5,NA
"9184","scaffold0014:23027023|23037039",41,54,11
"9185","scaffold0014:23195876|23196307",33,39,9
"9186","scaffold0014:23210357|23216874",1448,993,876
"9187","scaffold0014:23210357|23222908",51,22,12
"9188","scaffold0014:23210357|23229005",2,6,4
"9189","scaffold0014:23215602|23216874",5,6,NA
"9190","scaffold0014:23215602|23222908",9,NA,NA
"9191","scaffold0014:23248584|23248820",1,NA,NA
"9192","scaffold0014:23261520|23261650",NA,NA,1
"9193","scaffold0014:23268086|23273562",4,NA,NA
"9194","scaffold0014:23754676|23771197",NA,NA,7
"9195","scaffold0014:23797512|23801784",18,18,NA
"9196","scaffold0014:2404938|2409608",13,NA,NA
"9197","scaffold0014:2404938|2438393",7,NA,NA
"9198","scaffold0014:2423121|2426300",3,5,NA
"9199","scaffold0014:2438179|2454524",NA,NA,17
"9200","scaffold0014:2452355|2454524",58,65,29
"9201","scaffold0014:24609090|24610689",NA,NA,6
"9202","scaffold0014:2491520|2491722",23,NA,6
"9203","scaffold0014:2494044|2494830",6,NA,2
"9204","scaffold0014:2494044|2496212",8,NA,NA
"9205","scaffold0014:2494044|2500859",8,NA,9
"9206","scaffold0014:2504056|2505913",11,28,2
"9207","scaffold0014:2504056|2506899",3,NA,NA
"9208","scaffold0014:2506709|2510664",14,12,6
"9209","scaffold0014:2533432|2533595",NA,NA,2
"9210","scaffold0014:2543529|2547239",2,11,NA
"9211","scaffold0014:2557791|2560339",NA,NA,2
"9212","scaffold0014:2562558|2564691",1,NA,NA
"9213","scaffold0014:2580144|2580589",NA,4,NA
"9214","scaffold0014:2598337|2602843",118,43,35
"9215","scaffold0014:26153832|26157112",4,NA,NA
"9216","scaffold0014:26238732|26242185",1,NA,NA
"9217","scaffold0014:26866807|26885326",1,NA,NA
"9218","scaffold0014:26878074|26885326",NA,NA,2
"9219","scaffold0014:26884605|26885326",1,NA,NA
"9220","scaffold0014:26884605|26886770",1,NA,NA
"9221","scaffold0014:27019206|27038742",12,NA,NA
"9222","scaffold0014:27028402|27045771",6,NA,NA
"9223","scaffold0014:27110602|27122225",NA,NA,1
"9224","scaffold0014:27210618|27217317",NA,13,NA
"9225","scaffold0014:27214152|27217317",4,NA,1
"9226","scaffold0014:27223112|27223263",6,NA,NA
