"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1793682|1798795",NA,NA,1,NA
"3560","NW_017739069.1:1453360|1469806",NA,1,NA,NA
"3561","NW_017739069.1:1925849|1926570",2,NA,NA,NA
"3562","NW_017739070.1:112798|119669",NA,2,NA,NA
"3563","NW_017739070.1:1559272|1569229",2,NA,1,NA
"3564","NW_017739070.1:1569061|1587128",NA,NA,5,NA
"3565","NW_017739070.1:1584439|1614588",NA,4,NA,NA
"3566","NW_017739070.1:1589040|1591129",NA,2,NA,NA
"3567","NW_017739070.1:1594490|1614588",NA,2,NA,NA
"3568","NW_017739070.1:1614363|1654670",12,NA,NA,5
"3569","NW_017739070.1:1819408|1820488",NA,6,1,2
"3570","NW_017739070.1:1819411|1820488",NA,NA,NA,8
"3571","NW_017739070.1:1877787|1880015",NA,NA,NA,2
"3572","NW_017739070.1:1878839|1879531",NA,1,NA,NA
"3573","NW_017739070.1:2026909|2034635",NA,3,NA,NA
"3574","NW_017739070.1:267620|292141",6,NA,1,NA
"3575","NW_017739070.1:291999|307730",2,NA,NA,2
"3576","NW_017739070.1:431268|435705",NA,9,NA,7
"3577","NW_017739070.1:623838|632387",1,4,NA,NA
"3578","NW_017739071.1:2362572|2374935",NA,19,NA,17
"3579","NW_017739071.1:2372321|2374935",NA,1,NA,NA
"3580","NW_017739071.1:2990492|2994488",167,195,104,77
"3581","NW_017739071.1:2990492|3003520",1,NA,NA,NA
"3582","NW_017739071.1:2992491|2994488",NA,NA,NA,4
"3583","NW_017739071.1:2992491|2997823",6,7,NA,1
"3584","NW_017739071.1:2992491|3003520",NA,NA,NA,1
"3585","NW_017739071.1:2994396|3003520",1,NA,NA,NA
"3586","NW_017739071.1:2997741|3003520",5,24,27,NA
"3587","NW_017739071.1:3185880|3191878",64,62,44,22
"3588","NW_017739071.1:3185880|3206059",4,NA,NA,NA
"3589","NW_017739071.1:3185880|3211949",NA,2,NA,NA
"3590","NW_017739071.1:3185880|3214273",NA,NA,NA,6
"3591","NW_017739071.1:3185880|3219699",NA,NA,4,NA
"3592","NW_017739071.1:3203834|3209552",NA,1,NA,NA
"3593","NW_017739071.1:3209466|3214273",NA,NA,NA,1
"3594","NW_017739071.1:3227360|3229718",4,4,NA,14
"3595","NW_017739071.1:3227360|3235777",3,NA,9,NA
"3596","NW_017739071.1:3229198|3229718",NA,2,NA,NA
"3597","NW_017739071.1:3351685|3386176",NA,7,NA,NA
"3598","NW_017739071.1:3385666|3386176",NA,3,NA,7
"3599","NW_017739071.1:3385666|3397300",NA,8,3,10
"3600","NW_017739071.1:3395193|3397300",10,13,12,5
"3601","NW_017739071.1:3395193|3418223",NA,NA,NA,1
"3602","NW_017739071.1:3425219|3436199",NA,NA,5,NA
"3603","NW_017739071.1:3428216|3430222",NA,NA,NA,3
"3604","NW_017739071.1:3438630|3440320",NA,1,NA,NA
"3605","NW_017739073.1:1536799|1537455",2,5,NA,NA
"3606","NW_017739073.1:1766479|1769939",7,NA,6,5
"3607","NW_017739073.1:2560376|2568711",NA,2,NA,NA
"3608","NW_017739073.1:2583591|2596186",NA,2,NA,NA
"3609","NW_017739073.1:2589590|2592892",NA,1,NA,NA
"3610","NW_017739073.1:2652435|2671327",NA,2,NA,NA
"3611","NW_017739073.1:2732397|2736861",NA,3,NA,NA
"3612","NW_017739073.1:2735148|2736861",2,NA,NA,NA
"3613","NW_017739073.1:3269220|3274692",NA,NA,NA,5
"3614","NW_017739074.1:1021193|1021706",NA,1,NA,NA
"3615","NW_017739074.1:1230105|1235938",NA,8,NA,5
"3616","NW_017739074.1:1302847|1319384",8,4,NA,2
"3617","NW_017739074.1:1385046|1402396",1,NA,NA,NA
"3618","NW_017739074.1:1721756|1736768",9,9,NA,NA
"3619","NW_017739074.1:1731565|1768757",NA,NA,1,NA
"3620","NW_017739074.1:1759813|1768757",NA,2,1,NA
"3621","NW_017739074.1:1763389|1763607",NA,NA,2,NA
"3622","NW_017739074.1:1763696|1763859",NA,NA,NA,1
"3623","NW_017739074.1:1768597|1778995",NA,NA,NA,3
"3624","NW_017739074.1:2237807|2243348",NA,NA,NA,3
"3625","NW_017739074.1:2251369|2257160",2,NA,NA,NA
"3626","NW_017739074.1:2323503|2334541",NA,1,NA,NA
"3627","NW_017739074.1:3154716|3172340",2,11,2,NA
"3628","NW_017739074.1:3201264|3209307",NA,13,NA,NA
"3629","NW_017739074.1:3665723|3698163",NA,NA,NA,1
"3630","NW_017739074.1:3665723|3702904",15,47,8,18
"3631","NW_017739074.1:3665723|3744694",3,NA,NA,NA
"3632","NW_017739074.1:3665723|3751602",NA,NA,3,NA
"3633","NW_017739074.1:3672979|3702904",2,3,NA,NA
"3634","NW_017739074.1:3695378|3702904",23,53,18,23
"3635","NW_017739074.1:3702769|3751602",NA,NA,5,NA
"3636","NW_017739074.1:3743253|3751602",148,97,235,261
"3637","NW_017739074.1:3743253|3814106",2,NA,11,NA
"3638","NW_017739074.1:3743253|3833452",3,3,3,11
"3639","NW_017739074.1:3814001|3833452",7,7,9,2
"3640","NW_017739074.1:601696|603986",NA,NA,1,NA
"3641","NW_017739074.1:601696|609419",NA,4,NA,NA
"3642","NW_017739074.1:603353|606372",NA,13,NA,2
"3643","NW_017739074.1:647083|668077",NA,NA,2,NA
"3644","NW_017739074.1:665771|668077",NA,9,4,NA
"3645","NW_017739075.1:1021989|1022404",NA,7,NA,NA
"3646","NW_017739075.1:1131400|1140380",NA,29,NA,NA
"3647","NW_017739075.1:1259787|1261363",NA,1,NA,NA
"3648","NW_017739075.1:1381577|1383869",NA,1,NA,NA
"3649","NW_017739075.1:1381577|1386166",NA,3,NA,NA
"3650","NW_017739075.1:1381577|1396884",4,2,NA,3
"3651","NW_017739075.1:1445691|1447919",NA,4,NA,NA
"3652","NW_017739075.1:1483224|1483488",NA,3,NA,NA
"3653","NW_017739075.1:1902801|1903897",NA,1,NA,NA
"3654","NW_017739075.1:1903381|1903897",NA,1,NA,NA
"3655","NW_017739075.1:2043591|2059809",6,2,NA,3
"3656","NW_017739075.1:557369|574521",2,5,NA,1
"3657","NW_017739075.1:557369|586720",2,1,NA,NA
"3658","NW_017739075.1:562831|574521",NA,11,4,1
"3659","NW_017739075.1:562831|586720",NA,NA,NA,2
"3660","NW_017739075.1:568240|574521",NA,7,NA,NA
"3661","NW_017739075.1:586488|586720",NA,1,NA,NA
"3662","NW_017739075.1:639687|647852",1,NA,NA,NA
"3663","NW_017739075.1:644180|647852",1,NA,NA,NA
"3664","NW_017739075.1:867914|868386",10,26,4,7
"3665","NW_017739075.1:914679|915156",1,NA,NA,NA
"3666","NW_017739076.1:1299077|1301506",2,NA,NA,NA
"3667","NW_017739076.1:1362516|1363206",2,NA,NA,NA
"3668","NW_017739076.1:1362516|1365981",8,NA,2,1
"3669","NW_017739076.1:1733919|1740053",NA,2,NA,NA
"3670","NW_017739076.1:2043791|2095847",1,NA,NA,NA
"3671","NW_017739076.1:2064533|2095847",NA,2,NA,NA
"3672","NW_017739076.1:2064533|2102558",4,7,NA,NA
"3673","NW_017739076.1:2064533|2108487",3,3,NA,1
"3674","NW_017739076.1:2079702|2102558",3,5,NA,1
"3675","NW_017739076.1:2095755|2102558",1,NA,NA,NA
"3676","NW_017739076.1:2095755|2130605",NA,3,NA,NA
"3677","NW_017739076.1:2168520|2174017",NA,1,NA,NA
"3678","NW_017739076.1:2168520|2174723",3,NA,NA,1
"3679","NW_017739076.1:2168520|2178872",NA,NA,NA,1
"3680","NW_017739076.1:2173837|2178872",18,10,12,18
"3681","NW_017739076.1:3600928|3609061",NA,3,2,4
"3682","NW_017739076.1:3601170|3601691",NA,1,NA,NA
"3683","NW_017739076.1:3658312|3676709",NA,1,NA,NA
"3684","NW_017739076.1:3732033|3748415",NA,1,NA,2
"3685","NW_017739076.1:4265112|4276070",NA,3,NA,NA
"3686","NW_017739078.1:1388309|1389011",4,NA,NA,NA
"3687","NW_017739078.1:3210414|3241178",NA,NA,3,NA
"3688","NW_017739078.1:3250343|3273556",NA,3,NA,NA
"3689","NW_017739078.1:3495995|3498887",NA,1,NA,NA
"3690","NW_017739078.1:3498008|3504860",2,NA,NA,NA
"3691","NW_017739078.1:3504699|3504860",NA,4,NA,NA
"3692","NW_017739078.1:3507666|3508285",NA,2,NA,2
"3693","NW_017739078.1:3902468|3905936",7,1,NA,1
"3694","NW_017739078.1:4058255|4059920",5,8,NA,NA
"3695","NW_017739078.1:4081537|4082369",6,3,9,12
"3696","NW_017739078.1:4148096|4149518",2,8,3,3
"3697","NW_017739078.1:4148096|4166078",NA,1,NA,NA
"3698","NW_017739078.1:4266919|4272396",NA,3,NA,NA
"3699","NW_017739078.1:4266919|4286864",NA,4,5,NA
"3700","NW_017739078.1:4648346|4655600",10,NA,5,5
"3701","NW_017739078.1:4648346|4660347",NA,1,NA,NA
"3702","NW_017739078.1:5346890|5357360",NA,4,NA,NA
"3703","NW_017739078.1:5382824|5394837",NA,NA,NA,1
"3704","NW_017739078.1:5413044|5413596",3,5,1,NA
"3705","NW_017739078.1:5426191|5428007",NA,4,1,NA
"3706","NW_017739078.1:5509077|5510225",NA,1,NA,NA
"3707","NW_017739078.1:5518732|5520106",2,NA,NA,NA
"3708","NW_017739078.1:754522|765027",NA,1,NA,NA
"3709","NW_017739078.1:835194|850520",3,2,NA,NA
"3710","NW_017739078.1:857719|859803",13,9,8,4
"3711","NW_017739078.1:894626|896322",3,NA,2,NA
"3712","NW_017739078.1:904397|905391",NA,NA,1,NA
"3713","NW_017739078.1:908866|910753",NA,2,NA,NA
"3714","NW_017739078.1:916692|921714",1,NA,NA,NA
"3715","NW_017739080.1:1879878|1889603",123,131,55,61
"3716","NW_017739080.1:2054160|2054405",NA,1,NA,NA
"3717","NW_017739080.1:2079335|2079603",2,NA,NA,NA
"3718","NW_017739080.1:222196|223522",NA,NA,3,NA
"3719","NW_017739080.1:303978|307183",NA,1,NA,NA
"3720","NW_017739080.1:328774|337318",NA,1,NA,NA
"3721","NW_017739080.1:333725|340760",6,9,17,12
"3722","NW_017739080.1:337197|340760",6,9,2,1
"3723","NW_017739080.1:51568|56254",NA,NA,NA,1
"3724","NW_017739081.1:155098|162090",1,NA,3,NA
"3725","NW_017739081.1:1568882|1573025",NA,12,NA,NA
"3726","NW_017739081.1:1568882|1574130",NA,NA,5,NA
"3727","NW_017739081.1:1568882|1575598",NA,3,13,2
"3728","NW_017739081.1:158458|163789",14,NA,NA,1
"3729","NW_017739081.1:1619678|1622248",2,NA,NA,NA
"3730","NW_017739081.1:1801003|1802395",NA,NA,NA,5
"3731","NW_017739081.1:444441|453740",NA,NA,1,NA
"3732","NW_017739081.1:589606|590244",1,NA,NA,NA
"3733","NW_017739081.1:631686|633067",1,NA,NA,NA
"3734","NW_017739082.1:1912259|1913515",NA,1,NA,NA
"3735","NW_017739082.1:2233007|2247338",NA,2,NA,NA
"3736","NW_017739082.1:2413421|2416092",1,NA,NA,NA
"3737","NW_017739083.1:2441964|2446193",NA,NA,1,NA
"3738","NW_017739083.1:2689465|2693993",3,NA,NA,NA
"3739","NW_017739083.1:2689746|2693993",1,1,NA,NA
"3740","NW_017739083.1:2770349|2772585",NA,5,NA,NA
"3741","NW_017739083.1:2770349|2773367",1,NA,NA,3
"3742","NW_017739083.1:2915949|3054536",NA,1,NA,NA
"3743","NW_017739083.1:3181032|3248422",2,NA,NA,NA
"3744","NW_017739083.1:3197436|3208062",NA,1,NA,NA
"3745","NW_017739083.1:3197436|3232647",NA,1,NA,NA
"3746","NW_017739083.1:629082|632439",NA,NA,2,NA
"3747","NW_017739084.1:1716457|1733434",1,NA,NA,NA
"3748","NW_017739084.1:1733304|1781915",1,NA,NA,2
"3749","NW_017739084.1:187282|191108",NA,2,NA,NA
"3750","NW_017739084.1:571258|596959",17,47,21,34
"3751","NW_017739084.1:587608|596959",9,45,10,27
"3752","NW_017739085.1:1513332|1523156",NA,5,NA,NA
"3753","NW_017739085.1:1522975|1527368",2,NA,NA,NA
"3754","NW_017739085.1:1609587|1612225",NA,NA,NA,1
"3755","NW_017739085.1:55985|63337",45,91,23,36
"3756","NW_017739086.1:1387263|1404803",NA,4,NA,NA
"3757","NW_017739086.1:1392560|1415847",NA,3,NA,NA
"3758","NW_017739086.1:220987|222203",4,NA,NA,3
"3759","NW_017739086.1:3079811|3095909",NA,NA,NA,1
"3760","NW_017739086.1:3238861|3256463",NA,1,NA,NA
"3761","NW_017739086.1:3297840|3304511",NA,3,NA,NA
"3762","NW_017739087.1:1745842|1749837",NA,NA,1,NA
"3763","NW_017739087.1:3744713|3748039",9,NA,2,NA
"3764","NW_017739087.1:4055318|4076728",1,NA,NA,NA
"3765","NW_017739087.1:4237982|4246238",NA,NA,3,5
"3766","NW_017739087.1:4275996|4319571",NA,NA,NA,1
"3767","NW_017739087.1:4319385|4319571",3,NA,NA,NA
"3768","NW_017739087.1:4426743|4439103",4,12,NA,13
"3769","NW_017739087.1:4432816|4439103",4,4,9,NA
"3770","NW_017739087.1:4588166|4593363",3,NA,NA,NA
"3771","NW_017739087.1:4608385|4610553",NA,2,NA,NA
"3772","NW_017739087.1:4697014|4721699",2,4,NA,NA
"3773","NW_017739087.1:4980844|4992780",4,13,3,2
"3774","NW_017739087.1:4980844|5003274",29,44,33,16
"3775","NW_017739087.1:4989683|4999910",1,NA,NA,3
"3776","NW_017739087.1:4989683|5003274",NA,NA,1,NA
"3777","NW_017739088.1:1713068|1719494",NA,2,NA,NA
"3778","NW_017739088.1:1713068|1798814",NA,6,NA,NA
"3779","NW_017739088.1:347440|347695",10,10,5,5
"3780","NW_017739088.1:4816113|4819639",NA,1,NA,NA
"3781","NW_017739088.1:4839698|4842425",12,17,11,5
"3782","NW_017739088.1:500086|508804",2,NA,NA,NA
"3783","NW_017739088.1:5011072|5119299",NA,NA,3,NA
"3784","NW_017739088.1:5059627|5119299",NA,NA,NA,2
"3785","NW_017739088.1:5069411|5098567",NA,NA,NA,2
"3786","NW_017739088.1:5098379|5119299",NA,1,7,6
"3787","NW_017739088.1:563865|592708",1,3,NA,2
"3788","NW_017739088.1:5712515|5740261",NA,NA,NA,2
"3789","NW_017739088.1:662586|693892",3,NA,NA,NA
"3790","NW_017739088.1:685328|693892",3,3,NA,3
"3791","NW_017739088.1:7940595|7967049",NA,4,NA,NA
"3792","NW_017739088.1:7940598|7967049",2,3,NA,NA
"3793","NW_017739088.1:7961859|7967049",NA,2,1,NA
"3794","NW_017739088.1:7994185|8012796",5,NA,3,NA
"3795","NW_017739088.1:8373884|8377488",NA,6,NA,1
"3796","NW_017739088.1:8375180|8386615",NA,3,NA,NA
"3797","NW_017739089.1:4503408|4524597",NA,1,NA,NA
"3798","NW_017739089.1:5400796|5403441",NA,1,NA,2
"3799","NW_017739089.1:6068938|6089218",1,NA,NA,NA
"3800","NW_017739089.1:6124940|6159173",NA,1,NA,NA
"3801","NW_017739089.1:6159010|6183788",2,NA,2,NA
"3802","NW_017739089.1:6355554|6357787",NA,2,NA,NA
"3803","NW_017739089.1:6355554|6371260",NA,29,NA,NA
"3804","NW_017739089.1:6367212|6371260",22,56,33,24
"3805","NW_017739089.1:6876792|6877369",NA,NA,NA,1
"3806","NW_017739089.1:6877228|6885236",NA,1,NA,NA
"3807","NW_017739089.1:7237555|7245147",1,NA,NA,NA
"3808","NW_017739089.1:8183231|8187830",2,5,NA,3
"3809","NW_017739089.1:8183231|8244761",5,13,3,5
"3810","NW_017739089.1:8183231|8246930",NA,NA,2,NA
"3811","NW_017739089.1:8209835|8244761",NA,NA,NA,2
"3812","NW_017739089.1:8209835|8246930",NA,NA,NA,2
"3813","NW_017739089.1:8221331|8246930",NA,2,7,NA
"3814","NW_017739089.1:8224667|8236588",NA,1,NA,NA
"3815","NW_017739089.1:8226398|8246930",NA,NA,NA,3
"3816","NW_017739089.1:8238789|8246930",8,6,1,NA
"3817","NW_017739089.1:8392681|8398819",3,7,NA,NA
"3818","NW_017739089.1:8398687|8423222",3,2,NA,NA
"3819","NW_017739089.1:8489720|8492955",NA,2,NA,NA
"3820","NW_017739089.1:9398064|9399515",NA,NA,1,NA
"3821","NW_017739089.1:9451936|9460149",NA,2,4,3
"3822","NW_017739090.1:2520328|2534131",NA,NA,2,NA
"3823","NW_017739090.1:2520328|2534979",NA,2,NA,NA
"3824","NW_017739090.1:2847096|2849523",NA,2,NA,NA
"3825","NW_017739090.1:2888516|2896538",NA,5,NA,NA
"3826","NW_017739090.1:3038429|3148701",3,NA,NA,NA
"3827","NW_017739090.1:3114418|3120593",NA,1,NA,NA
"3828","NW_017739090.1:3386000|3390044",NA,NA,5,NA
"3829","NW_017739090.1:3450475|3450728",NA,NA,NA,1
"3830","NW_017739091.1:101232|102376",1,3,4,NA
"3831","NW_017739091.1:225887|231487",NA,2,NA,NA
"3832","NW_017739091.1:765064|776476",4,NA,NA,NA
"3833","NW_017739091.1:95623|102376",1,NA,NA,NA
"3834","NW_017739092.1:1294316|1308037",NA,NA,4,1
"3835","NW_017739092.1:1294316|1322335",NA,4,NA,2
"3836","NW_017739092.1:1294316|1347891",NA,NA,5,NA
"3837","NW_017739092.1:1294316|1378281",NA,1,NA,NA
"3838","NW_017739092.1:1322125|1322335",1,NA,NA,NA
"3839","NW_017739092.1:1347736|1366037",NA,NA,NA,1
"3840","NW_017739092.1:1365781|1366037",2,NA,NA,NA
"3841","NW_017739092.1:1730717|1735469",NA,NA,1,NA
"3842","NW_017739092.1:1737871|1740264",NA,1,NA,NA
"3843","NW_017739092.1:2103675|2106940",NA,NA,4,NA
"3844","NW_017739092.1:2638098|2663004",2,NA,3,NA
"3845","NW_017739092.1:2678528|2710416",NA,NA,1,NA
"3846","NW_017739092.1:2710330|2738713",1,NA,NA,NA
"3847","NW_017739093.1:1139810|1140806",NA,10,NA,4
"3848","NW_017739093.1:1139810|1151096",3,1,NA,NA
"3849","NW_017739093.1:1155288|1156289",NA,1,NA,NA
"3850","NW_017739093.1:1218510|1220309",NA,NA,2,NA
"3851","NW_017739093.1:1266336|1266908",7,23,9,11
"3852","NW_017739093.1:1267755|1270038",NA,3,NA,NA
"3853","NW_017739093.1:1279580|1279876",1,NA,NA,NA
"3854","NW_017739093.1:1323771|1325735",4,8,NA,NA
"3855","NW_017739093.1:1338459|1338778",NA,NA,1,NA
"3856","NW_017739093.1:1354577|1354826",15,NA,NA,NA
"3857","NW_017739093.1:1386406|1386610",NA,NA,1,NA
"3858","NW_017739093.1:475829|478187",1,NA,NA,NA
"3859","NW_017739093.1:604945|608049",2,13,9,NA
"3860","NW_017739093.1:606062|606338",1,NA,NA,NA
"3861","NW_017739093.1:778783|779490",7,42,12,23
"3862","NW_017739093.1:819350|820680",NA,NA,NA,4
"3863","NW_017739093.1:856048|856771",NA,3,NA,NA
"3864","NW_017739094.1:103444|112159",5,6,NA,NA
"3865","NW_017739095.1:1150687|1172650",4,10,NA,NA
"3866","NW_017739095.1:1163843|1172650",4,29,22,20
"3867","NW_017739095.1:1163843|1199443",3,NA,NA,NA
"3868","NW_017739095.1:1499727|1513346",NA,NA,NA,4
"3869","NW_017739095.1:1535341|1542355",NA,1,NA,NA
"3870","NW_017739095.1:1807430|2001678",NA,NA,NA,2
"3871","NW_017739095.1:1945152|2001678",NA,4,NA,4
"3872","NW_017739095.1:1980319|2001678",NA,1,NA,NA
"3873","NW_017739095.1:2085719|2087390",2,2,NA,1
"3874","NW_017739095.1:2104362|2129659",NA,NA,NA,2
"3875","NW_017739095.1:2104362|2177481",NA,2,NA,NA
"3876","NW_017739095.1:2159448|2177481",NA,3,NA,NA
"3877","NW_017739095.1:2177238|2177481",NA,19,7,2
"3878","NW_017739095.1:3286594|3289761",NA,NA,NA,2
"3879","NW_017739096.1:271926|284558",NA,2,7,1
"3880","NW_017739096.1:311568|316282",NA,2,NA,NA
"3881","NW_017739096.1:311568|318233",NA,1,NA,NA
"3882","NW_017739096.1:756772|765636",2,NA,NA,NA
"3883","NW_017739097.1:2184591|2189438",NA,1,NA,NA
"3884","NW_017739097.1:2198625|2201629",NA,6,2,NA
"3885","NW_017739097.1:2466477|2484444",3,NA,NA,NA
"3886","NW_017739097.1:2483116|2484444",262,183,178,94
"3887","NW_017739097.1:2483116|2502678",14,18,21,14
"3888","NW_017739097.1:2483116|2511522",1,7,3,NA
"3889","NW_017739097.1:2483116|2516597",NA,2,NA,NA
"3890","NW_017739097.1:2496104|2504280",NA,3,NA,NA
"3891","NW_017739097.1:2502573|2504280",NA,4,NA,NA
"3892","NW_017739097.1:2508496|2511522",NA,NA,NA,1
"3893","NW_017739097.1:2515650|2516597",4,NA,NA,NA
"3894","NW_017739097.1:4273303|4276741",NA,2,NA,NA
"3895","NW_017739097.1:4289207|4290443",NA,2,NA,NA
"3896","NW_017739097.1:4292428|4296979",NA,NA,NA,1
"3897","NW_017739097.1:5370141|5374585",1,2,NA,NA
"3898","NW_017739097.1:5495488|5497608",6,NA,NA,NA
"3899","NW_017739097.1:5495488|5510150",NA,9,2,7
"3900","NW_017739097.1:653129|691335",NA,NA,1,NA
"3901","NW_017739097.1:676656|696233",2,NA,3,NA
"3902","NW_017739097.1:676656|723895",NA,3,1,1
"3903","NW_017739097.1:693676|696233",NA,1,NA,NA
"3904","NW_017739097.1:693676|723895",14,16,6,14
"3905","NW_017739097.1:710168|714335",2,NA,NA,NA
"3906","NW_017739097.1:710168|719520",9,14,3,8
"3907","NW_017739097.1:710168|723895",3,11,NA,14
"3908","NW_017739097.1:714196|723895",3,NA,NA,NA
"3909","NW_017739097.1:719284|723895",NA,2,NA,NA
"3910","NW_017739097.1:867980|877476",NA,4,3,NA
"3911","NW_017739099.1:1047837|1066589",108,172,110,93
"3912","NW_017739099.1:1047837|1116886",NA,1,NA,NA
"3913","NW_017739099.1:1061406|1066589",46,47,23,NA
"3914","NW_017739099.1:1112656|1113052",2,2,NA,NA
"3915","NW_017739099.1:1112656|1116886",2,4,7,NA
"3916","NW_017739099.1:1112656|1161323",NA,4,2,NA
"3917","NW_017739099.1:1415365|1426604",NA,2,NA,NA
"3918","NW_017739099.1:1415365|1428271",NA,3,NA,NA
"3919","NW_017739099.1:1415365|1444886",2,NA,NA,NA
"3920","NW_017739099.1:1981724|1983612",NA,1,NA,NA
"3921","NW_017739099.1:1995185|2009016",NA,1,NA,NA
"3922","NW_017739099.1:2013676|2017437",NA,1,2,NA
"3923","NW_017739099.1:2039294|2048969",10,16,NA,5
"3924","NW_017739099.1:2203555|2205478",491,345,285,161
"3925","NW_017739099.1:233115|243774",NA,NA,2,NA
"3926","NW_017739099.1:2463770|2464433",NA,3,NA,NA
"3927","NW_017739099.1:2464258|2465408",10,14,4,3
"3928","NW_017739099.1:2582654|2590148",2,NA,NA,NA
"3929","NW_017739099.1:3108784|3109026",1,NA,NA,NA
"3930","NW_017739099.1:4249130|4267120",1,NA,NA,NA
"3931","NW_017739099.1:4249130|4286462",NA,NA,NA,8
"3932","NW_017739099.1:4267014|4286462",4,NA,NA,5
"3933","NW_017739099.1:4285897|4286462",NA,2,NA,NA
"3934","NW_017739099.1:438507|456946",9,NA,NA,NA
"3935","NW_017739099.1:875698|948652",NA,NA,1,NA
"3936","NW_017739099.1:886807|889690",NA,9,NA,2
"3937","NW_017739099.1:886807|931726",NA,NA,2,2
"3938","NW_017739099.1:889532|931726",NA,1,NA,NA
"3939","NW_017739099.1:907005|1066589",NA,NA,NA,1
"3940","NW_017739099.1:931532|1116886",NA,NA,3,NA
"3941","NW_017739099.1:931532|948652",1,NA,NA,NA
"3942","NW_017739100.1:1053439|1080110",NA,3,NA,NA
"3943","NW_017739100.1:1075404|1080110",4,8,6,NA
"3944","NW_017739100.1:1182279|1196883",NA,1,NA,NA
"3945","NW_017739100.1:1228766|1229193",NA,7,NA,NA
"3946","NW_017739101.1:1131739|1132590",39,45,29,NA
"3947","NW_017739101.1:1212174|1274069",12,32,3,16
"3948","NW_017739101.1:1212174|1274774",28,NA,10,NA
"3949","NW_017739101.1:1273965|1274774",5,NA,NA,NA
"3950","NW_017739101.1:799878|827661",NA,6,NA,NA
"3951","NW_017739101.1:949886|950665",9,23,5,2
"3952","NW_017739102.1:1070753|1077696",NA,NA,1,NA
"3953","NW_017739102.1:1106978|1108809",1,NA,NA,NA
"3954","NW_017739102.1:1108241|1108809",NA,1,NA,NA
"3955","NW_017739102.1:1339278|1352440",NA,1,NA,NA
"3956","NW_017739102.1:1436811|1437761",NA,NA,2,NA
"3957","NW_017739102.1:1631017|1632837",NA,18,8,5
"3958","NW_017739102.1:167341|168906",NA,1,NA,NA
"3959","NW_017739102.1:213427|224969",1,NA,NA,NA
"3960","NW_017739102.1:2511567|2516570",NA,3,NA,NA
"3961","NW_017739102.1:3099013|3101734",NA,1,NA,NA
"3962","NW_017739102.1:411853|413675",NA,7,5,NA
"3963","NW_017739102.1:464675|465194",1,NA,NA,NA
"3964","NW_017739102.1:472130|472451",2,NA,NA,NA
"3965","NW_017739102.1:607228|611484",2,13,13,8
"3966","NW_017739102.1:607866|609381",NA,NA,NA,1
"3967","NW_017739102.1:730375|731309",3,NA,NA,NA
"3968","NW_017739102.1:747028|747428",2,NA,NA,NA
"3969","NW_017739102.1:844990|845385",NA,1,NA,NA
"3970","NW_017739103.1:1140372|1141561",1,NA,NA,NA
"3971","NW_017739103.1:1365343|1367863",NA,2,NA,1
"3972","NW_017739103.1:167230|168078",1,21,NA,20
"3973","NW_017739103.1:1880196|1935783",5,NA,NA,NA
"3974","NW_017739103.1:1893623|1914083",NA,3,NA,NA
"3975","NW_017739103.1:1899240|1915575",NA,3,NA,NA
"3976","NW_017739103.1:1910835|1915575",NA,5,NA,3
"3977","NW_017739103.1:1910835|1935783",NA,1,NA,NA
"3978","NW_017739103.1:1914018|1935783",NA,5,NA,NA
"3979","NW_017739103.1:1935679|1954776",NA,4,NA,NA
"3980","NW_017739103.1:2089759|2091814",30,62,20,19
"3981","NW_017739103.1:2089759|2099643",11,22,28,NA
"3982","NW_017739103.1:2095205|2102791",NA,2,NA,NA
"3983","NW_017739103.1:2200954|2213631",73,102,40,47
"3984","NW_017739104.1:1805276|1829776",NA,1,NA,NA
"3985","NW_017739104.1:1820589|1832749",NA,3,NA,NA
"3986","NW_017739104.1:208996|224985",8,10,NA,5
"3987","NW_017739104.1:221242|224985",NA,8,NA,NA
"3988","NW_017739104.1:2461959|2482713",4,2,NA,NA
"3989","NW_017739104.1:2461959|2511436",NA,NA,1,NA
"3990","NW_017739104.1:2476700|2482713",6,NA,11,21
"3991","NW_017739104.1:2476700|2511436",6,NA,NA,8
"3992","NW_017739104.1:2482561|2511436",NA,NA,NA,2
"3993","NW_017739105.1:1002258|1005866",2,NA,NA,2
"3994","NW_017739105.1:1002258|1010677",4,8,13,6
"3995","NW_017739105.1:275597|311091",NA,1,NA,NA
"3996","NW_017739106.1:3516357|3517622",1,NA,NA,NA
"3997","NW_017739106.1:3516357|3525336",NA,1,NA,NA
"3998","NW_017739106.1:4379866|4386344",NA,NA,6,NA
"3999","NW_017739107.1:1020537|1046766",1,NA,NA,2
"4000","NW_017739107.1:1029416|1046766",NA,1,NA,NA
"4001","NW_017739107.1:1038767|1046766",1,NA,NA,NA
"4002","NW_017739107.1:1155874|1156048",2,NA,NA,NA
"4003","NW_017739107.1:1155879|1156048",NA,NA,2,NA
"4004","NW_017739107.1:1159399|1159666",NA,1,NA,NA
"4005","NW_017739107.1:1169320|1169499",11,NA,NA,NA
"4006","NW_017739107.1:1619812|1628572",NA,3,NA,NA
"4007","NW_017739107.1:1800586|1804423",NA,NA,4,NA
"4008","NW_017739107.1:2086903|2098894",1,NA,NA,NA
"4009","NW_017739107.1:2129757|2134868",NA,NA,5,NA
