"circ_id","mpi1","mpi2","mpi3"
"scaffold0001:105535895|105552281",28,54,17
"scaffold0012:15710748|15716130",566,659,641
"scaffold0012:1933703|1934518",69,69,28
"scaffold0012:20111624|20115584",16,13,12
"scaffold0012:21943100|21943413",54,77,72
"scaffold0012:26193419|26216044",18,18,21
"scaffold0012:26338149|26338563",21,46,45
"scaffold0012:27735179|27737047",16,26,14
"scaffold0012:27762830|27773264",13,25,46
"scaffold0012:29556193|29571374",52,46,40
"scaffold0012:30046577|30057223",39,63,30
"scaffold0012:30051500|30057223",287,597,368
"scaffold0012:30053652|30057223",494,775,710
"scaffold0012:30290441|30311771",12,12,20
"scaffold0012:30311616|30337045",20,26,40
"scaffold0012:3031310|3037380",17,13,64
"scaffold0012:3117967|3134941",10,10,13
"scaffold0012:31228660|31231256",29,28,15
"scaffold0012:31710108|31714626",27,45,28
"scaffold0012:31958876|31961255",69,109,70
"scaffold0012:32063200|32066423",14,12,12
"scaffold0012:33321062|33324797",47,27,28
"scaffold0012:3363717|3365003",20,38,19
"scaffold0012:3370462|3373369",46,48,87
"scaffold0012:34142403|34143414",11,31,17
"scaffold0012:35400164|35400390",431,521,476
"scaffold0012:36233136|36233698",10,24,16
"scaffold0012:36370719|36371682",101,92,111
"scaffold0012:36789916|36796779",50,51,53
"scaffold0012:37095606|37100986",85,116,59
"scaffold0012:41160403|41164059",92,136,132
"scaffold0012:42372280|42388761",43,51,37
"scaffold0012:43199956|43209627",1230,1318,961
"scaffold0012:43469017|43469271",18,13,12
"scaffold0012:45566685|45577534",43,43,19
"scaffold0012:45815303|45817563",22,25,24
"scaffold0012:46018515|46038840",15,24,39
"scaffold0012:46018515|46039972",178,289,276
"scaffold0012:46087729|46108884",84,98,33
"scaffold0012:46104406|46108884",116,194,123
"scaffold0012:46164965|46165655",17,18,15
"scaffold0012:48228057|48230787",100,196,146
"scaffold0012:48228057|48239325",121,150,88
"scaffold0012:48239110|48291086",20,13,14
"scaffold0012:48282829|48291086",19,12,22
"scaffold0012:53809178|53835083",45,125,69
"scaffold0012:53834427|53835083",12,20,16
"scaffold0012:53834936|53840464",25,27,28
"scaffold0012:56141756|56142109",43,63,47
"scaffold0012:60626922|60632811",26,24,15
"scaffold0012:61586413|61592353",35,105,52
"scaffold0012:61587330|61592353",51,94,42
"scaffold0012:61759890|61760100",37,66,38
"scaffold0012:64531053|64536422",97,123,56
"scaffold0012:67924134|67927267",171,319,290
"scaffold0012:68672491|68674278",11,27,25
"scaffold0012:6949672|6956848",69,168,64
"scaffold0012:6953738|6956848",20,42,23
"scaffold0012:75275652|75280901",103,185,129
"scaffold0012:75275652|75292341",280,360,204
"scaffold0012:75275652|75317704",30,14,12
"scaffold0012:9415859|9419715",24,14,12
"scaffold0013:12622033|12625531",80,114,71
"scaffold0013:13407772|13413434",22,13,20
"scaffold0013:13627920|13634105",16,18,19
"scaffold0013:14396945|14404476",24,34,33
"scaffold0013:14403478|14404476",33,17,14
"scaffold0013:14506009|14506823",141,138,133
"scaffold0013:14688476|14701966",49,79,43
"scaffold0013:17575741|17584631",11,24,22
"scaffold0013:17576838|17584631",32,41,12
"scaffold0013:19502641|19503131",90,89,33
"scaffold0013:24754434|24771953",36,56,29
"scaffold0013:24995457|24999366",108,192,82
"scaffold0013:24999262|25004427",46,52,15
"scaffold0013:25038261|25038494",10,11,12
"scaffold0013:25387256|25408894",321,275,85
"scaffold0013:25564862|25567659",16,19,16
"scaffold0013:25575634|25613425",13,20,22
"scaffold0013:25591723|25602977",47,146,71
"scaffold0013:25591723|25613425",258,452,259
"scaffold0013:25591723|25619446",24,21,11
"scaffold0013:25994040|26000374",13,46,19
"scaffold0013:29934937|29938190",90,140,111
"scaffold0013:29934937|29952511",19,25,23
"scaffold0013:31566776|31574915",12,23,19
"scaffold0013:3256280|3268130",46,168,112
"scaffold0013:32824965|32828749",23,32,24
"scaffold0013:3353251|3364916",37,53,26
"scaffold0013:3421306|3438267",78,191,71
"scaffold0013:3435245|3438267",21,73,45
"scaffold0013:34970007|34971420",481,635,381
"scaffold0013:35045995|35053637",13,18,24
"scaffold0013:36498996|36505640",149,333,118
"scaffold0013:36911067|36913912",19,57,16
"scaffold0013:37023490|37023674",32,32,25
"scaffold0013:38219570|38263386",18,40,11
"scaffold0013:38261916|38263386",71,173,160
"scaffold0013:38261919|38263386",60,135,114
"scaffold0013:41676859|41698915",65,73,32
"scaffold0013:41689532|41698915",24,18,11
"scaffold0013:42318876|42320720",22,43,14
"scaffold0013:42475154|42481252",34,19,19
"scaffold0013:42561841|42562166",108,127,97
"scaffold0013:42593401|42599575",44,48,38
"scaffold0013:43971324|43976317",20,26,20
"scaffold0013:44200719|44214275",14,45,14
"scaffold0013:44259636|44279703",58,83,55
"scaffold0013:44278017|44279703",75,125,152
"scaffold0013:44288882|44291808",397,443,280
"scaffold0013:45793116|45800920",62,75,53
"scaffold0013:45910539|45916342",21,22,14
"scaffold0013:45933590|45947665",25,15,19
"scaffold0013:46347611|46366222",45,58,75
"scaffold0013:46621082|46622084",25,10,10
"scaffold0013:47637439|47638884",75,97,60
"scaffold0013:47842719|47846457",28,65,21
"scaffold0013:49390867|49393940",24,52,32
"scaffold0013:50189048|50189523",13,24,19
"scaffold0013:51891840|51893190",166,180,180
"scaffold0013:52412312|52413079",22,21,11
"scaffold0013:53617211|53618974",67,135,65
"scaffold0013:53617211|53629533",10,44,16
"scaffold0013:54884440|54886455",84,133,126
"scaffold0013:56122168|56138045",20,19,15
"scaffold0013:56801489|56808402",13,22,16
"scaffold0013:56871062|56872136",97,157,98
"scaffold0013:56871062|56875761",19,11,22
"scaffold0013:57306436|57307200",25,23,21
"scaffold0013:57398556|57399237",12,36,17
"scaffold0013:59062385|59063949",219,239,173
"scaffold0013:59062385|59064226",13,16,11
"scaffold0013:59062385|59070732",39,74,33
"scaffold0013:59082325|59083595",27,47,49
"scaffold0013:59121400|59122999",40,110,70
"scaffold0013:64463404|64479937",37,44,46
"scaffold0013:64798627|64809210",94,129,160
"scaffold0013:64885476|64886127",40,45,42
"scaffold0013:65634725|65642177",54,108,76
"scaffold0013:65634725|65668998",27,43,49
"scaffold0013:65634725|65746398",408,568,488
"scaffold0013:65668955|65746398",23,50,27
"scaffold0013:66472065|66476498",11,35,17
"scaffold0013:66865916|66868664",30,41,28
"scaffold0013:66865916|66871573",158,125,125
"scaffold0013:66865916|66879203",96,166,73
"scaffold0013:67063723|67078246",11,29,22
"scaffold0013:671094|675484",573,574,520
"scaffold0013:67392617|67421714",61,58,60
"scaffold0013:67790229|67806029",13,19,18
"scaffold0013:68404425|68405527",115,16,36
"scaffold0013:68633662|68636682",56,65,65
"scaffold0013:69056422|69061444",37,34,29
"scaffold0013:69145354|69145614",53,60,45
"scaffold0013:69176760|69177544",306,187,296
"scaffold0013:69712537|69712935",239,313,391
"scaffold0013:69804928|69817108",11,28,14
"scaffold0013:69875285|69882399",60,117,45
"scaffold0013:70386614|70387850",61,59,62
"scaffold0013:70386614|70397295",12,11,19
"scaffold0013:70881190|70890878",18,28,40
"scaffold0013:72953442|72953573",70,65,30
"scaffold0013:73200953|73201492",36,46,32
"scaffold0013:73362054|73362580",41,28,18
"scaffold0013:73362054|73366520",24,16,48
"scaffold0013:817177|822392",84,102,72
"scaffold0014:10702062|10703179",26,70,41
"scaffold0014:1582001|1585796",64,57,68
"scaffold0014:1582001|1590726",81,51,35
"scaffold0014:16635492|16635980",19,30,21
"scaffold0014:17165217|17165879",1925,2235,2323
"scaffold0014:1730828|1731546",61,47,68
"scaffold0014:17631504|17634451",16,22,17
"scaffold0014:17695779|17703267",19,20,31
"scaffold0014:1785460|1803804",45,46,72
"scaffold0014:17919358|17922747",197,256,179
"scaffold0014:17919358|17928214",618,607,641
"scaffold0014:17919358|17947263",12,15,25
"scaffold0014:17919358|17967433",19,34,33
"scaffold0014:1795348|1803804",34,25,40
"scaffold0014:18037345|18040184",17,26,15
"scaffold0014:19409754|19410628",21,20,29
"scaffold0014:1949229|1991649",13,11,11
"scaffold0014:20921792|20929328",19,20,12
"scaffold0014:21065575|21065929",30,68,49
"scaffold0014:21065578|21065929",21,60,68
"scaffold0014:21569650|21570066",34,27,49
"scaffold0014:21678646|21691671",106,90,34
"scaffold0014:22810427|22810711",11,11,12
"scaffold0014:24422914|24428407",31,30,41
"scaffold0014:24536566|24562983",26,12,17
"scaffold0014:24560294|24562983",44,70,37
"scaffold0014:24684109|24685673",12,17,10
"scaffold0014:24727919|24733768",25,25,20
"scaffold0014:24825237|24828667",63,68,42
"scaffold0014:25205953|25206249",22,11,11
"scaffold0014:27443600|27461329",11,12,12
"scaffold0014:27453140|27461329",35,85,53
"scaffold0014:2815156|2830099",69,24,85
"scaffold0014:2827981|2830099",34,60,44
"scaffold0014:2947062|2952279",10,16,11
"scaffold0014:3198870|3204914",17,21,32
"scaffold0014:3198870|3206330",154,158,87
"scaffold0014:33525240|33567682",19,16,12
"scaffold0014:33889996|33906791",182,317,262
"scaffold0014:34675980|34676901",25,10,33
"scaffold0014:36701668|36702278",13,15,15
"scaffold0014:36710572|36714326",30,47,50
"scaffold0014:36832510|36857275",16,15,20
"scaffold0014:36857111|36857275",22,19,29
"scaffold0014:36857111|36864333",22,62,22
"scaffold0014:36857111|36879754",30,33,23
"scaffold0014:39950279|39957275",34,57,40
"scaffold0014:39950279|39970545",25,18,21
"scaffold0014:40487614|40488232",111,143,135
"scaffold0014:40502984|40503400",12,23,17
"scaffold0014:40815485|40828293",76,155,54
"scaffold0014:40990661|40991056",152,148,140
"scaffold0014:41082137|41083583",65,83,48
"scaffold0014:41586373|41587360",85,75,87
"scaffold0014:41617865|41623224",32,18,21
"scaffold0014:42038740|42045258",30,25,30
"scaffold0014:43689461|43691358",21,27,22
"scaffold0014:44091193|44091517",241,382,215
"scaffold0014:44096004|44096409",83,120,94
"scaffold0014:44462620|44471342",25,18,21
"scaffold0014:46346803|46364641",34,56,17
"scaffold0014:48997863|49010437",44,24,29
"scaffold0014:52975913|52976421",183,245,215
"scaffold0014:53343400|53345018",129,268,132
"scaffold0014:55161433|55163658",18,10,16
"scaffold0014:55269464|55276761",34,30,45
"scaffold0014:55302924|55306168",24,34,26
"scaffold0014:55597047|55614098",13,11,29
"scaffold0014:55900298|55905708",25,93,33
"scaffold0014:56522550|56532824",69,70,45
"scaffold0014:56871286|56883054",38,69,105
"scaffold0014:575432|577427",87,69,62
"scaffold0014:5756925|5765758",68,101,46
"scaffold0014:5759557|5765758",19,43,11
"scaffold0014:58122029|58122453",68,60,50
"scaffold0014:58361526|58362667",15,16,10
"scaffold0014:6392954|6413189",42,24,28
"scaffold0014:642951|663526",47,60,23
"scaffold0014:652812|663526",20,17,11
"scaffold0014:6868655|6893170",12,27,11
"scaffold0014:8984991|8993773",29,42,30
"scaffold0014:912440|913660",19,18,19
"scaffold0015:1046275|1051135",145,262,256
"scaffold0015:12021910|12030753",63,212,127
"scaffold0015:12029275|12030753",90,129,86
"scaffold0015:12029788|12030753",31,27,16
"scaffold0015:12033335|12039771",17,17,14
"scaffold0015:12039668|12042717",20,14,17
"scaffold0015:12359204|12360174",46,35,27
"scaffold0015:12525789|12532922",32,20,21
"scaffold0015:12825120|12828262",30,54,57
"scaffold0015:1290214|1292416",1282,1883,1228
"scaffold0015:1290214|1306030",87,128,96
"scaffold0015:1329860|1331363",82,76,136
"scaffold0015:13648083|13650595",49,23,29
"scaffold0015:1366514|1367065",13,13,15
"scaffold0015:1366866|1367065",94,83,234
"scaffold0015:13669619|13674857",50,95,60
"scaffold0015:1514823|1516219",104,112,80
"scaffold0015:1521953|1529258",39,67,39
"scaffold0015:15944708|15950567",49,68,26
"scaffold0015:1606052|1606472",14,12,22
"scaffold0015:1606052|1629680",34,43,66
"scaffold0015:1629289|1629680",27,21,22
"scaffold0015:16868649|16871713",11,40,21
"scaffold0015:16868664|16871713",24,58,43
"scaffold0015:18660583|18669310",44,64,20
"scaffold0015:1977942|1980124",89,131,107
"scaffold0015:1979251|1980124",34,21,16
"scaffold0015:20786958|20787212",11,19,11
"scaffold0015:21719545|21725405",142,229,225
"scaffold0015:22268613|22328011",27,40,38
"scaffold0015:23609561|23611820",21,23,17
"scaffold0015:23669386|23676968",22,29,22
"scaffold0015:2444772|2461290",31,81,50
"scaffold0015:24545652|24555775",26,46,46
"scaffold0015:28510124|28543592",10,20,16
"scaffold0015:28519211|28543592",21,34,23
"scaffold0015:28533721|28543592",25,20,31
"scaffold0015:2993148|2998122",17,17,16
"scaffold0015:2994533|2998122",79,124,108
"scaffold0015:30377694|30382854",10,30,14
"scaffold0015:30377694|30382894",76,132,81
"scaffold0015:31400682|31404311",28,45,33
"scaffold0015:31814051|31819666",42,81,24
"scaffold0015:31814051|31839705",133,206,165
"scaffold0015:32975914|32989765",12,13,11
"scaffold0015:33000679|33002933",11,16,20
"scaffold0015:33004486|33005733",15,46,23
"scaffold0015:33166712|33198104",53,21,17
"scaffold0015:33364228|33364973",36,48,50
"scaffold0015:33687592|33687824",38,71,41
"scaffold0015:355010|356197",140,138,151
"scaffold0015:3596795|3597981",39,21,16
"scaffold0015:36032714|36034465",28,17,37
"scaffold0015:36210886|36211797",187,245,128
"scaffold0015:36637591|36644448",32,17,11
"scaffold0015:39831152|39833912",70,64,29
"scaffold0015:43211973|43212714",12,22,25
"scaffold0015:43277136|43278861",178,298,173
"scaffold0015:43746977|43750010",17,13,10
"scaffold0015:44132820|44140120",17,23,12
"scaffold0015:44829953|44832709",19,12,16
"scaffold0015:49453628|49470456",46,57,59
"scaffold0015:49453628|49516797",22,18,20
"scaffold0015:49469885|49470456",553,673,662
"scaffold0015:51589875|51616730",160,381,396
"scaffold0015:51593705|51616730",30,41,59
"scaffold0015:51615489|51616730",59,83,41
"scaffold0015:51615489|51620673",14,12,17
"scaffold0015:51797623|51804693",48,45,39
"scaffold0015:51797623|51813274",70,69,27
"scaffold0015:52582551|52585537",78,103,82
"scaffold0015:52582551|52594425",164,157,128
"scaffold0015:53956825|53963077",11,13,35
"scaffold0015:55790840|55794743",56,61,58
"scaffold0015:55832406|55873628",56,75,81
"scaffold0015:55859393|55867202",12,34,39
"scaffold0015:55859393|55867205",269,275,316
"scaffold0015:55859393|55873628",232,264,180
"scaffold0015:55867052|55873628",44,21,37
"scaffold0015:55924910|55997573",21,28,16
"scaffold0015:55924910|56083523",17,19,11
"scaffold0015:55997386|56083523",39,63,68
"scaffold0015:56500214|56500954",38,18,95
"scaffold0015:57370016|57422412",26,26,19
"scaffold0015:57370016|57424737",68,118,76
"scaffold0015:57391529|57422412",22,32,13
"scaffold0015:57391529|57424737",181,207,91
"scaffold0015:57420919|57422395",11,11,16
"scaffold0015:57420919|57422412",1179,1554,1152
"scaffold0015:57420919|57424737",6140,7446,4804
"scaffold0015:5769265|5770469",258,360,272
"scaffold0015:6153098|6165356",24,29,10
"scaffold0015:668085|671281",44,108,22
"scaffold0015:682198|688397",25,29,17
"scaffold0015:690912|693103",23,49,23
"scaffold0015:7811078|7823012",26,23,28
"scaffold0015:8166770|8173491",202,236,349
"scaffold0015:9418270|9420601",11,16,15
"scaffold0016:10444685|10445284",38,54,52
"scaffold0016:10444685|10451647",93,66,89
"scaffold0016:10444685|10473999",26,48,25
"scaffold0016:10752192|10755713",97,109,90
"scaffold0016:10752192|10771770",135,167,123
"scaffold0016:10927426|10929353",26,39,39
"scaffold0016:11065547|11068255",56,94,60
"scaffold0016:11877332|11879751",332,405,295
"scaffold0016:13975767|13988416",79,112,38
"scaffold0016:14773295|14775812",10,30,32
"scaffold0016:14773295|14791504",72,58,43
"scaffold0016:14974893|14977391",20,29,15
"scaffold0016:14974893|14981957",25,72,21
"scaffold0016:15149142|15151471",104,260,125
"scaffold0016:15199592|15200472",95,102,87
"scaffold0016:15425006|15425276",63,53,29
"scaffold0016:1658438|1659087",51,39,14
"scaffold0016:17344007|17344180",13,10,10
"scaffold0016:17384059|17385420",107,111,94
"scaffold0016:17416643|17419870",10,10,13
"scaffold0016:17805414|17808955",39,52,56
"scaffold0016:18924005|18934357",17,13,25
"scaffold0016:19394019|19398725",214,186,92
"scaffold0016:19986126|20003187",34,24,14
"scaffold0016:21299758|21301197",36,30,47
"scaffold0016:22143169|22144730",59,90,44
"scaffold0016:22680042|22691803",17,13,14
"scaffold0016:22687223|22691803",187,329,185
"scaffold0016:24014106|24019043",16,26,22
"scaffold0016:24029076|24037988",18,25,12
"scaffold0016:2853554|2858224",48,25,27
"scaffold0016:29274113|29280488",13,38,25
"scaffold0016:29314213|29318773",12,32,32
"scaffold0016:29315195|29318773",12,39,28
"scaffold0016:29355807|29359746",17,12,14
"scaffold0016:30637568|30640638",307,23,244
"scaffold0016:34348930|34355240",13,49,21
"scaffold0016:34637890|34640745",107,155,93
"scaffold0016:34694941|34695477",11,29,24
"scaffold0016:34702476|34702846",35,65,54
"scaffold0016:34873693|34877548",67,87,48
"scaffold0016:34873693|34886113",16,20,16
"scaffold0016:35150120|35150401",328,1159,323
"scaffold0016:35758669|35795536",12,12,14
"scaffold0016:35795389|35817430",29,73,14
"scaffold0016:35811586|35817430",25,27,12
"scaffold0016:36342176|36343205",16,22,11
"scaffold0016:37506700|37517653",13,18,29
"scaffold0016:37589000|37590764",22,10,20
"scaffold0016:39752977|39754134",87,110,119
"scaffold0016:39752977|39756147",12,24,22
"scaffold0016:39754019|39756147",43,46,59
"scaffold0016:42204095|42214419",25,28,32
"scaffold0016:4367703|4368570",18,21,21
"scaffold0016:44134085|44142979",15,30,17
"scaffold0016:44173658|44175455",43,42,32
"scaffold0016:44285870|44286631",15,39,56
"scaffold0016:45416909|45422640",13,37,14
"scaffold0016:53732400|53733646",138,107,116
"scaffold0016:54071390|54072900",26,25,22
"scaffold0016:54224849|54239255",110,152,115
"scaffold0016:55566343|55568381",82,76,47
"scaffold0016:56264537|56289998",10,21,25
"scaffold0016:56851825|56853185",21,26,19
"scaffold0016:56902487|56911629",151,92,103
"scaffold0016:7303310|7305451",35,73,44
"scaffold0016:7343071|7349782",60,115,101
"scaffold0016:9840345|9841953",17,11,18
"scaffold0016:9879616|9881128",53,89,72
"scaffold0016:9879616|9889321",35,59,72
"scaffold0017:10049800|10067335",25,37,27
"scaffold0017:10061764|10067335",126,135,118
"scaffold0017:10065066|10067335",15,17,10
"scaffold0017:10819108|10828506",25,43,35
"scaffold0017:12492721|12494241",18,21,12
"scaffold0017:12956065|12965456",41,76,55
"scaffold0017:13285782|13289401",46,46,21
"scaffold0017:13873061|13878943",128,176,95
"scaffold0017:13918367|13921130",24,39,40
"scaffold0017:1404760|1410449",59,87,53
"scaffold0017:14071871|14081070",72,36,54
"scaffold0017:14303475|14308096",12,19,11
"scaffold0017:14845528|14857406",46,38,29
"scaffold0017:14883141|14883526",20,42,52
"scaffold0017:15184609|15186847",269,451,336
"scaffold0017:15186383|15186847",120,32,17
"scaffold0017:15223128|15224232",14,11,12
"scaffold0017:16772804|16773761",105,81,131
"scaffold0017:16772804|16775882",16,10,16
"scaffold0017:19697071|19701682",42,42,31
"scaffold0017:19781702|19787601",86,199,123
"scaffold0017:21723686|21728949",16,22,19
"scaffold0017:2218344|2230010",59,32,17
"scaffold0017:22212201|22213941",192,154,104
"scaffold0017:22444450|22444705",29,54,22
"scaffold0017:23697481|23699903",64,91,36
"scaffold0017:23863095|23867289",54,58,88
"scaffold0017:26224134|26227957",16,31,28
"scaffold0017:26819003|26947259",26,15,34
"scaffold0017:26819003|26950898",33,13,35
"scaffold0017:26819003|26950901",77,42,59
"scaffold0017:2835162|2837157",94,197,88
"scaffold0017:3050594|3058759",203,370,170
"scaffold0017:3050594|3065765",24,37,17
"scaffold0017:3056432|3065765",55,132,41
"scaffold0017:3079264|3084212",64,83,75
"scaffold0017:3079264|3109601",63,60,44
"scaffold0017:3098182|3101305",34,63,35
"scaffold0017:3098182|3109601",172,252,155
"scaffold0017:37298514|37300594",25,54,60
"scaffold0017:37965380|37965773",27,41,19
"scaffold0017:39489865|39490210",19,10,16
"scaffold0017:39603958|39606547",65,71,99
"scaffold0017:40179880|40180757",11,20,25
"scaffold0017:40298163|40302776",38,29,27
"scaffold0017:40646436|40663218",6604,8458,5780
"scaffold0017:41350572|41351989",13,15,13
"scaffold0017:48044262|48045757",15,16,15
"scaffold0017:48753138|48754190",24,15,17
"scaffold0017:48818295|48832128",37,38,14
"scaffold0017:48830065|48832005",45,79,46
"scaffold0017:48830065|48832128",66,137,42
"scaffold0017:48830065|48835250",17,23,20
"scaffold0017:49791118|49792180",39,67,34
"scaffold0017:50906468|50908014",30,26,23
"scaffold0017:51614025|51615290",240,334,348
"scaffold0017:52641598|52642397",47,47,20
"scaffold0017:52989417|52989914",47,54,63
"scaffold0017:52989417|52991809",18,46,44
"scaffold0017:53087439|53093323",131,133,139
"scaffold0017:53091279|53093323",100,150,143
"scaffold0017:54472062|54474176",15,23,20
"scaffold0017:5495946|5507710",29,16,33
"scaffold0017:56020733|56030863",12,23,18
"scaffold0017:56025369|56027187",10,22,14
"scaffold0017:56025369|56030863",184,238,165
"scaffold0017:56158083|56160116",261,319,123
"scaffold0018:10114941|10116215",196,459,214
"scaffold0018:14155275|14155797",10,32,11
"scaffold0018:14169460|14170296",14,30,16
"scaffold0018:16079891|16082672",50,106,24
"scaffold0018:16148343|16150783",543,584,621
"scaffold0018:16148343|16156530",44,58,51
"scaffold0018:16358714|16363890",126,159,67
"scaffold0018:19739948|19741829",45,40,15
"scaffold0018:21454986|21458636",62,81,33
"scaffold0018:2164601|2170604",14,19,21
"scaffold0018:22055475|22068096",26,32,15
"scaffold0018:22061646|22068096",73,101,42
"scaffold0018:23245640|23265041",59,57,53
"scaffold0018:24796616|24804941",23,44,29
"scaffold0018:27890375|27891538",11,11,10
"scaffold0018:28272844|28274216",85,165,121
"scaffold0018:38000828|38022993",138,116,67
"scaffold0018:39197716|39199028",49,42,18
"scaffold0018:39818248|39818772",12,22,14
"scaffold0018:40736276|40737216",24,35,16
"scaffold0018:41484845|41485047",20,33,12
"scaffold0018:41797290|41798363",62,111,72
"scaffold0018:42747853|42755813",37,64,44
"scaffold0018:43254561|43257892",12,12,21
"scaffold0018:44401701|44401951",19,35,12
"scaffold0018:44641429|44646361",74,103,112
"scaffold0018:44646030|44646361",54,81,45
"scaffold0018:46306301|46306733",21,28,23
"scaffold0018:46999274|46999616",184,146,208
"scaffold0018:48143684|48153284",80,202,158
"scaffold0018:48143684|48168359",24,35,22
"scaffold0018:49518779|49521087",172,250,273
"scaffold0018:50070250|50071184",35,51,33
"scaffold0018:50070250|50088077",68,19,26
"scaffold0018:51545770|51549049",25,24,34
"scaffold0018:51545770|51552310",143,130,192
"scaffold0018:51576798|51596667",20,35,17
"scaffold0018:51729099|51730803",27,15,17
"scaffold0018:642724|658270",27,26,17
"scaffold0018:675017|681326",24,28,17
"scaffold0018:7062869|7068654",23,34,15
"scaffold0018:9429646|9434360",16,46,18
"scaffold0018:9568849|9577808",17,29,23
"scaffold0019:11275553|11276977",133,138,95
"scaffold0019:1287169|1288072",269,176,228
"scaffold0019:14357064|14360333",13,31,24
"scaffold0019:14857182|14862219",30,74,42
"scaffold0019:14857182|14870610",55,102,40
"scaffold0019:14857182|14883488",58,54,29
"scaffold0019:20265422|20271110",61,72,101
"scaffold0019:20851198|20852691",37,80,67
"scaffold0019:20891503|20892616",20,27,11
"scaffold0019:21556583|21561945",53,70,103
"scaffold0019:21894325|21906805",83,157,100
"scaffold0019:22064967|22072074",60,69,64
"scaffold0019:22064967|22072182",129,81,89
"scaffold0019:24426860|24432687",51,67,56
"scaffold0019:24459625|24460219",74,128,101
"scaffold0019:24581298|24587478",42,44,40
"scaffold0019:25654956|25676918",12,31,16
"scaffold0019:25736412|25737743",44,35,27
"scaffold0019:26686586|26687487",14,10,10
"scaffold0019:26828377|26829597",47,85,59
"scaffold0019:2727070|2727700",447,515,774
"scaffold0019:27623102|27623274",10,42,20
"scaffold0019:27623102|27626923",118,259,216
"scaffold0019:27912408|27919204",24,22,12
"scaffold0019:27967627|27968712",20,46,19
"scaffold0019:28769142|28771327",11,23,15
"scaffold0019:28888571|28897323",51,35,37
"scaffold0019:28896194|28897323",423,639,414
"scaffold0019:28896194|28902612",21,45,30
"scaffold0019:28950831|28955016",97,144,110
"scaffold0019:29147843|29148178",27,78,44
"scaffold0019:30098232|30108333",121,166,124
"scaffold0019:30265397|30267562",122,156,130
"scaffold0019:34181223|34186461",14,12,13
"scaffold0019:34183816|34186461",48,16,37
"scaffold0019:34986398|34987381",94,131,84
"scaffold0019:3603137|3605429",16,17,15
"scaffold0019:36525654|36526468",13,11,15
"scaffold0019:36576383|36584100",31,52,26
"scaffold0019:36576383|36586088",73,155,98
"scaffold0019:36846180|36846965",52,63,59
"scaffold0019:36880507|36885712",11,14,10
"scaffold0019:38043677|38044979",19,34,26
"scaffold0019:38526996|38527485",17,14,16
"scaffold0019:38526996|38542152",12,25,24
"scaffold0019:39770096|39772042",104,165,125
"scaffold0019:40723201|40723922",12,15,22
"scaffold0019:40941735|40943688",11,14,33
"scaffold0019:40945028|40946389",13,25,18
"scaffold0019:42103233|42103527",38,38,48
"scaffold0019:42316792|42317850",172,236,312
"scaffold0019:42336771|42340486",13,18,17
"scaffold0019:42338460|42339433",54,34,44
"scaffold0019:42448382|42450303",27,17,26
"scaffold0019:42450210|42453072",12,14,23
"scaffold0019:42450872|42451298",399,631,591
"scaffold0019:42450876|42451298",46,104,61
"scaffold0019:42489725|42490357",135,119,220
"scaffold0019:42530167|42584064",33,28,48
"scaffold0019:42542998|42584064",27,21,32
"scaffold0019:42583019|42584064",85,78,112
"scaffold0019:458074|458732",20,43,32
"scaffold0019:5150136|5150698",27,39,46
"scaffold0019:5268117|5268328",15,15,16
"scaffold0019:6871111|6876488",34,69,25
"scaffold0019:7717298|7720050",73,21,56
"scaffold0019:8150425|8152936",45,45,37
"scaffold0019:8167573|8168051",93,148,173
"scaffold0019:818310|825915",32,63,76
"scaffold0019:839043|849195",80,80,88
"scaffold0019:848307|849195",123,103,167
"scaffold0019:868063|883267",16,11,29
"scaffold0019:868063|891301",17,14,13
"scaffold0019:8789201|8789559",38,122,87
"scaffold0020:15203311|15216259",46,73,43
"scaffold0020:17359498|17364033",81,68,47
"scaffold0020:23338118|23338384",27,14,20
"scaffold0020:2369379|2371046",19,16,25
"scaffold0020:23803694|23808551",15,13,10
"scaffold0020:26133838|26137337",27,39,19
"scaffold0020:26852163|26854063",19,35,28
"scaffold0020:26862206|26875978",211,282,151
"scaffold0020:28287027|28300997",12,21,10
"scaffold0020:28426211|28443904",38,95,69
"scaffold0020:28426211|28463478",163,269,232
"scaffold0020:28443801|28463478",93,142,114
"scaffold0020:28457226|28463478",25,42,40
"scaffold0020:29049749|29055113",20,14,11
"scaffold0020:29277580|29294863",13,15,12
"scaffold0020:29293465|29294863",39,21,16
"scaffold0020:30588037|30607672",115,141,64
"scaffold0020:30756072|30757373",24,12,12
"scaffold0020:30914903|30925874",14,27,22
"scaffold0020:34179900|34180183",55,75,21
"scaffold0020:353978|379422",29,49,58
"scaffold0020:37562592|37573226",12,22,11
"scaffold0020:7539294|7540648",129,147,94
"scaffold0020:8045512|8062353",38,33,39
"scaffold0020:8053926|8062353",15,25,46
"scaffold0020:8160537|8161408",30,58,39
"scaffold0020:8496625|8496890",34,81,53
"scaffold0020:8540667|8546649",69,136,56
"scaffold0020:8540667|8554694",10,43,20
"scaffold0021:12236473|12237520",43,33,28
"scaffold0021:1275189|1275362",17,11,17
"scaffold0021:1282986|1283211",15,15,16
"scaffold0021:13334619|13336711",29,23,24
"scaffold0021:13336305|13336711",31,115,62
"scaffold0021:13828731|13831133",47,17,36
"scaffold0021:13935992|13940044",13,21,18
