"","circ_id","hsa1","hsa2","hsa3"
"1","1:10275427|10278128",NA,3,NA
"1321","3:138570317|138571356",NA,NA,1
"1322","3:138712207|138714719",NA,5,NA
"1323","3:14149997|14150257",NA,2,NA
"1324","3:14513497|14513664",NA,NA,1
"1325","3:146121111|146124229",NA,2,NA
"1326","3:146463663|146463834",3,NA,NA
"1327","3:149074214|149076047",NA,1,NA
"1328","3:149846010|149872154",NA,1,NA
"1329","3:15220780|15223561",NA,7,NA
"1330","3:154194643|154217958",NA,NA,2
"1331","3:154194643|154226010",NA,1,NA
"1332","3:154217868|154226010",NA,2,NA
"1333","3:154295110|154295283",2,NA,NA
"1334","3:155893517|155911279",NA,4,NA
"1335","3:158122102|158123991",NA,4,1
"1336","3:161224929|161235212",NA,2,NA
"1337","3:167735325|167735504",3,NA,NA
"1338","3:169976945|169988359",NA,3,NA
"1339","3:170145422|170149244",NA,14,NA
"1340","3:172112451|172133546",NA,NA,4
"1341","3:172112451|172226947",NA,13,2
"1342","3:172247532|172251541",NA,16,NA
"1343","3:175233930|175256530",NA,1,NA
"1344","3:175463400|175467184",NA,3,NA
"1345","3:175737305|175755418",NA,3,NA
"1346","3:181438437|181438597",2,NA,NA
"1347","3:183057310|183071357",NA,NA,2
"1348","3:183070998|183071357",NA,4,3
"1349","3:184324200|184325114",NA,8,NA
"1350","3:184936245|184957521",NA,1,NA
"1351","3:185687056|185689627",NA,11,NA
"1352","3:186108174|186108456",NA,2,NA
"1353","3:188484591|188524787",NA,NA,2
"1354","3:189972715|189972873",1,NA,NA
"1355","3:193466024|193467486",NA,2,NA
"1356","3:193466024|193470993",NA,3,NA
"1357","3:195688532|195689438",NA,12,NA
"1358","3:195699207|195699371",NA,NA,2
"1359","3:196391812|196407393",NA,1,NA
"1360","3:196487398|196488683",NA,6,NA
"1361","3:197081050|197085756",NA,NA,1
"1362","3:197827014|197827428",NA,NA,1
"1363","3:198038900|198039146",1,NA,NA
"1364","3:19950805|19951061",NA,NA,2
"1365","3:23954536|23956125",NA,2,NA
"1366","3:24297225|24318494",NA,3,NA
"1367","3:27448650|27452498",NA,2,NA
"1368","3:30623198|30650460",NA,NA,1
"1369","3:32159109|32159311",NA,NA,1
"1370","3:37129062|37149038",NA,7,NA
"1371","3:38100425|38100655",NA,NA,2
"1372","3:42184684|42189124",NA,5,NA
"1373","3:44392854|44396834",NA,NA,1
"1374","3:44945167|44959460",NA,2,NA
"1375","3:45112082|45112445",NA,1,NA
"1376","3:47037665|47046621",NA,NA,1
"1377","3:47042560|47046621",NA,6,NA
"1378","3:47062162|47098081",NA,2,NA
"1379","3:47265114|47265729",1,NA,NA
"1380","3:47425484|47428670",NA,11,3
"1381","3:47706408|47729094",NA,1,NA
"1382","3:47720665|47745993",NA,1,NA
"1383","3:47736033|47772936",NA,NA,2
"1384","3:48682768|48682868",NA,NA,1
"1385","3:50065030|50066502",NA,NA,1
"1386","3:51463113|51496780",NA,1,NA
"1387","3:51630271|51630931",NA,2,NA
"1388","3:52412810|52414587",NA,11,NA
"1389","3:52455734|52455978",NA,1,NA
"1390","3:52737585|52739634",NA,5,NA
"1391","3:52737585|52741499",NA,9,NA
"1392","3:52804009|52804197",1,NA,NA
"1393","3:52817807|52818051",NA,NA,1
"1394","3:52912537|52916214",NA,3,NA
"1395","3:52926030|52928341",NA,2,NA
"1396","3:53347154|53347382",1,NA,NA
"1397","3:56566593|56567053",NA,NA,3
"1398","3:58077045|58081776",NA,NA,1
"1399","3:59885993|59886219",1,NA,NA
"1400","3:62550688|62550844",NA,NA,2
"1401","3:65361198|65364946",NA,1,NA
"1402","3:66451558|66462509",NA,NA,1
"1403","3:67495797|67498295",NA,NA,1
"1404","3:67495797|67508903",NA,3,NA
"1405","3:67746770|67768433",NA,3,NA
"1406","3:69027899|69030007",NA,3,NA
"1407","3:69042654|69042806",2,NA,NA
"1408","3:72841044|72842402",NA,3,NA
"1409","3:9192995|9193154",1,NA,NA
"1410","3:94003658|94003908",NA,5,NA
"1411","3:9470929|9471212",NA,2,NA
"1412","3:9750944|9751949",NA,NA,2
"1413","3:98822227|98822741",NA,NA,1
"1414","4:102304316|102315830",NA,3,NA
"1415","4:105233896|105237351",NA,7,NA
"1416","4:119217673|119217830",NA,2,NA
"1417","4:121804621|121810099",NA,2,NA
"1418","4:1225359|1238337",NA,1,NA
"1419","4:128074459|128077962",NA,7,1
"1420","4:128992166|129003876",NA,NA,1
"1421","4:129038864|129039040",NA,NA,2
"1422","4:139067683|139073567",NA,1,NA
"1423","4:139071865|139073567",NA,NA,8
"1424","4:139336847|139341069",NA,NA,3
"1425","4:139889356|139890967",NA,5,NA
"1426","4:143543508|143543972",NA,98,4
"1427","4:143876569|143876745",NA,NA,3
"1428","4:145542698|145542860",1,NA,NA
"1429","4:145845955|145849561",NA,1,NA
"1430","4:147822726|147822957",NA,6,NA
"1431","4:150102477|150102812",NA,4,NA
"1432","4:150436343|150436723",1,NA,NA
"1433","4:150735257|150808398",NA,3,NA
"1434","4:152330731|152337936",NA,1,NA
"1435","4:152411302|152412529",NA,10,NA
"1436","4:159186641|159210583",NA,NA,5
"1437","4:159238808|159304473",NA,14,NA
"1438","4:159322346|159330010",NA,5,NA
"1439","4:169507036|169508852",NA,2,NA
"1440","4:169507036|169537911",NA,3,NA
"1441","4:17501718|17509363",NA,3,NA
"1442","4:17961902|17972885",NA,2,NA
"1443","4:185175785|185176051",NA,4,NA
"1444","4:186149172|186152045",NA,NA,1
"1445","4:21544056|21544389",NA,NA,1
"1446","4:24853071|24876697",NA,3,NA
"1447","4:2954423|2956811",NA,NA,3
"1448","4:3127263|3140656",NA,NA,4
"1449","4:3442118|3442281",1,NA,NA
"1450","4:37631384|37638504",NA,6,1
"1451","4:38089931|38103157",NA,9,6
"1452","4:39326562|39327756",NA,1,NA
"1453","4:39913610|39920399",NA,6,NA
"1454","4:40432650|40432862",NA,4,NA
"1455","4:40890363|40893411",NA,8,NA
"1456","4:41100638|41143142",NA,NA,4
"1457","4:4459117|4459371",NA,NA,1
"1458","4:48387466|48387622",2,NA,NA
"1459","4:48501622|48505615",NA,2,NA
"1460","4:48831141|48831215",NA,NA,1
"1461","4:506866|507060",NA,NA,1
"1462","4:53145332|53145582",NA,3,NA
"1463","4:53414614|53428183",NA,NA,1
"1464","4:6598197|6600756",NA,1,NA
"1465","4:67834902|67835082",1,NA,NA
"1466","4:6999084|7004924",NA,NA,7
"1467","4:73064777|73065413",NA,8,NA
"1468","4:74174505|74201370",NA,12,5
"1469","4:74174505|74225394",NA,21,NA
"1470","4:74174505|74281550",NA,NA,3
"1471","4:75648638|75655870",NA,4,NA
"1472","4:75757573|75757843",NA,1,NA
"1473","4:77773080|77776392",NA,4,NA
"1474","4:7868621|7872080",NA,3,NA
"1475","4:82854902|82857764",NA,2,NA
"1476","4:82871943|82875822",NA,7,NA
"1477","4:82970326|82979006",NA,1,NA
"1478","4:83588209|83594960",NA,1,NA
"1479","4:8451959|8452989",NA,NA,2
"1480","4:87195323|87195690",NA,14,NA
"1481","4:88061905|88065879",NA,10,NA
"1482","4:88099323|88101319",NA,NA,3
"1483","4:9826419|9835008",NA,3,NA
"1484","4:98420018|98421394",NA,NA,1
"1485","4:9941912|9996941",NA,1,NA
"1486","4:9980591|9996941",NA,4,NA
"1487","4:9985668|9996941",NA,1,NA
"1488","5:10415487|10417404",NA,20,3
"1489","5:119240418|119244576",NA,3,NA
"1490","5:126559239|126568356",NA,3,2
"1491","5:128334564|128334718",NA,5,NA
"1492","5:131987891|131988047",NA,NA,3
"1493","5:132892163|132893118",NA,7,6
"1494","5:133000131|133006920",NA,5,NA
"1495","5:134666822|134671886",NA,1,NA
"1496","5:134909002|134909178",NA,NA,2
"1497","5:135369405|135370142",NA,5,NA
"1498","5:136046495|136046764",NA,NA,1
"1499","5:136992679|136992869",NA,NA,1
"1500","5:137942874|137943216",NA,4,NA
"1501","5:137985256|137988315",NA,27,4
"1502","5:138568924|138571141",NA,8,NA
"1503","5:13859451|13891121",NA,1,NA
"1504","5:138886211|138904441",NA,8,NA
"1505","5:139121034|139127853",NA,7,NA
"1506","5:139278326|139279129",NA,NA,4
"1507","5:139325295|139326284",NA,1,NA
"1508","5:139363758|139364743",NA,NA,1
"1509","5:141582311|141583615",NA,7,NA
"1510","5:142873399|142885399",NA,6,NA
"1511","5:143054438|143057747",NA,3,2
"1512","5:143147230|143166097",NA,5,NA
"1513","5:145796441|145826200",NA,3,NA
"1514","5:146059865|146062734",NA,2,NA
"1515","5:146254942|146258593",NA,3,NA
"1516","5:14678680|14681607",NA,2,NA
"1517","5:14741826|14751239",NA,2,NA
"1518","5:150541569|150542971",NA,2,NA
"1519","5:154033790|154034967",NA,13,NA
"1520","5:154902538|154904629",NA,2,NA
"1521","5:157106626|157106962",NA,2,NA
"1522","5:159416641|159416798",NA,NA,2
"1523","5:160684671|160684834",3,NA,NA
"1524","5:163512196|163512353",NA,NA,1
"1525","5:168453967|168455520",NA,3,NA
"1526","5:176975395|176982623",NA,3,NA
"1527","5:179378367|179378535",NA,NA,1
"1528","5:179593477|179596681",NA,2,NA
"1529","5:179708238|179709059",NA,2,NA
"1530","5:180238331|180241155",1,7,7
"1531","5:180569109|180571432",NA,NA,3
"1532","5:181241491|181242345",NA,15,4
"1533","5:21491320|21495182",NA,NA,1
"1534","5:21491320|21501826",NA,1,NA
"1535","5:31995575|32010482",NA,10,1
"1536","5:32135571|32143880",NA,2,NA
"1537","5:34020586|34035758",NA,2,NA
"1538","5:34179012|34182867",NA,4,1
"1539","5:35012775|35012953",NA,NA,2
"1540","5:36211843|36227565",NA,3,NA
"1541","5:37125243|37139370",NA,2,NA
"1542","5:38990948|39021136",NA,3,NA
"1543","5:39002534|39021136",NA,2,NA
"1544","5:40728344|40730343",NA,1,NA
"1545","5:423977|424144",1,NA,NA
"1546","5:474046|474219",NA,NA,2
"1547","5:57230845|57231321",NA,6,5
"1548","5:57494074|57496917",NA,NA,1
"1549","5:62363177|62363899",NA,2,NA
"1550","5:64804228|64804386",NA,5,NA
"1551","5:65260327|65260599",NA,NA,1
"1552","5:6584695|6585035",NA,3,NA
"1553","5:69299849|69300011",1,NA,NA
"1554","5:69391830|69393500",NA,1,NA
"1555","5:69914157|69916255",NA,1,NA
"1556","5:71501561|71512428",NA,2,NA
"1557","5:71626639|71635246",NA,3,NA
"1558","5:72851319|72851484",NA,NA,1
"1559","5:73074741|73077493",NA,5,3
"1560","5:74745677|74750667",NA,7,NA
"1561","5:75581208|75583417",NA,NA,4
"1562","5:77118319|77118521",NA,5,NA
"1563","5:77451290|77463226",NA,2,NA
"1564","5:79439009|79447145",NA,NA,2
"1565","5:80146089|80147284",NA,2,NA
"1566","5:80158835|80178064",NA,1,NA
"1567","5:80174953|80178064",NA,3,NA
"1568","5:83195936|83196133",2,NA,NA
"1569","5:95755395|95763620",NA,41,5
"1570","5:95763507|95783963",NA,1,NA
"1571","6:10400447|10402610",NA,NA,1
"1572","6:104744159|104750472",NA,1,NA
"1573","6:104833041|104843298",NA,2,NA
"1574","6:109641517|109644688",NA,9,NA
"1575","6:110217701|110219869",NA,13,NA
"1576","6:110887504|110890356",NA,5,NA
"1577","6:111262256|111263946",NA,NA,2
"1578","6:116689319|116692392",NA,20,NA
"1579","6:121241005|121241464",1,NA,NA
"1580","6:129050088|129050254",NA,NA,1
"1581","6:135039572|135042126",NA,3,NA
"1582","6:135201749|135201930",NA,1,NA
"1583","6:13579450|13584225",NA,9,NA
"1584","6:136388392|136389517",NA,8,9
"1585","6:13639562|13641307",NA,4,NA
"1586","6:138943512|138944622",NA,3,NA
"1587","6:144537581|144539443",NA,5,NA
"1588","6:144554687|144554893",NA,NA,1
"1589","6:149342684|149370099",NA,5,NA
"1590","6:149578821|149582603",NA,5,NA
"1591","6:150944485|150949133",NA,3,NA
"1592","6:151842596|151880771",NA,NA,3
"1593","6:152149196|152149476",1,NA,NA
"1594","6:15452005|15468718",NA,2,NA
"1595","6:154787860|154792976",NA,5,NA
"1596","6:157921530|157927214",NA,3,NA
"1597","6:158725502|158762178",NA,2,NA
"1598","6:159682473|159685033",NA,2,NA
"1599","6:159682473|159688242",NA,3,NA
"1600","6:159742087|159743792",NA,NA,1
"1601","6:163455278|163478896",NA,7,NA
"1602","6:16585779|16657901",NA,5,NA
"1603","6:16657775|16753347",NA,1,2
"1604","6:167022408|167024894",NA,1,2
"1605","6:167022408|167033971",NA,NA,2
"1606","6:167925091|167925282",NA,3,NA
"1607","6:168608239|168608444",NA,NA,2
"1608","6:169035387|169035572",1,NA,NA
"1609","6:17836877|17837583",NA,1,NA
"1610","6:18212487|18213781",NA,2,NA
"1611","6:18215006|18217885",NA,1,NA
"1612","6:18236451|18237516",NA,1,NA
"1613","6:1930102|1960966",NA,7,NA
"1614","6:20144219|20152769",NA,2,NA
"1615","6:21666403|21666645",NA,NA,1
"1616","6:24416396|24418578",NA,3,NA
"1617","6:27132295|27132524",NA,1,NA
"1618","6:30061514|30062333",NA,5,NA
"1619","6:30650993|30651466",NA,NA,1
"1620","6:30665312|30665478",NA,NA,3
"1621","6:30912458|30912610",NA,NA,2
"1622","6:31996600|31996828",NA,1,NA
"1623","6:32330430|32330588",NA,NA,3
"1624","6:33412793|33412953",1,NA,NA
"1625","6:33659549|33659894",NA,3,NA
"1626","6:35312301|35312772",NA,NA,1
"1627","6:36218010|36218226",2,NA,NA
"1628","6:42573733|42573993",NA,NA,2
"1629","6:42592150|42594304",NA,7,NA
"1630","6:47253255|47286595",NA,3,NA
"1631","6:4891712|4892379",NA,6,NA
"1632","6:53273219|53275261",NA,4,NA
"1633","6:5404541|5431172",NA,6,2
"1634","6:7176654|7189322",NA,5,1
"1635","6:75633726|75634084",2,NA,NA
"1636","6:75886003|75886994",NA,4,NA
"1637","6:79042842|79060818",NA,1,NA
"1638","6:82957311|83044659",NA,4,NA
"1639","6:85618817|85619417",NA,10,4
"1640","6:89722954|89725396",NA,2,NA
"1641","6:90303417|90303623",1,NA,NA
"1642","6:97282882|97283044",NA,NA,1
"1643","7:100812746|100813208",NA,29,11
"1644","7:101239962|101240141",NA,NA,1
"1645","7:102227366|102227669",NA,6,NA
"1646","7:102397619|102399648",NA,7,2
"1647","7:102399547|102404683",NA,NA,1
"1648","7:102541349|102541500",NA,1,NA
"1649","7:102640460|102640611",NA,1,NA
"1650","7:102757853|102761411",NA,2,1
"1651","7:103321931|103322794",NA,4,NA
"1652","7:105062163|105091314",NA,NA,1
"1653","7:105160506|105168095",NA,3,NA
"1654","7:105459167|105465414",NA,2,NA
"1655","7:105462620|105468463",NA,2,NA
"1656","7:106097689|106099282",NA,1,NA
"1657","7:107362032|107372760",NA,3,NA
"1658","7:107372343|107372594",2,NA,NA
"1659","7:1087244|1087426",NA,NA,2
"1660","7:11446060|11447424",NA,4,NA
"1661","7:118185646|118188405",NA,12,NA
"1662","7:122379367|122393582",NA,1,NA
"1663","7:127704838|127721400",NA,3,4
"1664","7:128479157|128480696",NA,1,NA
"1665","7:128579998|128592017",NA,4,NA
"1666","7:129014978|129018157",NA,3,NA
"1667","7:130304477|130306897",NA,3,NA
"1668","7:130945719|131052555",NA,2,NA
"1669","7:135193230|135193672",NA,6,NA
"1670","7:137903958|137908436",NA,2,NA
"1671","7:139715931|139717015",NA,NA,1
"1672","7:140355667|140358785",NA,5,1
"1673","7:140702865|140704963",NA,1,2
"1674","7:143399488|143399650",1,NA,NA
"1675","7:1438839|1438991",NA,NA,1
"1676","7:148846469|148847305",NA,1,NA
"1677","7:1489414|1489590",NA,NA,3
"1678","7:149018991|149021147",NA,NA,4
"1679","7:149153944|149154340",NA,13,NA
"1680","7:149779107|149779292",NA,NA,1
"1681","7:150852190|150852377",NA,2,NA
"1682","7:151117094|151118632",NA,4,NA
"1683","7:151192518|151192742",NA,NA,1
"1684","7:151477332|151498180",NA,1,NA
"1685","7:151484736|151498180",NA,2,NA
"1686","7:152309965|152315338",NA,3,NA
"1687","7:156756392|156826744",NA,1,NA
"1688","7:156826604|156836885",NA,7,NA
"1689","7:157358546|157367483",NA,1,NA
"1690","7:157363160|157367483",NA,1,NA
"1691","7:158667383|158668395",NA,NA,1
"1692","7:158667470|158668395",NA,NA,2
"1693","7:158667499|158668162",NA,NA,1
"1694","7:158667846|158668395",NA,NA,1
"1695","7:158759485|158764853",NA,8,NA
"1696","7:16681300|16689906",NA,2,3
"1697","7:17814833|17875790",NA,1,NA
"1698","7:2229983|2230727",NA,6,NA
"1699","7:23185069|23187146",NA,7,NA
"1700","7:23507419|23513082",NA,2,NA
"1701","7:2364371|2366448",NA,5,NA
"1702","7:2374606|2375344",2,NA,NA
"1703","7:24620051|24650712",NA,7,NA
"1704","7:24623662|24641868",NA,1,NA
"1705","7:24623662|24650712",NA,NA,1
"1706","7:24623665|24641868",NA,1,NA
"1707","7:26206367|26208555",NA,NA,3
"1708","7:27629370|27632445",NA,22,1
"1709","7:27629370|27649633",NA,9,1
"1710","7:27748517|27758133",NA,4,NA
"1711","7:27765833|27766021",NA,5,NA
"1712","7:27796115|27800090",NA,NA,1
"1713","7:30550635|30562128",NA,2,NA
"1714","7:30655423|30655579",NA,NA,1
"1715","7:32988506|32988652",NA,1,1
"1716","7:43639448|43640649",NA,21,2
"1717","7:44106887|44107040",1,NA,NA
"1718","7:44674410|44675268",NA,1,NA
"1719","7:50669721|50703908",NA,NA,1
"1720","7:50703820|50710990",NA,8,NA
"1721","7:56078101|56078508",NA,1,NA
"1722","7:56083277|56083715",NA,10,1
"1723","7:5912842|5923962",NA,1,NA
"1724","7:5923386|5923962",NA,12,1
"1725","7:64336258|64336982",NA,NA,3
"1726","7:6466070|6469754",NA,1,NA
"1727","7:66573384|66576929",NA,3,3
"1728","7:66573384|66576932",NA,3,NA
"1729","7:66993216|66994341",NA,6,1
"1730","7:67098540|67117618",NA,1,NA
"1731","7:677228|711527",NA,11,NA
"1732","7:6800947|6801523",NA,8,1
"1733","7:6800947|6812063",NA,2,NA
"1734","7:69899285|69899498",NA,5,2
"1735","7:72807065|72807356",NA,9,4
"1736","7:72890626|72891110",NA,3,NA
"1737","7:73115183|73115356",NA,NA,1
"1738","7:73190065|73191554",NA,1,NA
"1739","7:73229566|73230260",NA,2,NA
"1740","7:73595358|73595636",NA,3,NA
"1741","7:73686635|73687095",NA,5,NA
"1742","7:74356409|74357477",NA,4,NA
"1743","7:74782938|74783632",NA,NA,4
"1744","7:74832804|74836383",NA,NA,1
"1745","7:74887682|74888397",NA,3,NA
"1746","7:75057528|75070769",NA,NA,4
"1747","7:75474703|75475188",NA,2,NA
"1748","7:75515717|75526007",NA,2,NA
"1749","7:76618182|76618615",NA,1,NA
"1750","7:770470|775162",NA,2,NA
"1751","7:77109937|77113483",NA,1,NA
"1752","7:77254563|77254778",1,NA,NA
"1753","7:77765494|77773314",NA,4,NA
"1754","7:854919|857957",NA,8,NA
"1755","7:95111258|95120832",NA,6,NA
"1756","7:96208837|96277338",NA,1,NA
"1757","7:99388038|99390012",NA,2,1
"1758","8:100287500|100288267",NA,6,NA
"1759","8:100704296|100705673",NA,4,NA
"1760","8:102360070|102361626",NA,19,NA
"1761","8:103246293|103246684",NA,1,NA
"1762","8:10826151|10832984",NA,3,NA
"1763","8:11304840|11319838",NA,5,NA
"1764","8:115587000|115587604",NA,2,NA
"1765","8:115587000|115623758",NA,8,NA
"1766","8:116655855|116658980",NA,NA,4
"1767","8:119928399|119929938",NA,NA,2
"1768","8:120001524|120009133",NA,2,NA
"1769","8:120315586|120315774",NA,7,NA
"1770","8:124538689|124539024",1,NA,NA
"1771","8:125049005|125050665",NA,9,NA
"1772","8:127890588|127890998",NA,10,NA
"1773","8:129552504|129552681",NA,4,NA
"1774","8:130236921|130358143",NA,3,NA
"1775","8:130248517|130248693",NA,NA,2
"1776","8:132077557|132077725",1,NA,NA
"1777","8:135542653|135582073",NA,5,NA
"1778","8:139885878|139910300",NA,2,NA
"1779","8:140864311|140890769",NA,1,NA
"1780","8:141151618|141155970",NA,3,NA
"1781","8:143579853|143580011",2,NA,NA
"1782","8:143823170|143823323",NA,2,2
"1783","8:144190783|144200541",NA,12,NA
"1784","8:144464290|144464459",1,NA,NA
"1785","8:144512391|144512561",NA,1,NA
"1786","8:17589467|17589765",NA,3,NA
"1787","8:17950614|17953186",NA,9,NA
"1788","8:18867673|18872733",NA,NA,3
"1789","8:19826425|19830559",NA,2,NA
"1790","8:21977769|21980203",NA,1,NA
"1791","8:22310074|22310248",NA,NA,1
"1792","8:25399910|25401066",NA,7,NA
"1793","8:27294079|27294310",NA,1,1
"1794","8:27525361|27536855",NA,NA,1
"1795","8:27748076|27748279",NA,NA,3
"1796","8:28028995|28029265",NA,2,NA
"1797","8:28360651|28360884",NA,NA,1
"1798","8:30888467|30888635",NA,3,NA
"1799","8:37765525|37766355",NA,10,2
"1800","8:37877108|37877551",NA,3,5
"1801","8:38114191|38119363",NA,2,NA
"1802","8:38429681|38429948",NA,1,NA
"1803","8:39136656|39151548",NA,1,NA
"1804","8:39160896|39169997",NA,NA,1
"1805","8:47279861|47294030",NA,2,NA
"1806","8:47284027|47294030",NA,1,NA
"1807","8:47407860|47440542",NA,1,NA
"1808","8:47595810|47599196",NA,1,NA
"1809","8:47927581|47927770",1,NA,NA
"1810","8:51339623|51345947",NA,4,NA
"1811","8:51860844|51861246",NA,12,NA
"1812","8:53984362|54000050",NA,1,NA
"1813","8:55941854|55947723",NA,5,NA
"1814","8:60584207|60591969",NA,2,NA
"1815","8:60794985|60801593",NA,6,NA
"1816","8:61680967|61684188",NA,38,4
"1817","8:66601697|66602523",NA,NA,1
"1818","8:66831253|66836074",NA,1,NA
"1819","8:67257731|67258290",NA,NA,3
"1820","8:70159504|70162854",NA,9,NA
"1821","8:70213902|70216764",NA,5,NA
"1822","8:70583163|70583793",NA,3,NA
"1823","8:73673106|73688813",NA,4,NA
"1824","8:73971906|73972076",NA,NA,1
"1825","8:85216307|85216497",NA,NA,1
"1826","8:85217055|85217385",NA,NA,1
"1827","8:88693665|88693834",2,NA,NA
"1828","8:94664696|94665196",NA,20,NA
"1829","8:9615677|9615862",NA,NA,1
"1830","8:98706466|98707311",NA,15,NA
"1831","9:101547398|101550785",NA,NA,4
"1832","9:101550785|101551068",NA,2,NA
"1833","9:104819763|104819926",1,NA,NA
"1834","9:109050282|109050692",NA,1,NA
"1835","9:109080838|109087342",NA,3,NA
"1836","9:110972072|110973558",NA,21,6
"1837","9:111440371|111444494",NA,NA,1
"1838","9:112149243|112157613",NA,2,NA
"1839","9:112250928|112252788",NA,4,NA
"1840","9:113256113|113257185",NA,1,NA
"1841","9:115076031|115076575",NA,1,NA
"1842","9:119208718|119214155",NA,2,NA
"1843","9:119238654|119249150",NA,6,NA
"1844","9:119313137|119313405",NA,3,NA
"1845","9:121860336|121870748",NA,2,NA
"1846","9:123557569|123583270",NA,4,NA
"1847","9:124301935|124313985",NA,NA,4
"1848","9:125263700|125263859",2,NA,NA
"1849","9:126392065|126421948",NA,3,NA
"1850","9:128179084|128179243",NA,NA,3
"1851","9:128492425|128492805",NA,1,1
"1852","9:128723721|128723951",NA,1,NA
"1853","9:128921668|128921840",1,NA,NA
"1854","9:129128984|129131639",NA,NA,2
"1855","9:129807187|129809032",NA,5,1
"1856","9:130458400|130458589",NA,1,NA
"1857","9:131111596|131117918",NA,2,NA
"1858","9:131162990|131164144",NA,1,NA
"1859","9:131430089|131432794",NA,4,NA
"1860","9:133066529|133067205",NA,6,2
"1861","9:133412298|133412921",NA,1,NA
"1862","9:134882525|134886564",NA,2,NA
"1863","9:135500997|135501973",NA,2,NA
"1864","9:135565801|135565980",1,NA,NA
"1865","9:135850136|135862608",NA,4,NA
"1866","9:135881632|135883078",NA,1,3
"1867","9:137050067|137050283",6,11,NA
"1868","9:137618373|137618530",NA,1,NA
"1869","9:14120190|14120439",1,NA,NA
"1870","9:14146688|14179780",NA,12,NA
"1871","9:15199860|15211397",NA,6,NA
"1872","9:15224169|15224339",NA,NA,3
"1873","9:17018789|17018986",NA,2,NA
"1874","9:19063007|19063580",NA,NA,1
"1875","9:19120879|19121165",NA,1,1
"1876","9:19356971|19358160",NA,6,NA
"1877","9:23522014|23540724",NA,5,NA
"1878","9:27944580|27944748",NA,2,NA
"1879","9:33135188|33135424",NA,NA,2
"1880","9:33271151|33278225",NA,2,NA
"1881","9:33886880|33912098",NA,7,NA
"1882","9:33953284|33956146",NA,9,1
"1883","9:33953284|33963791",NA,21,NA
"1884","9:33971650|33973237",NA,93,28
"1885","9:33971650|33989126",NA,6,NA
"1886","9:33986759|33998864",NA,1,NA
"1887","9:33986759|34017189",1,NA,NA
"1888","9:35236468|35243364",NA,NA,2
"1889","9:35558567|35559121",NA,NA,1
"1890","9:35841267|35841421",NA,NA,1
"1891","9:36197550|36199096",NA,5,NA
"1892","9:37424844|37426654",NA,44,NA
"1893","9:65682765|65693473",NA,NA,1
"1894","9:6880011|6893232",NA,23,NA
"1895","9:69220886|69252900",NA,NA,1
"1896","9:69449583|69476143",NA,1,NA
"1897","9:72694542|72700643",NA,4,NA
"1898","9:75016267|75017448",NA,NA,5
"1899","9:77425561|77434522",NA,3,NA
"1900","9:84702158|84710791",NA,20,NA
"1901","9:85692688|85712566",NA,2,NA
"1902","9:85956359|85962180",NA,4,NA
"1903","9:89404995|89405350",NA,NA,1
"1904","9:89605666|89605880",NA,2,1
"1905","9:93471140|93476338",NA,NA,4
"1906","9:94773001|94801002",NA,4,NA
"1907","9:94923985|94928531",NA,NA,2
"1908","9:94923985|94956015",NA,4,NA
"1909","9:96458378|96458541",NA,1,NA
"1910","9:96458378|96471094",NA,NA,1
"1911","9:98075569|98077017",NA,NA,1
"1912","X:10063444|10067490",NA,4,2
"1913","X:101041316|101042312",NA,4,NA
"1914","X:103687827|103687988",NA,NA,1
"1915","X:119629317|119629508",NA,4,NA
"1916","X:135640135|135640329",NA,8,NA
"1917","X:136147878|136148032",NA,NA,2
"1918","X:136680579|136680730",NA,1,NA
"1919","X:139596361|139596548",NA,1,NA
"1920","X:139945047|139945199",NA,NA,1
"1921","X:149944570|149944866",2,NA,NA
"1922","X:150751240|150751436",1,NA,NA
"1923","X:152189573|152189729",NA,NA,1
"1924","X:15455498|15455847",NA,1,NA
"1925","X:16698922|16702941",NA,8,NA
"1926","X:19683822|19695741",NA,1,NA
"1927","X:22111466|22133624",NA,3,NA
"1928","X:37386598|37426000",NA,9,NA
"1929","X:37406208|37426000",NA,NA,3
"1930","X:38286884|38287093",NA,3,NA
"1931","X:46643235|46651223",NA,3,NA
"1932","X:49179489|49179692",NA,NA,1
"1933","X:53614533|53615835",NA,13,NA
"1934","X:53645310|53654131",NA,2,NA
"1935","X:53987077|53987944",NA,2,NA
"1936","X:54298174|54301859",NA,1,NA
"1937","X:56982550|56982755",NA,5,NA
"1938","X:63307345|63307505",NA,NA,2
"1939","X:71368053|71375286",NA,2,NA
"1940","X:77870807|77875597",NA,NA,1
"1941","X:9939366|9939445",NA,NA,1
