"","circ_id","mma1","mma2","mma3"
"1","1:100007729|100007915",NA,NA,"15.000"
"3481","2:88934461|88958356","13.000",NA,NA
"3482","2:88934461|88965874","36.000","92.000",NA
"3483","2:88934461|88976240","2.000",NA,NA
"3484","2:88934461|88987771","2.000",NA,NA
"3485","2:88941203|88942184",NA,"55.000",NA
"3486","2:88941203|88965874","5.000",NA,"31.000"
"3487","2:89008762|89015372","1.000",NA,NA
"3488","2:89467816|89470007","9.000",NA,NA
"3489","2:89539043|89540255","3.000",NA,NA
"3490","2:89600247|89601469","1.000",NA,NA
"3491","2:90223368|90234021","8.000",NA,NA
"3492","2:90240388|90271417",NA,"6.000",NA
"3493","2:90909468|90934079","1.000",NA,NA
"3494","2:90917994|90929680","2.000",NA,NA
"3495","2:90917994|90934079","38.000",NA,NA
"3496","2:91253391|91256170","5.000",NA,NA
"3497","2:9226303|9226454","3.000",NA,NA
"3498","2:92481883|92493245","6.000",NA,NA
"3499","2:92481883|92501920",NA,"82.000",NA
"3500","2:92483951|92511561","1.000",NA,NA
"3501","2:92501749|92530245",NA,NA,"21.000"
"3502","2:92717477|92720782","6.000",NA,NA
"3503","2:92745322|92750821","6.000",NA,NA
"3504","2:92759389|92760777",NA,NA,"1.000"
"3505","2:9315422|9493639","4.000",NA,NA
"3506","2:93601746|93619449","4.000",NA,NA
"3507","2:9433510|9433712",NA,NA,"18.000"
"3508","2:94526739|94533441","9.000",NA,NA
"3509","2:94853348|94854011","4.000",NA,NA
"3510","2:9610972|9669575","2.000",NA,NA
"3511","2:97191750|97195084",NA,NA,"14.000"
"3512","2:97677337|97712926",NA,NA,"18.000"
"3513","2:98571758|98575695","4.000",NA,NA
"3514","2:98584767|98587019","4.000",NA,NA
"3515","2:99503412|99510872","1.000",NA,NA
"3516","2:99529562|99531285","3.000",NA,NA
"3517","2:99630164|99635006","4.000",NA,NA
"3518","20:10415107|10415946","5.000",NA,"20.000"
"3519","20:10859105|10859588",NA,NA,"18.000"
"3520","20:10931898|10946762","2.000",NA,NA
"3521","20:10983804|11008627","4.000",NA,NA
"3522","20:10983804|11022179","1.000",NA,NA
"3523","20:10983804|11088567","4.000",NA,"30.000"
"3524","20:11099923|11100124","4.000",NA,NA
"3525","20:112604|115092","6.000",NA,NA
"3526","20:11440744|11440957",NA,"42.000",NA
"3527","20:11732674|11736351","5.000",NA,NA
"3528","20:11800405|11801698",NA,NA,"18.000"
"3529","20:11846916|11849354",NA,NA,"26.000"
"3530","20:11910485|11919102","3.000",NA,NA
"3531","20:11919031|11939336","7.000",NA,NA
"3532","20:11919036|11939336","4.000",NA,NA
"3533","20:11937361|11937501","6.000",NA,NA
"3534","20:12017728|12022298","1.000",NA,NA
"3535","20:125729|128212","5.000",NA,NA
"3536","20:1323180|1329604","3.000",NA,NA
"3537","20:13898412|13905841","2.000",NA,NA
"3538","20:14204904|14211225","5.000",NA,NA
"3539","20:14564966|14578039","1.000",NA,NA
"3540","20:14577961|14588805","4.000",NA,NA
"3541","20:14610071|14610302",NA,NA,"26.000"
"3542","20:14633032|14643210","2.000",NA,NA
"3543","20:1473342|1474528","5.000",NA,NA
"3544","20:14871527|14872176","20.000",NA,"45.000"
"3545","20:14918222|14948234","13.000",NA,NA
"3546","20:15200417|15201870","1.000",NA,NA
"3547","20:15200417|15203087","1.000",NA,NA
"3548","20:15244342|15247045","11.000",NA,NA
"3549","20:15458849|15463233","2.000",NA,NA
"3550","20:15578558|15588811",NA,"15.000",NA
"3551","20:15684359|15684567","3.000",NA,NA
"3552","20:15695201|15695401","5.000",NA,NA
"3553","20:16859608|16862941","2.000",NA,NA
"3554","20:16862902|16865520",NA,"20.000",NA
"3555","20:16960771|16961282","12.000",NA,"60.000"
"3556","20:17661609|17666239","3.000",NA,NA
"3557","20:17677647|17686415","3.000",NA,NA
"3558","20:17681359|17686415","5.000",NA,NA
"3559","20:1837845|1838497","4.000",NA,NA
"3560","20:18456927|18481166","5.000",NA,NA
"3561","20:18470580|18481166","1.000",NA,NA
"3562","20:18473122|18511176","2.000",NA,NA
"3563","20:19555332|19563967","4.000",NA,NA
"3564","20:19755584|19812910","2.000",NA,NA
"3565","20:20385325|20391113",NA,NA,"14.000"
"3566","20:20573125|20574503",NA,"34.000",NA
"3567","20:20616176|20616747",NA,NA,"23.000"
"3568","20:2086473|2088734","4.000",NA,NA
"3569","20:21413368|21419469","4.000",NA,NA
"3570","20:21416792|21417830",NA,NA,"17.000"
"3571","20:22376459|22379853","3.000","52.000",NA
"3572","20:23103689|23111555",NA,"27.000",NA
"3573","20:23103689|23133652","4.000",NA,"20.000"
"3574","20:23133208|23148197",NA,NA,"27.000"
"3575","20:23151288|23161989","12.000",NA,NA
"3576","20:23163053|23166928","7.000",NA,NA
"3577","20:23518376|23529113","2.000",NA,NA
"3578","20:2356315|2363324",NA,"31.000",NA
"3579","20:2361925|2363324","3.000",NA,NA
"3580","20:2605096|2613803","8.000",NA,"11.000"
"3581","20:26500196|26504052",NA,"14.000",NA
"3582","20:2678641|2690037",NA,"34.000","7.000"
"3583","20:26951191|26954327","6.000",NA,NA
"3584","20:27000236|27001833",NA,NA,"12.000"
"3585","20:27369384|27370578","9.000",NA,NA
"3586","20:27555083|27555596",NA,NA,"15.000"
"3587","20:27902265|27902735","1.000",NA,NA
"3588","20:28000771|28001018",NA,NA,"33.000"
"3589","20:28000771|28002825","8.000",NA,NA
"3590","20:28070540|28072862","36.000","96.000","150.000"
"3591","20:28112808|28113060",NA,NA,"49.000"
"3592","20:28122836|28131618","2.000",NA,NA
"3593","20:28516702|28517271","12.000",NA,NA
"3594","20:28579252|28579511",NA,"16.000",NA
"3595","20:2869314|2869599","4.000",NA,NA
"3596","20:28807800|28823963","5.000",NA,NA
"3597","20:29315652|29316414",NA,"19.000",NA
"3598","20:29809840|29810457","8.000",NA,NA
"3599","20:29810150|29811061",NA,"25.000",NA
"3600","20:29812442|29817515",NA,NA,"17.000"
"3601","20:29813714|29818400","1.000",NA,NA
"3602","20:29815582|29815924",NA,NA,"1.000"
"3603","20:29815651|29815924",NA,NA,"13.000"
"3604","20:29815668|29815889","3.000",NA,NA
"3605","20:29816425|29817735",NA,"3.000",NA
"3606","20:29816431|29818038",NA,"2.000",NA
"3607","20:29817651|29817803",NA,NA,"37.000"
"3608","20:29817962|29818150",NA,NA,"14.000"
"3609","20:29817977|29818150",NA,NA,"23.000"
"3610","20:29818038|29837935","3.000",NA,NA
"3611","20:29818740|29819030",NA,NA,"14.000"
"3612","20:33367183|33370808",NA,NA,"17.000"
"3613","20:336002|344686","3.000",NA,NA
"3614","20:33733378|33743972","9.000",NA,NA
"3615","20:33740474|33743972",NA,NA,"25.000"
"3616","20:33749090|33750935","3.000",NA,NA
"3617","20:34061116|34061782","5.000",NA,NA
"3618","20:34572927|34591378","12.000",NA,NA
"3619","20:34572927|34621036","5.000",NA,"3.000"
"3620","20:35279784|35285171",NA,NA,"16.000"
"3621","20:35315501|35358981","6.000",NA,NA
"3622","20:35334776|35355483",NA,NA,"25.000"
"3623","20:35334776|35358981","31.000","38.000",NA
"3624","20:35351723|35358981",NA,"39.000","12.000"
"3625","20:35405387|35407251","3.000",NA,NA
"3626","20:3542114|3543504","8.000",NA,NA
"3627","20:37164320|37175849","2.000",NA,NA
"3628","20:3796431|3806132","5.000",NA,NA
"3629","20:3796431|3831365",NA,NA,"17.000"
"3630","20:3840279|3862267",NA,"10.000",NA
"3631","20:3859762|3862267","4.000",NA,NA
"3632","20:3859762|3896728","2.000",NA,NA
"3633","20:3896015|3896728","5.000",NA,NA
"3634","20:4024154|4028448",NA,NA,"55.000"
"3635","20:40257104|40274242","2.000",NA,NA
"3636","20:40272627|40274242","8.000",NA,NA
"3637","20:40272627|40329018","2.000",NA,NA
"3638","20:40423540|40426237",NA,NA,"2.000"
"3639","20:40565200|40617799",NA,NA,"6.000"
"3640","20:40577775|40589549","14.000",NA,NA
"3641","20:40586161|40592328","4.000",NA,NA
"3642","20:40588642|40594198","3.000",NA,NA
"3643","20:40591132|40608014","1.000",NA,NA
"3644","20:40625922|40627856",NA,NA,"25.000"
"3645","20:40775850|40782976","3.000",NA,NA
"3646","20:40932289|40933583","10.000",NA,NA
"3647","20:40932289|41060436",NA,NA,"19.000"
"3648","20:40948407|41014789","1.000",NA,NA
"3649","20:40998866|41005046",NA,NA,"22.000"
"3650","20:40998866|41014789","19.000",NA,NA
"3651","20:40998866|41060436",NA,"31.000",NA
"3652","20:41004902|41060436","5.000",NA,NA
"3653","20:42032936|42043914",NA,NA,"24.000"
"3654","20:4319128|4320043","31.000","26.000","45.000"
"3655","20:43588584|43592047","22.000",NA,NA
"3656","20:43603665|43605288",NA,NA,"20.000"
"3657","20:4396591|4397902","4.000",NA,NA
"3658","20:4399798|4400391","4.000",NA,NA
"3659","20:44312416|44315054","4.000",NA,NA
"3660","20:44353243|44360964","4.000",NA,NA
"3661","20:44373288|44382302","7.000",NA,NA
"3662","20:45256674|45264363","1.000",NA,NA
"3663","20:4538978|4542970","4.000",NA,NA
"3664","20:45759199|45763875","6.000",NA,NA
"3665","20:45759199|45764698","4.000",NA,NA
"3666","20:45762698|45765178","9.000",NA,NA
"3667","20:45808652|45809211","20.000","38.000",NA
"3668","20:45838878|45851501","1.000",NA,NA
"3669","20:45930871|45934825","7.000",NA,NA
"3670","20:4726612|4729370","5.000",NA,NA
"3671","20:4728518|4729370",NA,NA,"28.000"
"3672","20:4728518|4734391","7.000",NA,NA
"3673","20:4734273|4734696","4.000",NA,NA
"3674","20:4751703|4758126","3.000",NA,NA
"3675","20:4762015|4764377","7.000",NA,NA
"3676","20:5128449|5131133","6.000",NA,NA
"3677","20:5128449|5139487",NA,"22.000",NA
"3678","20:53993615|54000514",NA,"29.000",NA
"3679","20:54215116|54265429","3.000",NA,"22.000"
"3680","20:54215116|54265460","5.000",NA,NA
"3681","20:54632435|54632614","4.000",NA,"8.000"
"3682","20:54830402|54830729","3.000",NA,NA
"3683","20:54880733|54881731","1.000",NA,NA
"3684","20:55084972|55085232",NA,"44.000",NA
"3685","20:55343396|55344531","2.000","11.000","33.000"
"3686","20:55343396|55348035","22.000",NA,NA
"3687","20:55383378|55407079",NA,NA,"14.000"
"3688","20:55383378|55414768","5.000",NA,NA
"3689","20:55590348|55590734","4.000",NA,NA
"3690","20:56047659|56050978","7.000",NA,NA
"3691","20:56408536|56421481","1.000",NA,NA
"3692","20:56489962|56500371","7.000",NA,NA
"3693","20:56615792|56622938","1.000",NA,NA
"3694","20:56624985|56626832","10.000",NA,"13.000"
"3695","20:56904716|56936407","2.000",NA,"23.000"
"3696","20:57045298|57057466","1.000",NA,NA
"3697","20:58569882|58579640","3.000",NA,NA
"3698","20:58569882|58640298",NA,NA,"2.000"
"3699","20:58717035|58717498","7.000",NA,NA
"3700","20:59419496|59422695","3.000",NA,NA
"3701","20:59758993|59773019","7.000",NA,NA
"3702","20:59784323|59784789","3.000",NA,NA
"3703","20:59791532|59791930","1.000",NA,NA
"3704","20:59791532|59796057","4.000",NA,NA
"3705","20:59847808|59850644","3.000",NA,NA
"3706","20:60949268|60961097","2.000",NA,NA
"3707","20:60990954|60992558","3.000",NA,NA
"3708","20:61030083|61030557",NA,NA,"18.000"
"3709","20:61148505|61186432",NA,NA,"4.000"
"3710","20:61341094|61343976","2.000",NA,NA
"3711","20:61355770|61360826","3.000",NA,NA
"3712","20:61441293|61446949","4.000",NA,NA
"3713","20:61597680|61599270","1.000",NA,NA
"3714","20:61642406|61649048","4.000",NA,NA
"3715","20:61886302|61915663","2.000",NA,NA
"3716","20:61901428|61906529","5.000","9.000",NA
"3717","20:61901428|61920417","3.000",NA,NA
"3718","20:62053362|62063694",NA,"14.000",NA
"3719","20:62379351|62402198","6.000",NA,NA
"3720","20:62399250|62412656","3.000",NA,NA
"3721","20:62639234|62640736","2.000",NA,NA
"3722","20:62653483|62656879","5.000",NA,NA
"3723","20:65685311|65689569",NA,NA,"21.000"
"3724","20:67712985|67713577","2.000",NA,NA
"3725","20:700924|701067",NA,NA,"17.000"
"3726","20:71114769|71115256","8.000",NA,NA
"3727","20:71745171|71757797","3.000",NA,NA
"3728","20:72664966|72665185","65.000","319.000","205.000"
"3729","20:74740726|74746747","8.000",NA,NA
"3730","20:74990666|75032132","3.000",NA,NA
"3731","20:75017402|75019375","1.000",NA,NA
"3732","20:75031892|75052752",NA,NA,"21.000"
"3733","20:75042528|75052752","13.000",NA,"63.000"
"3734","20:75618496|75621111","15.000","30.000",NA
"3735","20:76447533|76449208","3.000",NA,NA
"3736","20:76447533|76452308","7.000",NA,NA
"3737","20:76449123|76452244",NA,NA,"27.000"
"3738","20:76449123|76452649","1.000","16.000",NA
"3739","20:76584500|76591616","2.000",NA,NA
"3740","20:76843526|76846894","9.000",NA,NA
"3741","20:76937167|76938494","3.000",NA,NA
"3742","20:8928753|8934714",NA,"1.000",NA
"3743","20:8939604|8941514","11.000",NA,"15.000"
"3744","20:8954029|8955043","4.000",NA,NA
"3745","20:897475|910097",NA,NA,"20.000"
"3746","20:910031|926640","1.000",NA,NA
"3747","20:963267|965440","1.000",NA,NA
"3748","3:101767066|101773519",NA,NA,"19.000"
"3749","3:10229590|10239294","1.000",NA,NA
"3750","3:10239127|10241250","11.000",NA,"11.000"
"3751","3:10253710|10269360","11.000",NA,NA
"3752","3:10258351|10263813","23.000",NA,"38.000"
"3753","3:10258351|10263818",NA,NA,"64.000"
"3754","3:10336933|10337202","4.000",NA,NA
"3755","3:10393815|10394229",NA,"43.000",NA
"3756","3:104144746|104234476","5.000",NA,NA
"3757","3:107184059|107259123","9.000",NA,NA
"3758","3:107461799|107476741","6.000",NA,NA
"3759","3:108023365|108036851",NA,NA,"23.000"
"3760","3:108027000|108032964","1.000",NA,NA
"3761","3:109825042|109836738",NA,NA,"12.000"
"3762","3:109905123|109969236","1.000",NA,NA
"3763","3:110535647|110545256","5.000",NA,NA
"3764","3:1116115|1116370","2.000",NA,NA
"3765","3:112774915|112803012",NA,NA,"15.000"
"3766","3:113514501|113516694",NA,"16.000",NA
"3767","3:113625536|113626515","11.000",NA,NA
"3768","3:113625536|113634290","2.000",NA,NA
"3769","3:113684947|113686963",NA,NA,"24.000"
"3770","3:113746415|113777774","1.000",NA,NA
"3771","3:113802395|113834414","7.000",NA,"9.000"
"3772","3:113802395|113851872",NA,NA,"17.000"
"3773","3:113802395|113871688","3.000",NA,NA
"3774","3:113851363|113851872","2.000",NA,NA
"3775","3:113900988|113917491",NA,NA,"18.000"
"3776","3:113903842|113938206","5.000",NA,NA
"3777","3:113909221|113926133","2.000",NA,NA
"3778","3:113912351|113926133","12.000",NA,NA
"3779","3:114015120|114026794","2.000",NA,NA
"3780","3:114020365|114026794","1.000",NA,NA
"3781","3:114022085|114026794","1.000",NA,NA
"3782","3:114027897|114036798","9.000",NA,NA
"3783","3:114045411|114057783","2.000",NA,NA
"3784","3:114131096|114133966","1.000",NA,NA
"3785","3:114336903|114479938","3.000",NA,NA
"3786","3:115699300|115700002",NA,NA,"23.000"
"3787","3:115770699|115794180","7.000",NA,NA
"3788","3:11686950|11720184","15.000",NA,NA
"3789","3:118765968|118768607","3.000",NA,NA
"3790","3:118942382|118942536","3.000",NA,NA
"3791","3:125579711|125632938","7.000",NA,NA
"3792","3:12723329|12757272",NA,"22.000",NA
"3793","3:127872027|127874272","1.000",NA,NA
"3794","3:128449331|128449812","14.000",NA,NA
"3795","3:128454095|128461676","4.000",NA,NA
"3796","3:128544045|128672845","13.000",NA,NA
"3797","3:128615978|128616949","8.000",NA,NA
"3798","3:128615978|128625167",NA,NA,"21.000"
"3799","3:128642829|128658678",NA,NA,"26.000"
"3800","3:128861230|128870792","2.000",NA,NA
"3801","3:129176052|129191432","1.000",NA,NA
"3802","3:129280599|129443992","1.000",NA,NA
"3803","3:129639094|129640457",NA,NA,"8.000"
"3804","3:13012302|13020624","5.000",NA,NA
"3805","3:130442109|130469892","2.000",NA,NA
"3806","3:130556644|130594252","4.000",NA,NA
"3807","3:13112403|13132467","7.000",NA,NA
"3808","3:131366910|131372211","1.000",NA,NA
"3809","3:131394835|131395601","6.000",NA,NA
"3810","3:131789706|131815969","2.000",NA,NA
"3811","3:131845547|131856534","4.000",NA,NA
"3812","3:131851603|131860476","2.000",NA,NA
"3813","3:131858530|131864791","5.000",NA,NA
"3814","3:131873877|131875822",NA,"8.000",NA
"3815","3:131950107|131954861","1.000",NA,NA
"3816","3:132406294|132407899","27.000","17.000",NA
"3817","3:133544401|133611086","5.000",NA,NA
"3818","3:133561772|133572454","2.000",NA,NA
"3819","3:133593917|133596340","7.000",NA,NA
"3820","3:133902613|133935021","6.000",NA,NA
"3821","3:134068219|134074246","4.000",NA,NA
"3822","3:134068219|134077283","2.000",NA,NA
"3823","3:134694249|134721097","6.000",NA,NA
"3824","3:134799106|134830689","3.000",NA,NA
"3825","3:138600002|138600187","4.000",NA,NA
"3826","3:14048450|14052844",NA,NA,"31.000"
"3827","3:142243756|142244026","1.000",NA,NA
"3828","3:142924683|142925897","1.000",NA,NA
"3829","3:143164551|143303893",NA,NA,"2.000"
"3830","3:143303810|143334981","5.000",NA,NA
"3831","3:143332795|143378013",NA,NA,"17.000"
"3832","3:1433947|1434557","4.000",NA,NA
"3833","3:147250571|147251917","2.000",NA,NA
"3834","3:147250571|147270077","9.000",NA,NA
"3835","3:14801661|14806134","3.000",NA,NA
"3836","3:148504769|148545170","8.000",NA,NA
"3837","3:148524819|148545177","9.000",NA,NA
"3838","3:149104354|149133080","6.000",NA,NA
"3839","3:149878819|149928724","5.000",NA,NA
"3840","3:150118635|150122492","10.000",NA,"11.000"
"3841","3:151234614|151264540","7.000",NA,NA
"3842","3:151264409|151315471","11.000",NA,NA
"3843","3:151292570|151315471","17.000",NA,NA
"3844","3:15231117|15242042","4.000",NA,NA
"3845","3:154154692|154175767","3.000",NA,NA
"3846","3:155114364|155115824","3.000",NA,NA
"3847","3:155228839|155229890","3.000",NA,NA
"3848","3:155265125|155268286","30.000",NA,"11.000"
"3849","3:155457150|155458535",NA,NA,"16.000"
"3850","3:155984280|155986755","2.000",NA,NA
"3851","3:156144236|156145753","3.000",NA,NA
"3852","3:156331856|156333425","2.000",NA,NA
"3853","3:156331856|156341575",NA,NA,"21.000"
"3854","3:156389439|156425252","4.000",NA,NA
"3855","3:156415822|156417299","2.000",NA,NA
"3856","3:156848001|156866395","3.000",NA,NA
"3857","3:156908072|156914208","4.000",NA,NA
"3858","3:156908072|156950558","3.000",NA,NA
"3859","3:157683937|157721370","3.000",NA,NA
"3860","3:157692253|157692516","1.000",NA,NA
"3861","3:157697365|157709661","6.000",NA,"1.000"
"3862","3:159585075|159599335","3.000",NA,NA
"3863","3:159633135|159635384",NA,NA,"13.000"
"3864","3:162037202|162040205","4.000",NA,NA
"3865","3:164332511|164335792","3.000",NA,NA
"3866","3:165265074|165275747","1.000",NA,NA
"3867","3:165658872|165659044",NA,"23.000",NA
"3868","3:165682846|165689689","11.000",NA,NA
"3869","3:165682846|165699235",NA,"36.000",NA
"3870","3:165682846|165717835",NA,"18.000",NA
"3871","3:165822444|165836484","4.000",NA,NA
"3872","3:165836454|165841511","3.000",NA,NA
"3873","3:165988167|165990079",NA,"30.000",NA
"3874","3:165990046|166012606","1.000",NA,NA
"3875","3:166012324|166030864","5.000",NA,NA
"3876","3:166044244|166054766","5.000",NA,NA
"3877","3:166135022|166136106","19.000","25.000","23.000"
"3878","3:166459894|166476902","3.000",NA,NA
"3879","3:166473510|166476902","12.000",NA,NA
"3880","3:166858832|166858993","5.000",NA,NA
"3881","3:166879224|166885949","1.000",NA,NA
"3882","3:167158962|167163749","2.000",NA,NA
"3883","3:167181261|167198178","3.000",NA,NA
"3884","3:167981889|167989939","5.000",NA,NA
"3885","3:168138965|168140956","3.000",NA,NA
"3886","3:168382463|168410298","4.000",NA,NA
"3887","3:168417697|168441937","1.000",NA,NA
"3888","3:169731887|169736117",NA,NA,"30.000"
"3889","3:169977297|169977464","9.000",NA,NA
"3890","3:170750767|170752901","5.000",NA,NA
"3891","3:17339307|17348384","2.000",NA,NA
"3892","3:17339307|17357130","4.000",NA,NA
"3893","3:175215003|175219025",NA,NA,"11.000"
"3894","3:175215003|175228994","6.000",NA,NA
"3895","3:175400683|175403841","4.000","44.000",NA
"3896","3:176096606|176099619","8.000",NA,NA
"3897","3:17631802|17632592","4.000",NA,NA
"3898","3:176514036|176514960","35.000",NA,NA
"3899","3:177469211|177475029","3.000",NA,NA
"3900","3:177469211|177488278","19.000",NA,NA
"3901","3:177481956|177488278","7.000",NA,NA
"3902","3:177555905|177565936","6.000",NA,NA
"3903","3:177556547|177565936","2.000",NA,NA
"3904","3:177781549|177787420","4.000","40.000",NA
"3905","3:178140984|178161493","1.000",NA,NA
"3906","3:178159676|178161493","13.000",NA,NA
"3907","3:178209363|178227962","3.000",NA,NA
"3908","3:178209363|178240589",NA,"17.000",NA
"3909","3:178209363|178242345","6.000",NA,NA
"3910","3:178227842|178240589","4.000",NA,NA
"3911","3:178237266|178240589","2.000",NA,"12.000"
"3912","3:178237266|178242345","5.000",NA,NA
"3913","3:178237266|178261837","5.000",NA,NA
"3914","3:178241588|178242345","2.000",NA,NA
"3915","3:178769130|178791573","3.000",NA,NA
"3916","3:181675502|181683925","7.000",NA,"38.000"
"3917","3:181699203|181715758","1.000",NA,NA
"3918","3:181709476|181715758","6.000",NA,"36.000"
"3919","3:181735434|181743788","20.000",NA,NA
"3920","3:181762036|181765536","18.000",NA,NA
"3921","3:181762039|181765536","5.000",NA,NA
"3922","3:182815381|182845277","4.000",NA,NA
"3923","3:182845137|182855792",NA,"45.000",NA
"3924","3:183165680|183172735",NA,NA,"3.000"
"3925","3:183165680|183178072","7.000",NA,NA
"3926","3:183165680|183190950","4.000",NA,NA
"3927","3:183205378|183235115","5.000",NA,NA
"3928","3:183211036|183229323","6.000",NA,NA
"3929","3:183369227|183378878","1.000",NA,"25.000"
"3930","3:183377913|183378878","11.000",NA,NA
"3931","3:183394727|183398085","15.000",NA,NA
"3932","3:184706025|184711305","6.000",NA,NA
"3933","3:184730145|184746211","11.000",NA,NA
"3934","3:184740839|184746211","1.000",NA,NA
"3935","3:184818053|184823969","44.000",NA,NA
"3936","3:184819381|184823969","6.000","46.000",NA
"3937","3:184823886|184844674","2.000",NA,NA
"3938","3:184838529|184876119","1.000",NA,NA
"3939","3:184854149|184876119","2.000",NA,NA
"3940","3:20271281|20281990",NA,"13.000",NA
"3941","3:20663796|20689323","5.000",NA,NA
"3942","3:20663796|20711355","3.000",NA,NA
"3943","3:20681806|20689323","1.000","11.000","26.000"
"3944","3:20681806|20711355","4.000","15.000","10.000"
"3945","3:20688365|20689323","2.000",NA,NA
"3946","3:2629447|2649968","2.000",NA,NA
"3947","3:2679291|2699794",NA,NA,"15.000"
"3948","3:29071977|29074718","1.000",NA,NA
"3949","3:3039727|3040945",NA,NA,"15.000"
"3950","3:30974339|30983583","4.000",NA,NA
"3951","3:30998941|31012753","8.000",NA,NA
"3952","3:31004458|31037337","4.000",NA,NA
"3953","3:31022188|31031125","1.000",NA,NA
"3954","3:31027532|31065876","2.000",NA,NA
"3955","3:31031051|31037337","3.000",NA,NA
"3956","3:31044027|31081045",NA,NA,"22.000"
"3957","3:31052261|31081045","7.000",NA,NA
"3958","3:31077542|31081045","43.000","5.000",NA
"3959","3:31824664|31853350","22.000","44.000",NA
"3960","3:31824664|31859259","6.000",NA,NA
"3961","3:31851975|31859259","2.000",NA,NA
"3962","3:33045709|33068605",NA,"41.000",NA
"3963","3:33050780|33052149","12.000",NA,"23.000"
"3964","3:33051864|33061951","13.000",NA,NA
"3965","3:33065134|33068605",NA,"10.000",NA
"3966","3:33993060|33999946","5.000",NA,NA
"3967","3:35067112|35101062","2.000",NA,NA
"3968","3:35303088|35320806","1.000",NA,NA
"3969","3:35320071|35320806","3.000",NA,NA
"3970","3:35359261|35372450","1.000",NA,NA
"3971","3:35461945|35481223","5.000",NA,NA
"3972","3:3636978|3639022","6.000",NA,NA
"3973","3:37838041|37839363","6.000",NA,NA
"3974","3:38807029|38807355","6.000",NA,NA
"3975","3:38873507|38875543","8.000",NA,NA
"3976","3:38873507|38896527",NA,"7.000",NA
"3977","3:38984780|38985298","3.000",NA,NA
"3978","3:38990600|38990909","1.000",NA,NA
"3979","3:38990604|38990909","2.000",NA,NA
"3980","3:39295337|39302748","6.000",NA,NA
"3981","3:39422694|39422947",NA,NA,"19.000"
"3982","3:39741396|39742174","7.000",NA,NA
"3983","3:39755822|39766070","4.000",NA,NA
"3984","3:39799496|39803203",NA,"33.000",NA
"3985","3:398943|417107","3.000",NA,NA
"3986","3:39938912|39944460","3.000",NA,NA
"3987","3:39952907|39953980","4.000",NA,NA
"3988","3:40207518|40225769","12.000",NA,NA
"3989","3:40207518|40230055","7.000",NA,NA
"3990","3:40980572|40992341","5.000",NA,NA
"3991","3:41065516|41070508","8.000",NA,NA
"3992","3:41066837|41070508",NA,"7.000",NA
"3993","3:41447689|41453150","2.000","31.000",NA
"3994","3:41517694|41519247","3.000",NA,NA
"3995","3:41638814|41639420",NA,NA,"35.000"
"3996","3:41680090|41680283","2.000",NA,NA
"3997","3:42082948|42084046","1.000",NA,"33.000"
"3998","3:42285489|42285773","3.000",NA,"24.000"
"3999","3:42446085|42446254","1.000",NA,NA
"4000","3:42543230|42548033","1.000",NA,NA
"4001","3:42672357|42673726","1.000","40.000",NA
"4002","3:42766180|42771912","3.000",NA,NA
"4003","3:42771396|42771709","1.000",NA,NA
"4004","3:44345327|44347171","1.000",NA,NA
"4005","3:44380217|44380520","10.000","158.000","75.000"
"4006","3:44727295|44756358","9.000",NA,NA
"4007","3:448062|448512","27.000",NA,"36.000"
"4008","3:45058616|45062173","9.000",NA,NA
"4009","3:45526285|45547833","6.000",NA,NA
"4010","3:45542271|45555050","3.000",NA,NA
"4011","3:45547775|45555050","3.000",NA,NA
"4012","3:45564257|45565474",NA,NA,"15.000"
"4013","3:45802141|45809511","9.000",NA,NA
"4014","3:45812658|45835419","5.000",NA,NA
"4015","3:45814076|45817590","1.000",NA,NA
"4016","3:45814076|45832425","5.000",NA,NA
"4017","3:45814076|45835419","5.000",NA,NA
"4018","3:45820499|45822201","3.000",NA,"37.000"
"4019","3:45820499|45835419","5.000",NA,NA
"4020","3:46725661|46726742",NA,"35.000",NA
"4021","3:46725661|46728709","3.000",NA,NA
"4022","3:47061165|47073665","6.000",NA,NA
"4023","3:47061165|47075643","3.000",NA,"9.000"
"4024","3:47061165|47111620","6.000",NA,NA
"4025","3:47093790|47095022","3.000",NA,NA
"4026","3:47093790|47102553","2.000",NA,"17.000"
"4027","3:47097215|47105786","3.000",NA,NA
"4028","3:47105711|47112641","14.000",NA,NA
"4029","3:47107368|47113500",NA,NA,"12.000"
"4030","3:47137722|47139493",NA,"19.000",NA
"4031","3:47294611|47296086","3.000",NA,NA
"4032","3:4767962|4779068","1.000",NA,NA
"4033","3:50932800|50941283","2.000",NA,NA
"4034","3:50932800|50946927",NA,NA,"12.000"
"4035","3:51505575|51598890","2.000",NA,NA
"4036","3:52941249|52963384","4.000",NA,NA
"4037","3:53188442|53194525","3.000",NA,NA
"4038","3:53391018|53394010",NA,NA,"20.000"
"4039","3:53631665|53632611",NA,"25.000",NA
"4040","3:53844623|53853812","1.000",NA,NA
"4041","3:53872848|53873448","5.000",NA,NA
"4042","3:53967602|53977073","1.000",NA,NA
"4043","3:57232127|57233413","6.000",NA,NA
"4044","3:572959|577829",NA,NA,"34.000"
"4045","3:57847247|57847985",NA,"16.000",NA
"4046","3:59073513|59080052","6.000",NA,NA
"4047","3:64249053|64265416","3.000",NA,NA
"4048","3:64533492|64557201","16.000",NA,"3.000"
