"","circ_id","mpi1","mpi2","mpi3"
"1","scaffold0001:100759284|100759686",7,9,1
"2437","scaffold0011:38086106|38097555",4,19,1
"2438","scaffold0011:38094870|38097555",5,4,6
"2439","scaffold0011:38097274|38097555",10,32,2
"2440","scaffold0011:38209832|38212327",29,35,51
"2441","scaffold0011:41458517|41458790",9,26,18
"2442","scaffold0011:46372412|46376660",17,14,2
"2443","scaffold0011:46374698|46376660",1,2,3
"2444","scaffold0011:46472590|46479777",5,5,4
"2445","scaffold0011:46505388|46505976",3,7,9
"2446","scaffold0011:46612072|46616234",5,8,4
"2447","scaffold0011:46720187|46720978",5,13,8
"2448","scaffold0011:46720187|46721005",49,98,104
"2449","scaffold0011:46720187|46734093",76,90,103
"2450","scaffold0011:46730844|46734093",3,6,1
"2451","scaffold0011:476373|476554",1,1,3
"2452","scaffold0011:476377|476554",17,20,41
"2453","scaffold0011:5059168|5081106",34,32,25
"2454","scaffold0011:5124315|5141709",6,7,9
"2455","scaffold0011:5147945|5157494",2,1,2
"2456","scaffold0011:5185702|5204580",22,37,32
"2457","scaffold0011:52217335|52233716",6,1,4
"2458","scaffold0011:52308558|52309782",31,10,63
"2459","scaffold0011:52502862|52504807",20,46,26
"2460","scaffold0011:52697301|52701932",17,20,10
"2461","scaffold0011:53062567|53063651",41,47,47
"2462","scaffold0011:53138384|53138882",59,22,24
"2463","scaffold0011:53402598|53424796",2,2,5
"2464","scaffold0011:53447258|53452508",21,23,15
"2465","scaffold0011:53534213|53535826",14,22,34
"2466","scaffold0011:53563852|53565307",5,7,10
"2467","scaffold0011:53921486|53923222",11,12,5
"2468","scaffold0011:54573180|54582666",19,9,9
"2469","scaffold0011:55129802|55133685",11,3,6
"2470","scaffold0011:56289472|56295281",17,55,44
"2471","scaffold0011:56460750|56470320",1,3,5
"2472","scaffold0011:56616426|56620770",12,20,22
"2473","scaffold0011:56617386|56619404",41,47,37
"2474","scaffold0011:56695392|56696035",7,11,5
"2475","scaffold0011:56695392|56703137",16,18,3
"2476","scaffold0011:57712032|57712252",6,4,2
"2477","scaffold0011:58018052|58024584",2,10,9
"2478","scaffold0011:59725698|59729905",1,4,1
"2479","scaffold0011:59728726|59729905",12,52,36
"2480","scaffold0011:59810570|59825017",1,7,2
"2481","scaffold0011:59822340|59839413",11,22,8
"2482","scaffold0011:60845348|60845655",1,4,6
"2483","scaffold0011:60897235|60899251",2,8,10
"2484","scaffold0011:61231391|61286580",3,3,3
"2485","scaffold0011:61390434|61391605",12,5,1
"2486","scaffold0011:61744382|61746851",3,28,14
"2487","scaffold0011:61744382|61756616",25,18,2
"2488","scaffold0011:62041839|62042089",4,1,10
"2489","scaffold0011:62775062|62786978",17,7,13
"2490","scaffold0011:62775062|62798734",2,3,6
"2491","scaffold0011:65665467|65673536",155,236,160
"2492","scaffold0011:65665467|65684212",9,14,10
"2493","scaffold0011:6596991|6604830",42,41,28
"2494","scaffold0011:67603031|67607736",12,8,8
"2495","scaffold0011:67603031|67608503",4,9,7
"2496","scaffold0011:67720308|67757594",2,5,3
"2497","scaffold0011:67725964|67732203",25,82,13
"2498","scaffold0011:683724|684433",34,17,2
"2499","scaffold0011:7027338|7042320",26,42,15
"2500","scaffold0011:7042179|7053035",15,6,7
"2501","scaffold0011:71012912|71015364",13,14,10
"2502","scaffold0011:71012912|71037999",4,1,2
"2503","scaffold0011:71012912|71051683",1,4,8
"2504","scaffold0011:71037839|71051683",4,1,3
"2505","scaffold0011:71400511|71403318",18,11,10
"2506","scaffold0011:71457784|71458998",17,13,9
"2507","scaffold0011:7200988|7204961",13,6,6
"2508","scaffold0011:73207676|73207952",2,28,9
"2509","scaffold0011:73207676|73243260",2,5,1
"2510","scaffold0011:7372270|7375782",7,12,13
"2511","scaffold0011:7521665|7522280",7,12,8
"2512","scaffold0011:76363729|76364761",39,43,17
"2513","scaffold0011:76461570|76463231",43,45,63
"2514","scaffold0011:76542518|76544100",34,55,35
"2515","scaffold0011:76637499|76644032",42,62,52
"2516","scaffold0011:76643849|76644447",15,20,15
"2517","scaffold0011:76729228|76731276",19,24,14
"2518","scaffold0011:76729228|76748498",76,51,56
"2519","scaffold0011:77145501|77146942",2,1,2
"2520","scaffold0011:77177641|77177810",6,2,2
"2521","scaffold0011:77258757|77270578",5,1,2
"2522","scaffold0011:77286333|77288418",1,3,1
"2523","scaffold0011:77286333|77296704",6,2,10
"2524","scaffold0011:77316518|77324170",27,16,5
"2525","scaffold0011:77316518|77351647",14,15,12
"2526","scaffold0011:9688940|9733625",22,10,26
"2527","scaffold0011:9814031|9815181",16,23,24
"2528","scaffold0011:9842665|9846114",7,7,2
"2529","scaffold0012:10326140|10326636",39,30,31
"2530","scaffold0012:10434988|10436513",141,173,93
"2531","scaffold0012:10838393|10842073",10,35,17
"2532","scaffold0012:10842731|10845240",3,8,3
"2533","scaffold0012:10842731|10846621",3,4,4
"2534","scaffold0012:10926828|10928206",214,235,136
"2535","scaffold0012:10950115|10950660",12,16,5
"2536","scaffold0012:10980922|10987767",174,307,184
"2537","scaffold0012:10986145|10987767",2,14,3
"2538","scaffold0012:11044132|11048932",8,7,9
"2539","scaffold0012:11093797|11107462",1,2,3
"2540","scaffold0012:11188331|11189703",53,27,20
"2541","scaffold0012:11188331|11193260",21,32,6
"2542","scaffold0012:11518144|11518474",57,87,58
"2543","scaffold0012:11519397|11520660",19,19,6
"2544","scaffold0012:1166240|1167680",1,9,6
"2545","scaffold0012:1203929|1204664",12,12,21
"2546","scaffold0012:1221512|1231043",2,19,11
"2547","scaffold0012:12635430|12636577",21,18,12
"2548","scaffold0012:14073335|14073966",21,33,25
"2549","scaffold0012:14435843|14441966",6,3,8
"2550","scaffold0012:14435843|14452410",22,28,25
"2551","scaffold0012:14757847|14758780",21,14,23
"2552","scaffold0012:14906925|14909379",3,6,3
"2553","scaffold0012:15710747|15716130",585,678,652
"2554","scaffold0012:15728745|15731830",1,1,1
"2555","scaffold0012:16802727|16812312",3,17,8
"2556","scaffold0012:1923136|1934518",9,28,2
"2557","scaffold0012:1933702|1934518",71,70,27
"2558","scaffold0012:19482504|19484987",13,5,13
"2559","scaffold0012:20016429|20017051",3,2,1
"2560","scaffold0012:20057713|20086348",16,6,4
"2561","scaffold0012:20438591|20439699",2,21,32
"2562","scaffold0012:21376673|21390713",18,2,10
"2563","scaffold0012:21826263|21834276",15,10,8
"2564","scaffold0012:21943099|21943413",56,76,73
"2565","scaffold0012:22713813|22714196",5,10,1
"2566","scaffold0012:25055244|25056448",5,5,11
"2567","scaffold0012:25234333|25236019",9,20,11
"2568","scaffold0012:25706683|25708437",2,13,13
"2569","scaffold0012:26193418|26216044",20,19,18
"2570","scaffold0012:26338148|26338563",20,45,43
"2571","scaffold0012:26418172|26426350",7,1,1
"2572","scaffold0012:27735178|27737047",17,28,14
"2573","scaffold0012:27735178|27773264",16,17,19
"2574","scaffold0012:27762829|27773264",13,25,43
"2575","scaffold0012:28228390|28232608",5,28,24
"2576","scaffold0012:29556192|29557919",2,3,4
"2577","scaffold0012:2994174|2995794",6,11,10
"2578","scaffold0012:30046576|30057223",36,64,29
"2579","scaffold0012:30053651|30057223",537,860,768
"2580","scaffold0012:30135858|30137201",19,11,9
"2581","scaffold0012:30311615|30334823",13,10,10
"2582","scaffold0012:30311615|30337045",20,29,34
"2583","scaffold0012:3031309|3037380",15,16,63
"2584","scaffold0012:30334658|30337045",4,2,1
"2585","scaffold0012:31160888|31161955",4,13,10
"2586","scaffold0012:3117966|3118801",4,4,1
"2587","scaffold0012:3117966|3134941",10,9,13
"2588","scaffold0012:31228659|31231256",28,26,15
"2589","scaffold0012:31361704|31361938",2,3,1
"2590","scaffold0012:31660991|31662738",8,22,20
"2591","scaffold0012:31660991|31685589",10,7,7
"2592","scaffold0012:31677510|31685589",4,8,7
"2593","scaffold0012:31710107|31714626",26,47,32
"2594","scaffold0012:31710107|31722434",4,12,6
"2595","scaffold0012:31714192|31714352",1,16,6
"2596","scaffold0012:31958875|31961255",74,115,80
"2597","scaffold0012:32065923|32066423",6,7,5
"2598","scaffold0012:32114948|32116758",9,26,36
"2599","scaffold0012:33321061|33324797",49,27,24
"2600","scaffold0012:33362062|33370207",5,1,5
"2601","scaffold0012:3363716|3365003",24,36,22
"2602","scaffold0012:3370461|3373369",54,50,94
"2603","scaffold0012:34142402|34143414",5,23,4
"2604","scaffold0012:34769256|34775305",1,7,1
"2605","scaffold0012:3539067|3558049",16,14,7
"2606","scaffold0012:35400163|35400390",199,297,295
"2607","scaffold0012:35645183|35650104",23,10,6
"2608","scaffold0012:36295572|36299767",3,3,4
"2609","scaffold0012:36370718|36371682",129,103,120
"2610","scaffold0012:36400582|36406048",6,12,19
"2611","scaffold0012:36547311|36550335",5,22,24
"2612","scaffold0012:36627662|36629302",8,11,8
"2613","scaffold0012:36789915|36796779",55,52,52
"2614","scaffold0012:36793522|36796779",20,38,10
"2615","scaffold0012:37014837|37017949",1,7,2
"2616","scaffold0012:37095605|37100986",82,124,58
"2617","scaffold0012:37977030|37979672",8,21,7
"2618","scaffold0012:37977030|37998286",2,6,5
"2619","scaffold0012:37990164|37998286",3,7,8
"2620","scaffold0012:38357221|38363522",20,10,5
"2621","scaffold0012:39769184|39781335",11,3,3
"2622","scaffold0012:39986699|39990002",13,3,1
"2623","scaffold0012:40652721|40653940",2,13,4
"2624","scaffold0012:41334757|41335768",3,1,9
"2625","scaffold0012:43199955|43209627",1288,1410,998
"2626","scaffold0012:43650866|43653039",6,25,14
"2627","scaffold0012:44002640|44004000",22,19,34
"2628","scaffold0012:45542793|45545433",6,2,4
"2629","scaffold0012:45815302|45817563",22,27,25
"2630","scaffold0012:46018514|46038840",14,21,35
"2631","scaffold0012:46018514|46057012",9,24,9
"2632","scaffold0012:46064764|46071609",2,7,3
"2633","scaffold0012:46104405|46108884",154,228,149
"2634","scaffold0012:46164964|46165655",22,22,17
"2635","scaffold0012:46171548|46174667",3,11,9
"2636","scaffold0012:46172858|46174667",68,63,52
"2637","scaffold0012:46839769|46848279",8,9,7
"2638","scaffold0012:46992033|46992991",2,4,3
"2639","scaffold0012:47095793|47099376",5,2,5
"2640","scaffold0012:47113812|47114070",17,51,16
"2641","scaffold0012:47922164|47932977",1,2,2
"2642","scaffold0012:48228056|48230787",109,193,149
"2643","scaffold0012:49552798|49556089",13,14,10
"2644","scaffold0012:53809177|53835083",47,128,70
"2645","scaffold0012:54602745|54615123",19,20,7
"2646","scaffold0012:54979263|54983046",13,6,5
"2647","scaffold0012:55104382|55107318",9,47,18
"2648","scaffold0012:55339802|55345900",27,15,12
"2649","scaffold0012:55381007|55386192",6,9,3
"2650","scaffold0012:55584931|55586282",8,5,10
"2651","scaffold0012:56088642|56142109",8,10,7
"2652","scaffold0012:56790542|56791744",3,4,4
"2653","scaffold0012:5884863|5887155",1,10,3
"2654","scaffold0012:60626921|60632811",25,24,18
"2655","scaffold0012:61287602|61295918",9,5,5
"2656","scaffold0012:61583778|61592353",6,7,19
"2657","scaffold0012:61586412|61592353",38,117,66
"2658","scaffold0012:61587329|61592353",56,104,40
"2659","scaffold0012:61598914|61607160",1,1,2
"2660","scaffold0012:61608430|61610053",2,8,12
"2661","scaffold0012:61738486|61738867",11,30,12
"2662","scaffold0012:61759889|61760100",31,64,44
"2663","scaffold0012:6209080|6233348",2,1,1
"2664","scaffold0012:6308143|6308467",1,1,8
"2665","scaffold0012:64515187|64536422",3,2,2
"2666","scaffold0012:64531052|64536422",95,123,61
"2667","scaffold0012:6650893|6657441",3,4,3
"2668","scaffold0012:6683579|6687058",9,7,8
"2669","scaffold0012:67924133|67927267",189,330,308
"2670","scaffold0012:68672490|68674278",11,28,27
"2671","scaffold0012:68892223|68925330",8,16,19
"2672","scaffold0012:6919359|6919877",11,12,7
"2673","scaffold0012:6949671|6956848",69,179,70
"2674","scaffold0012:6953737|6956848",20,43,24
"2675","scaffold0012:74063313|74067279",8,11,3
"2676","scaffold0012:75275651|75280901",101,187,124
"2677","scaffold0012:75275651|75292341",286,363,210
"2678","scaffold0012:75280808|75317704",3,8,1
"2679","scaffold0012:75664025|75668402",4,3,5
"2680","scaffold0012:9310009|9310344",3,2,4
"2681","scaffold0012:9366205|9370190",3,4,1
"2682","scaffold0012:9378864|9392177",7,13,6
"2683","scaffold0012:9391470|9392177",9,20,5
"2684","scaffold0012:9415858|9419715",27,13,16
"2685","scaffold0012:9415858|9424983",6,6,7
"2686","scaffold0012:9497005|9507046",12,25,9
"2687","scaffold0012:9506194|9516350",8,6,2
"2688","scaffold0012:9690333|9692523",3,10,4
"2689","scaffold0013:12525466|12525725",6,4,3
"2690","scaffold0013:12622032|12625531",84,133,73
"2691","scaffold0013:13223507|13243083",11,14,8
"2692","scaffold0013:13232967|13243083",9,22,10
"2693","scaffold0013:13407771|13413434",23,11,20
"2694","scaffold0013:13627919|13634105",18,16,19
"2695","scaffold0013:14396944|14404476",22,31,37
"2696","scaffold0013:14403477|14404476",34,19,15
"2697","scaffold0013:14479322|14480817",10,8,1
"2698","scaffold0013:14498629|14506823",3,1,4
"2699","scaffold0013:14506008|14506823",143,141,138
"2700","scaffold0013:14517113|14521086",3,1,1
"2701","scaffold0013:14528670|14539313",4,8,2
"2702","scaffold0013:14688475|14701966",50,79,45
"2703","scaffold0013:14698701|14701966",6,4,3
"2704","scaffold0013:16148445|16149989",7,7,9
"2705","scaffold0013:17575740|17584631",12,26,20
"2706","scaffold0013:18543743|18576642",21,29,3
"2707","scaffold0013:18543743|18600353",5,9,2
"2708","scaffold0013:18567853|18576642",7,29,20
"2709","scaffold0013:19378489|19380637",4,2,2
"2710","scaffold0013:19502640|19503131",91,95,41
"2711","scaffold0013:24547824|24566813",3,16,7
"2712","scaffold0013:24754433|24771953",35,60,29
"2713","scaffold0013:24754433|24797549",2,4,3
"2714","scaffold0013:24771903|24797549",1,11,7
"2715","scaffold0013:24995456|24999366",113,194,83
"2716","scaffold0013:24999261|25002560",6,7,10
"2717","scaffold0013:24999261|25004427",45,57,18
"2718","scaffold0013:25002452|25017695",21,12,1
"2719","scaffold0013:25038260|25038494",11,11,13
"2720","scaffold0013:25387255|25408894",319,268,82
"2721","scaffold0013:25564861|25567659",20,21,18
"2722","scaffold0013:25575633|25584037",22,13,8
"2723","scaffold0013:25575633|25602977",9,13,21
"2724","scaffold0013:25575633|25613425",12,17,24
"2725","scaffold0013:25581377|25613425",16,15,7
"2726","scaffold0013:25591722|25602977",51,149,72
"2727","scaffold0013:25591722|25613425",264,462,265
"2728","scaffold0013:25591722|25632628",2,3,3
"2729","scaffold0013:25602897|25613425",1,9,13
"2730","scaffold0013:25994039|26000374",14,41,18
"2731","scaffold0013:26189144|26193628",5,11,16
"2732","scaffold0013:27478200|27482833",3,19,6
"2733","scaffold0013:27833483|27834734",5,6,3
"2734","scaffold0013:27965287|27966262",3,4,1
"2735","scaffold0013:28329487|28350685",10,10,7
"2736","scaffold0013:28407157|28407922",4,8,5
"2737","scaffold0013:28443923|28450522",1,2,3
"2738","scaffold0013:29934936|29938190",83,141,114
"2739","scaffold0013:29934936|29952511",18,32,29
"2740","scaffold0013:30558179|30569686",2,2,2
"2741","scaffold0013:30831156|30832168",9,7,8
"2742","scaffold0013:30991679|31000376",8,8,4
"2743","scaffold0013:31025560|31026823",3,8,6
"2744","scaffold0013:31566775|31574915",22,29,19
"2745","scaffold0013:3349030|3353334",9,7,6
"2746","scaffold0013:3353250|3364916",66,59,41
"2747","scaffold0013:3421305|3438267",84,195,73
"2748","scaffold0013:3435244|3438267",28,85,50
"2749","scaffold0013:35007931|35008360",1,2,2
"2750","scaffold0013:35648323|35652123",32,10,4
"2751","scaffold0013:36498995|36505640",153,338,124
"2752","scaffold0013:36624690|36625943",3,12,1
"2753","scaffold0013:36911066|36913912",21,54,14
"2754","scaffold0013:37023489|37023674",32,36,27
"2755","scaffold0013:38310087|38312145",6,10,1
"2756","scaffold0013:41168815|41176081",11,11,4
"2757","scaffold0013:41175697|41176081",2,1,2
"2758","scaffold0013:41676858|41698915",60,70,37
"2759","scaffold0013:42290283|42303278",7,6,2
"2760","scaffold0013:42318875|42320720",22,39,16
"2761","scaffold0013:42339267|42345874",7,8,8
"2762","scaffold0013:42475153|42481252",32,21,17
"2763","scaffold0013:42561840|42562166",111,126,104
"2764","scaffold0013:42569620|42570458",7,5,4
"2765","scaffold0013:42572125|42579769",7,1,2
"2766","scaffold0013:42586572|42591851",5,1,2
"2767","scaffold0013:42593400|42599575",49,51,36
"2768","scaffold0013:43813813|43815950",4,4,3
"2769","scaffold0013:43971323|43976317",19,26,20
"2770","scaffold0013:44022101|44023372",3,11,6
"2771","scaffold0013:44042641|44043512",7,11,4
"2772","scaffold0013:44200718|44214275",14,56,26
"2773","scaffold0013:44200718|44223057",1,8,3
"2774","scaffold0013:44231205|44231397",6,3,8
"2775","scaffold0013:44278016|44279703",69,111,122
"2776","scaffold0013:44288881|44291808",399,444,282
"2777","scaffold0013:44294921|44307316",2,2,1
"2778","scaffold0013:44372538|44373673",18,21,7
"2779","scaffold0013:44452644|44453577",3,1,6
"2780","scaffold0013:45354092|45356801",6,10,19
"2781","scaffold0013:45438068|45438276",4,5,5
"2782","scaffold0013:45454135|45454475",5,1,11
"2783","scaffold0013:45457722|45457941",7,36,24
"2784","scaffold0013:45793115|45800920",59,82,55
"2785","scaffold0013:45816925|45822566",2,2,6
"2786","scaffold0013:45910538|45916342",24,23,13
"2787","scaffold0013:45927317|45933783",10,12,7
"2788","scaffold0013:45933589|45947665",24,13,23
"2789","scaffold0013:45947515|45970194",7,8,9
"2790","scaffold0013:46315090|46366222",6,4,25
"2791","scaffold0013:46347610|46351821",5,23,23
"2792","scaffold0013:46347610|46366222",47,62,79
"2793","scaffold0013:46351756|46366222",5,26,22
"2794","scaffold0013:46360241|46366222",7,25,12
"2795","scaffold0013:46414580|46415210",2,7,14
"2796","scaffold0013:46703633|46705815",17,17,3
"2797","scaffold0013:46925935|46927850",9,22,11
"2798","scaffold0013:46998092|47004391",4,2,6
"2799","scaffold0013:47597294|47601719",14,11,10
"2800","scaffold0013:47842718|47846457",33,61,19
"2801","scaffold0013:47842718|47851681",3,2,2
"2802","scaffold0013:49270683|49276248",2,1,3
"2803","scaffold0013:49390866|49393940",25,55,35
"2804","scaffold0013:49549767|49564989",13,9,5
"2805","scaffold0013:50189047|50189523",15,24,23
"2806","scaffold0013:50189047|50192218",1,3,8
"2807","scaffold0013:51891839|51893190",164,187,188
"2808","scaffold0013:53617210|53618974",70,159,78
"2809","scaffold0013:55485194|55485890",8,1,22
"2810","scaffold0013:55617350|55619739",3,2,1
"2811","scaffold0013:55878520|55880992",7,14,9
"2812","scaffold0013:56695472|56697656",8,17,2
"2813","scaffold0013:56801488|56802387",2,5,5
"2814","scaffold0013:56801488|56808402",16,24,17
"2815","scaffold0013:56817081|56827028",9,5,4
"2816","scaffold0013:56825114|56827028",4,13,19
"2817","scaffold0013:56871061|56872136",102,157,102
"2818","scaffold0013:56871061|56875761",19,11,23
"2819","scaffold0013:57195754|57199726",5,5,9
"2820","scaffold0013:57214811|57228133",9,10,6
"2821","scaffold0013:57306435|57307200",23,25,20
"2822","scaffold0013:57398555|57399237",13,36,14
"2823","scaffold0013:57401750|57405737",14,7,3
"2824","scaffold0013:58198623|58209327",2,1,3
"2825","scaffold0013:58376372|58383740",7,7,5
"2826","scaffold0013:58837465|58843454",11,29,19
"2827","scaffold0013:59062384|59063949",224,237,175
"2828","scaffold0013:59082324|59083595",29,44,46
"2829","scaffold0013:59121399|59122999",43,111,73
"2830","scaffold0013:59121399|59127583",3,6,15
"2831","scaffold0013:59142404|59151152",9,30,13
"2832","scaffold0013:59144306|59151152",3,10,2
"2833","scaffold0013:59381066|59388142",5,4,9
"2834","scaffold0013:59387061|59388142",7,31,16
"2835","scaffold0013:59535959|59552143",2,2,10
"2836","scaffold0013:64162231|64167973",8,3,6
"2837","scaffold0013:64463403|64479937",37,45,46
"2838","scaffold0013:64798626|64809210",96,139,164
"2839","scaffold0013:64885475|64886127",42,45,41
"2840","scaffold0013:64901525|64902546",3,4,4
"2841","scaffold0013:65007676|65009780",7,6,3
"2842","scaffold0013:65058897|65062638",2,6,1
"2843","scaffold0013:65634724|65642177",54,109,54
"2844","scaffold0013:65634724|65668998",30,41,54
"2845","scaffold0013:65634724|65746398",402,579,488
"2846","scaffold0013:66449133|66452552",1,15,5
"2847","scaffold0013:66595575|66595787",6,3,5
"2848","scaffold0013:66630403|66630873",12,13,10
"2849","scaffold0013:66637144|66640573",1,4,1
"2850","scaffold0013:66728894|66763197",1,1,4
"2851","scaffold0013:66744066|66763197",7,18,15
"2852","scaffold0013:66810026|66819694",6,3,1
"2853","scaffold0013:66865915|66868664",29,38,25
"2854","scaffold0013:66865915|66871573",162,118,122
"2855","scaffold0013:66865915|66879203",104,160,75
"2856","scaffold0013:67063722|67078246",11,28,21
"2857","scaffold0013:67074437|67078246",12,21,5
"2858","scaffold0013:671093|675484",574,582,536
"2859","scaffold0013:671093|693476",8,37,17
"2860","scaffold0013:67357091|67385173",13,7,9
"2861","scaffold0013:67357091|67394796",2,13,15
"2862","scaffold0013:67357091|67421714",6,7,14
"2863","scaffold0013:67385076|67394796",18,10,3
"2864","scaffold0013:67392616|67394796",13,5,15
"2865","scaffold0013:67392616|67421714",69,68,63
"2866","scaffold0013:67790228|67793584",19,39,5
"2867","scaffold0013:67790228|67806029",13,19,18
"2868","scaffold0013:68404424|68405527",115,16,38
"2869","scaffold0013:68462949|68463721",1,5,5
"2870","scaffold0013:68633661|68636682",58,64,61
"2871","scaffold0013:68897732|68899056",3,5,1
"2872","scaffold0013:69056421|69061444",37,34,30
"2873","scaffold0013:69145353|69145614",66,63,49
"2874","scaffold0013:69175594|69177544",11,8,6
"2875","scaffold0013:69176759|69177544",341,199,325
"2876","scaffold0013:69193685|69194722",3,1,6
"2877","scaffold0013:69712536|69712935",248,289,395
"2878","scaffold0013:69875284|69882399",62,123,44
"2879","scaffold0013:70386613|70387850",64,61,62
"2880","scaffold0013:70386613|70397295",13,10,20
"2881","scaffold0013:70744095|70745150",17,27,11
"2882","scaffold0013:70766310|70768314",4,18,15
"2883","scaffold0013:70833373|70834975",20,13,8
"2884","scaffold0013:70881189|70890878",14,31,46
"2885","scaffold0013:71269216|71273865",1,1,5
"2886","scaffold0013:715426|730366",10,2,5
"2887","scaffold0013:72145186|72176764",1,2,8
"2888","scaffold0013:72406570|72410598",16,3,6
"2889","scaffold0013:72953441|72953573",27,16,12
"2890","scaffold0013:730113|739837",7,1,27
"2891","scaffold0013:730113|750352",12,6,21
"2892","scaffold0013:73052821|73053811",556,515,683
"2893","scaffold0013:73059066|73059466",21,1,2
"2894","scaffold0013:73175050|73175658",16,4,7
"2895","scaffold0013:73200952|73201492",36,45,32
"2896","scaffold0013:73362053|73362580",42,28,19
"2897","scaffold0013:73362053|73365157",12,42,30
"2898","scaffold0013:73362053|73366520",26,17,45
"2899","scaffold0013:73372016|73380491",7,6,5
"2900","scaffold0013:739722|750352",3,4,9
"2901","scaffold0013:73993234|73997061",32,23,36
"2902","scaffold0013:74069219|74070173",7,4,11
"2903","scaffold0013:744866|750352",1,2,2
"2904","scaffold0013:817176|822392",83,94,70
"2905","scaffold0013:8543816|8545871",1,5,7
"2906","scaffold0014:1582000|1585796",64,60,68
"2907","scaffold0014:1582000|1590726",84,52,39
"2908","scaffold0014:16449427|16482330",4,10,7
"2909","scaffold0014:16635491|16635980",21,31,23
"2910","scaffold0014:16644371|16645768",5,4,2
"2911","scaffold0014:1695552|1696181",10,8,8
"2912","scaffold0014:17105532|17107175",1,2,1
"2913","scaffold0014:17165216|17165879",1974,2214,2419
"2914","scaffold0014:1730827|1731546",59,55,66
"2915","scaffold0014:17474256|17476277",10,24,22
"2916","scaffold0014:17695778|17703267",19,16,32
"2917","scaffold0014:1785459|1786223",10,9,33
"2918","scaffold0014:18037344|18040184",18,25,14
"2919","scaffold0014:18530812|18534868",8,5,5
"2920","scaffold0014:1897071|1897922",59,76,70
"2921","scaffold0014:19409753|19410628",21,20,29
"2922","scaffold0014:20921791|20929328",18,21,12
"2923","scaffold0014:21061190|21061751",11,8,19
"2924","scaffold0014:21065574|21065929",28,70,54
"2925","scaffold0014:21065577|21065929",22,56,71
"2926","scaffold0014:21437828|21446313",13,18,2
"2927","scaffold0014:21615149|21623373",2,1,2
"2928","scaffold0014:21615149|21626876",1,2,2
"2929","scaffold0014:21678645|21691671",103,91,31
"2930","scaffold0014:21949221|21949378",5,1,8
"2931","scaffold0014:22522281|22535610",2,5,1
"2932","scaffold0014:22522281|22550120",11,7,2
"2933","scaffold0014:22563315|22577323",55,46,12
"2934","scaffold0014:22810426|22810711",12,14,10
"2935","scaffold0014:24316523|24321775",9,7,3
"2936","scaffold0014:24422913|24428407",32,29,35
"2937","scaffold0014:24422913|24440111",4,2,3
"2938","scaffold0014:24536565|24562983",26,11,17
"2939","scaffold0014:24560293|24562983",47,70,37
"2940","scaffold0014:24560293|24588645",1,3,1
"2941","scaffold0014:24600994|24610611",10,6,9
"2942","scaffold0014:24684108|24685673",12,21,10
"2943","scaffold0014:24825236|24828667",67,72,56
"2944","scaffold0014:27435720|27438766",4,2,3
"2945","scaffold0014:27453139|27461329",29,80,53
"2946","scaffold0014:2783862|2792458",6,13,12
"2947","scaffold0014:2815155|2830099",79,30,97
"2948","scaffold0014:2827980|2830099",38,58,46
"2949","scaffold0014:288221|304322",1,4,4
"2950","scaffold0014:2947061|2952279",10,15,15
"2951","scaffold0014:3198869|3204914",24,34,38
"2952","scaffold0014:3198869|3206330",161,168,88
"2953","scaffold0014:3215964|3219513",3,2,6
"2954","scaffold0014:32628911|32637659",8,12,9
"2955","scaffold0014:33525239|33567682",19,16,10
"2956","scaffold0014:33889995|33906791",190,318,280
"2957","scaffold0014:34675979|34676901",20,8,25
"2958","scaffold0014:35812000|35823680",2,1,3
"2959","scaffold0014:36701667|36702278",13,14,16
"2960","scaffold0014:36710571|36714326",31,46,50
"2961","scaffold0014:39921891|39936862",8,19,11
"2962","scaffold0014:39950278|39950439",7,2,4
"2963","scaffold0014:39950278|39957275",39,55,41
"2964","scaffold0014:39950278|39970545",23,18,22
"2965","scaffold0014:40233600|40234818",7,17,1
"2966","scaffold0014:40456054|40456403",4,11,6
"2967","scaffold0014:40487613|40488232",113,142,128
"2968","scaffold0014:40501648|40503400",7,7,4
"2969","scaffold0014:40502983|40503400",12,24,18
"2970","scaffold0014:40815484|40828293",75,156,49
"2971","scaffold0014:40815484|40830617",10,12,2
"2972","scaffold0014:40981077|40986191",3,10,5
"2973","scaffold0014:40990660|40991056",145,130,125
"2974","scaffold0014:41082136|41083583",69,85,49
"2975","scaffold0014:41580220|41583528",14,13,9
"2976","scaffold0014:41617864|41623224",40,24,25
"2977","scaffold0014:42038739|42041028",6,12,7
"2978","scaffold0014:42038739|42045258",37,33,32
"2979","scaffold0014:42043678|42045258",9,4,4
"2980","scaffold0014:4221331|4222067",6,5,3
"2981","scaffold0014:42453222|42459225",6,3,1
"2982","scaffold0014:43120987|43123919",17,18,9
"2983","scaffold0014:43120987|43139074",1,4,3
"2984","scaffold0014:43168295|43172391",12,5,15
"2985","scaffold0014:43685560|43691358",1,5,7
"2986","scaffold0014:43815462|43818891",8,56,20
"2987","scaffold0014:44033960|44043119",4,7,3
"2988","scaffold0014:44091192|44091517",287,450,240
"2989","scaffold0014:44096003|44096409",78,130,96
"2990","scaffold0014:44278410|44283526",6,4,8
"2991","scaffold0014:44278410|44283794",8,6,3
"2992","scaffold0014:44649045|44653053",7,1,3
"2993","scaffold0014:45293844|45298310",7,6,9
"2994","scaffold0014:46346802|46364641",35,54,16
