"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"13013","scaffold0015:6162311|6173220",4,NA,NA
"13014","scaffold0015:6302611|6303226",NA,8,NA
"13015","scaffold0015:6314572|6316039",NA,NA,4
"13016","scaffold0015:6323536|6325459",6,21,NA
"13017","scaffold0015:7416267|7418866",4,NA,NA
"13018","scaffold0015:7417102|7418611",NA,NA,9
"13019","scaffold0015:7418747|7420652",5,NA,NA
"13020","scaffold0015:7423381|7423640",2,NA,NA
"13021","scaffold0015:7423625|7423860",8,NA,NA
"13022","scaffold0015:7534986|7556258",16,NA,NA
"13023","scaffold0015:7534986|7567071",2,NA,NA
"13024","scaffold0015:7544978|7556258",10,NA,NA
"13025","scaffold0015:7657125|7657517",6,NA,NA
"13026","scaffold0015:7716005|7723375",NA,2,NA
"13027","scaffold0015:7716005|7728393",NA,NA,4
"13028","scaffold0015:7726345|7732161",2,NA,NA
"13029","scaffold0015:7728277|7732161",NA,2,NA
"13030","scaffold0015:7760461|7762514",12,24,4
"13031","scaffold0015:7791151|7791607",NA,NA,6
"13032","scaffold0015:7791344|7791627",2,NA,NA
"13033","scaffold0015:7839707|7839938",8,NA,NA
"13034","scaffold0015:7862874|7863124",NA,2,NA
"13035","scaffold0015:7906693|7907307",5,17,NA
"13036","scaffold0015:7934546|7934776",8,NA,22
"13037","scaffold0015:7934546|7940292",NA,NA,7
"13038","scaffold0015:7934546|7943021",NA,NA,6
"13039","scaffold0015:7939549|7940292",19,NA,4
"13040","scaffold0015:8029508|8030084",4,NA,NA
"13041","scaffold0015:8034681|8035359",5,NA,NA
"13042","scaffold0015:8229583|8231100",3,NA,NA
"13043","scaffold0015:8416302|8417839",29,28,12
"13044","scaffold0015:8424593|8426272",5,13,NA
"13045","scaffold0015:8467409|8469848",4,NA,NA
"13046","scaffold0015:8469734|8470870",2,NA,34
"13047","scaffold0015:8476989|8481428",8,NA,NA
"13048","scaffold0015:8479790|8481380",44,9,12
"13049","scaffold0015:8479790|8481428",3326,1818,1070
"13050","scaffold0015:8479790|8487587",31,11,14
"13051","scaffold0015:8479790|8488366",NA,22,NA
"13052","scaffold0015:8481034|8481428",7,3,NA
"13053","scaffold0015:8481142|8481428",27,37,20
"13054","scaffold0015:8516173|8516603",NA,6,NA
"13055","scaffold0015:8518009|8518739",NA,NA,2
"13056","scaffold0015:8553319|8556670",NA,NA,4
"13057","scaffold0015:8554216|8554580",NA,NA,4
"13058","scaffold0015:8656634|8656904",NA,3,NA
"13059","scaffold0015:8705539|8708630",4,NA,NA
"13060","scaffold0015:8705539|8708634",49,28,25
"13061","scaffold0015:8709875|8719338",16,NA,2
"13062","scaffold0015:8726084|8745496",NA,NA,2
"13063","scaffold0015:8745270|8774155",2,NA,NA
"13064","scaffold0015:8791074|8792744",13,51,25
"13065","scaffold0015:8791074|8793857",NA,NA,2
"13066","scaffold0015:8791074|8812981",NA,8,NA
"13067","scaffold0015:8799279|8800342",2,NA,NA
"13068","scaffold0015:8806129|8807768",7,NA,NA
"13069","scaffold0015:8832025|8832302",NA,NA,2
"13070","scaffold0015:8935640|8942825",NA,NA,2
"13071","scaffold0015:8935640|8949821",46,55,5
"13072","scaffold0015:9010687|9011860",57,8,21
"13073","scaffold0015:9010687|9014124",NA,NA,4
"13074","scaffold0015:9012659|9014124",7,NA,NA
"13075","scaffold0015:9043993|9044642",NA,6,NA
"13076","scaffold0015:9079135|9108335",8,NA,NA
"13077","scaffold0015:9118439|9120591",NA,7,NA
"13078","scaffold0015:9180117|9180668",4,NA,NA
"13079","scaffold0015:9190358|9191422",NA,NA,4
"13080","scaffold0015:9190629|9190823",NA,NA,3
"13081","scaffold0015:9297803|9298095",31,20,24
"13082","scaffold0015:9297803|9304755",29,13,3
"13083","scaffold0015:9304298|9304755",6,NA,2
"13084","scaffold0015:9304298|9306730",5,NA,2
"13085","scaffold0015:9304298|9308539",NA,NA,3
"13086","scaffold0015:9306074|9308539",4,NA,4
"13087","scaffold0015:9323146|9325784",13,26,12
"13088","scaffold0015:9462123|9462739",6,NA,NA
"13089","scaffold0015:9545300|9558027",4,NA,NA
"13090","scaffold0015:9743051|9743526",3,NA,NA
"13091","scaffold0015:9744286|9744754",NA,NA,3
"13092","scaffold0015:9759505|9772196",4,NA,NA
"13093","scaffold0015:9790665|9790933",6,NA,NA
"13094","scaffold0015:9792370|9797840",23,8,NA
"13095","scaffold0015:9793443|9797840",52,9,14
"13096","scaffold0015:9827819|9846833",4,NA,NA
"13097","scaffold0015:9836527|9870592",2,NA,NA
"13098","scaffold0015:9841477|9864647",2,NA,NA
"13099","scaffold0015:9846766|9850730",7,NA,NA
"13100","scaffold0015:9946819|9949473",4,12,NA
"13101","scaffold0015:9951516|9952566",16,2,NA
"13102","scaffold0015:9992162|9998707",81,37,24
"13103","scaffold0016:10000722|10026011",5,NA,NA
"13104","scaffold0016:10033689|10038748",2,NA,NA
"13105","scaffold0016:10052711|10113983",NA,8,NA
"13106","scaffold0016:10070963|10096072",6,NA,NA
"13107","scaffold0016:10095941|10113983",NA,NA,2
"13108","scaffold0016:10194036|10257073",6,NA,NA
"13109","scaffold0016:10198582|10203406",16,NA,2
"13110","scaffold0016:10198582|10207570",9,NA,NA
"13111","scaffold0016:10222463|10225315",2,NA,NA
"13112","scaffold0016:10222463|10231967",NA,NA,2
"13113","scaffold0016:10222463|10257073",49,24,17
"13114","scaffold0016:10222463|10296849",4,3,NA
"13115","scaffold0016:10231807|10257073",16,32,8
"13116","scaffold0016:10249210|10257073",3,NA,9
"13117","scaffold0016:10249210|10296849",NA,NA,2
"13118","scaffold0016:10254949|10257073",39,5,24
"13119","scaffold0016:10256938|10292175",12,NA,NA
"13120","scaffold0016:10256938|10296849",4,NA,NA
"13121","scaffold0016:11585443|11587965",NA,NA,5
"13122","scaffold0016:11697131|11699139",NA,NA,2
"13123","scaffold0016:12171304|12173515",11,NA,NA
"13124","scaffold0016:12726807|12726975",8,NA,NA
"13125","scaffold0016:12775183|12775532",10,NA,NA
"13126","scaffold0016:12834067|12837198",2,NA,NA
"13127","scaffold0016:12889732|12890094",NA,NA,6
"13128","scaffold0016:12996980|13000099",7,NA,NA
"13129","scaffold0016:13011209|13019717",13,9,4
"13130","scaffold0016:13011209|13036389",NA,14,2
"13131","scaffold0016:13019549|13036389",21,4,2
"13132","scaffold0016:13035642|13036389",256,255,214
"13133","scaffold0016:13770748|13771001",NA,10,NA
"13134","scaffold0016:14252291|14258352",NA,NA,3
"13135","scaffold0016:14252291|14263361",NA,NA,9
"13136","scaffold0016:14252291|14268441",NA,NA,6
"13137","scaffold0016:14260059|14268441",NA,6,NA
"13138","scaffold0016:14262170|14263361",6,NA,NA
"13139","scaffold0016:14262170|14273814",8,NA,7
"13140","scaffold0016:14305245|14311561",NA,17,NA
"13141","scaffold0016:14359749|14363489",NA,NA,2
"13142","scaffold0016:14363386|14364022",NA,12,NA
"13143","scaffold0016:14418546|14423675",4,16,NA
"13144","scaffold0016:14423521|14428681",3,NA,NA
"13145","scaffold0016:14493206|14493410",NA,NA,6
"13146","scaffold0016:14563062|14568858",12,NA,NA
"13147","scaffold0016:14563062|14572755",NA,5,4
"13148","scaffold0016:14563062|14577229",22,NA,13
"13149","scaffold0016:14563062|14591159",2,2,NA
"13150","scaffold0016:14563062|14594708",NA,NA,5
"13151","scaffold0016:14568622|14572755",NA,10,NA
"13152","scaffold0016:14568622|14577229",NA,NA,3
"13153","scaffold0016:14568622|14594708",6,NA,NA
"13154","scaffold0016:14588679|14591159",16,11,9
"13155","scaffold0016:14588679|14594708",25,NA,12
"13156","scaffold0016:14588679|14607060",8,NA,NA
"13157","scaffold0016:14635948|14636656",3,NA,NA
"13158","scaffold0016:14996670|15004442",NA,4,NA
"13159","scaffold0016:15209738|15211729",11,NA,NA
"13160","scaffold0016:15209738|15214964",NA,8,NA
"13161","scaffold0016:15209738|15229062",NA,NA,4
"13162","scaffold0016:15843959|15852888",15,NA,10
"13163","scaffold0016:15957524|15957697",2,NA,2
"13164","scaffold0016:15989481|15996774",12,3,13
"13165","scaffold0016:15990293|15990744",4,NA,NA
"13166","scaffold0016:16325236|16337857",NA,NA,4
"13167","scaffold0016:16356129|16360469",14,NA,4
"13168","scaffold0016:16585103|16612239",2,3,NA
"13169","scaffold0016:16593081|16612239",3,NA,NA
"13170","scaffold0016:16627651|16636272",NA,8,NA
"13171","scaffold0016:16718716|16718963",4,NA,NA
"13172","scaffold0016:16732487|16734848",80,70,52
"13173","scaffold0016:16732487|16739266",2,NA,NA
"13174","scaffold0016:16747360|16749757",2,NA,NA
"13175","scaffold0016:16788081|16788227",NA,2,NA
"13176","scaffold0016:17736054|17736286",NA,NA,5
"13177","scaffold0016:18379439|18383293",2,NA,NA
"13178","scaffold0016:18462340|18472009",NA,NA,4
"13179","scaffold0016:18471908|18506580",5,NA,NA
"13180","scaffold0016:18493364|18506563",NA,NA,3
"13181","scaffold0016:18531545|18531719",NA,2,NA
"13182","scaffold0016:18533356|18533506",NA,14,NA
"13183","scaffold0016:18548874|18560926",4,NA,NA
"13184","scaffold0016:18593831|18594042",NA,NA,7
"13185","scaffold0016:18594440|18594595",2,NA,4
"13186","scaffold0016:18654018|18665575",3,NA,NA
"13187","scaffold0016:18655861|18660434",7,35,2
"13188","scaffold0016:18655861|18665575",16,13,29
"13189","scaffold0016:18659320|18660434",8,12,11
"13190","scaffold0016:18675065|18676838",8,NA,NA
"13191","scaffold0016:18692685|18699133",7,NA,NA
"13192","scaffold0016:18778937|18784007",18,6,9
"13193","scaffold0016:18793003|18797067",12,NA,4
"13194","scaffold0016:18796962|18800482",NA,12,NA
"13195","scaffold0016:18842542|18842804",3,NA,NA
"13196","scaffold0016:18847602|18847788",2,NA,NA
"13197","scaffold0016:19068196|19079202",16,NA,2
"13198","scaffold0016:19076091|19079202",2,NA,NA
"13199","scaffold0016:19280884|19286779",35,29,13
"13200","scaffold0016:19280884|19302965",2,NA,NA
"13201","scaffold0016:19286600|19302965",NA,NA,9
"13202","scaffold0016:19286600|19314881",2,NA,NA
"13203","scaffold0016:19302899|19314881",NA,2,NA
"13204","scaffold0016:19447697|19480772",NA,NA,6
"13205","scaffold0016:19447697|19535975",4,NA,3
"13206","scaffold0016:19467240|19544049",NA,NA,10
"13207","scaffold0016:19480632|19498847",7,NA,NA
"13208","scaffold0016:19480632|19535975",NA,6,NA
"13209","scaffold0016:19490958|19498847",10,NA,NA
"13210","scaffold0016:19490958|19535975",NA,2,NA
"13211","scaffold0016:19498692|19535975",NA,NA,19
"13212","scaffold0016:19535234|19535975",9,NA,6
"13213","scaffold0016:19535576|19535975",46,52,58
"13214","scaffold0016:19535576|19544049",14,NA,4
"13215","scaffold0016:19923258|19924092",6,NA,NA
"13216","scaffold0016:19935205|19937670",8,NA,NA
"13217","scaffold0016:19940608|19941044",NA,NA,6
"13218","scaffold0016:19956610|19974991",NA,16,NA
"13219","scaffold0016:19958232|20042430",NA,3,NA
"13220","scaffold0016:19958232|20051440",4,NA,NA
"13221","scaffold0016:19974847|19980300",2,NA,NA
"13222","scaffold0016:20008717|20051440",6,28,4
"13223","scaffold0016:20045720|20051440",6,NA,NA
"13224","scaffold0016:20050510|20051440",10,NA,NA
"13225","scaffold0016:20051239|20051440",12,6,9
"13226","scaffold0016:20051239|20064365",5,2,NA
"13227","scaffold0016:20051239|20132343",NA,NA,8
"13228","scaffold0016:20051239|20144335",4,NA,NA
"13229","scaffold0016:20140189|20141410",3,NA,NA
"13230","scaffold0016:20140189|20144335",19,4,8
"13231","scaffold0016:20144195|20156620",NA,NA,2
"13232","scaffold0016:20153390|20181164",12,NA,NA
"13233","scaffold0016:20176187|20181164",8,NA,NA
"13234","scaffold0016:20711486|20721346",NA,10,NA
"13235","scaffold0016:21209534|21219488",NA,NA,2
"13236","scaffold0016:21547612|21568949",NA,NA,4
"13237","scaffold0016:21561144|21562774",18,NA,NA
"13238","scaffold0016:21753047|21754164",8,NA,NA
"13239","scaffold0016:21859071|21859225",NA,13,NA
"13240","scaffold0016:22138194|22142865",8,NA,3
"13241","scaffold0016:22138194|22144191",NA,NA,7
"13242","scaffold0016:22467684|22493724",NA,NA,3
"13243","scaffold0016:22529536|22569707",NA,NA,3
"13244","scaffold0016:22537316|22541698",NA,NA,2
"13245","scaffold0016:22540721|22541698",6,NA,NA
"13246","scaffold0016:22540721|22551272",10,NA,NA
"13247","scaffold0016:22540721|22556318",2,4,2
"13248","scaffold0016:22569560|22593712",NA,4,NA
"13249","scaffold0016:22593586|22597763",2,NA,4
"13250","scaffold0016:22593586|22629619",NA,NA,10
"13251","scaffold0016:24286668|24286829",NA,NA,2
"13252","scaffold0016:25683875|25684053",NA,12,NA
"13253","scaffold0016:25687088|25702139",4,NA,NA
"13254","scaffold0016:25701964|25723021",12,20,20
"13255","scaffold0016:25701964|25750194",22,NA,4
"13256","scaffold0016:25722833|25723021",4,3,NA
"13257","scaffold0016:25722833|25750194",27,52,6
"13258","scaffold0016:25725968|25726634",NA,NA,4
"13259","scaffold0016:25811673|25811825",2,NA,NA
"13260","scaffold0016:25992497|25995268",2,NA,NA
"13261","scaffold0016:26025737|26027993",5,NA,NA
"13262","scaffold0016:26025737|26028672",5,NA,NA
"13263","scaffold0016:26034463|26040842",22,11,15
"13264","scaffold0016:29007670|29052451",5,NA,NA
"13265","scaffold0016:293017|319003",NA,NA,2
"13266","scaffold0016:29513574|29514936",4,NA,NA
"13267","scaffold0016:29950584|29964266",14,NA,NA
"13268","scaffold0016:30384636|30389265",91,NA,71
"13269","scaffold0016:30384636|30389277",10,NA,14
"13270","scaffold0016:30389014|30389265",9,6,NA
"13271","scaffold0016:30389014|30390517",3,NA,NA
"13272","scaffold0016:30389014|30392914",8,NA,NA
"13273","scaffold0016:30553657|30574880",NA,22,NA
"13274","scaffold0016:30567035|30574880",112,20,21
"13275","scaffold0016:30567035|30599767",7,NA,NA
"13276","scaffold0016:30574670|30574880",23,18,27
"13277","scaffold0016:30599589|30636216",6,12,NA
"13278","scaffold0016:30599589|30650751",NA,NA,5
"13279","scaffold0016:30636062|30650751",NA,11,NA
"13280","scaffold0016:30734968|30758575",NA,5,NA
"13281","scaffold0016:30780819|30795014",NA,5,NA
"13282","scaffold0016:30825228|30827382",NA,NA,2
"13283","scaffold0016:30866180|30888154",5,NA,2
"13284","scaffold0016:30883975|30892563",6,NA,NA
"13285","scaffold0016:30886992|30892563",11,NA,8
"13286","scaffold0016:30892403|30892563",NA,NA,2
"13287","scaffold0016:30928973|30939228",2,NA,NA
"13288","scaffold0016:30938973|30939228",78,154,144
"13289","scaffold0016:31005289|31008981",NA,7,NA
"13290","scaffold0016:31022677|31025595",16,10,3
"13291","scaffold0016:31033774|31043566",NA,8,NA
"13292","scaffold0016:31042696|31043566",NA,29,2
"13293","scaffold0016:31072363|31074140",6,9,5
"13294","scaffold0016:31111132|31113011",NA,NA,2
"13295","scaffold0016:31169019|31185624",NA,NA,3
"13296","scaffold0016:31427837|31446771",3,NA,NA
"13297","scaffold0016:31662026|31662367",NA,NA,5
"13298","scaffold0016:31662037|31662375",NA,NA,2
"13299","scaffold0016:318922|334473",3,NA,NA
"13300","scaffold0016:31910252|31910612",3,NA,NA
"13301","scaffold0016:31915222|31918362",NA,NA,2
"13302","scaffold0016:31915222|31928229",4,NA,NA
"13303","scaffold0016:31923122|31928229",6,NA,5
"13304","scaffold0016:31925697|31928229",15,25,23
"13305","scaffold0016:31976823|31980968",NA,NA,4
"13306","scaffold0016:32089330|32089610",NA,4,2
"13307","scaffold0016:32135591|32135788",6,NA,NA
"13308","scaffold0016:32175363|32220915",3,NA,NA
"13309","scaffold0016:32219474|32220915",4,NA,8
"13310","scaffold0016:32261873|32262498",NA,NA,3
"13311","scaffold0016:32392540|32392879",13,NA,NA
"13312","scaffold0016:32483196|32483974",20,12,NA
"13313","scaffold0016:32558927|32564918",NA,5,NA
"13314","scaffold0016:33124974|33148331",NA,NA,2
"13315","scaffold0016:33143449|33145875",NA,NA,4
"13316","scaffold0016:33143449|33148331",NA,25,25
"13317","scaffold0016:33164082|33164290",41,25,25
"13318","scaffold0016:33164082|33181055",7,NA,20
"13319","scaffold0016:33354964|33358895",10,NA,7
"13320","scaffold0016:33492500|33492697",NA,NA,16
"13321","scaffold0016:33492500|33575066",NA,NA,2
"13322","scaffold0016:34000616|34076405",3,NA,NA
"13323","scaffold0016:34000616|34082983",2,NA,NA
"13324","scaffold0016:34050609|34060147",3,NA,NA
"13325","scaffold0016:34072453|34082983",2,NA,NA
"13326","scaffold0016:34080734|34082983",2,NA,NA
"13327","scaffold0016:34080734|34092142",6,NA,NA
"13328","scaffold0016:34080734|34098274",5,NA,NA
"13329","scaffold0016:34116603|34117072",20,20,4
"13330","scaffold0016:34127309|34130958",19,NA,NA
"13331","scaffold0016:34175924|34178984",NA,NA,4
"13332","scaffold0016:34280228|34291157",2,NA,NA
"13333","scaffold0016:34280228|34297144",8,NA,4
"13334","scaffold0016:34365166|34368512",NA,NA,5
"13335","scaffold0016:34931145|34931302",NA,NA,3
"13336","scaffold0016:35225871|35228520",NA,9,NA
"13337","scaffold0016:35351366|35352340",NA,NA,3
"13338","scaffold0016:35351366|35355463",12,NA,11
"13339","scaffold0016:35352139|35357126",NA,NA,6
"13340","scaffold0016:35357027|35364134",25,NA,8
"13341","scaffold0016:35357027|35378463",NA,3,2
"13342","scaffold0016:35358629|35364134",27,4,9
"13343","scaffold0016:35369679|35372466",3,NA,NA
"13344","scaffold0016:35369679|35381384",NA,NA,3
"13345","scaffold0016:35473172|35474963",20,NA,NA
"13346","scaffold0016:35473172|35477366",14,6,NA
"13347","scaffold0016:35473172|35479689",NA,NA,5
"13348","scaffold0016:35605916|35626727",NA,NA,4
"13349","scaffold0016:35605916|35633180",8,NA,NA
"13350","scaffold0016:35620529|35626727",184,71,40
"13351","scaffold0016:35626264|35626727",34,23,12
"13352","scaffold0016:35626264|35635709",3,NA,NA
"13353","scaffold0016:35633028|35635709",NA,5,NA
"13354","scaffold0016:35669043|35673668",5,6,5
"13355","scaffold0016:35673544|35679834",2,2,NA
"13356","scaffold0016:35679691|35683147",4,NA,6
"13357","scaffold0016:35705458|35706717",NA,22,NA
"13358","scaffold0016:35725535|35732042",NA,NA,6
"13359","scaffold0016:35729436|35732042",8,NA,NA
"13360","scaffold0016:35730159|35732042",4,NA,NA
"13361","scaffold0016:35759978|35762686",2,NA,4
"13362","scaffold0016:35759978|35764633",65,18,13
"13363","scaffold0016:35759978|35770502",14,14,NA
"13364","scaffold0016:35759978|35786416",2,NA,NA
"13365","scaffold0016:35759978|35815488",4,NA,NA
"13366","scaffold0016:35759981|35762686",NA,5,NA
"13367","scaffold0016:35759981|35764633",11,NA,NA
"13368","scaffold0016:35762487|35764633",2,NA,5
"13369","scaffold0016:35762487|35766998",2,NA,NA
"13370","scaffold0016:35766857|35786416",5,NA,NA
"13371","scaffold0016:35779340|35786416",6,NA,10
"13372","scaffold0016:35785907|35786416",23,22,35
"13373","scaffold0016:36129970|36142049",3,3,NA
"13374","scaffold0016:36176398|36179003",15,6,5
"13375","scaffold0016:36176398|36182897",38,5,12
"13376","scaffold0016:36181345|36182897",43,NA,27
"13377","scaffold0016:36232410|36232625",NA,NA,8
"13378","scaffold0016:36240078|36242348",NA,NA,3
"13379","scaffold0016:36243319|36244209",2,NA,NA
"13380","scaffold0016:36244047|36245445",NA,10,3
"13381","scaffold0016:36245316|36246416",NA,12,NA
"13382","scaffold0016:36246316|36246675",8,12,NA
"13383","scaffold0016:36686384|36686536",5,NA,NA
"13384","scaffold0016:36943490|36945981",5,12,7
"13385","scaffold0016:36951568|36956782",NA,NA,5
"13386","scaffold0016:3768195|3768438",28,14,21
"13387","scaffold0016:3789954|3799934",NA,4,NA
"13388","scaffold0016:3807824|3808106",NA,6,NA
"13389","scaffold0016:38080697|38082436",20,2,4
"13390","scaffold0016:3809152|3810161",7,6,2
"13391","scaffold0016:38096150|38129410",NA,NA,2
"13392","scaffold0016:38099646|38129410",4,7,NA
"13393","scaffold0016:38099646|38143616",NA,5,NA
"13394","scaffold0016:38099646|38149327",2,NA,NA
"13395","scaffold0016:38129314|38149327",NA,2,NA
"13396","scaffold0016:38161343|38161625",17,NA,NA
"13397","scaffold0016:38992348|38993824",NA,3,NA
"13398","scaffold0016:39018339|39029458",NA,NA,2
"13399","scaffold0016:39029297|39033830",35,19,19
"13400","scaffold0016:39029297|39035965",11,NA,3
"13401","scaffold0016:3904209|3909098",7,NA,NA
"13402","scaffold0016:39046105|39067997",4,NA,NA
"13403","scaffold0016:3908847|3909098",NA,NA,5
"13404","scaffold0016:39192853|39195219",NA,NA,2
"13405","scaffold0016:39606764|39623975",2,NA,NA
"13406","scaffold0016:40014260|40016803",10,NA,13
"13407","scaffold0016:40014260|40018371",1147,683,755
"13408","scaffold0016:40014260|40039342",4,NA,2
"13409","scaffold0016:40014260|40052719",4,NA,NA
"13410","scaffold0016:40014260|40058285",NA,2,NA
"13411","scaffold0016:40014268|40018371",NA,NA,16
"13412","scaffold0016:40016616|40018371",7,NA,NA
"13413","scaffold0016:40066576|40070328",2,24,15
"13414","scaffold0016:40070100|40070328",14,4,NA
"13415","scaffold0016:40070100|40070995",3,NA,NA
"13416","scaffold0016:40070792|40070995",3,NA,NA
"13417","scaffold0016:40310791|40324786",NA,NA,2
"13418","scaffold0016:40454043|40460191",2,4,NA
"13419","scaffold0016:40484173|40484358",2,10,NA
"13420","scaffold0016:40484173|40503789",NA,NA,5
"13421","scaffold0016:40484173|40511941",NA,3,NA
"13422","scaffold0016:40484173|40522476",NA,NA,2
"13423","scaffold0016:40498153|40511941",5,NA,NA
"13424","scaffold0016:40503627|40506033",6,NA,NA
"13425","scaffold0016:40509416|40509568",NA,8,NA
"13426","scaffold0016:40511745|40520987",13,4,8
"13427","scaffold0016:40729812|40746424",17,NA,NA
"13428","scaffold0016:40738986|40739137",3,NA,NA
"13429","scaffold0016:4094167|4132072",3,NA,NA
"13430","scaffold0016:4099190|4130040",7,3,5
"13431","scaffold0016:41002658|41003638",NA,NA,5
"13432","scaffold0016:41019174|41019364",NA,NA,2
"13433","scaffold0016:4112882|4130040",733,626,339
"13434","scaffold0016:4112882|4193975",2,NA,12
"13435","scaffold0016:4112882|4201412",33,18,NA
"13436","scaffold0016:4112898|4130040",NA,NA,2
"13437","scaffold0016:41149423|41149977",2,NA,NA
"13438","scaffold0016:41173297|41177463",26,15,NA
"13439","scaffold0016:41187462|41187783",79,70,98
"13440","scaffold0016:41187636|41187783",9,NA,NA
"13441","scaffold0016:41194290|41201016",4,NA,NA
"13442","scaffold0016:41200908|41202689",3,NA,NA
"13443","scaffold0016:41200908|41203097",3,NA,NA
"13444","scaffold0016:41202569|41203097",17,NA,7
"13445","scaffold0016:41231084|41231796",9,10,NA
"13446","scaffold0016:41231084|41235972",19,20,4
"13447","scaffold0016:4127247|4130040",50,96,3
"13448","scaffold0016:4127247|4201412",4,NA,NA
"13449","scaffold0016:41306129|41306375",8,NA,NA
"13450","scaffold0016:41325817|41326508",NA,NA,2
"13451","scaffold0016:41356032|41357935",8,NA,32
"13452","scaffold0016:41356032|41362843",273,226,177
"13453","scaffold0016:41356032|41363384",3,NA,NA
"13454","scaffold0016:41356032|41368825",4,NA,NA
"13455","scaffold0016:41356032|41371795",NA,NA,6
"13456","scaffold0016:41360640|41362843",NA,NA,2
"13457","scaffold0016:41366945|41374241",12,NA,NA
"13458","scaffold0016:41368190|41368591",4,NA,NA
"13459","scaffold0016:41525584|41526130",NA,NA,8
"13460","scaffold0016:41554936|41560338",13,3,4
"13461","scaffold0016:41657280|41662873",NA,12,NA
"13462","scaffold0016:41669574|41670115",NA,NA,2
"13463","scaffold0016:41780133|41780293",2,NA,NA
"13464","scaffold0016:41785099|41785582",4,NA,NA
"13465","scaffold0016:41785099|41798033",84,107,25
"13466","scaffold0016:4191939|4201412",4,3,NA
"13467","scaffold0016:4191939|4245657",20,NA,NA
"13468","scaffold0016:4191939|4273982",NA,4,NA
"13469","scaffold0016:41937628|41973008",4,NA,NA
"13470","scaffold0016:41986155|42030282",2,NA,NA
"13471","scaffold0016:4201314|4227292",18,NA,2
"13472","scaffold0016:4201314|4239509",NA,4,10
"13473","scaffold0016:4201314|4245657",22,16,11
"13474","scaffold0016:42121540|42122308",2,13,6
"13475","scaffold0016:4259716|4273982",13,NA,NA
"13476","scaffold0016:42707167|42767458",50,10,32
"13477","scaffold0016:42743119|42767458",64,40,56
"13478","scaffold0016:42753337|42767458",11,NA,NA
"13479","scaffold0016:43082117|43110001",4,NA,NA
"13480","scaffold0016:43495224|43499915",12,NA,NA
"13481","scaffold0016:43499806|43500264",4,NA,NA
"13482","scaffold0016:43499816|43500264",4,NA,NA
"13483","scaffold0016:43529978|43544082",NA,6,16
"13484","scaffold0016:43543928|43544492",2,NA,4
"13485","scaffold0016:43561976|43564169",NA,NA,2
"13486","scaffold0016:43561976|43567130",19,18,4
"13487","scaffold0016:43585242|43585632",2,NA,4
"13488","scaffold0016:43585242|43588230",NA,16,NA
"13489","scaffold0016:43585242|43593340",NA,4,NA
"13490","scaffold0016:43609565|43610016",2,NA,4
"13491","scaffold0016:43639958|43641426",16,NA,NA
"13492","scaffold0016:480163|494974",NA,2,NA
"13493","scaffold0016:487846|521528",NA,NA,6
"13494","scaffold0016:4881378|4895085",10,NA,NA
"13495","scaffold0016:4929379|4932434",6,10,NA
"13496","scaffold0016:4929379|4938005",NA,NA,4
"13497","scaffold0016:4932295|4938005",NA,NA,6
"13498","scaffold0016:494842|521545",9,5,NA
"13499","scaffold0016:5167677|5167851",NA,8,NA
"13500","scaffold0016:5171050|5171838",NA,NA,7
"13501","scaffold0016:5171747|5172045",NA,6,NA
"13502","scaffold0016:5172347|5177550",NA,8,NA
"13503","scaffold0016:5175584|5177550",NA,10,NA
"13504","scaffold0016:521410|560449",14,4,17
"13505","scaffold0016:521410|569834",3,NA,NA
"13506","scaffold0016:521410|578218",NA,NA,2
"13507","scaffold0016:5292675|5295668",6,NA,NA
"13508","scaffold0016:5292675|5300245",2,NA,NA
"13509","scaffold0016:5295501|5304339",9,NA,NA
"13510","scaffold0016:5300128|5304339",21,29,6
"13511","scaffold0016:5303188|5304339",2,NA,NA
"13512","scaffold0016:5451243|5453862",8,NA,12
"13513","scaffold0016:5451243|5456618",10,2,10
"13514","scaffold0016:5458297|5459832",NA,NA,4
"13515","scaffold0016:5550092|5563942",28,9,22
"13516","scaffold0016:5563882|5571839",3,NA,NA
"13517","scaffold0016:5587057|5587933",7,NA,4
"13518","scaffold0016:5594600|5596310",2,NA,NA
"13519","scaffold0016:5597179|5611978",2,NA,NA
"13520","scaffold0016:5599854|5604091",3,NA,NA
"13521","scaffold0016:5603954|5611978",2,NA,NA
"13522","scaffold0016:5603954|5622990",12,NA,NA
"13523","scaffold0016:5608791|5611931",NA,2,NA
"13524","scaffold0016:5608791|5611978",47,19,4
"13525","scaffold0016:5705291|5707568",336,140,164
"13526","scaffold0016:5705291|5709534",102,78,128
"13527","scaffold0016:5705291|5716086",18,NA,5
"13528","scaffold0016:5715954|5722823",5,NA,NA
"13529","scaffold0016:5732370|5734529",5,8,3
"13530","scaffold0016:5733642|5734529",NA,NA,5
"13531","scaffold0016:5862423|5867388",4,29,2
"13532","scaffold0016:5862423|5884357",NA,NA,10
"13533","scaffold0016:5884129|5884288",NA,4,NA
"13534","scaffold0016:6035854|6036068",2,NA,NA
"13535","scaffold0016:6037993|6039562",NA,4,NA
"13536","scaffold0016:6043037|6048689",NA,3,NA
"13537","scaffold0016:6043083|6048801",3,NA,NA
"13538","scaffold0016:607394|667794",NA,NA,4
