"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1183486|1193368","1.000",NA,NA,NA
"6028","NW_017739040.1:2414444|2443601",NA,NA,NA,"1.000"
"6029","NW_017739040.1:2443485|2453409","1.000",NA,NA,NA
"6030","NW_017739040.1:2548474|2647844","1.000",NA,NA,NA
"6031","NW_017739040.1:2626502|2647844",NA,"5.000",NA,NA
"6032","NW_017739040.1:2626502|2670310",NA,"7.000",NA,NA
"6033","NW_017739040.1:2647779|2757065",NA,NA,NA,"4.000"
"6034","NW_017739040.1:2707213|2739327",NA,NA,NA,"2.000"
"6035","NW_017739040.1:2707213|2757065",NA,NA,NA,"1.000"
"6036","NW_017739040.1:2736767|2739327","6.000","4.000",NA,"1.000"
"6037","NW_017739040.1:2736767|2757065",NA,NA,NA,"1.000"
"6038","NW_017739040.1:2756626|2757065",NA,"3.000",NA,NA
"6039","NW_017739040.1:2828193|2832543","1.000",NA,NA,NA
"6040","NW_017739040.1:2828193|2840045",NA,"3.000",NA,NA
"6041","NW_017739040.1:2828193|2912927","3.000",NA,NA,NA
"6042","NW_017739040.1:2871172|2916672",NA,"1.000",NA,NA
"6043","NW_017739040.1:2890521|2916672",NA,"6.000","4.000",NA
"6044","NW_017739040.1:2912491|2916672","17.000","30.000",NA,"15.000"
"6045","NW_017739040.1:3981484|3982416","1.000",NA,NA,NA
"6046","NW_017739040.1:4195278|4303369",NA,"3.000",NA,NA
"6047","NW_017739040.1:4244782|4321186","3.000",NA,NA,NA
"6048","NW_017739040.1:4283157|4321186",NA,"2.000",NA,NA
"6049","NW_017739040.1:4498759|4535338",NA,NA,"2.000",NA
"6050","NW_017739040.1:4498764|4535338",NA,NA,NA,"1.000"
"6051","NW_017739040.1:4532819|4535338",NA,"2.000",NA,NA
"6052","NW_017739040.1:4532819|4579641",NA,NA,NA,"1.000"
"6053","NW_017739040.1:4532819|4590197",NA,NA,NA,"1.000"
"6054","NW_017739040.1:4567680|4590197",NA,"1.000",NA,NA
"6055","NW_017739040.1:4902131|4921320",NA,"1.000",NA,NA
"6056","NW_017739040.1:491290|491695",NA,"1.000",NA,NA
"6057","NW_017739040.1:4946170|4955432","1.000",NA,NA,NA
"6058","NW_017739040.1:5733939|5753038",NA,"1.000",NA,NA
"6059","NW_017739040.1:5762067|5764975","2.000",NA,NA,NA
"6060","NW_017739040.1:5799725|5802522",NA,NA,NA,"4.000"
"6061","NW_017739040.1:5799725|5808340","4.000","6.000","3.000",NA
"6062","NW_017739040.1:5842194|5844474","3.000","7.000","3.000","8.000"
"6063","NW_017739040.1:5842194|5869211",NA,"2.000","1.000",NA
"6064","NW_017739040.1:5867522|5869211",NA,"2.000",NA,"6.000"
"6065","NW_017739040.1:6268072|6290719",NA,"2.000",NA,NA
"6066","NW_017739040.1:6280341|6285101",NA,"1.000","1.000",NA
"6067","NW_017739040.1:6283577|6285101","6.000",NA,NA,NA
"6068","NW_017739040.1:6315138|6326303","1.000",NA,NA,NA
"6069","NW_017739040.1:6315138|6329610",NA,"4.000",NA,"2.000"
"6070","NW_017739040.1:7117311|7130650","7.000","6.000",NA,"2.000"
"6071","NW_017739040.1:7117311|7158395",NA,"2.000",NA,"3.000"
"6072","NW_017739040.1:7123886|7158395",NA,"5.000",NA,NA
"6073","NW_017739040.1:7130509|7171580",NA,NA,NA,"5.000"
"6074","NW_017739040.1:7687065|7702117",NA,"1.000",NA,NA
"6075","NW_017739040.1:7688742|7689498","1.000",NA,NA,NA
"6076","NW_017739040.1:7701839|7716604",NA,NA,"1.000",NA
"6077","NW_017739040.1:7716390|7727452","3.000",NA,NA,NA
"6078","NW_017739040.1:8034511|8045808",NA,NA,"1.000",NA
"6079","NW_017739040.1:8037854|8057272",NA,"4.000",NA,NA
"6080","NW_017739040.1:8056759|8057272",NA,"4.000","1.000",NA
"6081","NW_017739040.1:8056759|8078735","4.000",NA,NA,"4.000"
"6082","NW_017739040.1:8459924|8460425",NA,"2.000",NA,NA
"6083","NW_017739040.1:8485676|8488599","37.000","1.000","15.000","5.000"
"6084","NW_017739040.1:8485676|8502803","3.000","2.000","5.000","2.000"
"6085","NW_017739040.1:8485676|8524876",NA,"2.000",NA,NA
"6086","NW_017739040.1:8502641|8524876",NA,"4.000","1.000",NA
"6087","NW_017739040.1:8502641|8559786",NA,NA,NA,"1.000"
"6088","NW_017739040.1:8557138|8559786",NA,"1.000",NA,NA
"6089","NW_017739040.1:8557138|8560674",NA,NA,"2.000","2.000"
"6090","NW_017739040.1:8557138|8582980",NA,NA,NA,"2.000"
"6091","NW_017739040.1:8566588|8572683",NA,"1.000",NA,NA
"6092","NW_017739040.1:8567574|8568540","3.000",NA,NA,NA
"6093","NW_017739040.1:8702861|8733348",NA,"2.000",NA,NA
"6094","NW_017739040.1:8732664|8733348",NA,"2.000",NA,NA
"6095","NW_017739040.1:8897720|8903212",NA,NA,NA,"2.000"
"6096","NW_017739040.1:9539224|9550150",NA,NA,NA,"2.000"
"6097","NW_017739040.1:9545498|9550150","3.000","4.000","3.000",NA
"6098","NW_017739040.1:9547307|9550150",NA,"2.000",NA,NA
"6099","NW_017739040.1:9671017|9678580",NA,"3.000",NA,NA
"6100","NW_017739041.1:233741|244632","5.000","7.000",NA,"1.000"
"6101","NW_017739041.1:233741|246435","1.000",NA,NA,NA
"6102","NW_017739041.1:274242|280975",NA,NA,"1.000",NA
"6103","NW_017739042.1:118867|134814",NA,"1.000","1.000",NA
"6104","NW_017739042.1:133971|134814",NA,NA,NA,"3.000"
"6105","NW_017739042.1:160698|173329",NA,"1.000",NA,NA
"6106","NW_017739042.1:161770|232370",NA,NA,"1.000",NA
"6107","NW_017739042.1:2240266|2251907",NA,NA,"1.000",NA
"6108","NW_017739042.1:2315792|2344720",NA,"1.000",NA,NA
"6109","NW_017739042.1:2322471|2343697",NA,"1.000",NA,NA
"6110","NW_017739042.1:2343533|2344720","4.000","9.000","4.000",NA
"6111","NW_017739042.1:278944|284218","1.000",NA,NA,"2.000"
"6112","NW_017739042.1:3051515|3055425","1.000",NA,NA,NA
"6113","NW_017739042.1:3051515|3089052","1.000",NA,NA,NA
"6114","NW_017739042.1:3354167|3358892",NA,NA,NA,"1.000"
"6115","NW_017739042.1:3429773|3431785",NA,NA,"2.000",NA
"6116","NW_017739042.1:3474174|3482262",NA,NA,NA,"2.000"
"6117","NW_017739042.1:3939546|3945712","68.000",NA,"35.000","26.000"
"6118","NW_017739042.1:3939546|3978234",NA,NA,"1.000",NA
"6119","NW_017739042.1:3939549|3945712",NA,"58.000",NA,"7.000"
"6120","NW_017739042.1:3952895|3955847","4.000","2.000","9.000","1.000"
"6121","NW_017739042.1:3958711|3963109",NA,"3.000",NA,NA
"6122","NW_017739042.1:3975638|3988227","4.000",NA,NA,NA
"6123","NW_017739042.1:4030533|4030766","3.000","5.000","1.000",NA
"6124","NW_017739042.1:4037103|4038025",NA,"3.000","2.000","3.000"
"6125","NW_017739042.1:4130651|4133331","1.000",NA,NA,NA
"6126","NW_017739042.1:4387322|4390199",NA,"3.000",NA,"2.000"
"6127","NW_017739042.1:4387322|4407198",NA,NA,"2.000","8.000"
"6128","NW_017739042.1:51848|56200","7.000","17.000","5.000","11.000"
"6129","NW_017739042.1:5889850|5891336",NA,NA,NA,"2.000"
"6130","NW_017739042.1:5936746|5941210","5.000",NA,NA,NA
"6131","NW_017739042.1:6604061|6629246","1.000",NA,NA,NA
"6132","NW_017739042.1:7345516|7354061",NA,"2.000","4.000","1.000"
"6133","NW_017739042.1:7345516|7366289","1.000","1.000",NA,NA
"6134","NW_017739042.1:7365338|7366286",NA,NA,NA,"2.000"
"6135","NW_017739042.1:7365338|7366289",NA,"3.000","9.000",NA
"6136","NW_017739042.1:889807|890100","28.000","8.000","12.000",NA
"6137","NW_017739042.1:889807|893754",NA,NA,NA,"1.000"
"6138","NW_017739042.1:889807|895544",NA,NA,NA,"2.000"
"6139","NW_017739043.1:1024049|1048563",NA,"1.000",NA,NA
"6140","NW_017739043.1:1133640|1134536","4.000","9.000","9.000","10.000"
"6141","NW_017739043.1:1166857|1168032","2.000","2.000","1.000",NA
"6142","NW_017739043.1:1174406|1184339","4.000","4.000","8.000",NA
"6143","NW_017739043.1:1196343|1196900","2.000",NA,NA,NA
"6144","NW_017739043.1:1235762|1239381","2.000",NA,NA,NA
"6145","NW_017739043.1:1392012|1398538",NA,NA,"3.000",NA
"6146","NW_017739043.1:1732642|1735606","2.000","2.000",NA,NA
"6147","NW_017739043.1:1937037|1937661",NA,"1.000",NA,"1.000"
"6148","NW_017739043.1:1954925|1955305",NA,NA,NA,"3.000"
"6149","NW_017739043.1:1958951|1959426","23.000","81.000","9.000","26.000"
"6150","NW_017739043.1:2013807|2019661",NA,NA,"2.000","11.000"
"6151","NW_017739043.1:2152348|2154185","1.000",NA,NA,NA
"6152","NW_017739043.1:215926|216312",NA,"3.000",NA,NA
"6153","NW_017739043.1:220043|227018","2.000",NA,NA,"2.000"
"6154","NW_017739043.1:2213445|2214306",NA,"1.000",NA,NA
"6155","NW_017739043.1:2249600|2252464",NA,NA,"2.000",NA
"6156","NW_017739043.1:2394754|2395075","2.000",NA,NA,NA
"6157","NW_017739043.1:2526686|2527204",NA,"2.000",NA,NA
"6158","NW_017739043.1:2580379|2604982","1.000",NA,NA,NA
"6159","NW_017739043.1:2580600|2604982","7.000","3.000","16.000","10.000"
"6160","NW_017739043.1:2604122|2604982","2.000",NA,NA,NA
"6161","NW_017739043.1:2604713|2604982",NA,NA,NA,"1.000"
"6162","NW_017739043.1:2632876|2633407","2.000",NA,NA,NA
"6163","NW_017739043.1:2688193|2700872",NA,NA,NA,"3.000"
"6164","NW_017739043.1:27477|30053",NA,"3.000",NA,NA
"6165","NW_017739043.1:2824160|2830267",NA,"3.000",NA,"1.000"
"6166","NW_017739043.1:2830155|2834756",NA,NA,"1.000",NA
"6167","NW_017739043.1:2831009|2831237",NA,NA,NA,"4.000"
"6168","NW_017739043.1:2840314|2841188","1.000",NA,NA,NA
"6169","NW_017739043.1:346958|375656",NA,NA,NA,"1.000"
"6170","NW_017739043.1:351121|381923",NA,NA,"1.000",NA
"6171","NW_017739043.1:3997082|4007991","9.000",NA,NA,NA
"6172","NW_017739043.1:492838|500736",NA,"1.000",NA,"2.000"
"6173","NW_017739043.1:553554|555962","1.000","2.000",NA,NA
"6174","NW_017739043.1:622417|622697","3.000",NA,NA,NA
"6175","NW_017739043.1:682934|685521","2.000","6.000",NA,NA
"6176","NW_017739043.1:682934|692108",NA,"2.000",NA,NA
"6177","NW_017739043.1:976061|998341","2.000",NA,NA,NA
"6178","NW_017739044.1:112833|114249","1.000",NA,NA,NA
"6179","NW_017739044.1:13389|13670",NA,NA,NA,"1.000"
"6180","NW_017739044.1:1397575|1409129",NA,"2.000",NA,NA
"6181","NW_017739044.1:1409048|1535631","1.000",NA,NA,NA
"6182","NW_017739044.1:1534439|1535631",NA,"7.000","1.000","2.000"
"6183","NW_017739044.1:1534439|1537599",NA,NA,"1.000",NA
"6184","NW_017739044.1:1804619|1808021","5.000",NA,NA,NA
"6185","NW_017739044.1:1804619|1819777","2.000",NA,NA,NA
"6186","NW_017739044.1:1819675|1861525","5.000",NA,NA,NA
"6187","NW_017739044.1:1829178|1861413","2.000",NA,NA,NA
"6188","NW_017739044.1:1845896|1861413",NA,NA,NA,"3.000"
"6189","NW_017739044.1:1848899|1861413","2.000","4.000","5.000",NA
"6190","NW_017739044.1:1848899|1861525","2.000","9.000",NA,NA
"6191","NW_017739044.1:1861088|1861413","3.000","9.000","8.000","10.000"
"6192","NW_017739044.1:257673|270790",NA,"1.000",NA,NA
"6193","NW_017739044.1:257673|286980",NA,"3.000",NA,NA
"6194","NW_017739044.1:32712|48282","8.000","22.000","17.000","22.000"
"6195","NW_017739044.1:327163|339708",NA,NA,NA,"3.000"
"6196","NW_017739044.1:332332|339708",NA,"3.000",NA,NA
"6197","NW_017739044.1:332538|339708",NA,NA,NA,"1.000"
"6198","NW_017739044.1:342514|346849",NA,NA,NA,"2.000"
"6199","NW_017739044.1:431012|439328",NA,"1.000",NA,NA
"6200","NW_017739044.1:482363|482913",NA,NA,NA,"1.000"
"6201","NW_017739044.1:615522|627890","3.000",NA,NA,NA
"6202","NW_017739044.1:622829|627890","3.000","3.000","3.000",NA
"6203","NW_017739044.1:878927|882702","17.000","9.000","13.000","4.000"
"6204","NW_017739044.1:878927|911990","1.000","3.000",NA,NA
"6205","NW_017739044.1:878927|929729",NA,"3.000",NA,NA
"6206","NW_017739044.1:907181|911990",NA,"4.000","2.000",NA
"6207","NW_017739044.1:907181|929729","11.000","27.000","12.000","10.000"
"6208","NW_017739044.1:907181|939944",NA,"1.000",NA,"2.000"
"6209","NW_017739044.1:911901|963096","1.000",NA,NA,NA
"6210","NW_017739045.1:4013159|4020142",NA,NA,NA,"1.000"
"6211","NW_017739045.1:4486966|4504328",NA,"2.000",NA,NA
"6212","NW_017739045.1:4883575|4891426","1.000",NA,NA,NA
"6213","NW_017739045.1:4908043|4912616",NA,"9.000",NA,NA
"6214","NW_017739046.1:1141304|1142607",NA,"1.000",NA,NA
"6215","NW_017739046.1:1141304|1153825","2.000",NA,NA,NA
"6216","NW_017739046.1:1143634|1146583",NA,"1.000",NA,NA
"6217","NW_017739046.1:1146821|1157477",NA,"1.000",NA,NA
"6218","NW_017739046.1:1199301|1201410",NA,"1.000",NA,NA
"6219","NW_017739046.1:1426481|1443838",NA,NA,NA,"1.000"
"6220","NW_017739046.1:1478148|1479028","3.000",NA,NA,NA
"6221","NW_017739046.1:1530120|1540104",NA,NA,NA,"1.000"
"6222","NW_017739046.1:1809620|1813767",NA,"1.000",NA,NA
"6223","NW_017739046.1:1809620|1819461","2.000",NA,NA,NA
"6224","NW_017739046.1:1840766|1844512",NA,"1.000",NA,NA
"6225","NW_017739046.1:1843675|1844512",NA,NA,NA,"1.000"
"6226","NW_017739046.1:1895195|1897915","3.000","4.000",NA,NA
"6227","NW_017739046.1:1958743|1973670",NA,"1.000",NA,NA
"6228","NW_017739046.1:214963|216625",NA,"3.000",NA,NA
"6229","NW_017739046.1:2481514|2508786",NA,NA,NA,"3.000"
"6230","NW_017739046.1:2483701|2551131",NA,NA,NA,"2.000"
"6231","NW_017739046.1:2504331|2508786",NA,"1.000",NA,"3.000"
"6232","NW_017739046.1:2626291|2684738",NA,"4.000",NA,NA
"6233","NW_017739046.1:2646136|2675869","1.000",NA,NA,NA
"6234","NW_017739046.1:2705178|2709289",NA,"16.000",NA,"3.000"
"6235","NW_017739046.1:2738265|2739106",NA,NA,"2.000",NA
"6236","NW_017739046.1:2766124|2769656",NA,"5.000",NA,NA
"6237","NW_017739046.1:2768203|2769656","1.000","5.000","1.000",NA
"6238","NW_017739046.1:2822474|2834797","2.000","1.000","4.000",NA
"6239","NW_017739046.1:2823454|2834797",NA,"1.000",NA,NA
"6240","NW_017739046.1:2890624|2892140",NA,NA,"5.000",NA
"6241","NW_017739046.1:2912963|2913310",NA,"1.000",NA,NA
"6242","NW_017739046.1:2971899|2972673",NA,NA,"1.000",NA
"6243","NW_017739046.1:2971899|2975643","2.000",NA,NA,NA
"6244","NW_017739046.1:3070144|3084172",NA,NA,"1.000",NA
"6245","NW_017739046.1:3524820|3527061",NA,"2.000",NA,NA
"6246","NW_017739046.1:3524820|3534462","2.000",NA,NA,NA
"6247","NW_017739046.1:3524820|3543368",NA,"1.000",NA,NA
"6248","NW_017739046.1:3532870|3539373","5.000",NA,NA,NA
"6249","NW_017739046.1:3624312|3637170","1.000","3.000",NA,"7.000"
"6250","NW_017739046.1:4412196|4415808",NA,NA,NA,"2.000"
"6251","NW_017739046.1:4413492|4431284",NA,"1.000",NA,NA
"6252","NW_017739046.1:4413492|4446744",NA,"1.000",NA,NA
"6253","NW_017739046.1:4485390|4565776",NA,"3.000",NA,NA
"6254","NW_017739046.1:4863356|4863718",NA,"6.000","1.000","4.000"
"6255","NW_017739046.1:4863356|4937319",NA,"2.000",NA,"2.000"
"6256","NW_017739046.1:4991144|5003917",NA,NA,"2.000","2.000"
"6257","NW_017739046.1:5013699|5036987","1.000","1.000","1.000",NA
"6258","NW_017739046.1:5036866|5055109",NA,NA,"3.000",NA
"6259","NW_017739046.1:5036866|5071258","2.000","2.000",NA,NA
"6260","NW_017739046.1:5036866|5092082",NA,NA,NA,"1.000"
"6261","NW_017739046.1:5036866|5103914","1.000",NA,NA,"2.000"
"6262","NW_017739046.1:5039849|5040094",NA,NA,"2.000",NA
"6263","NW_017739046.1:5039849|5062819",NA,"1.000",NA,NA
"6264","NW_017739046.1:5039849|5071258","1.000",NA,NA,NA
"6265","NW_017739046.1:5039849|5103914","2.000",NA,NA,NA
"6266","NW_017739046.1:5054982|5071258",NA,NA,"4.000",NA
"6267","NW_017739046.1:5054982|5092082",NA,NA,"2.000",NA
"6268","NW_017739046.1:5080561|5092082","2.000",NA,NA,NA
"6269","NW_017739046.1:5080561|5103914","3.000",NA,NA,NA
"6270","NW_017739046.1:5659485|5706195",NA,"1.000",NA,NA
"6271","NW_017739046.1:5691981|5706195",NA,"3.000",NA,"4.000"
"6272","NW_017739046.1:5877648|5883728",NA,NA,"1.000",NA
"6273","NW_017739046.1:5879144|5883728","1.000",NA,NA,NA
"6274","NW_017739046.1:5879144|5912423",NA,NA,"2.000",NA
"6275","NW_017739046.1:5881423|5883728",NA,NA,NA,"1.000"
"6276","NW_017739046.1:5972812|5982203","2.000","1.000",NA,NA
"6277","NW_017739046.1:5972812|5999231",NA,"2.000",NA,NA
"6278","NW_017739046.1:5998553|6002829",NA,"4.000",NA,NA
"6279","NW_017739046.1:6062045|6071983",NA,"3.000",NA,NA
"6280","NW_017739046.1:6066633|6071983","2.000","2.000","7.000","7.000"
"6281","NW_017739046.1:6103112|6104168",NA,NA,NA,"1.000"
"6282","NW_017739046.1:6132824|6133872","15.000","39.000","6.000","25.000"
"6283","NW_017739046.1:6132824|6137598",NA,"1.000",NA,NA
"6284","NW_017739046.1:6132824|6143192","13.000","9.000","10.000","13.000"
"6285","NW_017739046.1:6143080|6172599",NA,"4.000",NA,NA
"6286","NW_017739046.1:6143080|6182887",NA,"1.000",NA,NA
"6287","NW_017739046.1:6163881|6172599","8.000","17.000","3.000","35.000"
"6288","NW_017739046.1:6163881|6182887",NA,"20.000","5.000","4.000"
"6289","NW_017739046.1:6163881|6198226",NA,"3.000",NA,NA
"6290","NW_017739046.1:6182385|6182887",NA,"8.000",NA,NA
"6291","NW_017739046.1:6182385|6198226",NA,"1.000",NA,NA
"6292","NW_017739046.1:6310406|6311238","2.000",NA,NA,NA
"6293","NW_017739046.1:6479899|6484705",NA,"1.000",NA,NA
"6294","NW_017739046.1:6528231|6549195",NA,"2.000",NA,NA
"6295","NW_017739046.1:6540978|6549195","2.000","11.000",NA,"4.000"
"6296","NW_017739046.1:6554628|6555785",NA,"1.000","3.000",NA
"6297","NW_017739046.1:6577773|6580997","4.000",NA,NA,NA
"6298","NW_017739047.1:1286246|1318278",NA,NA,"2.000",NA
"6299","NW_017739047.1:1483203|1484326",NA,NA,NA,"1.000"
"6300","NW_017739047.1:1484246|1486309",NA,"3.000",NA,NA
"6301","NW_017739048.1:102982|104715","1.000",NA,NA,NA
"6302","NW_017739048.1:102982|130926",NA,NA,"2.000",NA
"6303","NW_017739048.1:103912|123308",NA,NA,"1.000",NA
"6304","NW_017739048.1:104655|130926","5.000",NA,NA,NA
"6305","NW_017739048.1:104655|139857",NA,"1.000",NA,NA
"6306","NW_017739048.1:120114|130926","22.000","23.000","5.000","1.000"
"6307","NW_017739048.1:123171|130926","1.000","14.000",NA,"7.000"
"6308","NW_017739048.1:143271|146732",NA,"2.000",NA,NA
"6309","NW_017739048.1:148958|149347",NA,NA,"3.000",NA
"6310","NW_017739048.1:149187|155489",NA,NA,NA,"6.000"
"6311","NW_017739048.1:1653090|1671459",NA,"3.000",NA,"5.000"
"6312","NW_017739048.1:1667980|1671459",NA,NA,NA,"3.000"
"6313","NW_017739048.1:1789484|1811121",NA,"2.000",NA,NA
"6314","NW_017739048.1:1872989|1879754","2.000",NA,NA,NA
"6315","NW_017739048.1:87975|104715","14.000","25.000","14.000","10.000"
"6316","NW_017739048.1:87975|120220","1.000",NA,NA,"1.000"
"6317","NW_017739048.1:87975|123308","2.000",NA,NA,"6.000"
"6318","NW_017739048.1:87975|130926",NA,"4.000",NA,NA
"6319","NW_017739049.1:1046732|1076876",NA,"1.000",NA,NA
"6320","NW_017739049.1:1432999|1434919",NA,"1.000",NA,NA
"6321","NW_017739049.1:1467136|1473408",NA,"1.000",NA,NA
"6322","NW_017739049.1:2150540|2156238",NA,NA,NA,"2.000"
"6323","NW_017739049.1:2837510|2843018",NA,"2.000","2.000",NA
"6324","NW_017739049.1:2837525|2843018","3.000","4.000","10.000","2.000"
"6325","NW_017739049.1:781353|786393","57.000","135.000","17.000","63.000"
"6326","NW_017739049.1:781353|803531",NA,"1.000",NA,NA
"6327","NW_017739049.1:785942|786393","1.000",NA,NA,NA
"6328","NW_017739049.1:849562|852290",NA,"1.000",NA,NA
"6329","NW_017739049.1:930301|1046826",NA,NA,NA,"1.000"
"6330","NW_017739049.1:937048|1076876",NA,NA,NA,"4.000"
"6331","NW_017739049.1:991111|1076918",NA,NA,NA,"4.000"
"6332","NW_017739050.1:1254042|1270951",NA,"3.000",NA,NA
"6333","NW_017739050.1:1254042|1272556",NA,"2.000",NA,NA
"6334","NW_017739050.1:1474737|1540479",NA,"2.000",NA,NA
"6335","NW_017739050.1:1475927|1480027",NA,"1.000",NA,NA
"6336","NW_017739050.1:1484798|1494107",NA,NA,NA,"1.000"
"6337","NW_017739050.1:1490295|1494107","3.000",NA,NA,NA
"6338","NW_017739050.1:1512954|1522112","8.000",NA,"7.000","6.000"
"6339","NW_017739050.1:1512954|1540479","12.000","12.000","38.000","12.000"
"6340","NW_017739050.1:1521820|1540479","9.000","8.000","35.000","1.000"
"6341","NW_017739050.1:1535483|1536411",NA,NA,"2.000",NA
"6342","NW_017739050.1:1535483|1540479","48.000","92.000","149.000","82.000"
"6343","NW_017739050.1:1535516|1540479",NA,"1.000",NA,NA
"6344","NW_017739050.1:1801065|1815368",NA,NA,NA,"1.000"
"6345","NW_017739050.1:1821039|1825384",NA,"3.000",NA,NA
"6346","NW_017739050.1:1837746|1838955",NA,"2.000",NA,NA
"6347","NW_017739050.1:197164|214491",NA,NA,NA,"4.000"
"6348","NW_017739050.1:2073663|2078132",NA,NA,"1.000",NA
"6349","NW_017739050.1:2219110|2227546","2.000",NA,NA,"1.000"
"6350","NW_017739050.1:2260402|2261737","3.000",NA,NA,NA
"6351","NW_017739050.1:2263678|2264223","1.000",NA,NA,NA
"6352","NW_017739050.1:2264716|2264988",NA,"2.000",NA,NA
"6353","NW_017739050.1:2466279|2489174","4.000",NA,NA,NA
"6354","NW_017739050.1:305296|307976",NA,"2.000",NA,NA
"6355","NW_017739050.1:3224752|3225067",NA,NA,"3.000",NA
"6356","NW_017739050.1:334257|334826",NA,"1.000",NA,NA
"6357","NW_017739050.1:461523|463095","3.000","2.000","5.000",NA
"6358","NW_017739050.1:573739|579160",NA,NA,"1.000",NA
"6359","NW_017739050.1:647334|647700",NA,"2.000","4.000",NA
"6360","NW_017739050.1:686583|701936",NA,NA,NA,"2.000"
"6361","NW_017739050.1:706027|706686","1.000",NA,NA,NA
"6362","NW_017739050.1:706027|718188",NA,"1.000",NA,NA
"6363","NW_017739051.1:3132458|3140101","11.000","2.000","7.000","9.000"
"6364","NW_017739051.1:3259817|3276053",NA,"5.000",NA,NA
"6365","NW_017739051.1:3259817|3343164",NA,NA,NA,"1.000"
"6366","NW_017739051.1:3273036|3281438","2.000",NA,NA,NA
"6367","NW_017739051.1:3323027|3325743","4.000",NA,NA,NA
"6368","NW_017739051.1:3388358|3389028",NA,NA,"6.000",NA
"6369","NW_017739052.1:1041980|1043594","1.000",NA,NA,NA
"6370","NW_017739052.1:1052151|1052393","3.000",NA,NA,NA
"6371","NW_017739052.1:118608|119085","1.000",NA,NA,NA
"6372","NW_017739052.1:1277348|1277932","24.000","8.000","13.000",NA
"6373","NW_017739052.1:1474404|1474794",NA,"1.000",NA,NA
"6374","NW_017739052.1:1602040|1602732",NA,"3.000",NA,NA
"6375","NW_017739052.1:1604686|1605374","3.000",NA,NA,NA
"6376","NW_017739052.1:1606252|1606859","1.000",NA,NA,NA
"6377","NW_017739052.1:1642334|1643212",NA,"3.000",NA,NA
"6378","NW_017739052.1:1642334|1644006",NA,"2.000","3.000",NA
"6379","NW_017739052.1:1643098|1644006","51.000","35.000","4.000","5.000"
"6380","NW_017739052.1:1643098|1647811",NA,"1.000",NA,NA
"6381","NW_017739052.1:1652090|1652838",NA,"1.000",NA,NA
"6382","NW_017739052.1:1660599|1661213",NA,NA,NA,"1.000"
"6383","NW_017739052.1:1691090|1692734",NA,NA,NA,"1.000"
"6384","NW_017739052.1:1724919|1725312","2.000",NA,NA,NA
"6385","NW_017739052.1:1781712|1783112",NA,"4.000",NA,"3.000"
"6386","NW_017739052.1:1889888|1890781","6.000","4.000","14.000",NA
"6387","NW_017739052.1:1949597|1950280","1.000",NA,NA,NA
"6388","NW_017739052.1:1961730|1962083","43.000","23.000","10.000","10.000"
"6389","NW_017739052.1:1961730|1962450","4.000","9.000","4.000","6.000"
"6390","NW_017739052.1:2055161|2055550",NA,NA,"2.000",NA
"6391","NW_017739052.1:2138027|2138565",NA,"2.000",NA,NA
"6392","NW_017739052.1:2169456|2170840",NA,NA,"3.000",NA
"6393","NW_017739052.1:243860|245391","3.000",NA,NA,NA
"6394","NW_017739052.1:375320|395178","4.000","3.000",NA,"4.000"
"6395","NW_017739052.1:389308|395178","2.000",NA,NA,NA
"6396","NW_017739052.1:393186|395178",NA,"1.000",NA,NA
"6397","NW_017739052.1:393809|395178",NA,"1.000","1.000",NA
"6398","NW_017739052.1:628939|629338",NA,NA,NA,"1.000"
"6399","NW_017739052.1:631644|631824",NA,NA,"2.000",NA
"6400","NW_017739052.1:779283|780932","3.000","1.000",NA,"2.000"
"6401","NW_017739052.1:779403|780932","23.000","38.000","8.000","19.000"
"6402","NW_017739052.1:812186|812715","4.000",NA,NA,NA
"6403","NW_017739052.1:903621|905724",NA,NA,NA,"5.000"
"6404","NW_017739053.1:1861824|1864861",NA,"1.000",NA,NA
"6405","NW_017739053.1:1861824|1882100",NA,NA,"1.000",NA
"6406","NW_017739053.1:1891730|1897513",NA,NA,"2.000",NA
"6407","NW_017739053.1:2001045|2004130",NA,"3.000",NA,NA
"6408","NW_017739053.1:2003968|2007171","3.000",NA,NA,NA
"6409","NW_017739053.1:2020009|2022766","2.000","10.000","6.000",NA
"6410","NW_017739053.1:2239038|2241646","3.000",NA,NA,NA
"6411","NW_017739053.1:2323815|2332812",NA,NA,NA,"4.000"
"6412","NW_017739053.1:2347905|2356226","3.000","10.000","8.000","9.000"
"6413","NW_017739053.1:2347905|2398786",NA,"1.000",NA,NA
"6414","NW_017739053.1:2383200|2394742","17.000",NA,"20.000","12.000"
"6415","NW_017739053.1:2383200|2398786","2.000","2.000",NA,NA
"6416","NW_017739053.1:2573284|2580035","1.000","2.000",NA,NA
"6417","NW_017739053.1:2582585|2583007","1.000",NA,NA,NA
"6418","NW_017739054.1:1074885|1083284",NA,"3.000",NA,NA
"6419","NW_017739054.1:1362145|1364519","1.000","2.000",NA,NA
"6420","NW_017739054.1:1610330|1611190",NA,"1.000",NA,NA
"6421","NW_017739054.1:1633772|1633970",NA,NA,"2.000",NA
"6422","NW_017739054.1:1662947|1667827","5.000",NA,"3.000",NA
"6423","NW_017739054.1:2311633|2325635","2.000","1.000",NA,NA
"6424","NW_017739054.1:267539|300006",NA,NA,"2.000",NA
