"","circ_id","hsa1","hsa2","hsa3"
"1","1:10002262|10002439",NA,NA,4
"4987","2:200419249|200419496",NA,3,NA
"4988","2:200452981|200453144",2,NA,NA
"4989","2:200511870|200512138",NA,3,NA
"4990","2:200968425|200968604",2,NA,NA
"4991","2:201112586|201112958",NA,2,NA
"4992","2:201279522|201279678",NA,NA,2
"4993","2:201307518|201309250",NA,8,NA
"4994","2:201404788|201404970",NA,NA,4
"4995","2:20165127|20165400",NA,3,NA
"4996","2:20182812|20182968",3,NA,NA
"4997","2:201939461|201939657",2,NA,NA
"4998","2:202211326|202211511",NA,3,NA
"4999","2:2025149|2025323",NA,NA,2
"5000","2:203110160|203138315",NA,2,NA
"5001","2:20318536|20333063",NA,10,NA
"5002","2:203489793|203489966",3,NA,NA
"5003","2:204195371|204195541",NA,NA,5
"5004","2:204242774|204242965",NA,4,NA
"5005","2:20534409|20534587",2,NA,NA
"5006","2:205440369|205440672",NA,13,NA
"5007","2:205615792|205616048",2,NA,NA
"5008","2:205892546|205892836",NA,NA,2
"5009","2:206127796|206130242",NA,NA,2
"5010","2:206240174|206240377",2,NA,NA
"5011","2:207086791|207086970",NA,2,NA
"5012","2:207110319|207110478",NA,2,NA
"5013","2:207617566|207617771",2,NA,NA
"5014","2:207976650|207977586",NA,2,NA
"5015","2:20810049|20810377",NA,NA,4
"5016","2:208569754|208569959",3,NA,NA
"5017","2:20957537|20957711",3,NA,NA
"5018","2:209695428|209695598",NA,NA,4
"5019","2:210615145|210615333",NA,4,NA
"5020","2:211204135|211204317",NA,NA,2
"5021","2:212097102|212097295",NA,3,NA
"5022","2:212621082|212621247",NA,2,NA
"5023","2:2126424|2126638",NA,NA,4
"5024","2:212737549|212737772",NA,3,NA
"5025","2:21277755|21277919",2,NA,NA
"5026","2:213082921|213083277",NA,NA,3
"5027","2:21409024|21409179",NA,6,NA
"5028","2:214489230|214489416",NA,4,NA
"5029","2:214810461|214810658",NA,2,NA
"5030","2:215907957|215908127",NA,NA,2
"5031","2:216578769|216578956",NA,2,NA
"5032","2:216999236|216999489",NA,2,NA
"5033","2:217464353|217464523",NA,2,NA
"5034","2:217472943|217473303",NA,4,NA
"5035","2:217772778|217774113",NA,NA,2
"5036","2:217940081|217940251",NA,NA,3
"5037","2:218033370|218033524",2,NA,NA
"5038","2:218302399|218302611",NA,NA,4
"5039","2:218404472|218404643",NA,NA,2
"5040","2:218703502|218703676",NA,3,NA
"5041","2:218954790|218954954",NA,NA,2
"5042","2:218980588|218980744",NA,NA,4
"5043","2:219334445|219334617",NA,NA,3
"5044","2:21949827|21950004",NA,NA,2
"5045","2:219743673|219743838",2,NA,NA
"5046","2:219777441|219777611",2,NA,NA
"5047","2:219778353|219778514",NA,3,NA
"5048","2:219823419|219823681",NA,2,NA
"5049","2:220171079|220171343",3,NA,NA
"5050","2:220205963|220206164",NA,4,NA
"5051","2:221046887|221047057",NA,5,NA
"5052","2:221399802|221399987",NA,NA,2
"5053","2:2225421|2225626",NA,2,NA
"5054","2:22269887|22270074",NA,NA,4
"5055","2:222738466|222738673",NA,4,NA
"5056","2:223894233|223895630",NA,2,NA
"5057","2:224057709|224057863",NA,NA,3
"5058","2:224509301|224509471",NA,5,NA
"5059","2:225371819|225371984",NA,NA,2
"5060","2:226418960|226419114",NA,4,NA
"5061","2:226551568|226551809",NA,11,NA
"5062","2:226673575|226673777",NA,NA,3
"5063","2:226685441|226685619",NA,NA,2
"5064","2:226906792|226914351",NA,5,2
"5065","2:227225233|227225398",NA,4,NA
"5066","2:227623930|227624135",2,NA,NA
"5067","2:228251824|228251976",3,NA,NA
"5068","2:228691804|228692103",NA,NA,2
"5069","2:228876227|228876389",NA,2,NA
"5070","2:228896146|228896319",NA,2,NA
"5071","2:229604326|229604514",NA,NA,2
"5072","2:229608579|229608747",2,NA,NA
"5073","2:229768615|229771632",NA,2,NA
"5074","2:2307956|2308132",3,NA,NA
"5075","2:2308164|2308324",NA,NA,3
"5076","2:2308744|2310415",NA,2,NA
"5077","2:2308765|2308915",NA,3,NA
"5078","2:2308851|2309049",NA,2,NA
"5079","2:2308915|2309075",NA,NA,3
"5080","2:231415184|231415378",NA,5,NA
"5081","2:231460151|231460866",NA,NA,2
"5082","2:231803538|231803729",NA,2,NA
"5083","2:232974159|232974347",NA,3,NA
"5084","2:233175414|233175585",NA,NA,2
"5085","2:233419668|233419872",NA,NA,3
"5086","2:233907767|233907927",2,NA,NA
"5087","2:23414281|23414490",NA,NA,2
"5088","2:234425107|234425278",NA,NA,2
"5089","2:234617053|234617244",2,NA,NA
"5090","2:234967120|234967314",2,NA,2
"5091","2:235106121|235106339",NA,NA,2
"5092","2:235152343|235152559",NA,3,NA
"5093","2:235370857|235371072",NA,NA,2
"5094","2:235371143|235371311",2,NA,NA
"5095","2:235599636|235599825",NA,NA,2
"5096","2:235695747|235695990",3,NA,NA
"5097","2:235711861|235712050",NA,NA,2
"5098","2:235883344|235908906",NA,2,NA
"5099","2:235930764|235968623",NA,5,NA
"5100","2:235989266|235989456",NA,NA,2
"5101","2:236019001|236019156",2,NA,NA
"5102","2:236112717|236112929",NA,NA,2
"5103","2:23615704|23615920",NA,NA,4
"5104","2:236207881|236208073",NA,NA,2
"5105","2:236373983|236374134",NA,2,NA
"5106","2:236851774|236852029",NA,3,NA
"5107","2:23702501|23702662",2,NA,NA
"5108","2:237151562|237151717",2,NA,NA
"5109","2:237444765|237444949",2,NA,NA
"5110","2:237449553|237449756",NA,2,NA
"5111","2:238059225|238059462",NA,NA,2
"5112","2:238127582|238127734",NA,4,NA
"5113","2:23823257|23823569",NA,14,4
"5114","2:238344573|238344858",NA,NA,2
"5115","2:238398218|238398385",NA,2,NA
"5116","2:238433567|238433741",2,NA,NA
"5117","2:238519145|238519309",2,NA,NA
"5118","2:238544164|238544331",2,NA,NA
"5119","2:238547123|238547290",NA,2,NA
"5120","2:238547633|238547789",2,NA,NA
"5121","2:238550365|238550533",NA,3,NA
"5122","2:238766172|238766341",NA,3,NA
"5123","2:238861663|238861866",NA,2,NA
"5124","2:238893974|238894183",2,NA,NA
"5125","2:239185248|239185408",NA,3,NA
"5126","2:239498668|239498870",2,NA,NA
"5127","2:239538431|239538616",NA,NA,2
"5128","2:239565209|239565365",NA,5,NA
"5129","2:239565282|239565441",NA,NA,5
"5130","2:239565409|239565654",2,NA,NA
"5131","2:239565500|239565654",NA,NA,2
"5132","2:239565533|239565720",3,NA,NA
"5133","2:239565544|239565720",NA,2,NA
"5134","2:239565687|239565925",2,NA,NA
"5135","2:239565764|239565925",NA,4,NA
"5136","2:23958300|23984831",NA,6,NA
"5137","2:239719397|239719572",NA,NA,2
"5138","2:239761612|239761802",NA,2,NA
"5139","2:239791006|239791210",NA,6,NA
"5140","2:240390771|240390927",NA,4,NA
"5141","2:240576415|240576724",2,NA,NA
"5142","2:240632632|240632795",2,NA,NA
"5143","2:240934071|240934229",NA,NA,2
"5144","2:241002986|241003191",NA,2,NA
"5145","2:24105090|24105386",NA,NA,2
"5146","2:241343751|241348191",NA,6,NA
"5147","2:241573444|241573699",NA,2,NA
"5148","2:241711285|241711452",2,NA,NA
"5149","2:241815659|241816044",NA,5,NA
"5150","2:241939056|241939223",2,NA,NA
"5151","2:241939383|241939562",NA,NA,2
"5152","2:241944153|241944373",NA,2,NA
"5153","2:24273260|24273446",NA,2,NA
"5154","2:24564294|24584560",NA,NA,2
"5155","2:24564294|24593721",NA,2,NA
"5156","2:2521751|2521946",2,NA,NA
"5157","2:25311274|25311449",2,NA,NA
"5158","2:25576837|25580826",NA,10,NA
"5159","2:25576837|25596240",NA,2,NA
"5160","2:25744486|25744655",NA,5,NA
"5161","2:25799384|25806337",NA,NA,3
"5162","2:25927577|25927735",NA,NA,2
"5163","2:25980372|25982475",NA,6,NA
"5164","2:26098661|26109906",NA,NA,4
"5165","2:26323294|26323463",NA,NA,2
"5166","2:26373366|26375148",NA,2,NA
"5167","2:27338120|27338295",NA,NA,2
"5168","2:27374782|27375140",NA,NA,2
"5169","2:27574664|27574832",NA,NA,2
"5170","2:27633931|27634107",NA,NA,2
"5171","2:2763655|2763806",NA,2,NA
"5172","2:27681239|27681394",NA,2,NA
"5173","2:27874605|27874798",NA,NA,4
"5174","2:28087228|28087406",NA,NA,5
"5175","2:28226606|28226757",NA,NA,2
"5176","2:2838562|2838721",2,NA,NA
"5177","2:28641735|28641893",2,NA,NA
"5178","2:28702327|28702521",2,NA,NA
"5179","2:28783906|28788809",NA,2,NA
"5180","2:28844221|28844397",NA,5,NA
"5181","2:28856482|28856679",NA,3,NA
"5182","2:29256676|29256851",NA,NA,3
"5183","2:29256685|29256859",2,NA,NA
"5184","2:29280059|29280231",NA,NA,2
"5185","2:29280378|29280550",3,NA,NA
"5186","2:29607637|29607798",2,NA,NA
"5187","2:29646572|29646735",NA,NA,3
"5188","2:3035897|3036121",NA,5,NA
"5189","2:30525586|30533314",NA,6,NA
"5190","2:31002695|31002961",NA,2,NA
"5191","2:31043022|31043188",2,NA,NA
"5192","2:31136234|31136384",NA,NA,2
"5193","2:31164151|31164359",NA,3,NA
"5194","2:31172367|31172521",NA,NA,2
"5195","2:31339488|31355139",NA,4,NA
"5196","2:31375379|31377237",NA,9,NA
"5197","2:31403047|31414842",NA,5,NA
"5198","2:31405906|31409002",NA,NA,2
"5199","2:31821669|31821842",NA,NA,2
"5200","2:3199708|3199860",2,NA,NA
"5201","2:32114637|32116212",NA,3,NA
"5202","2:32510525|32513154",NA,NA,2
"5203","2:32632721|32632885",NA,NA,5
"5204","2:33164748|33165416",NA,2,NA
"5205","2:33240098|33240318",NA,5,NA
"5206","2:33243138|33243347",NA,NA,2
"5207","2:33495660|33495869",NA,2,NA
"5208","2:33527930|33528100",NA,NA,2
"5209","2:35423119|35423292",3,NA,NA
"5210","2:35683822|35684004",NA,NA,2
"5211","2:36441257|36442735",NA,4,NA
"5212","2:36468751|36468920",NA,NA,3
"5213","2:36750261|36750429",NA,NA,2
"5214","2:36817201|36817398",NA,2,NA
"5215","2:37030943|37031166",NA,3,NA
"5216","2:37049652|37057480",NA,7,NA
"5217","2:37056439|37057480",NA,3,NA
"5218","2:37119958|37122664",NA,3,NA
"5219","2:37331204|37331449",NA,NA,2
"5220","2:37585514|37585681",NA,2,NA
"5221","2:38215307|38215492",NA,NA,5
"5222","2:38900670|38900862",NA,3,NA
"5223","2:3911639|3911843",NA,NA,3
"5224","2:39734054|39734230",NA,3,NA
"5225","2:40046829|40047000",3,NA,NA
"5226","2:40051023|40051261",2,NA,NA
"5227","2:40935425|40935600",NA,6,NA
"5228","2:41010350|41010501",NA,NA,3
"5229","2:41219720|41219929",NA,2,NA
"5230","2:41544960|41545135",NA,NA,4
"5231","2:41701672|41701830",NA,4,NA
"5232","2:41750616|41750772",NA,2,NA
"5233","2:42025352|42025607",NA,NA,2
"5234","2:42129216|42129380",NA,2,NA
"5235","2:42718987|42723035",NA,2,NA
"5236","2:42794886|42795086",NA,NA,3
"5237","2:42932027|42932185",NA,6,NA
"5238","2:43018090|43018240",NA,2,NA
"5239","2:43154366|43154536",NA,2,NA
"5240","2:43253668|43253929",NA,NA,3
"5241","2:43428099|43430302",NA,2,NA
"5242","2:43505621|43527988",NA,6,NA
"5243","2:4352315|4352484",NA,NA,2
"5244","2:4362425|4362628",NA,NA,4
"5245","2:43700573|43700734",NA,NA,2
"5246","2:43789632|43794643",NA,2,NA
"5247","2:43912431|43918398",NA,11,NA
"5248","2:44174761|44180397",NA,3,NA
"5249","2:45332942|45333125",4,NA,NA
"5250","2:45700151|45700354",NA,NA,2
"5251","2:45863459|45863714",NA,2,NA
"5252","2:46026732|46026911",NA,9,NA
"5253","2:46089366|46089526",NA,NA,3
"5254","2:46286866|46287037",2,NA,NA
"5255","2:46974972|46978907",NA,3,NA
"5256","2:47003601|47003833",NA,3,NA
"5257","2:47634375|47634534",NA,2,NA
"5258","2:4777390|4777556",NA,NA,4
"5259","2:47822217|47823360",NA,6,NA
"5260","2:48255144|48255305",4,NA,NA
"5261","2:48255440|48255640",NA,NA,2
"5262","2:48617857|48618047",NA,NA,2
"5263","2:48755219|48755447",NA,2,NA
"5264","2:48806999|48807182",NA,2,NA
"5265","2:48892765|48892925",NA,2,NA
"5266","2:49163320|49163563",4,NA,NA
"5267","2:49297990|49298285",NA,NA,2
"5268","2:50113337|50113700",NA,4,NA
"5269","2:50173934|50174103",NA,NA,4
"5270","2:50591722|50591937",NA,NA,2
"5271","2:5076892|5077056",NA,NA,2
"5272","2:51187396|51187591",2,NA,NA
"5273","2:52293688|52293859",NA,NA,2
"5274","2:52435712|52435948",NA,NA,3
"5275","2:53028426|53028578",NA,2,NA
"5276","2:53496072|53496229",NA,NA,3
"5277","2:53866084|53869538",NA,5,NA
"5278","2:53869375|53873850",NA,3,NA
"5279","2:5395181|5395334",NA,NA,2
"5280","2:54424946|54425100",NA,3,NA
"5281","2:54428483|54428650",NA,2,NA
"5282","2:54712392|54712565",NA,NA,4
"5283","2:54757904|54758078",2,NA,NA
"5284","2:54811149|54811404",3,NA,NA
"5285","2:54948881|54950779",NA,6,NA
"5286","2:5509322|5509670",NA,NA,2
"5287","2:55357847|55358000",NA,4,NA
"5288","2:5552745|5552912",3,NA,3
"5289","2:5553054|5553212",3,NA,NA
"5290","2:5553130|5553254",NA,NA,3
"5291","2:5563539|5563805",NA,2,NA
"5292","2:55919070|55919227",NA,4,NA
"5293","2:56128393|56128608",NA,NA,2
"5294","2:57412570|57412731",NA,3,NA
"5295","2:57686047|57686202",NA,NA,4
"5296","2:57857906|57858076",NA,NA,2
"5297","2:58274722|58274882",NA,NA,3
"5298","2:5843073|5843253",NA,3,NA
"5299","2:58472565|58472756",NA,3,NA
"5300","2:58810419|58810580",NA,NA,2
"5301","2:59740116|59740336",NA,NA,2
"5302","2:59910231|59910406",NA,3,NA
"5303","2:59945051|59945250",2,NA,NA
"5304","2:60075047|60075228",NA,NA,2
"5305","2:60374357|60374975",NA,NA,2
"5306","2:60599721|60599937",2,NA,NA
"5307","2:60638242|60638451",NA,5,NA
"5308","2:61115978|61118116",NA,4,NA
"5309","2:61146918|61147072",NA,3,NA
"5310","2:61178980|61186497",NA,9,NA
"5311","2:61300950|61301454",NA,3,NA
"5312","2:61522610|61533903",NA,3,NA
"5313","2:61565107|61565260",NA,2,NA
"5314","2:61735753|61735959",3,NA,NA
"5315","2:62104673|62104845",NA,NA,2
"5316","2:62107831|62108071",2,NA,NA
"5317","2:62218495|62218663",NA,NA,2
"5318","2:62366417|62366600",NA,NA,2
"5319","2:62425853|62426115",NA,NA,4
"5320","2:62922571|62922740",4,NA,NA
"5321","2:62952167|62952435",NA,2,NA
"5322","2:63856305|63857936",NA,57,8
"5323","2:6386660|6386827",NA,NA,2
"5324","2:64394041|64394377",NA,NA,6
"5325","2:64633321|64633557",NA,NA,3
"5326","2:65001447|65010763",NA,8,NA
"5327","2:65554728|65554895",NA,NA,2
"5328","2:6568456|6568621",NA,NA,3
"5329","2:6580548|6580739",NA,NA,2
"5330","2:65974950|65975284",NA,NA,2
"5331","2:66168210|66168409",5,NA,NA
"5332","2:66573668|66573878",NA,2,NA
"5333","2:66733455|66733846",NA,NA,2
"5334","2:6760213|6760443",NA,NA,2
"5335","2:67796868|67797034",NA,4,NA
"5336","2:68280967|68281303",NA,2,NA
"5337","2:68459768|68459981",NA,2,NA
"5338","2:68825166|68825319",NA,2,NA
"5339","2:688460|688665",3,NA,NA
"5340","2:6889769|6890341",NA,2,NA
"5341","2:68966880|68967034",2,NA,NA
"5342","2:69992925|69993145",NA,NA,2
"5343","2:70190903|70191091",NA,2,NA
"5344","2:70741877|70742143",NA,NA,2
"5345","2:71189844|71190021",NA,NA,4
"5346","2:7132638|7132817",NA,4,NA
"5347","2:71503598|71503786",NA,NA,2
"5348","2:71526219|71528401",NA,3,NA
"5349","2:72094499|72094740",NA,4,NA
"5350","2:72126435|72126587",NA,2,NA
"5351","2:72135070|72135282",NA,2,NA
"5352","2:72142000|72142490",NA,5,NA
"5353","2:725312|725479",NA,NA,2
"5354","2:72919404|72919734",NA,NA,3
"5355","2:73345357|73345539",2,NA,NA
"5356","2:73913484|73913646",NA,NA,2
"5357","2:74010213|74010371",NA,5,NA
"5358","2:74067056|74067264",2,NA,NA
"5359","2:74551814|74551977",NA,NA,2
"5360","2:74586019|74586189",NA,NA,2
"5361","2:74777238|74777401",2,NA,NA
"5362","2:74845773|74845948",3,NA,NA
"5363","2:74908660|74908810",NA,NA,2
"5364","2:74912392|74912559",NA,2,NA
"5365","2:74932306|74932483",NA,NA,2
"5366","2:7551402|7551559",2,NA,NA
"5367","2:75557338|75557500",2,NA,NA
"5368","2:75616100|75616346",5,NA,NA
"5369","2:75794893|75795107",NA,3,NA
"5370","2:7621358|7621721",NA,NA,2
"5371","2:76843009|76843239",2,NA,NA
"5372","2:77313114|77313304",NA,4,NA
"5373","2:77313380|77313533",NA,2,NA
"5374","2:77418862|77419042",NA,5,NA
"5375","2:7811481|7811678",2,NA,NA
"5376","2:78398080|78398255",3,NA,NA
"5377","2:78716224|78716407",NA,2,NA
"5378","2:79067639|79067818",NA,8,NA
"5379","2:80035958|80036200",NA,NA,3
"5380","2:80139245|80139401",NA,NA,2
"5381","2:80743569|80743779",NA,3,NA
"5382","2:80999602|80999821",NA,2,NA
"5383","2:82259544|82259773",2,NA,NA
"5384","2:83269680|83270017",NA,2,NA
"5385","2:83384402|83384603",NA,NA,2
"5386","2:84000109|84000277",NA,4,NA
"5387","2:84152929|84153248",2,NA,NA
"5388","2:84153363|84153615",2,NA,NA
"5389","2:84189628|84189803",NA,2,NA
"5390","2:8430588|8430750",2,NA,NA
"5391","2:84494020|84494175",NA,NA,3
"5392","2:84749276|84749461",NA,NA,2
"5393","2:84946344|84946540",2,NA,NA
"5394","2:85254891|85255041",2,NA,NA
"5395","2:85265145|85265333",2,NA,NA
"5396","2:85399171|85401896",NA,3,NA
"5397","2:8547513|8547676",2,NA,NA
"5398","2:85681482|85681642",2,NA,NA
"5399","2:85884537|85884849",NA,3,NA
"5400","2:86509613|86509798",NA,NA,2
"5401","2:86611644|86611857",NA,2,NA
"5402","2:86797067|86797232",NA,NA,2
"5403","2:8732918|8733161",NA,2,NA
"5404","2:88086326|88086524",NA,NA,3
"5405","2:88130251|88130639",NA,17,3
"5406","2:88175110|88175284",NA,2,NA
"5407","2:88476005|88476314",NA,3,NA
"5408","2:9156512|9156664",3,NA,NA
"5409","2:9448197|9454226",NA,5,NA
"5410","2:94763471|94763659",NA,3,NA
"5411","2:94771138|94771321",NA,8,NA
"5412","2:95043748|95043923",NA,NA,2
"5413","2:95181370|95181538",NA,NA,2
"5414","2:9521202|9523338",NA,3,NA
"5415","2:95311842|95312055",NA,NA,2
"5416","2:95833829|95834045",NA,NA,2
"5417","2:9618924|9619113",NA,5,NA
"5418","2:96487319|96487480",NA,NA,2
"5419","2:96531511|96531704",NA,NA,3
"5420","2:96797011|96797647",NA,6,NA
"5421","2:96842059|96842511",NA,4,NA
"5422","2:96873210|96873410",NA,NA,2
"5423","2:96898843|96899002",3,NA,NA
"5424","2:96948150|96948353",NA,NA,2
"5425","2:96952729|96952926",NA,NA,3
"5426","2:9749408|9749671",NA,NA,2
"5427","2:9767760|9767992",NA,NA,2
"5428","2:97716368|97716526",NA,NA,2
"5429","2:98526699|98526875",NA,NA,2
"5430","2:99194750|99195756",NA,3,NA
"5431","2:99462495|99464985",NA,10,NA
"5432","2:9971925|9972077",2,NA,NA
"5433","2:99890909|99891070",NA,2,NA
"5434","20:1019499|1019651",NA,2,NA
"5435","20:10403522|10403754",2,NA,NA
"5436","20:1055410|1055561",NA,NA,2
"5437","20:11496724|11496889",2,NA,NA
"5438","20:1212353|1212527",NA,NA,2
"5439","20:12617675|12617832",2,NA,NA
"5440","20:12831592|12831786",NA,3,NA
"5441","20:13242022|13242176",2,NA,NA
"5442","20:13522766|13522950",2,NA,NA
"5443","20:13569506|13587370",NA,NA,4
"5444","20:13814288|13814515",2,NA,NA
"5445","20:15057866|15058074",NA,4,NA
"5446","20:15078104|15078479",NA,2,NA
"5447","20:1521343|1521493",NA,NA,2
"5448","20:16385312|16385468",2,NA,NA
"5449","20:16398248|16398431",NA,2,NA
"5450","20:17199091|17199252",NA,NA,4
"5451","20:1828220|1828577",NA,NA,2
"5452","20:18551088|18554390",NA,4,NA
"5453","20:1862382|1862616",2,NA,NA
"5454","20:18674355|18674523",NA,6,NA
"5455","20:18727644|18727820",NA,NA,3
"5456","20:1876417|1876576",NA,NA,3
"5457","20:19107545|19108414",2,NA,NA
"5458","20:19438642|19438813",NA,2,NA
"5459","20:19494544|19494727",NA,NA,2
"5460","20:19498978|19499136",NA,NA,2
"5461","20:19858373|19859066",NA,NA,2
"5462","20:19956614|19960811",NA,NA,2
"5463","20:2001775|2001961",NA,5,NA
"5464","20:20338570|20338805",2,NA,NA
"5465","20:20354633|20354810",2,NA,NA
"5466","20:20871787|20871941",NA,NA,2
"5467","20:21322880|21323764",NA,2,NA
"5468","20:21340720|21346550",NA,5,NA
"5469","20:21365420|21368590",NA,6,NA
"5470","20:21662799|21663005",NA,NA,4
"5471","20:21674189|21674393",4,NA,NA
"5472","20:21694232|21694601",NA,7,NA
"5473","20:21757903|21758056",NA,4,NA
"5474","20:21805207|21805362",2,NA,NA
"5475","20:22507318|22507500",NA,2,NA
"5476","20:22507849|22508051",NA,NA,5
"5477","20:22523497|22523722",2,NA,NA
"5478","20:23085301|23085598",NA,4,NA
"5479","20:231012|231232",NA,NA,2
"5480","20:23334534|23334697",NA,3,NA
"5481","20:23510987|23511170",NA,2,NA
"5482","20:23519098|23519264",NA,NA,3
"5483","20:23539312|23539466",NA,2,2
"5484","20:23654464|23654659",2,NA,NA
"5485","20:24112086|24112338",NA,3,NA
"5486","20:24136858|24137037",NA,NA,2
"5487","20:24254666|24254841",NA,3,NA
"5488","20:24635343|24635526",NA,NA,3
"5489","20:2516516|2516688",NA,NA,2
"5490","20:25240250|25240452",3,NA,NA
"5491","20:2948018|2948190",NA,NA,2
"5492","20:31831659|31831828",2,NA,NA
"5493","20:31985671|31987604",NA,NA,3
"5494","20:31987802|31988123",NA,2,NA
"5495","20:32316217|32316874",NA,3,NA
"5496","20:32366383|32369123",NA,7,NA
"5497","20:32569337|32569500",NA,2,NA
"5498","20:32788853|32792770",NA,NA,7
"5499","20:32879751|32880043",3,NA,NA
"5500","20:33038182|33038346",5,NA,NA
"5501","20:33198979|33199137",NA,NA,2
"5502","20:33214894|33216711",NA,2,NA
"5503","20:33299822|33299978",NA,3,NA
"5504","20:33619516|33623296",NA,NA,2
"5505","20:33619519|33623081",3,NA,NA
"5506","20:33628349|33629914",NA,NA,2
"5507","20:33681688|33681891",NA,3,NA
"5508","20:33772102|33772298",NA,4,NA
"5509","20:33778237|33778391",NA,NA,3
"5510","20:33815340|33815518",NA,2,NA
"5511","20:34407595|34407759",NA,7,NA
"5512","20:3456102|3456278",NA,2,NA
"5513","20:34904512|34908297",NA,NA,2
"5514","20:34918956|34919144",NA,NA,2
"5515","20:34935781|34936165",NA,NA,3
"5516","20:34955569|34955722",NA,8,NA
"5517","20:34966333|34966513",NA,2,4
"5518","20:34979660|34979868",2,NA,NA
"5519","20:35016007|35021356",NA,2,NA
"5520","20:35304899|35305094",NA,NA,2
"5521","20:35630438|35631034",NA,2,NA
"5522","20:35655201|35658982",NA,2,NA
"5523","20:35655201|35659014",NA,5,NA
"5524","20:35842572|35858381",NA,3,NA
"5525","20:3632592|3632754",NA,3,NA
"5526","20:363746|363994",NA,NA,4
"5527","20:36381894|36382064",NA,2,NA
"5528","20:36390767|36390937",2,NA,NA
"5529","20:36564877|36565125",NA,5,NA
"5530","20:36591267|36591450",NA,4,NA
"5531","20:3669489|3669664",NA,NA,2
"5532","20:36857638|36857871",NA,NA,2
"5533","20:37047052|37055656",NA,2,NA
"5534","20:37194083|37194269",3,NA,NA
"5535","20:3745614|3745802",2,NA,NA
"5536","20:37571091|37571286",3,NA,NA
"5537","20:37686873|37687134",NA,2,NA
"5538","20:37738631|37738954",NA,14,NA
"5539","20:37774215|37774368",NA,2,NA
"5540","20:37842344|37859973",NA,3,NA
"5541","20:37885166|37885351",2,NA,NA
"5542","20:38012757|38013105",NA,5,NA
"5543","20:38032085|38032276",NA,4,NA
"5544","20:38165743|38165912",NA,NA,4
"5545","20:38215275|38215442",NA,NA,2
"5546","20:38349606|38349767",3,NA,NA
"5547","20:38551221|38551486",NA,NA,3
"5548","20:38644914|38647137",NA,NA,4
"5549","20:38711390|38711553",NA,2,NA
"5550","20:39007033|39007215",NA,NA,2
"5551","20:39265415|39265583",2,NA,NA
"5552","20:39292608|39292996",NA,NA,3
"5553","20:39308979|39309178",NA,3,NA
"5554","20:39893425|39893577",2,NA,NA
"5555","20:39904703|39904859",NA,NA,2
"5556","20:40630404|40630614",2,NA,NA
"5557","20:40938313|40938480",NA,3,NA
"5558","20:41014995|41015207",NA,NA,2
"5559","20:41015079|41015238",NA,NA,2
"5560","20:41112781|41114155",NA,NA,3
"5561","20:41267462|41269083",NA,6,NA
"5562","20:41354737|41354926",NA,3,NA
"5563","20:41450764|41450965",2,NA,NA
"5564","20:41512845|41514952",NA,8,NA
"5565","20:41512845|41533570",NA,NA,2
"5566","20:41813608|41813889",NA,2,NA
"5567","20:41969397|41991270",NA,6,NA
"5568","20:42061877|42062049",NA,5,NA
"5569","20:42213265|42215742",10,NA,6
"5570","20:42243079|42243232",NA,2,NA
"5571","20:42376666|42376852",NA,7,NA
"5572","20:42451080|42451253",4,NA,NA
"5573","20:42840779|42841037",NA,NA,2
"5574","20:4299413|4299565",NA,2,NA
"5575","20:43364629|43364853",NA,4,NA
"5576","20:4369575|4369730",NA,3,2
"5577","20:43712141|43712324",NA,NA,3
"5578","20:43896637|43896802",NA,NA,6
"5579","20:44067036|44067384",NA,4,NA
"5580","20:4412428|4412608",NA,6,NA
"5581","20:44149326|44149534",NA,NA,2
"5582","20:44257093|44257251",2,NA,NA
"5583","20:44374264|44374445",NA,2,NA
"5584","20:44599988|44600161",NA,2,NA
"5585","20:44853845|44854047",4,NA,NA
"5586","20:45230048|45230227",NA,NA,2
"5587","20:45448617|45448840",NA,NA,4
"5588","20:45938065|45938221",NA,2,NA
"5589","20:46012591|46012759",NA,NA,3
"5590","20:46110781|46111035",NA,NA,2
"5591","20:46216685|46216844",NA,3,NA
"5592","20:46220886|46221130",2,NA,NA
"5593","20:46367876|46368055",NA,NA,3
"5594","20:46724459|46724609",2,NA,NA
"5595","20:47180495|47180717",2,NA,NA
"5596","20:47736702|47757463",NA,8,NA
"5597","20:4790097|4790272",NA,2,NA
"5598","20:47918352|47918535",NA,2,NA
"5599","20:47930143|47930373",NA,6,NA
"5600","20:48129762|48129932",NA,NA,2
"5601","20:48637564|48637806",NA,2,NA
"5602","20:48649337|48649571",NA,NA,2
"5603","20:48666966|48667144",NA,NA,3
"5604","20:48676155|48676319",NA,NA,2
"5605","20:48699544|48699731",NA,NA,2
"5606","20:48726050|48726216",2,NA,NA
"5607","20:48740989|48741219",NA,NA,2
"5608","20:48758981|48759144",2,NA,NA
"5609","20:48953555|48963898",NA,6,NA
"5610","20:4927746|4930269",NA,3,NA
"5611","20:49368787|49369002",NA,2,NA
"5612","20:49391704|49391875",NA,NA,2
"5613","20:49461660|49461826",NA,NA,2
"5614","20:49617764|49617939",NA,NA,2
"5615","20:49672796|49672968",NA,2,NA
"5616","20:50282717|50282869",NA,NA,2
"5617","20:5035709|5035862",NA,3,NA
"5618","20:50561037|50561187",NA,NA,3
"5619","20:5059493|5059645",NA,NA,2
"5620","20:50718189|50718362",NA,4,NA
"5621","20:51046240|51047336",NA,2,NA
